book	edition	page_id	page_image	verse_idx_in_page	col_index	part	patch_image	patch_preprocessed	split	col_bbox_xywh	nom_text	nom_unicode	n_nom	qn_verse	n_qn_syll	len_match	nomnaocr_label	nna_eq_ihr
TruyenKieu1872	Kiều 1872 (in mộc bản)	page02b	data/TruyenKieu1872/pages/images/page02b.jpg	17	8	2	data/TruyenKieu1872/patches/page02b.jpg_8_2.jpg	data/TruyenKieu1872/patches_preprocessed/train/page02b.jpg_8_2.jpg	train	52.1,12.7,30.2,563.3	墻東蜂𧊉𠫾𧗱默埃	U+58BB U+6771 U+8702 U+27289 U+20AFE U+275F1 U+9ED8 U+57C3	8	Tường đông ong bướm đi về mặc ai.	8	1	墻東蜂𧊉𠫾𧗱默埃	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page02b	data/TruyenKieu1872/pages/images/page02b.jpg	18	9	1	data/TruyenKieu1872/patches/page02b.jpg_9_1.jpg	data/TruyenKieu1872/patches_preprocessed/train/page02b.jpg_9_1.jpg	train	15.5,12.9,30.8,559.0	𣈜春昆燕迻梭	U+2321C U+6625 U+6606 U+71D5 U+8FFB U+68AD	6	NGÀY XUÂN con én đưa thoi,	6	1	𣈜春昆燕迻梭	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page02b	data/TruyenKieu1872/pages/images/page02b.jpg	19	9	2	data/TruyenKieu1872/patches/page02b.jpg_9_2.jpg	data/TruyenKieu1872/patches_preprocessed/train/page02b.jpg_9_2.jpg	train	15.5,12.9,30.8,559.0	韶光九󰁬㐌外𦒹𨑮	U+97F6 U+5149 U+4E5D U+F006C U+340C U+5916 U+264B9 U+2846E	8	Thiều quang chín chục đã ngoài sáu mươi.	8	1	韶光九󰁬㐌外𦒹𨑮	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page03a	data/TruyenKieu1872/pages/images/page03a.jpg	0	0	1	data/TruyenKieu1872/patches/page03a.jpg_0_1.jpg	data/TruyenKieu1872/patches_preprocessed/train/page03a.jpg_0_1.jpg	train	351.6,7.9,35.2,570.1	𦹵𡽫撑羡蹎𡗶	U+26E75 U+21F6B U+6491 U+7FA1 U+8E4E U+215F6	6	Cỏ non xanh tạn chân trời,	6	1	𦹵𡽫撑羡蹎𡗶	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page03a	data/TruyenKieu1872/pages/images/page03a.jpg	1	0	2	data/TruyenKieu1872/patches/page03a.jpg_0_2.jpg	data/TruyenKieu1872/patches_preprocessed/train/page03a.jpg_0_2.jpg	train	351.6,7.9,35.2,570.1	挭梨𤽸點𠬠𠄽󰊎花	U+632D U+68A8 U+24F78 U+9EDE U+20B20 U+2013D U+F028E U+82B1	8	Cành lê trắng điểm một vài bông hoa.	8	1	挭梨𤽸點𠬠𠄽󰊎花	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page03a	data/TruyenKieu1872/pages/images/page03a.jpg	2	1	1	data/TruyenKieu1872/patches/page03a.jpg_1_1.jpg	data/TruyenKieu1872/patches_preprocessed/train/page03a.jpg_1_1.jpg	train	312.2,8.3,36.7,570.2	清明𡧲節𣈜𠀧	U+6E05 U+660E U+219F2 U+7BC0 U+2321C U+20027	6	Thanh minh GIỮA tiết NGÀY ba,	6	1	清明𡧲節𣈜𠀧	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page03a	data/TruyenKieu1872/pages/images/page03a.jpg	3	1	2	data/TruyenKieu1872/patches/page03a.jpg_1_2.jpg	data/TruyenKieu1872/patches_preprocessed/train/page03a.jpg_1_2.jpg	train	312.2,8.3,36.7,570.2	礼󰑼掃墓噲󰑼踏晴	U+793C U+F047C U+6383 U+5893 U+5672 U+F047C U+8E0F U+6674	8	Lễ là Tảo mộ GỌI là Đạp thanh.	8	1	礼󰑼掃墓噲󰑼踏晴	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page03a	data/TruyenKieu1872/pages/images/page03a.jpg	4	2	1	data/TruyenKieu1872/patches/page03a.jpg_2_1.jpg	data/TruyenKieu1872/patches_preprocessed/train/page03a.jpg_2_1.jpg	train	277.1,10.7,36.6,566.8	𧵆賒奴󱋨燕鶧	U+27D46 U+8CD2 U+5974 U+F12E8 U+71D5 U+9DA7	6	Gần xa nô nức yến anh,	6	1	𧵆賒奴󱋨燕鶧	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page03a	data/TruyenKieu1872/pages/images/page03a.jpg	5	2	2	data/TruyenKieu1872/patches/page03a.jpg_2_2.jpg	data/TruyenKieu1872/patches_preprocessed/train/page03a.jpg_2_2.jpg	train	277.1,10.7,36.6,566.8	姉㛪懺所步行制春	U+59C9 U+36EA U+61FA U+6240 U+6B65 U+884C U+5236 U+6625	8	Chị em sắm sửa bộ hành chơi xuân.	8	1	姉㛪懺所步行制春	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page03a	data/TruyenKieu1872/pages/images/page03a.jpg	6	3	1	data/TruyenKieu1872/patches/page03a.jpg_3_1.jpg	data/TruyenKieu1872/patches_preprocessed/train/page03a.jpg_3_1.jpg	train	242.5,8.3,33.5,568.4	習耀才子佳人	U+7FD2 U+8000 U+624D U+5B50 U+4F73 U+4EBA	6	Dập dìu tài tử giai nhân,	6	1	習耀才子佳人	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page03a	data/TruyenKieu1872/pages/images/page03a.jpg	7	3	2	data/TruyenKieu1872/patches/page03a.jpg_3_2.jpg	data/TruyenKieu1872/patches_preprocessed/train/page03a.jpg_3_2.jpg	train	242.5,8.3,33.5,568.4	馭車如渃襖裙如𢬧	U+99AD U+8ECA U+5982 U+6E03 U+8956 U+88D9 U+5982 U+22B27	8	Ngựa xe như nước áo quần như nen.	8	1	馭車如渃襖裙如𢬧	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page03a	data/TruyenKieu1872/pages/images/page03a.jpg	8	4	1	data/TruyenKieu1872/patches/page03a.jpg_4_1.jpg	data/TruyenKieu1872/patches_preprocessed/train/page03a.jpg_4_1.jpg	train	205.6,12.2,36.1,562.8	衮昂坵埬撟𨖲	U+886E U+6602 U+5775 U+57EC U+649F U+285B2	6	Ngổn ngang GÒ đống kéo lên,	6	1	衮昂坵埬撟𨖲	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page03a	data/TruyenKieu1872/pages/images/page03a.jpg	9	4	2	data/TruyenKieu1872/patches/page03a.jpg_4_2.jpg	data/TruyenKieu1872/patches_preprocessed/train/page03a.jpg_4_2.jpg	train	205.6,12.2,36.1,562.8	梭鐄𥿠𫽘烣残紙悲	U+68AD U+9404 U+25FE0 U+2BF58 U+70E3 U+6B8B U+7D19 U+60B2	8	Thoi vàng VÓ rắc tro TÀN giấy bay.	8	1	梭鐄𥿠𫽘烣残紙悲	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page03a	data/TruyenKieu1872/pages/images/page03a.jpg	10	5	1	data/TruyenKieu1872/patches/page03a.jpg_5_1.jpg			168.9,8.0,34.8,565.7	-匕䏾我𧗱西	U+002D U+5315 U+43FE U+6211 U+275F1 U+897F	6	Tà tà bóng ngã về tây,	6	1	?匕䏾我𧗱西	0
TruyenKieu1872	Kiều 1872 (in mộc bản)	page03a	data/TruyenKieu1872/pages/images/page03a.jpg	11	5	2	data/TruyenKieu1872/patches/page03a.jpg_5_2.jpg	data/TruyenKieu1872/patches_preprocessed/val/page03a.jpg_5_2.jpg	val	168.9,8.0,34.8,565.7	姉㛪他引󰇶𢬣𦋦𧗱	U+59C9 U+36EA U+4ED6 U+5F15 U+F01F6 U+22B23 U+262E6 U+275F1	8	Chị em thơ thẩn DAN tay ra về.	8	1	姉㛪他引󰇶𢬣𦋦𧗱	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page03a	data/TruyenKieu1872/pages/images/page03a.jpg	12	6	1	data/TruyenKieu1872/patches/page03a.jpg_6_1.jpg	data/TruyenKieu1872/patches_preprocessed/train/page03a.jpg_6_1.jpg	train	134.2,9.2,33.5,561.5	𨀈寅蹺𦰟小溪	U+28008 U+5BC5 U+8E7A U+26C1F U+5C0F U+6EAA	6	Bước dần theo ngọn tiểu khê,	6	1	𨀈寅蹺𦰟小溪	1
TruyenKieu1872	Kiều 1872 (in mộc bản)	page03a	data/TruyenKieu1872/pages/images/page03a.jpg	13	6	2	data/TruyenKieu1872/patches/page03a.jpg_6_2.jpg	data/TruyenKieu1872/patches_preprocessed/train/page03a.jpg_6_2.jpg	train	134.2,9.2,33.5,561.5	吝𫀅󰘩景固皮清清	U+541D U+2B005 U+F0629 U+666F U+56FA U+76AE U+6E05 U+6E05	8	Lần xem phong cảnh có bề THANH THANH .	8	1	吝𫀅󰘩景固皮清清	1
