sample_id,pred,score,sec
M2_0239,俞,0.4845,0.0686
M2_0240,,0.0,0.0583
M2_0241,习良,0.4112,0.0615
M2_0242,生,0.9695,0.0644
M2_0243,,0.0,0.0621
M2_0244,起列,0.4118,0.0623
M2_0245,西六。,0.4178,0.0611
M2_0246,三丰,0.4568,0.055
M2_0247,残定,0.641,0.0631
M2_0248,平国,0.4936,0.0629
M2_0249,玉志,0.5346,0.0638
M2_0250,煌,0.1525,0.063
M2_0251,七,0.6011,0.0701
M2_0252,人各,0.6886,0.0626
M2_0253,导,0.4858,0.0661
M2_0254,信,0.053,0.0665
M2_0255,蛋,0.3925,0.0639
M2_0256,故,0.4715,0.0635
M2_0257,医郎,0.3149,0.067
M2_0258,语电,0.3895,0.0563
M2_0259,味,0.2438,0.0671
M2_0260,齐鼎,0.3187,0.0723
M2_0261,寻,0.3806,0.0656
M2_0262,运,0.1448,0.0675
M2_0263,斗,0.7156,0.0618
M2_0264,羽,0.087,0.0581
M2_0265,人包,0.6132,0.0655
M2_0266,二三,0.4065,0.0667
M2_0267,91,0.195,0.0667
M2_0268,化,0.6827,0.0661
M2_0269,导,0.2276,0.0673
M2_0270,本丽,0.6452,0.0655
M2_0271,,0.0,0.0586
M2_0272,空,0.2027,0.0656
M2_0273,严磨,0.364,0.067
M2_0274,保,0.1772,0.0718
M2_0275,八,0.5548,0.0783
M2_0276,率,0.9942,0.063
M2_0277,注辰,0.2217,0.097
M2_0278,,0.0,0.1147
M2_0279,单,0.7438,0.0686
M2_0280,烛,0.6723,0.0568
M2_0281,街,0.9947,0.0604
M2_0282,,0.0,0.0642
M2_0283,僊,0.7229,0.0658
M2_0284,,0.0,0.065
M2_0285,民方,0.8299,0.0665
M2_0286,ら,0.0945,0.0572
M2_0287,养,0.5137,0.0591
M2_0288,身,0.2956,0.0637
M2_0289,王磊,0.7527,0.0786
M2_0290,,0.0,0.0638
M2_0291,通速,0.3414,0.0658
M2_0292,停,0.3343,0.066
M2_0293,双政,0.4188,0.063
M2_0294,舜,0.3863,0.0646
M2_0295,商,0.339,0.0703
M2_0296,麻说,0.2385,0.0616
M2_0297,守,0.1244,0.0613
M2_0298,软至,0.2283,0.0622
M2_0299,与江,0.4896,0.0616
M2_0300,号部,0.1927,0.0634
M2_0301,碎,0.2272,0.062
M2_0302,也正,0.4292,0.0622
M2_0303,,0.0,0.0677
M2_0304,疗,0.2201,0.0617
M2_0305,写,0.3635,0.0674
M2_0306,金,0.5796,0.0657
M2_0307,玉意,0.2414,0.0657
M2_0308,商,0.7314,0.0656
M2_0309,上俞,0.6541,0.0657
M2_0310,多强铁,0.217,0.0668
M2_0311,起,0.8816,0.0623
M2_0312,乘,0.1716,0.0586
M2_0313,湖立,0.6766,0.0649
M2_0314,朗,0.5247,0.0687
M2_0315,在,0.0891,0.069
M2_0316,,0.0,0.0673
M2_0317,必多,0.3333,0.0602
M2_0318,禊,0.0667,0.0589
M2_0319,白？,0.5609,0.063
M2_0320,华水,0.3762,0.0653
M2_0321,燕,0.1724,0.0655
M2_0322,xE,0.5545,0.0628
M2_0323,比角,0.3877,0.0592
M2_0324,它象,0.286,0.0613
M2_0325,心,0.3158,0.0698
M2_0326,民计,0.6394,0.0663
M2_0327,心响,0.3584,0.0619
M2_0328,寻,0.7433,0.0647
M2_0329,大望,0.2078,0.0664
M2_0330,庶,0.4488,0.0617
M2_0331,熔,0.9625,0.0668
M2_0332,二,0.1909,0.065
M2_0333,凶色,0.6407,0.0664
M2_0334,七碾,0.7228,0.0653
M2_0335,代,0.272,0.0663
M2_0336,羽,0.8676,0.0633
M2_0337,保,0.9558,0.0654
M2_0338,支共,0.3558,0.0624
M2_0339,的後,0.133,0.0679
M2_0340,通,0.8066,0.0728
M2_0341,处型但,0.3933,0.0883
M2_0342,运,0.2455,0.0676
M2_0343,属,0.156,0.0632
M2_0344,,0.0,0.0568
M2_0345,,0.0,0.0752
M2_0346,食,0.4543,0.0659
M2_0347,滴,0.2542,0.0623
M2_0348,遍,0.7284,0.0622
M2_0349,光愿,0.5829,0.0657
M2_0350,白案,0.6118,0.0665
M2_0351,d2,0.6278,0.0678
M2_0352,可動,0.4679,0.0678
M2_0353,代,0.208,0.06
M2_0354,恐德,0.6972,0.0585
M2_0355,远尧,0.3273,0.0615
M2_0356,三,0.3033,0.0697
M2_0357,麻,0.9646,0.0667
M2_0358,初,0.3747,0.0659
M2_0359,六例,0.3278,0.0621
M2_0360,正,0.1612,0.0636
M2_0361,特人,0.7021,0.0655
M2_0362,至玉,0.2963,0.0659
M2_0363,八,0.9983,0.0626
M2_0364,马弦,0.8179,0.0563
M2_0365,徙,0.8266,0.0612
M2_0366,,0.0,0.0635
M2_0367,508,0.4038,0.0643
M2_0368,联,0.0969,0.0625
M2_0369,人导,0.6846,0.0674
M2_0370,,0.0,0.0553
M2_0371,底,0.502,0.0626
M2_0372,姜,0.6049,0.0615
M2_0373,父麻,0.6794,0.0667
M2_0374,街,0.0695,0.0703
M2_0375,字,0.7877,0.0608
M2_0376,八率,0.2434,0.0667
M2_0377,动,0.6437,0.0655
M2_0378,如尝,0.164,0.0661
M2_0379,一笑,0.3881,0.06
M2_0380,風里,0.2686,0.06
M2_0381,、生廟,0.3473,0.0598
M2_0382,路,0.2488,0.0632
M2_0383,j导,0.3897,0.0627
M2_0384,救,0.5781,0.0678
M2_0385,发,0.1548,0.0663
M2_0386,有,0.1987,0.069
M2_0387,代举,0.337,0.0661
M2_0388,近,0.1497,0.0692
M2_0389,效,0.5021,0.0672
M2_0390,完,0.1048,0.0674
M2_0391,,0.0,0.0668
M2_0392,硫、,0.3501,0.0661
M2_0393,同,0.6285,0.0672
M2_0394,店,0.2238,0.0631
M2_0395,动,0.171,0.0589
M2_0396,汤,0.2271,0.064
M2_0397,夏皇,0.737,0.0659
M2_0398,,0.0,0.0651
M2_0399,蛮,0.2967,0.0665
M2_0400,公,0.4924,0.0634
M2_0401,吴,0.519,0.0636
M2_0402,膠王,0.5486,0.0571
M2_0403,传白,0.3713,0.063
M2_0404,七虑,0.6468,0.0631
M2_0405,同,0.3994,0.0617
M2_0406,王后,0.6814,0.0624
M2_0407,污,0.4218,0.06
M2_0408,白之,0.6989,0.0618
M2_0409,甲吞,0.1696,0.062
M2_0410,旅作人,0.4016,0.0628
M2_0411,作,0.8337,0.0593
M2_0412,武公,0.3776,0.0661
M2_0413,应,0.1714,0.0625
M2_0414,里,0.2796,0.0639
M2_0415,詠主,0.228,0.0631
M2_0416,与,0.9543,0.0675
M2_0417,迁,0.2156,0.0621
M2_0418,王而,0.4191,0.0942
M2_0419,钢,0.9626,0.0671
M2_0420,莒,0.3985,0.0517
M2_0421,,0.0,0.075
M2_0422,董,0.3013,0.0932
M2_0423,因折,0.4737,1.0147
M2_0424,事位,0.2215,0.1548
M2_0425,要,0.6474,0.0711
M2_0426,代,0.7828,0.1047
M2_0427,度,0.5361,0.098
M2_0428,帰者,0.6652,0.0872
M2_0429,飞,0.7149,0.0768
M2_0430,德康,0.3054,0.0735
M2_0431,燒烟,0.5251,0.0851
M2_0432,谷,0.3999,0.0788
M2_0433,民四,0.3457,0.0777
M2_0434,因池,0.3304,0.0644
M2_0435,蜂,0.1952,0.0731
M2_0436,主氏,0.8041,0.0808
M2_0437,她,0.9885,0.0911
M2_0438,公主,0.6569,0.0842
M2_0439,弃,0.4823,0.0705
M2_0440,爸,0.2143,0.0751
M2_0441,雪,0.0715,0.0767
M2_0442,榛,0.1431,0.0823
M2_0443,P品,0.2476,0.0855
M2_0444,容,0.2723,0.0707
M2_0445,河燒,0.3996,0.0876
M2_0446,旦,0.9624,0.0788
M2_0447,莽,0.1452,0.1196
M2_0448,興,0.5516,0.1206
M2_0449,星,0.7101,0.076
M2_0450,众,0.7075,0.0704
M2_0451,尿下,0.2651,0.065
M2_0452,接,0.4192,0.0632
M2_0453,5,0.3426,0.062
M2_0454,達,0.494,0.0591
M2_0455,礼孔,0.3872,0.0659
M2_0456,梁大,0.2601,0.0577
M2_0457,寅,0.4113,0.0619
M2_0458,進公,0.4098,0.0623
M2_0459,黎,0.9648,0.0577
M2_0460,南,0.3134,0.0587
M2_0461,安,0.6289,0.0632
M2_0462,万,0.3587,0.0585
M2_0463,女汉,0.6163,0.0614
M2_0464,粤,0.4278,0.0634
M2_0465,至,0.638,0.0567
M2_0466,憾區,0.5133,0.0615
M2_0467,雌,0.1637,0.0617
M2_0468,事众,0.5651,0.0596
M2_0469,体,0.9985,0.0614
M2_0470,,0.0,0.0703
M2_0471,女後,0.7547,0.0604
M2_0472,芯,0.4791,0.0617
M2_0473,五希,0.2327,0.0589
M2_0474,城源,0.7626,0.0661
M2_0475,身,0.7114,0.0693
M2_0476,食,0.4386,0.064
M2_0477,毛,0.1745,0.0669
M2_0478,行,0.8648,0.0582
M2_0479,漸,0.1177,0.0591
M2_0480,2,0.2447,0.0614
M2_0481,餘,0.1544,0.0737
M2_0482,計,0.2233,0.0736
M2_0483,A法,0.0884,0.0675
M2_0484,也竣,0.556,0.0602
M2_0485,不弄,0.5432,0.0722
M2_0486,生脾,0.8473,0.1213
M2_0487,导,0.4435,0.0798
M2_0488,将格,0.2758,0.0595
M2_0489,白,0.5963,0.0678
M2_0490,尹众,0.5283,0.0955
M2_0491,白,0.3293,0.1132
M2_0492,二義,0.2037,0.0812
M2_0493,5,0.1632,0.0715
M2_0494,重,0.3721,0.0737
M2_0495,凭,0.3945,0.0675
M2_0496,一倒,0.5559,0.0938
M2_0497,孟,0.9849,0.0919
M2_0498,山,0.4401,0.0707
M2_0499,店,0.2845,0.0667
M2_0500,干甫,0.409,0.0744
M2_0501,月,0.1953,0.0692
M2_0502,四亚,0.5176,0.0684
M2_0503,合会年生,0.3239,0.0725
M2_0504,惟,0.8206,0.0852
M2_0505,嗣,0.1381,0.0758
M2_0506,心,0.1204,0.0736
M2_0507,丁,0.4404,0.0776
M2_0508,判法,0.3486,0.1154
M2_0509,袄祉,0.5518,0.1243
M2_0510,孔蚤,0.6757,0.1777
M2_0511,等,0.6859,0.1668
M2_0512,行而,0.3098,0.1419
M2_0513,衡,0.6428,0.0945
M2_0514,之W,0.2519,0.1067
M2_0515,合,0.4357,0.1339
M2_0516,名,0.5523,0.0711
M2_0517,主,0.4513,0.0733
M2_0518,,0.0,0.0736
M2_0519,好助,0.3504,0.0732
M2_0520,州恢,0.3472,0.07
M2_0521,澆,0.5019,0.0722
M2_0522,分,0.3342,0.0805
M2_0523,逗,0.2808,0.0737
M2_0524,思陵。,0.5339,0.0707
M2_0525,憶,0.1648,0.0783
M2_0526,悸,0.6856,0.0711
M2_0527,经注,0.3456,0.0759
M2_0528,可旺,0.5644,0.0734
M2_0529,表,0.4348,0.081
M2_0530,基,0.3802,0.0777
M2_0531,宽,0.6256,0.0779
M2_0532,图,0.6761,0.0763
M2_0533,转合,0.3671,0.0781
M2_0534,羽公,0.5175,0.0737
M2_0535,2,0.2608,0.0737
M2_0536,诺,0.4712,0.0893
M2_0537,熱,0.2093,0.1243
M2_0538,。,0.4619,0.0862
M2_0539,いぜ,0.1853,0.1051
M2_0540,喂,0.6641,0.0966
M2_0541,动方,0.4534,0.0736
M2_0542,質,0.3119,0.0683
M2_0543,嶽,0.1662,0.07
M2_0544,土承,0.5155,0.0862
M2_0545,吧,0.1642,0.063
M2_0546,良,0.6378,0.0713
M2_0547,她,0.6453,0.0679
M2_0548,5現,0.4426,0.0683
M2_0549,民力,0.5866,0.0705
M2_0550,众员,0.2212,0.0757
M2_0551,過,0.3958,0.0718
M2_0552,て,0.2834,0.0647
M2_0553,例,0.2017,0.0718
M2_0554,公,0.6517,0.0904
M2_0555,六,0.0776,0.0684
M2_0556,餘,0.7803,0.0697
M2_0557,事里,0.1253,0.0724
M2_0558,一g,0.0967,0.0861
M2_0559,食姑,0.6985,0.0842
M2_0560,,0.0,0.0747
M2_0561,中,0.2055,0.0723
M2_0562,與,0.3838,0.065
M2_0563,.16,0.7125,0.0724
M2_0564,合,0.1829,0.0721
M2_0565,扈,0.935,0.0762
M2_0566,思,0.8902,0.0686
M2_0567,八,0.4359,0.0597
M2_0568,紫山,0.2937,0.0696
M2_0569,烘ら,0.3104,0.0801
M2_0570,齐,0.1979,0.0722
M2_0571,5加,0.2986,0.0779
M2_0572,商,0.6625,0.0629
M2_0573,飞截,0.2812,0.0734
M2_0574,李,0.8205,0.0689
M2_0575,,0.0,0.0723
M2_0576,孔冶,0.3028,0.0716
M2_0577,化,0.2397,0.079
M2_0578,壬甫,0.2731,0.0746
M2_0579,生国,0.6756,0.0757
M2_0580,P仁,0.4309,0.0716
M2_0581,浙,0.1897,0.0699
M2_0582,顷,0.3447,0.0694
M2_0583,尼,0.353,0.0703
M2_0584,厚,0.992,0.0757
M2_0585,层,0.4707,0.075
M2_0586,铁西,0.4976,0.0782
M2_0587,殉伐,0.1334,0.0908
M2_0588,极,0.2266,0.0828
M2_0589,画,0.546,0.077
M2_0590,白田,0.6457,0.0726
M2_0591,麻内,0.6558,0.0718
M2_0592,泯公,0.5578,0.0742
M2_0593,生对,0.3602,0.0722
M2_0594,全,0.2423,0.0785
M2_0595,磨,0.8485,0.0654
M2_0596,外0,0.3615,0.0742
M2_0597,旱,0.3185,0.0748
M2_0598,副,0.8448,0.0835
M2_0599,从蔑,0.6308,0.0788
