sample_id,pred,score,sec
M2_0175,话,0.7565,0.0622
M2_0176,,0.0,0.0652
M2_0177,居,0.2858,0.0656
M2_0178,度,0.5362,0.0648
M2_0179,,0.0,0.0623
M2_0180,吞證,0.312,0.0656
M2_0181,吊中,0.9097,0.0788
M2_0182,人,0.2837,0.0618
M2_0183,涵,0.1667,0.0619
M2_0184,六,0.7737,0.0671
M2_0185,木,0.5088,0.063
M2_0186,法,0.4392,0.0655
M2_0187,发色,0.2735,0.0673
M2_0188,诸,0.7864,0.0638
M2_0189,法壽,0.5589,0.0689
M2_0190,蔚,0.3536,0.0695
M2_0191,画定,0.2903,0.0665
M2_0192,命,0.5505,0.0673
M2_0193,生,0.1293,0.079
M2_0194,丕,0.6208,0.0908
M2_0195,馬,0.4129,0.0624
M2_0196,建,0.535,0.0657
M2_0197,中运,0.4993,0.0608
M2_0198,网,0.242,0.0699
M2_0199,無,0.9658,0.0622
M2_0200,恐云,0.3682,0.0615
M2_0201,化雨,0.3122,0.0679
M2_0202,女写,0.4647,0.0686
M2_0203,蛋,0.2843,0.0684
M2_0204,爷,0.66,0.0611
M2_0205,禊,0.5426,0.0638
M2_0206,,0.0,0.0674
M2_0207,竹,0.8661,0.0701
M2_0208,2,0.7394,0.068
M2_0209,,0.2405,0.0656
M2_0210,,0.0,0.0643
M2_0211,2,0.257,0.065
M2_0212,科,0.2318,0.0659
M2_0213,三,0.1733,0.0619
M2_0214,三,0.2453,0.0597
M2_0215,街,0.3601,0.0698
M2_0216,上众,0.4049,0.0679
M2_0217,公,0.1835,0.0616
M2_0218,車,0.3908,0.0641
M2_0219,市,0.8818,0.065
M2_0220,木肉,0.2526,0.0611
M2_0221,代,0.9217,0.0658
M2_0222,行,0.6554,0.066
M2_0223,,0.0,0.0771
M2_0224,代,0.9894,0.0699
M2_0225,礼褥,0.3683,0.0594
M2_0226,占,0.6787,0.0673
M2_0227,董,0.2175,0.0658
M2_0228,十年,0.5677,0.0678
M2_0229,,0.0,0.0637
M2_0230,左定,0.3464,0.0707
M2_0231,功愁,0.7242,0.0693
M2_0232,呼,0.965,0.0704
M2_0233,,0.0,0.0822
M2_0234,文仲,0.4066,0.066
M2_0235,置,0.3375,0.0669
M2_0236,通,0.5235,0.0684
M2_0237,公称,0.2574,0.0594
M2_0238,主命,0.4581,0.0703
M2_0239,俞,0.2918,0.0699
M2_0240,如,0.5507,0.0684
M2_0241,,0.0,0.0662
M2_0242,生,0.4876,0.0604
M2_0243,,0.0,0.0635
M2_0244,函刻,0.3682,0.0701
M2_0245,0,0.4546,0.0668
M2_0246,三半,0.4549,0.0801
M2_0247,残定,0.3667,0.0687
M2_0248,年国,0.7117,0.0626
M2_0249,正志,0.4721,0.0626
M2_0250,太,0.2015,0.0616
M2_0251,,0.0,0.0632
M2_0252,人公,0.5691,0.067
M2_0253,导,0.6261,0.0759
M2_0254,5,0.2179,0.0706
M2_0255,蛋,0.4585,0.0696
M2_0256,敬,0.578,0.0645
M2_0257,正部,0.6764,0.0737
M2_0258,通道,0.4617,0.0762
M2_0259,時,0.4338,0.0728
M2_0260,齐獸,0.4758,0.0647
M2_0261,等,0.2159,0.0663
M2_0262,也,0.7935,0.0667
M2_0263,物,0.1834,0.0645
M2_0264,羽,0.1384,0.0633
M2_0265,人包,0.5855,0.0667
M2_0266,二三,0.5636,0.0613
M2_0267,,0.0,0.0676
M2_0268,代票,0.417,0.0752
M2_0269,學,0.6942,0.0628
M2_0270,本相,0.8929,0.0673
M2_0271,祐,0.2552,0.062
M2_0272,鄭私,0.2021,0.0654
M2_0273,必旁,0.226,0.0604
M2_0274,寐,0.1209,0.0654
M2_0275,政,0.3823,0.0677
M2_0276,,0.0,0.0655
M2_0277,辰,0.35,0.0726
M2_0278,ふ,0.2986,0.1112
M2_0279,单用,0.5947,0.0768
M2_0280,炫,0.3876,0.0733
M2_0281,街,0.9836,0.0819
M2_0282,因,0.5318,0.0685
M2_0283,,0.0,0.0667
M2_0284,5,0.1691,0.0621
M2_0285,民,0.9278,0.0602
M2_0286,5,0.3947,0.0662
M2_0287,年,0.1988,0.0697
M2_0288,,0.0,0.0687
M2_0289,王,0.9427,0.0641
M2_0290,死て,0.4433,0.0667
M2_0291,通速,0.5288,0.0656
M2_0292,停,0.872,0.066
M2_0293,双孜,0.1942,0.0641
M2_0294,5,0.279,0.0645
M2_0295,焉,0.7802,0.0624
M2_0296,麻殺,0.5614,0.0666
M2_0297,寻,0.2961,0.0683
M2_0298,吹全,0.4251,0.0752
M2_0299,三,0.322,0.0751
M2_0300,,0.0,0.0766
M2_0301,布,0.9207,0.0668
M2_0302,也正,0.4267,0.0722
M2_0303,,0.0,0.0682
M2_0304,坊,0.2218,0.0672
M2_0305,,0.0,0.0703
M2_0306,现蛋,0.2015,0.066
M2_0307,毛思,0.5902,0.067
M2_0308,商,0.5284,0.0657
M2_0309,土海,0.6346,0.0826
M2_0310,a,0.1456,0.0731
M2_0311,越,0.4305,0.0694
M2_0312,,0.0,0.0671
M2_0313,命立,0.5742,0.0642
M2_0314,朗,0.9482,0.0665
M2_0315,在,0.6442,0.069
M2_0316,,0.0,0.0682
M2_0317,鸟,0.9461,0.0623
M2_0318,樊,0.3205,0.0633
M2_0319,血,0.8093,0.071
M2_0320,华,0.9907,0.0665
M2_0321,遥,0.5618,0.0677
M2_0322,XE,0.5773,0.0604
M2_0323,上面,0.3013,0.0613
M2_0324,心利,0.6706,0.0686
M2_0325,心,0.3804,0.0753
M2_0326,民计,0.666,0.0635
M2_0327,七啊,0.2898,0.0654
M2_0328,,0.0,0.0635
M2_0329,入黑,0.2829,0.0611
M2_0330,麻,0.4414,0.0633
M2_0331,熔,0.8334,0.0665
M2_0332,,0.0,0.0666
M2_0333,色,0.7126,0.0664
M2_0334,它混,0.5567,0.0635
M2_0335,麻,0.1902,0.0625
M2_0336,羽,0.7514,0.0619
M2_0337,保,0.8127,0.0656
M2_0338,文世,0.7759,0.0604
M2_0339,白,0.6087,0.0662
M2_0340,通,0.7315,0.0756
M2_0341,Q四,0.7291,0.0706
M2_0342,道,0.1868,0.0708
M2_0343,号,0.2717,0.0663
M2_0344,西,0.1332,0.0731
M2_0345,,0.0,0.0695
M2_0346,底,0.6983,0.0732
M2_0347,涵,0.0976,0.0633
M2_0348,遍,0.8181,0.0617
M2_0349,僊,0.2773,0.0659
M2_0350,白柔,0.8891,0.0662
M2_0351,##,0.4215,0.068
M2_0352,丁勁,0.5643,0.0688
M2_0353,,0.0,0.0635
M2_0354,恐德,0.6086,0.0671
M2_0355,凤妄,0.5255,0.0802
M2_0356,10,0.3761,0.0669
M2_0357,麻,0.7424,0.0659
M2_0358,日动,0.3288,0.0694
M2_0359,云丽,0.4444,0.0575
M2_0360,正,0.2587,0.0698
M2_0361,特,0.9963,0.0979
M2_0362,至王,0.5478,0.0916
M2_0363,八,0.6585,0.0653
M2_0364,云弦,0.4977,0.0698
M2_0365,徙,0.3064,0.0677
M2_0366,,0.0,0.0705
M2_0367,$12,0.2438,0.0706
M2_0368,7年,0.2412,0.0602
M2_0369,人守,0.5855,0.0646
M2_0370,,0.0,0.0663
M2_0371,底,0.5733,0.066
M2_0372,姜,0.322,0.0763
M2_0373,父麻,0.8477,0.0744
M2_0374,国,0.2438,0.0731
M2_0375,守,0.4292,0.066
M2_0376,永,0.4204,0.0681
M2_0377,动,0.6111,0.0694
M2_0378,雲,0.3273,0.0699
M2_0379,一天,0.5388,0.0672
M2_0380,四建,0.433,0.0675
M2_0381,、,0.5685,0.0807
M2_0382,之收,0.4774,0.0933
M2_0383,j,0.4638,0.0716
M2_0384,收,0.4172,0.0668
M2_0385,发,0.3311,0.0663
M2_0386,,0.0,0.0662
M2_0387,华,0.094,0.0619
M2_0388,云,0.1963,0.0653
M2_0389,初,0.4993,0.0644
M2_0390,元,0.7075,0.0685
M2_0391,,0.0,0.0645
M2_0392,动,0.304,0.0645
M2_0393,同,0.6679,0.0705
M2_0394,定,0.0846,0.0683
M2_0395,初,0.5816,0.062
M2_0396,方,0.2049,0.0647
M2_0397,皇,0.7223,0.0662
M2_0398,2,0.0589,0.0803
M2_0399,蜜,0.2639,0.074
M2_0400,,0.0,0.0601
M2_0401,吴,0.6831,0.0608
M2_0402,羿于,0.5736,0.068
M2_0403,口,0.4644,0.0658
M2_0404,大忌,0.4294,0.0675
M2_0405,何,0.4465,0.0599
M2_0406,王后,0.7778,0.0625
M2_0407,污,0.4559,0.0666
M2_0408,白之,0.4792,0.0686
M2_0409,下,0.5201,0.0711
M2_0410,詐石,0.3021,0.0604
M2_0411,作,0.4841,0.0588
M2_0412,代父,0.6905,0.0622
M2_0413,右,0.1925,0.0646
M2_0414,重,0.1291,0.065
M2_0415,說王,0.447,0.0672
M2_0416,行二,0.6351,0.068
M2_0417,迕,0.2226,0.0615
M2_0418,王,0.8822,0.066
M2_0419,钢,0.9746,0.0694
M2_0420,,0.0,0.0661
M2_0421,山,0.1459,0.0727
M2_0422,華,0.3012,0.0661
M2_0423,,0.0,0.0626
M2_0424,召,0.204,0.0652
M2_0425,安,0.6522,0.0622
M2_0426,孔,0.4094,0.0661
M2_0427,度,0.2581,0.0681
M2_0428,者,0.8775,0.0664
M2_0429,已,0.2137,0.0642
M2_0430,微朱,0.1859,0.0703
M2_0431,烧田,0.524,0.0711
M2_0432,谷,0.8768,0.0681
M2_0433,回,0.4118,0.0651
M2_0434,闯,0.4819,0.0654
M2_0435,餘,0.4045,0.062
M2_0436,王衣,0.5364,0.067
M2_0437,她,0.9926,0.0694
M2_0438,公王,0.495,0.0702
M2_0439,弃,0.1109,0.0627
M2_0440,龟,0.4091,0.0594
M2_0441,雪,0.2208,0.0661
M2_0442,楼,0.2849,0.0675
M2_0443,中泛,0.1792,0.0682
M2_0444,線,0.2134,0.0637
M2_0445,澆,0.8773,0.0624
M2_0446,旦,0.7849,0.0652
M2_0447,子矜,0.4958,0.0679
M2_0448,興,0.3201,0.0759
M2_0449,星,0.2807,0.0803
M2_0450,众,0.5603,0.0701
M2_0451,尽,0.8189,0.0678
M2_0452,供,0.173,0.071
M2_0453,与,0.4366,0.0678
M2_0454,連,0.2925,0.0649
M2_0455,茶,0.179,0.0701
M2_0456,华六,0.4595,0.0703
M2_0457,寅,0.2533,0.0653
M2_0458,進,0.4786,0.0719
M2_0459,黎,0.5806,0.0843
M2_0460,商,0.5342,0.0752
M2_0461,,0.0,0.0646
M2_0462,万,0.4829,0.0629
M2_0463,共艾,0.6169,0.0661
M2_0464,增,0.3885,0.0616
M2_0465,立,0.1274,0.0676
M2_0466,懒麻,0.6931,0.0649
M2_0467,,0.0,0.0666
M2_0468,事众,0.2754,0.0706
M2_0469,体,0.9978,0.0758
M2_0470,于等,0.3023,0.0686
M2_0471,女役,0.4978,0.0657
M2_0472,心,0.2266,0.0646
M2_0473,于希,0.415,0.0673
M2_0474,城海,0.5379,0.0608
M2_0475,身,0.1833,0.0688
M2_0476,會,0.4428,0.0734
M2_0477,色,0.8657,0.0676
M2_0478,行,0.3654,0.0645
M2_0479,漸,0.1141,0.0663
M2_0480,个,0.5846,0.0697
M2_0481,餘,0.4538,0.0666
M2_0482,計,0.2964,0.0583
M2_0483,八六,0.3634,0.0674
M2_0484,七後,0.366,0.0673
M2_0485,中弄,0.3191,0.0619
M2_0486,生脾,0.7313,0.0652
M2_0487,旱,0.496,0.071
M2_0488,與,0.5537,0.062
M2_0489,2,0.4275,0.0626
M2_0490,事众,0.5212,0.0652
M2_0491,五,0.7302,0.0665
M2_0492,#,0.3697,0.0647
M2_0493,众,0.207,0.0651
M2_0494,亚,0.4755,0.0667
M2_0495,亮,0.6857,0.0701
M2_0496,一例,0.55,0.0727
M2_0497,孟,0.9264,0.0856
M2_0498,妖,0.5457,0.0895
M2_0499,店,0.4008,0.0739
M2_0500,雨,0.138,0.0637
M2_0501,,0.0,0.0661
M2_0502,四,0.9868,0.0743
M2_0503,八,0.62,0.0671
M2_0504,退行,0.2959,0.0734
M2_0505,湖,0.3555,0.0965
M2_0506,合,0.3804,0.0998
M2_0507,于,0.5073,0.1304
M2_0508,利浪,0.5778,0.0698
M2_0509,袄仙,0.8339,0.0682
M2_0510,地蚤,0.7784,0.086
M2_0511,等,0.9185,0.0727
M2_0512,西,0.2212,0.0704
M2_0513,夜,0.5117,0.0654
M2_0514,人果,0.452,0.0701
M2_0515,合,0.6657,0.0718
M2_0516,名,0.9125,0.0676
M2_0517,弄,0.2536,0.0691
M2_0518,四,0.3123,0.0687
M2_0519,安,0.5269,0.0668
M2_0520,原,0.2576,0.0706
M2_0521,澆,0.6853,0.0727
M2_0522,方,0.8733,0.1214
M2_0523,遥,0.1254,0.0987
M2_0524,同淺,0.2147,0.0845
M2_0525,燒,0.1669,0.0757
M2_0526,悸,0.5218,0.0771
M2_0527,吕,0.8116,0.0777
M2_0528,旺,0.9349,0.0851
M2_0529,希,0.5367,0.0691
M2_0530,安,0.8664,0.0675
M2_0531,宽,0.6854,0.0802
M2_0532,因,0.9149,0.0837
M2_0533,转谷,0.5683,0.072
M2_0534,众,0.9559,0.0668
M2_0535,,0.0,0.0827
M2_0536,诺,0.1096,0.0756
M2_0537,热上,0.6306,0.077
M2_0538,衣,0.2345,0.0788
M2_0539,,0.0,0.0905
M2_0540,喂,0.7642,0.082
M2_0541,动行,0.4428,0.0711
M2_0542,方,0.7832,0.0725
M2_0543,茯,0.1628,0.0809
M2_0544,土,0.9057,0.0728
M2_0545,人,0.3229,0.0719
M2_0546,界,0.1055,0.0658
M2_0547,她,0.7896,0.0587
M2_0548,见,0.308,0.066
M2_0549,议刃,0.525,0.0684
M2_0550,众,0.5476,0.0729
M2_0551,四,0.5194,0.0753
M2_0552,,0.0,0.0631
M2_0553,姚,0.2246,0.0655
M2_0554,公,0.5702,0.0822
M2_0555,#,0.214,0.0675
M2_0556,餘,0.541,0.0649
M2_0557,重,0.6557,0.0693
M2_0558,二而,0.364,0.0697
M2_0559,女姑,0.564,0.0827
M2_0560,,0.0,0.0654
M2_0561,吊,0.3606,0.0731
M2_0562,過,0.0742,0.0697
M2_0563,.1,0.6883,0.0781
M2_0564,容,0.1007,0.0878
M2_0565,尼,0.4872,0.0648
M2_0566,思,0.9016,0.0675
M2_0567,命,0.5653,0.0682
M2_0568,要,0.6386,0.0715
M2_0569,ら,0.4495,0.0698
M2_0570,养,0.1517,0.0944
M2_0571,别,0.4995,0.0658
M2_0572,畜,0.7097,0.0654
M2_0573,被,0.2343,0.0779
M2_0574,李,0.5031,0.0746
M2_0575,ふ,0.2638,0.0645
M2_0576,地烯,0.3294,0.0633
M2_0577,化,0.7117,0.0648
M2_0578,左甫,0.5004,0.064
M2_0579,同,0.4336,0.0651
M2_0580,,0.0,0.067
M2_0581,,0.0,0.0673
M2_0582,成,0.1221,0.0612
M2_0583,飞,0.2013,0.0599
M2_0584,,0.0,0.0671
M2_0585,星,0.4731,0.066
M2_0586,欧笛,0.3587,0.0606
M2_0587,如,0.2992,0.0667
M2_0588,,0.0,0.0683
M2_0589,小色,0.4222,0.0679
M2_0590,田,0.9948,0.0637
M2_0591,麻心,0.6932,0.0631
M2_0592,泯公,0.4642,0.0814
M2_0593,对,0.185,0.0691
M2_0594,全,0.2246,0.0737
M2_0595,唐,0.9366,0.0719
M2_0596,信,0.3238,0.0666
M2_0597,甲,0.6784,0.0721
M2_0598,员,0.4798,0.0784
M2_0599,蔑,0.2531,0.0617
