sample_id,pred,score,sec
M2_0155,安,0.8721,0.0587
M2_0156,理,0.358,0.0664
M2_0157,手,0.3128,0.0653
M2_0158,左王,0.6875,0.0639
M2_0159,詩,0.6961,0.163
M2_0160,氏,0.7844,0.1433
M2_0161,丑秋,0.4137,0.1104
M2_0162,西法,0.7545,0.0614
M2_0163,,0.0,0.1766
M2_0164,4理,0.5215,0.074
M2_0165,双,0.4134,0.0498
M2_0166,准,0.944,0.0693
M2_0167,俸,0.6488,0.0759
M2_0168,力,0.1876,0.0646
M2_0169,茶,0.7254,0.0673
M2_0170,花,0.1114,0.0664
M2_0171,3,0.0578,0.0618
M2_0172,刃,0.1457,0.0621
M2_0173,,0.0,0.0717
M2_0174,齋山,0.5615,0.065
M2_0175,话,0.7516,0.0584
M2_0176,,0.0,0.0665
M2_0177,,0.0,0.0678
M2_0178,度,0.548,0.0721
M2_0179,,0.0,0.1203
M2_0180,吞證,0.3291,0.109
M2_0181,吊中,0.9069,0.1386
M2_0182,人,0.279,0.081
M2_0183,涵,0.1533,0.0652
M2_0184,六,0.7632,0.0621
M2_0185,木,0.5209,0.0689
M2_0186,法,0.4329,0.0667
M2_0187,发色,0.2777,0.075
M2_0188,诸,0.7836,0.0579
M2_0189,法壽,0.5664,0.1045
M2_0190,蔚,0.3369,0.0745
M2_0191,画定,0.2888,0.0694
M2_0192,命,0.4989,0.0553
M2_0193,生,0.1299,0.0745
M2_0194,丕,0.6197,0.073
M2_0195,馬,0.4381,0.0633
M2_0196,建,0.5524,0.0756
M2_0197,中运,0.5294,0.0959
M2_0198,网,0.2577,0.0849
M2_0199,無,0.9622,0.1352
M2_0200,恐云,0.3658,0.1084
M2_0201,化雨,0.2985,0.0954
M2_0202,女写,0.373,0.0885
M2_0203,蛋,0.2913,0.0854
M2_0204,爷,0.6767,0.0758
M2_0205,禊,0.5093,0.0737
M2_0206,,0.0,0.0508
M2_0207,竹,0.876,0.052
M2_0208,2,0.7309,0.1178
M2_0209,,0.2459,0.0824
M2_0210,,0.0,0.0596
M2_0211,2,0.2659,0.0933
M2_0212,科,0.215,0.0661
M2_0213,三,0.1987,0.06
M2_0214,三,0.2614,0.062
M2_0215,街,0.372,0.0768
M2_0216,上众,0.4097,0.0889
M2_0217,公,0.1966,0.0958
M2_0218,車,0.4056,0.0556
M2_0219,市,0.8817,0.0626
M2_0220,木岡,0.2163,0.0593
M2_0221,代,0.9322,0.0802
M2_0222,行,0.7099,0.0631
M2_0223,,0.0,0.1489
M2_0224,代,0.9898,0.1192
M2_0225,礼梅,0.3773,0.0653
M2_0226,占,0.6391,0.0705
M2_0227,董,0.2142,0.0679
M2_0228,十年,0.5659,0.0595
M2_0229,二,0.2323,0.0776
M2_0230,左定,0.3394,0.059
M2_0231,功愁,0.6871,0.0636
M2_0232,呼,0.9697,0.0596
M2_0233,,0.0,0.0645
M2_0234,文,0.5028,0.08
M2_0235,置,0.3107,0.0559
M2_0236,通,0.5148,0.0697
M2_0237,公称,0.2219,0.0595
M2_0238,主命,0.4546,0.0846
M2_0239,壽,0.306,0.0721
M2_0240,如,0.5208,0.1097
M2_0241,,0.0,0.1411
M2_0242,生,0.4823,0.0964
M2_0243,,0.0,0.0804
M2_0244,函则,0.4204,0.092
M2_0245,0,0.4639,0.1748
M2_0246,三半,0.4349,0.1027
M2_0247,残定,0.3729,0.0646
M2_0248,年国,0.6924,0.0778
M2_0249,正志,0.4633,0.0687
M2_0250,太,0.1746,0.1238
M2_0251,,0.0,0.0655
M2_0252,人公,0.5669,0.0667
M2_0253,导,0.5685,0.0607
M2_0254,5,0.1791,0.0681
M2_0255,蛋,0.4834,0.0687
M2_0256,敬,0.5852,0.0568
M2_0257,正部,0.6687,0.0752
M2_0258,通道,0.419,0.0567
M2_0259,時,0.4118,0.0734
M2_0260,齐獸,0.4805,0.0707
M2_0261,等,0.2144,0.0859
M2_0262,也,0.8048,0.077
M2_0263,物,0.1854,0.0736
M2_0264,羽,0.1392,0.0776
M2_0265,人包,0.5724,0.0992
M2_0266,二三,0.5662,0.1047
M2_0267,,0.0,0.0938
M2_0268,代票,0.3962,0.0668
M2_0269,學,0.7131,0.1193
M2_0270,本相,0.8908,0.1377
M2_0271,祐,0.2546,0.0656
M2_0272,桃私,0.1976,0.0965
M2_0273,必旁,0.2212,0.0855
M2_0274,寐,0.1412,0.0484
M2_0275,政,0.3683,0.0491
M2_0276,,0.0,0.0623
M2_0277,辰,0.3698,0.0469
M2_0278,ふ,0.2787,0.0821
M2_0279,单用,0.5483,0.0499
M2_0280,炫,0.3338,0.0697
M2_0281,街,0.9827,0.056
M2_0282,因,0.5449,0.0649
M2_0283,,0.0,0.0682
M2_0284,5,0.1548,0.0781
M2_0285,民,0.9198,0.0904
M2_0286,5,0.3941,0.077
M2_0287,在,0.1821,0.0725
M2_0288,,0.0,0.0592
M2_0289,王,0.9375,0.0666
M2_0290,死,0.4721,0.0602
M2_0291,通速,0.5143,0.0465
M2_0292,停,0.8688,0.0619
M2_0293,双孜,0.1708,0.0514
M2_0294,5,0.2372,0.0681
M2_0295,焉,0.7418,0.058
M2_0296,麻殺,0.571,0.056
M2_0297,寻,0.2977,0.0596
M2_0298,吹全,0.4253,0.0629
M2_0299,三,0.3431,0.0572
M2_0300,,0.0,0.0639
M2_0301,布,0.9127,0.0795
M2_0302,也正,0.4191,0.0498
M2_0303,,0.0,0.056
M2_0304,坊,0.1985,0.0638
M2_0305,,0.0,0.0778
M2_0306,现蛋,0.2125,0.0826
M2_0307,毛思,0.5881,0.1386
M2_0308,商,0.529,0.0669
M2_0309,土海,0.634,0.063
M2_0310,a,0.1675,0.069
M2_0311,越,0.3733,0.0592
M2_0312,,0.0,0.0716
M2_0313,命立,0.5685,0.0606
M2_0314,朗,0.9476,0.0801
M2_0315,在,0.642,0.0606
M2_0316,,0.0,0.0865
M2_0317,鸟,0.9452,0.0684
M2_0318,樊,0.3536,0.0722
M2_0319,血,0.8085,0.0619
M2_0320,华,0.9919,0.0666
M2_0321,遥,0.5536,0.0666
M2_0322,XE,0.5636,0.0707
M2_0323,上面,0.3666,0.3572
M2_0324,心利,0.6175,0.0578
M2_0325,心,0.3543,0.0736
M2_0326,民计,0.6212,0.0535
M2_0327,七啊,0.2736,0.0715
M2_0328,,0.0,0.0652
M2_0329,入黑,0.2814,0.06
M2_0330,麻,0.472,0.0479
M2_0331,熔,0.8172,0.0746
M2_0332,,0.0,0.0809
M2_0333,色,0.681,0.0845
M2_0334,它混,0.5921,0.0646
M2_0335,麻,0.2138,0.0575
M2_0336,羽,0.751,0.0751
M2_0337,保,0.8362,0.0622
M2_0338,文世,0.7774,0.0841
M2_0339,白,0.6165,0.0712
M2_0340,通,0.7482,0.0783
M2_0341,Q四,0.7073,0.0681
M2_0342,道,0.1902,0.0798
M2_0343,号,0.2714,0.077
M2_0344,西,0.134,0.0618
M2_0345,,0.0,0.0843
M2_0346,底,0.755,0.0721
M2_0347,离,0.0944,0.0642
M2_0348,遍,0.8219,0.0744
M2_0349,僊,0.2856,0.0651
M2_0350,白柔,0.8569,0.0871
M2_0351,##,0.3868,0.0624
M2_0352,丁勁,0.557,0.0919
M2_0353,,0.0,0.0702
M2_0354,恐德,0.6071,0.0733
M2_0355,凤光,0.5292,0.0666
M2_0356,10,0.396,0.0612
M2_0357,麻,0.6941,0.075
M2_0358,日动,0.3579,0.059
M2_0359,云丽,0.4342,0.0752
M2_0360,正,0.2313,0.0644
M2_0361,特,0.9953,0.0638
M2_0362,至王,0.5761,0.0713
M2_0363,八,0.6737,0.0679
M2_0364,云弦,0.487,0.0783
M2_0365,徙,0.2801,0.0792
M2_0366,,0.0,0.07
M2_0367,$12,0.237,0.0765
M2_0368,年,0.1421,0.0872
M2_0369,人守,0.5897,0.0745
M2_0370,,0.0,0.0623
M2_0371,底,0.5491,0.0841
M2_0372,姜,0.3407,0.107
M2_0373,父麻,0.8092,0.1292
M2_0374,国,0.245,0.1042
M2_0375,守,0.4592,0.067
M2_0376,永,0.4563,0.0582
M2_0377,动,0.6226,0.0587
M2_0378,雲,0.2834,0.058
M2_0379,天,0.6945,0.0526
M2_0380,四建,0.4426,0.0703
M2_0381,、,0.5095,0.0574
M2_0382,之收,0.4812,0.0669
M2_0383,j,0.4262,0.0473
M2_0384,收,0.4126,0.0614
M2_0385,发,0.3485,0.0641
M2_0386,,0.0,0.0625
M2_0387,华,0.1022,0.0789
M2_0388,云,0.221,0.0846
M2_0389,初,0.5298,0.0731
M2_0390,元,0.6345,0.0752
M2_0391,二,0.3527,0.0667
M2_0392,动,0.3184,0.0799
M2_0393,同,0.6256,0.1129
M2_0394,定,0.1035,0.0594
M2_0395,初,0.5635,0.0534
M2_0396,分,0.2008,0.0683
M2_0397,皇,0.7013,0.0651
M2_0398,2,0.0547,0.064
M2_0399,蜜,0.2526,0.061
M2_0400,,0.0,0.0574
M2_0401,吴,0.719,0.0653
M2_0402,羿于,0.5918,0.0706
M2_0403,口,0.4613,0.0685
M2_0404,大忌,0.4334,0.0806
M2_0405,何,0.438,0.069
M2_0406,王后,0.7816,0.0805
M2_0407,污,0.4656,0.082
M2_0408,白之,0.4876,0.0718
M2_0409,下,0.5488,0.0706
M2_0410,詐石,0.2697,0.0647
M2_0411,作,0.5133,0.0585
M2_0412,代父,0.6835,0.0638
M2_0413,右,0.1808,0.0515
M2_0414,更a,0.2157,0.054
M2_0415,說王,0.4491,0.0675
M2_0416,行二,0.657,0.0509
M2_0417,迕,0.2165,0.0635
M2_0418,王,0.8892,0.0577
M2_0419,钢,0.9693,0.0607
M2_0420,,0.0,0.0829
M2_0421,山,0.1571,0.0752
M2_0422,華,0.3126,0.0538
M2_0423,,0.0,0.0693
M2_0424,召,0.2035,0.0564
M2_0425,安,0.6809,0.072
M2_0426,孔,0.3651,0.076
M2_0427,度,0.2597,0.0638
M2_0428,者,0.8774,0.0556
M2_0429,尼,0.2112,0.0629
M2_0430,微朱,0.1898,0.1039
M2_0431,烧田,0.5192,0.0988
M2_0432,谷,0.88,0.0734
M2_0433,回,0.4067,0.0703
M2_0434,闯,0.5197,0.0714
M2_0435,餘,0.4261,0.0726
M2_0436,王衣,0.5394,0.0964
M2_0437,她,0.9925,0.0512
M2_0438,公王,0.4804,0.0701
M2_0439,弃,0.1047,0.0562
M2_0440,龟,0.3984,0.0635
M2_0441,雪,0.2412,0.0594
M2_0442,楼,0.3028,0.0573
M2_0443,中泛,0.1714,0.0862
M2_0444,線,0.2082,0.1471
M2_0445,澆,0.8861,0.0589
M2_0446,旦,0.7728,0.0848
M2_0447,子矜,0.5004,0.0649
M2_0448,興,0.3467,0.1435
M2_0449,寻,0.2799,0.0982
M2_0450,众,0.5455,0.0813
M2_0451,尽,0.839,0.0692
M2_0452,供,0.1663,0.0649
M2_0453,与,0.4552,0.0821
M2_0454,连,0.2808,0.0479
M2_0455,茶,0.162,0.0669
M2_0456,华六,0.4501,0.0487
M2_0457,寅,0.2268,0.0606
M2_0458,進,0.4917,0.0676
M2_0459,黎,0.6093,0.0497
M2_0460,商,0.5083,0.0606
M2_0461,,0.0,0.0576
M2_0462,万,0.4697,0.0637
M2_0463,共艾,0.608,0.0506
M2_0464,增,0.4077,0.0735
M2_0465,至,0.1249,0.0486
M2_0466,懒麻,0.6874,0.0586
M2_0467,,0.0,0.058
M2_0468,事众,0.2698,0.0587
M2_0469,体,0.9978,0.0543
M2_0470,于等,0.301,0.0586
M2_0471,女役,0.4961,0.0637
M2_0472,心,0.2233,0.0479
M2_0473,于希,0.3938,0.0699
M2_0474,城海,0.5373,0.0604
M2_0475,身,0.2003,0.0887
M2_0476,會,0.4527,0.057
M2_0477,色,0.5132,0.0655
M2_0478,行,0.3728,0.0632
M2_0479,漸,0.1054,0.0783
M2_0480,个,0.596,0.0671
M2_0481,餘,0.4422,0.0873
M2_0482,計,0.2979,0.0969
M2_0483,八六,0.3556,0.0632
M2_0484,七後,0.3722,0.0526
M2_0485,中弄,0.3047,0.0696
M2_0486,生脾,0.7322,0.063
M2_0487,旱,0.5113,0.0981
M2_0488,與,0.5641,0.0747
M2_0489,2,0.4326,0.083
M2_0490,事众,0.5347,0.0755
M2_0491,五,0.7373,0.0765
M2_0492,#,0.3987,0.0643
M2_0493,众,0.2114,0.0991
M2_0494,亚,0.4402,0.0575
M2_0495,亮,0.6806,0.0829
M2_0496,一例,0.5331,0.1021
M2_0497,孟,0.9311,0.0613
M2_0498,妖,0.5307,0.0775
M2_0499,店,0.3988,0.0582
M2_0500,雨,0.1326,0.0861
M2_0501,,0.0,0.0666
M2_0502,四,0.9835,0.088
M2_0503,八,0.6055,0.0884
M2_0504,慢,0.1978,0.0704
M2_0505,湖,0.362,0.0634
M2_0506,合,0.3942,0.0882
M2_0507,于,0.4806,0.0657
M2_0508,利浪,0.5984,0.1121
M2_0509,袄仙,0.8377,0.1878
M2_0510,地蚤,0.7862,0.1192
M2_0511,等,0.9099,0.129
M2_0512,西,0.2214,0.0712
M2_0513,夜,0.5562,0.0609
M2_0514,人果,0.4558,0.08
M2_0515,合,0.6591,0.063
M2_0516,名,0.9121,0.0723
M2_0517,弄,0.2208,0.0676
M2_0518,四,0.3291,0.0782
M2_0519,安,0.5231,0.0617
M2_0520,原,0.2447,0.0565
M2_0521,澆,0.6856,0.0915
M2_0522,方,0.8649,0.0923
M2_0523,遥,0.1194,0.0664
M2_0524,同薄,0.2065,0.0837
M2_0525,燒,0.1721,0.1026
M2_0526,悸,0.5048,0.0859
M2_0527,吕,0.8147,0.0774
M2_0528,旺,0.9355,0.0635
M2_0529,希,0.5196,0.0681
M2_0530,安,0.8683,0.052
M2_0531,宽,0.6617,0.0893
M2_0532,因,0.9073,0.0796
M2_0533,转谷,0.5673,0.0713
M2_0534,众,0.9573,0.1021
M2_0535,,0.0,0.1075
M2_0536,诺,0.0997,0.1664
M2_0537,热上,0.6427,0.1018
M2_0538,,0.0,0.0899
M2_0539,,0.0,0.2031
M2_0540,喂,0.7711,0.1122
M2_0541,动行,0.4227,0.1135
M2_0542,方,0.7728,0.111
M2_0543,茯,0.1617,0.0876
M2_0544,土,0.9039,0.137
M2_0545,人,0.3384,0.158
M2_0546,界,0.1136,0.1456
M2_0547,她,0.8069,0.0679
M2_0548,见,0.3041,0.1061
M2_0549,议刃,0.5197,0.0539
M2_0550,众,0.5535,0.0743
M2_0551,四,0.5188,0.1175
M2_0552,石,0.3086,0.0998
M2_0553,姚,0.205,0.077
M2_0554,公,0.5644,0.0682
M2_0555,#,0.2064,0.065
M2_0556,餘,0.5795,0.0618
M2_0557,重,0.5746,0.0544
M2_0558,二而,0.3661,0.0727
M2_0559,女姑,0.5869,0.0654
M2_0560,,0.0,0.0896
M2_0561,吊,0.3506,0.0904
M2_0562,以,0.0808,0.0727
M2_0563,.1,0.6904,0.0626
M2_0564,容,0.1112,0.0822
M2_0565,尼,0.4869,0.0777
M2_0566,思,0.9007,0.0867
M2_0567,一命,0.4243,0.0855
M2_0568,要,0.657,0.1426
M2_0569,楊ら,0.2991,0.0833
M2_0570,养,0.1625,0.0904
M2_0571,别,0.5098,0.0585
M2_0572,畜,0.7219,0.0835
M2_0573,,0.0,0.104
M2_0574,李,0.4976,0.069
M2_0575,ふ,0.3228,0.0875
M2_0576,纯烯,0.3704,0.0757
M2_0577,化,0.7312,0.0628
M2_0578,左甫,0.4973,0.088
M2_0579,同,0.4473,0.0812
M2_0580,,0.0,0.0848
M2_0581,,0.0,0.0577
M2_0582,成,0.1322,0.0776
M2_0583,尽,0.2063,0.0468
M2_0584,,0.0,0.0531
M2_0585,星,0.5051,0.0637
M2_0586,欧笛,0.3457,0.0518
M2_0587,如,0.2981,0.0665
M2_0588,,0.0,0.0537
M2_0589,小色,0.42,0.0662
M2_0590,田,0.9943,0.066
M2_0591,麻心,0.6805,0.0801
M2_0592,泯公,0.4656,0.0584
M2_0593,对,0.1762,0.0677
M2_0594,全,0.2383,0.0515
M2_0595,唐,0.9329,0.0599
M2_0596,信,0.3004,0.0555
M2_0597,甲,0.6744,0.062
M2_0598,员,0.4684,0.0576
M2_0599,蔑,0.2439,0.0563
