sample_id,pred,score,sec
M2_0117,岸,0.8426,0.1037
M2_0118,色,0.3463,0.133
M2_0119,支,0.9927,0.1056
M2_0120,春,0.0689,0.1155
M2_0121,最,0.0334,0.1176
M2_0122,郑,0.1211,0.1291
M2_0123,福,0.1363,0.1112
M2_0124,要,0.0606,0.1126
M2_0125,月,0.1854,0.1065
M2_0126,,0.0,0.1067
M2_0127,启,0.3316,0.1175
M2_0128,装,0.1573,0.1437
M2_0129,限,0.6578,0.1204
M2_0130,批,0.068,0.1103
M2_0131,,0.0,0.1115
M2_0132,故,0.1064,0.1158
M2_0133,爆,0.1284,0.0974
M2_0134,音,0.1569,0.1152
M2_0135,管,0.0675,0.1149
M2_0136,等,0.1265,0.1207
M2_0137,刘,0.2631,0.1353
M2_0138,,0.0,0.1236
M2_0139,第,0.0647,0.1142
M2_0140,浙,0.0698,0.1011
M2_0141,歌,0.3376,0.1026
M2_0142,每,0.2397,0.1247
M2_0143,教,0.1899,0.0982
M2_0144,,0.0,0.1053
M2_0145,地周,0.1736,0.1158
M2_0146,茶,0.0619,0.119
M2_0147,蔡,0.0989,0.0887
M2_0148,距,0.1732,0.0805
M2_0149,甫,0.2521,0.0944
M2_0150,格,0.0573,0.1403
M2_0151,是,0.3626,0.1118
M2_0152,,0.0,0.1304
M2_0153,两,0.0601,0.1505
M2_0154,,0.0,0.2268
M2_0155,我,0.2963,0.1576
M2_0156,理,0.096,0.1443
M2_0157,清意,0.1345,0.1568
M2_0158,至,0.6264,0.2257
M2_0159,寺,0.3338,0.1221
M2_0160,K,0.0733,0.1036
M2_0161,,0.0,0.1156
M2_0162,酒,0.0548,0.1171
M2_0163,必体,0.2467,0.0902
M2_0164,4,0.5482,0.1117
M2_0165,风化,0.1947,0.0916
M2_0166,准,0.971,0.0973
M2_0167,体,0.8237,0.0957
M2_0168,,0.0,0.0898
M2_0169,祭,0.2922,0.0846
M2_0170,英,0.0651,0.0932
M2_0171,,0.0,0.0868
M2_0172,爱,0.0611,0.0798
M2_0173,,0.0,0.1259
M2_0174,原山,0.2775,0.0998
M2_0175,流,0.1519,0.115
M2_0176,,0.0,0.0964
M2_0177,层,0.1145,0.0951
M2_0178,,0.0,0.1124
M2_0179,,0.0,0.0902
M2_0180,查德,0.1318,0.104
M2_0181,吊,0.7564,0.1086
M2_0182,表,0.3743,0.1571
M2_0183,雨,0.0893,0.1264
M2_0184,解,0.0484,0.0923
M2_0185,条味,0.2414,0.1025
M2_0186,生,0.258,0.1032
M2_0187,2,0.028,0.0986
M2_0188,诸,0.8701,0.1578
M2_0189,,0.0,0.1896
M2_0190,萧,0.4849,0.1361
M2_0191,原,0.1872,0.1789
M2_0192,,0.0,0.0888
M2_0193,,0.0,0.1395
M2_0194,李,0.4456,0.0949
M2_0195,馬,0.1349,0.1168
M2_0196,建,0.4666,0.1603
M2_0197,层,0.2003,0.1652
M2_0198,商,0.3128,0.1156
M2_0199,無,0.2789,0.085
M2_0200,感,0.1168,0.0853
M2_0201,小,0.5522,0.0865
M2_0202,刘,0.1039,0.1721
M2_0203,,0.0,0.1266
M2_0204,今,0.5568,0.1184
M2_0205,视,0.8021,0.1432
M2_0206,八存,0.3371,0.1406
M2_0207,行程,0.6975,0.1152
M2_0208,\rac{}{,0.6295,0.1114
M2_0209,,0.0,0.1
M2_0210,白,0.0484,0.1338
M2_0211,心,0.3248,0.1209
M2_0212,4,0.1479,0.093
M2_0213,金,0.1506,0.109
M2_0214,,0.0,0.1576
M2_0215,何,0.0675,0.1227
M2_0216,,0.0,0.136
M2_0217,故,0.1131,0.1495
M2_0218,单,0.3309,0.0711
M2_0219,不,0.0731,0.119
M2_0220,朱肉,0.1551,0.0944
M2_0221,我,0.108,0.0793
M2_0222,,0.0,0.1024
M2_0223,,0.0,0.1044
M2_0224,代,0.6704,0.1183
M2_0225,礼福,0.3733,0.1157
M2_0226,,0.0,0.0952
M2_0227,章,0.2085,0.1129
M2_0228,干亲,0.1477,0.1073
M2_0229,,0.0,0.1176
M2_0230,压,0.2169,0.1015
M2_0231,功,0.8484,0.1493
M2_0232,李,0.0805,0.1053
M2_0233,,0.0,0.1094
M2_0234,工签,0.1623,0.1305
M2_0235,,0.0,0.1332
M2_0236,通,0.3351,0.1122
M2_0237,标,0.044,0.1264
M2_0238,主家,0.1756,0.1097
M2_0239,奇,0.4486,0.1118
M2_0240,品,0.1088,0.1167
M2_0241,3良,0.2837,0.1384
M2_0242,同,0.1761,1.1598
M2_0243,蔚,0.1355,0.1442
M2_0244,比烈,0.2793,0.1581
M2_0245,,0.0,0.1247
M2_0246,无未,0.2688,0.1376
M2_0247,硬,0.1736,0.1509
M2_0248,开周,0.4226,0.1733
M2_0249,玉尼,0.4429,0.0947
M2_0250,太,0.0714,0.2092
M2_0251,阁,0.2004,0.103
M2_0252,谷,0.1635,0.1156
M2_0253,,0.0,0.0866
M2_0254,\,0.0677,0.1629
M2_0255,圣,0.4622,0.1783
M2_0256,敬,0.4716,0.1356
M2_0257,武,0.0645,0.1443
M2_0258,,0.0,0.1359
M2_0259,时,0.1395,0.111
M2_0260,☆,0.2175,0.1074
M2_0261,导,0.3669,0.0904
M2_0262,福,0.0308,0.1032
M2_0263,,0.0,0.09
M2_0264,B,0.0565,0.0828
M2_0265,包,0.2782,0.1074
M2_0266,,0.0,0.1154
M2_0267,$,0.3375,0.0846
M2_0268,,0.0,0.0875
M2_0269,\,0.2585,0.0875
M2_0270,相,0.234,0.0788
M2_0271,福,0.0821,0.089
M2_0272,斜,0.3704,0.0843
M2_0273,增,0.1038,0.0882
M2_0274,寒,0.0814,0.0768
M2_0275,风,0.0693,0.0878
M2_0276,率,0.6898,0.0833
M2_0277,浪,0.0599,0.0961
M2_0278,2,0.1788,0.0834
M2_0279,单,0.4682,0.0842
M2_0280,炒,0.0732,0.0814
M2_0281,,0.0,0.0868
M2_0282,因,0.3139,0.0841
M2_0283,,0.0,0.0905
M2_0284,黄,0.1098,0.1177
M2_0285,光,0.162,0.1488
M2_0286,:,0.0608,0.1091
M2_0287,茶,0.1083,0.0786
M2_0288,K,0.1317,0.1194
M2_0289,王命,0.4195,0.0753
M2_0290,元,0.2954,0.0769
M2_0291,总运,0.178,0.0793
M2_0292,停,0.4885,0.0722
M2_0293,\过,0.3395,0.0981
M2_0294,益.,0.4851,0.1285
M2_0295,喬,0.247,0.0864
M2_0296,胜故,0.2792,0.1016
M2_0297,寻,0.221,0.0916
M2_0298,欧至,0.1663,0.1054
M2_0299,母,0.126,0.0974
M2_0300,卡,0.1094,0.0841
M2_0301,布,0.2625,0.0917
M2_0302,您,0.3064,0.0918
M2_0303,海,0.0812,0.0888
M2_0304,疗,0.2813,0.0951
M2_0305,,0.0,0.0889
M2_0306,華,0.1027,0.0869
M2_0307,怎,0.1568,0.0897
M2_0308,、前,0.4531,0.0942
M2_0309,奇,0.4171,0.0951
M2_0310,,0.0,0.0924
M2_0311,感,0.0758,0.0729
M2_0312,,0.0,0.081
M2_0313,而,0.0571,0.0966
M2_0314,朗,0.4409,0.0748
M2_0315,年,0.0488,0.1046
M2_0316,,0.0,0.0776
M2_0317,冯,0.0958,0.1009
M2_0318,澳,0.3112,0.1004
M2_0319,心,0.1247,0.0994
M2_0320,杂,0.2161,0.1117
M2_0321,是,0.2345,0.0793
M2_0322,E,0.1738,0.1104
M2_0323,巴南,0.245,0.0975
M2_0324,茶,0.4118,0.1021
M2_0325,6,0.1456,0.0916
M2_0326,共,0.0975,0.0915
M2_0327,心何,0.2947,0.0958
M2_0328,,0.0,0.0974
M2_0329,,0.0,0.0759
M2_0330,麻,0.1401,0.1056
M2_0331,熔,0.0518,0.0944
M2_0332,,0.0,0.1018
M2_0333,风,0.4981,0.0798
M2_0334,很,0.1725,0.1079
M2_0335,有,0.0682,0.0702
M2_0336,羽,0.8027,0.0778
M2_0337,保,0.2498,0.1315
M2_0338,文,0.8644,0.13
M2_0339,腾,0.147,0.089
M2_0340,通,0.6007,0.0901
M2_0341,A,0.1443,0.0898
M2_0342,意,0.0799,0.0869
M2_0343,,0.0,0.0948
M2_0344,青,0.0815,0.0985
M2_0345,,0.0,0.0851
M2_0346,食,0.2542,0.101
M2_0347,香,0.2735,0.106
M2_0348,,0.0,0.0888
M2_0349,心,0.4053,0.0941
M2_0350,条,0.2095,0.0921
M2_0351,2,0.1868,0.1092
M2_0352,动动,0.226,0.0979
M2_0353,2,0.053,0.1023
M2_0354,地德,0.4765,0.1054
M2_0355,风尧,0.3491,0.0905
M2_0356,,0.0,0.0993
M2_0357,底,0.3574,0.0903
M2_0358,易,0.2255,0.0982
M2_0359,吉价,0.1744,0.1
M2_0360,正,0.1113,0.1334
M2_0361,特,0.9943,0.1842
M2_0362,至,0.6626,0.119
M2_0363,有,0.1128,0.1049
M2_0364,\fra},0.641,0.1073
M2_0365,社,0.1799,0.0867
M2_0366,站,0.0253,0.1113
M2_0367,台,0.1833,0.1043
M2_0368,年,0.2622,0.1125
M2_0369,等,0.6431,0.1164
M2_0370,,0.0,0.1753
M2_0371,成,0.1084,0.1623
M2_0372,麦,0.4569,0.1033
M2_0373,父麻,0.7111,0.0873
M2_0374,,0.0,0.1013
M2_0375,等,0.4752,0.1316
M2_0376,逐,0.1918,0.1486
M2_0377,初,0.8298,0.164
M2_0378,,0.0,0.1346
M2_0379,笑,0.2168,0.1607
M2_0380,坐,0.1276,0.1174
M2_0381,本,0.1327,0.1817
M2_0382,疫,0.1476,0.1526
M2_0383,,0.0,0.1695
M2_0384,收,0.8168,0.1463
M2_0385,成,0.1093,0.095
M2_0386,,0.0,0.3313
M2_0387,茶,0.1221,0.4171
M2_0388,金,0.0583,0.0974
M2_0389,效,0.7758,0.0692
M2_0390,元,0.2424,0.0718
M2_0391,,0.0,0.0719
M2_0392,初,0.1878,0.1109
M2_0393,商,0.1212,3.828
M2_0394,培,0.0999,2.4537
M2_0395,烈,0.0649,0.155
M2_0396,分,0.2472,0.087
M2_0397,皇,0.9721,0.1094
M2_0398,\,0.4757,0.1075
M2_0399,蚕,0.4231,0.1081
M2_0400,,0.0,0.1302
M2_0401,罢,0.5403,0.1122
M2_0402,羽,0.3947,0.1283
M2_0403,召,0.2244,0.1323
M2_0404,志,0.1361,0.0972
M2_0405,词,0.1815,0.1374
M2_0406,王,0.5136,0.228
M2_0407,5,0.2657,0.1298
M2_0408,今,0.2838,0.203
M2_0409,不容,0.1287,0.1291
M2_0410,郭,0.183,0.1511
M2_0411,作,0.1365,0.1402
M2_0412,工父,0.1373,0.1694
M2_0413,共,0.0568,1.5653
M2_0414,里,0.5721,2.2436
M2_0415,故,0.1513,0.1183
M2_0416,与,0.317,0.1305
M2_0417,莲,0.498,0.1013
M2_0418,王,0.2718,0.149
M2_0419,a,0.6656,0.1019
M2_0420,营,0.4704,0.1568
M2_0421,海,0.6625,0.091
M2_0422,萧,0.1726,0.1194
M2_0423,X,0.0872,0.0973
M2_0424,$\fra{{}$,0.7264,0.1099
M2_0425,要,0.2606,0.0745
M2_0426,礼释,0.2099,0.1344
M2_0427,度,0.1135,0.0829
M2_0428,师南,0.4679,0.1421
M2_0429,起,0.1147,0.0826
M2_0430,悠朱,0.4537,0.0783
M2_0431,烧烟,0.8147,0.1054
M2_0432,谷,0.3058,0.0876
M2_0433,仪四,0.336,0.1553
M2_0434,四,0.1262,0.1129
M2_0435,峰,0.3938,0.1139
M2_0436,三,0.205,0.0788
M2_0437,妈,0.3704,0.1083
M2_0438,K,0.1043,0.0828
M2_0439,奔,0.2633,0.1045
M2_0440,气,0.0802,0.0917
M2_0441,雪,0.2517,0.101
M2_0442,擦,0.6126,0.1007
M2_0443,语,0.5018,0.1242
M2_0444,菜,0.0246,0.1145
M2_0445,烧,0.1475,0.0943
M2_0446,宣,0.1732,0.1038
M2_0447,抓,0.1662,0.0746
M2_0448,粤,0.2238,0.0996
M2_0449,旱,0.6441,0.0823
M2_0450,公,0.1989,0.1036
M2_0451,尽,0.8641,0.0986
M2_0452,,0.0,0.0787
M2_0453,分,0.1538,0.1003
M2_0454,连,0.2237,0.0722
M2_0455,水,0.3401,0.0971
M2_0456,华,0.3745,0.0782
M2_0457,新,0.9313,0.0929
M2_0458,退,0.5037,0.0986
M2_0459,黎,0.1678,0.0867
M2_0460,刻,0.2859,0.0842
M2_0461,安,0.1048,0.102
M2_0462,\,0.2678,0.0882
M2_0463,艾,0.4791,0.0875
M2_0464,福,0.0657,0.0724
M2_0465,\,0.4449,0.0762
M2_0466,城底,0.3723,0.0875
M2_0467,特,0.0883,0.0957
M2_0468,P,0.0966,0.0897
M2_0469,体,0.9983,0.1125
M2_0470,\,0.2119,0.1198
M2_0471,夜,0.3131,0.095
M2_0472,芯,0.3354,0.097
M2_0473,,0.0,0.0856
M2_0474,城域,0.6046,0.0882
M2_0475,尊,0.5209,0.0801
M2_0476,,0.0,0.0848
M2_0477,医,0.1613,0.0959
M2_0478,5,0.6456,0.0919
M2_0479,连,0.135,0.0973
M2_0480,2,0.0484,0.0846
M2_0481,,0.0,0.0861
M2_0482,新,0.0834,0.0777
M2_0483,子,0.2983,0.078
M2_0484,故,0.132,0.0775
M2_0485,中等,0.2832,0.0937
M2_0486,生牌,0.5415,0.079
M2_0487,导,0.2619,0.1044
M2_0488,释格,0.3819,0.1053
M2_0489,,0.0,0.1085
M2_0490,尹,0.0481,0.0794
M2_0491,瓜,0.0852,0.0905
M2_0492,\a,0.379,0.0968
M2_0493,K,0.0788,0.0729
M2_0494,亚,0.8942,0.0924
M2_0495,亮,0.945,0.1074
M2_0496,刻,0.8803,0.117
M2_0497,孟,0.79,0.0778
M2_0498,山跃,0.3145,0.0919
M2_0499,格,0.1167,0.0878
M2_0500,市,0.1645,0.0838
M2_0501,5,0.3914,0.0719
M2_0502,四,0.2168,0.0789
M2_0503,,0.0,0.1285
M2_0504,顺,0.0849,0.1005
M2_0505,2,0.0901,0.0853
M2_0506,生,0.0825,0.0862
M2_0507,十心,0.3048,0.091
M2_0508,河,0.1188,0.0978
M2_0509,袄红,0.3692,0.0863
M2_0510,北蛋,0.3041,0.08
M2_0511,等,0.7645,0.0868
M2_0512,\,0.3081,0.08
M2_0513,茶,0.1244,0.0857
M2_0514,果,0.2106,0.0802
M2_0515,食,0.084,0.0906
M2_0516,心,0.1834,0.093
M2_0517,美,0.1203,0.0742
M2_0518,,0.0,0.0743
M2_0519,\,0.2083,0.0862
M2_0520,原,0.9534,0.0876
M2_0521,烧,0.4861,0.089
M2_0522,方,0.4812,0.0854
M2_0523,巡,0.2048,0.107
M2_0524,陵,0.3889,0.0889
M2_0525,烧,0.5224,0.0819
M2_0526,净,0.0905,0.085
M2_0527,泛,0.2408,0.0781
M2_0528,9旺,0.4903,0.0853
M2_0529,希,0.3213,0.0869
M2_0530,共,0.143,0.1
M2_0531,客,0.1954,0.0939
M2_0532,固,0.4947,0.0827
M2_0533,時,0.5934,0.1006
M2_0534,1,0.1059,0.0764
M2_0535,心,0.3142,0.0761
M2_0536,满,0.0854,0.0813
M2_0537,然,0.1042,0.0996
M2_0538,衣,0.2638,0.0764
M2_0539,\a,0.6347,0.0821
M2_0540,吧,0.463,0.0769
M2_0541,物方,0.2827,0.0723
M2_0542,复,0.7068,0.0899
M2_0543,秋,0.1283,0.0684
M2_0544,王康,0.1614,0.0799
M2_0545,,0.0,0.0635
M2_0546,良,0.0895,0.0704
M2_0547,把,0.2107,0.0653
M2_0548,现,0.0957,0.0776
M2_0549,仪8,0.5442,0.0771
M2_0550,众,0.1406,0.0786
M2_0551,学,0.0306,0.0921
M2_0552,\,0.0977,0.1226
M2_0553,姚,0.2995,0.1525
M2_0554,公,0.616,0.0795
M2_0555,京,0.1299,0.0778
M2_0556,餘,0.3126,0.0771
M2_0557,,0.0,0.0781
M2_0558,\,0.2146,0.1013
M2_0559,,0.0,0.0838
M2_0560,氏,0.1928,0.0895
M2_0561,吊,0.7211,0.07
M2_0562,共,0.0592,0.0732
M2_0563,儿,0.8012,0.0703
M2_0564,全,0.106,0.0731
M2_0565,忌,0.5057,0.0814
M2_0566,恩,0.2431,0.0771
M2_0567,郑,0.2229,0.075
M2_0568,婴,0.1003,0.0818
M2_0569,母,0.0691,0.0886
M2_0570,不,0.1098,0.0832
M2_0571,5加,0.5775,0.0733
M2_0572,前,0.0846,0.0832
M2_0573,积,0.1173,0.0759
M2_0574,李,0.9102,0.0741
M2_0575,小,0.0746,0.0841
M2_0576,地市,0.2733,0.0667
M2_0577,张,0.1709,0.0871
M2_0578,不,0.1067,0.1107
M2_0579,生厨,0.2869,0.09
M2_0580,P,0.5104,0.085
M2_0581,角,0.07,0.0856
M2_0582,风,0.0862,0.1093
M2_0583,,0.0,0.0833
M2_0584,厚,0.0572,0.079
M2_0585,是,0.0616,0.0872
M2_0586,笛,0.1995,0.068
M2_0587,地,0.1938,0.0816
M2_0588,校,0.2461,0.0719
M2_0589,色,0.4716,0.0657
M2_0590,白,0.2415,0.0634
M2_0591,原的,0.1806,0.0804
M2_0592,限公,0.1882,0.083
M2_0593,年,0.3342,0.0848
M2_0594,全,0.2745,0.0874
M2_0595,盛,0.1275,0.092
M2_0596,x,0.2664,0.0827
M2_0597,\,0.3077,0.079
M2_0598,时,0.0978,0.0842
M2_0599,,0.0,0.0848
