sample_id,pred,score,sec
M1_0145,連,0.6449,0.0613
M1_0146,,0.0,0.0621
M1_0147,,0.0,0.0681
M1_0148,支动,0.6545,0.0846
M1_0149,語,0.4834,0.0638
M1_0150,進,0.3241,0.0639
M1_0151,李朱,0.4573,0.0626
M1_0152,,0.0,0.0628
M1_0153,悲,0.352,0.0684
M1_0154,数水,0.3391,0.0615
M1_0155,服导,0.5156,0.0641
M1_0156,女,0.502,0.0735
M1_0157,食,0.2263,0.0668
M1_0158,心渊,0.3516,0.0608
M1_0159,,0.0,0.071
M1_0160,邑,0.5001,0.0602
M1_0161,年,0.9636,0.0655
M1_0162,特,0.9975,0.063
M1_0163,野京,0.365,0.0614
M1_0164,楚,0.3695,0.0651
M1_0165,晨,0.6082,0.0639
M1_0166,麻,0.3766,0.0692
M1_0167,烯制,0.321,0.0719
M1_0168,我,0.9811,0.0695
M1_0169,星王,0.6777,0.0698
M1_0170,,0.0,0.0727
M1_0171,事制,0.6374,0.0835
M1_0172,使用,0.3027,0.0782
M1_0173,位接,0.2852,0.0662
M1_0174,,0.0,0.0781
M1_0175,因,0.3275,0.0748
M1_0176,休,0.8314,0.0698
M1_0177,,0.0,0.0638
M1_0178,九,0.4122,0.0659
M1_0179,,0.0,0.064
M1_0180,妙导,0.5916,0.0656
M1_0181,逐磊,0.4124,0.0693
M1_0182,据,0.1727,0.0645
M1_0183,景,0.4781,0.0646
M1_0184,上壁,0.2657,0.0604
M1_0185,多,0.1029,0.0645
M1_0186,也,0.8289,0.0669
M1_0187,狮,0.4906,0.0654
M1_0188,,0.0,0.0678
M1_0189,年4春,0.4004,0.0629
M1_0190,极,0.0936,0.0658
M1_0191,博答,0.2156,0.0683
M1_0192,的,0.2332,0.0668
M1_0193,渚,0.8619,0.0755
M1_0194,範,0.2887,0.0737
M1_0195,歌,0.6365,0.0631
M1_0196,茶,0.6992,0.0658
M1_0197,宰,0.3451,0.0682
M1_0198,爷,0.9165,0.0766
M1_0199,嵌,0.3095,0.0948
M1_0200,碑,0.9433,0.0677
M1_0201,乎,0.1458,0.075
M1_0202,禁,0.3286,0.0727
M1_0203,容,0.2055,0.0685
M1_0204,玉,0.9885,0.0672
M1_0205,,0.0,0.0654
M1_0206,父意,0.6426,0.0695
M1_0207,澡、,0.5039,0.0704
M1_0208,谷,0.7877,0.0769
M1_0209,,0.0,0.0795
M1_0210,朱,0.7932,0.0661
M1_0211,过照,0.2002,0.0595
M1_0212,印塗,0.5139,0.0587
M1_0213,息,0.4092,0.0643
M1_0214,弱,0.8063,0.0685
M1_0215,致,0.2206,0.0678
M1_0216,上生,0.6739,0.0694
M1_0217,答,0.8338,0.0693
M1_0218,九庄,0.6323,0.0871
M1_0219,比宣,0.5217,0.0642
M1_0220,尼,0.8926,0.0614
M1_0221,重,0.5989,0.0714
M1_0222,事,0.7394,0.0696
M1_0223,导,0.1231,0.0654
M1_0224,重,0.7516,0.0596
M1_0225,特,0.9987,0.0653
M1_0226,連,0.4306,0.066
M1_0227,成候,0.1804,0.0727
M1_0228,太森,0.4489,0.072
M1_0229,答,0.253,0.0655
M1_0230,说花,0.4099,0.0707
M1_0231,夏,0.1894,0.0712
M1_0232,从5,0.6953,0.066
M1_0233,鐵,0.1941,0.0657
M1_0234,建局,0.2158,0.0621
M1_0235,重,0.6638,0.0609
M1_0236,凡麻,0.5933,0.0618
M1_0237,贯,0.4435,0.0723
M1_0238,也,0.8247,0.0609
M1_0239,梯归,0.3904,0.0639
M1_0240,八双,0.6329,0.0647
M1_0241,三函,0.175,0.0681
M1_0242,生,0.9968,0.0659
M1_0243,夏业,0.2325,0.0642
M1_0244,侧德,0.3691,0.0713
M1_0245,补,0.1816,0.0724
M1_0246,主,0.6581,0.0654
M1_0247,委,0.2851,0.0657
M1_0248,天,0.8218,0.064
M1_0249,色,0.7786,0.0626
M1_0250,餘,0.3109,0.0881
M1_0251,图2,0.3674,0.0721
M1_0252,夔,0.3321,0.0651
M1_0253,自,0.9964,0.0695
M1_0254,李儿,0.4509,0.0678
M1_0255,八,0.5891,0.0643
M1_0256,淘全,0.5266,0.0656
M1_0257,中,0.8349,0.0699
M1_0258,山,0.8171,0.0664
M1_0259,明河,0.3909,0.0656
M1_0260,包,0.2407,0.0662
M1_0261,浪,0.9966,0.0665
M1_0262,俊主,0.5699,0.0644
M1_0263,共,0.2733,0.0677
M1_0264,其孙,0.8699,0.0699
M1_0265,性查,0.3772,0.0673
M1_0266,表,0.4461,0.0719
M1_0267,、吏,0.8048,0.0703
M1_0268,生,0.9998,0.0741
M1_0269,连,0.1945,0.0692
M1_0270,干法,0.6658,0.0618
M1_0271,烧,0.5347,0.0718
M1_0272,脚喔,0.1949,0.1589
M1_0273,庶事,0.1941,0.0864
M1_0274,率,0.5496,0.063
M1_0275,朱,0.8463,0.066
M1_0276,八化,0.4748,0.0685
M1_0277,朱,0.8737,0.0658
M1_0278,王磊,0.6808,0.0733
M1_0279,丁德,0.5104,0.0639
M1_0280,苗金,0.1491,0.0607
M1_0281,自,0.8444,0.0672
M1_0282,吸潤,0.3114,0.0696
M1_0283,蜍,0.6337,0.0761
M1_0284,施,0.9439,0.0755
M1_0285,饶,0.4604,0.0746
M1_0286,阔,0.3553,0.0795
M1_0287,于音,0.5375,0.0695
M1_0288,八,0.3282,0.0699
M1_0289,廉,0.1276,0.0742
M1_0290,兴灸,0.525,0.0868
M1_0291,朱江,0.5737,0.0697
M1_0292,季,0.1698,0.0891
M1_0293,代在,0.3914,0.123
M1_0294,斗法,0.8707,0.0856
M1_0295,盈,0.3572,0.0763
M1_0296,宏,0.5362,0.0797
M1_0297,年按,0.7905,0.0757
M1_0298,求,0.9698,0.067
M1_0299,：罢,0.7755,0.064
M1_0300,容,0.1247,0.0618
M1_0301,登等,0.3676,0.0666
M1_0302,德,0.4758,0.0868
M1_0303,事,0.3325,0.0705
M1_0304,八金,0.3736,0.0667
M1_0305,来,0.7668,0.068
M1_0306,中,0.9077,0.065
M1_0307,同,0.4487,0.0644
M1_0308,动,0.6602,0.0669
M1_0309,茶,0.3539,0.0637
M1_0310,偽开,0.1907,0.0637
M1_0311,购,0.3238,0.0685
M1_0312,阎索,0.2559,0.0622
M1_0313,氨,0.2362,0.0934
M1_0314,民,0.7054,0.1246
M1_0315,闸依,0.4349,0.0743
M1_0316,几,0.9875,0.0786
M1_0317,巡,0.2495,0.0826
M1_0318,急,0.1552,0.0668
M1_0319,涂,0.9912,0.0649
M1_0320,福,0.9995,0.0645
M1_0321,破来,0.603,0.0624
M1_0322,梁库,0.2582,0.0713
M1_0323,作部,0.1316,0.0729
M1_0324,方,0.3945,0.0906
M1_0325,本部,0.371,0.0832
M1_0326,俗,0.1882,0.0761
M1_0327,称,0.9165,0.0636
M1_0328,守,0.8049,0.0713
M1_0329,—八,0.5451,0.0899
M1_0330,愿主,0.4874,0.0655
M1_0331,安,0.9422,0.0632
M1_0332,八生,0.6329,0.0619
M1_0333,拮,0.3101,0.0677
M1_0334,衣,0.9967,0.0676
M1_0335,座王,0.7922,0.0716
M1_0336,王,0.5312,0.0895
M1_0337,别,0.9889,0.0686
M1_0338,於,0.3532,0.0647
M1_0339,99,0.4032,0.0686
M1_0340,千竟,0.5911,0.072
M1_0341,在,0.2655,0.0784
M1_0342,半立,0.8567,0.0744
M1_0343,物,0.4531,0.0618
M1_0344,而丘,0.3403,0.0837
M1_0345,参,0.3645,0.0835
M1_0346,王毛,0.311,0.0889
M1_0347,女,0.3613,0.117
M1_0348,,0.0,0.0645
M1_0349,等,0.803,0.0705
M1_0350,八七,0.3855,0.0756
M1_0351,逆風,0.6204,0.0707
M1_0352,一七,0.3845,0.0908
M1_0353,連,0.8308,0.0714
M1_0354,人,0.4838,0.0613
M1_0355,过味,0.6314,0.0686
M1_0356,伯,0.5099,0.0603
M1_0357,呐,0.4295,0.0627
M1_0358,臻,0.7712,0.0681
M1_0359,陵,0.5026,0.0654
M1_0360,察,0.1416,0.0655
M1_0361,碎,0.8944,0.0739
M1_0362,除体,0.7347,0.1075
M1_0363,中宗,0.5541,0.3081
M1_0364,些,0.4636,0.1105
M1_0365,球,0.1643,0.1294
M1_0366,其三,0.5194,0.0796
M1_0367,重,0.9943,0.058
M1_0368,的滴,0.5852,0.0628
M1_0369,婴,0.5301,0.1704
M1_0370,特定,0.5694,0.1418
M1_0371,答,0.4393,0.1107
M1_0372,厚,0.1482,0.1458
M1_0373,葉公,0.2193,0.2347
M1_0374,孔燕,0.6069,0.2931
M1_0375,儿,0.463,0.7903
M1_0376,左,0.3093,0.4782
M1_0377,朱,0.7009,0.0502
M1_0378,八默,0.3144,0.0618
M1_0379,意,0.4543,0.0824
M1_0380,八同,0.9227,0.0728
M1_0381,创春,0.5496,0.0559
M1_0382,答。,0.2892,1.1806
M1_0383,制正,0.2406,0.2559
M1_0384,安,0.906,0.2186
M1_0385,胶害,0.6651,0.0993
M1_0386,事,0.8305,0.0993
M1_0387,红,0.3259,0.1357
M1_0388,北產,0.4235,1.5073
M1_0389,朱松,0.9222,0.2634
M1_0390,主,0.9924,0.0612
M1_0391,火漏,0.1824,0.0534
M1_0392,4,0.3292,0.1254
M1_0393,体市,0.6206,0.3239
M1_0394,屑,0.0903,0.3584
M1_0395,欺,0.1021,0.1036
M1_0396,是稀,0.2934,0.0814
M1_0397,仲屈,0.3683,0.1007
M1_0398,麻,0.3404,0.1336
M1_0399,望,0.1591,0.0702
M1_0400,楼,0.9772,0.135
M1_0401,八天,0.485,0.1403
M1_0402,巴極,0.6075,0.1217
M1_0403,事5,0.4703,0.1494
M1_0404,八心,0.5338,0.1772
M1_0405,時,0.4634,0.0862
M1_0406,公宾,0.312,0.0596
M1_0407,妙垩,0.4095,0.1882
M1_0408,太率,0.1377,0.095
M1_0409,下,0.9608,0.095
M1_0410,,0.0,0.0735
M1_0411,J,0.9018,0.0842
M1_0412,仅,0.3567,0.0624
M1_0413,地,0.8636,0.0783
M1_0414,八例,0.5227,0.0705
M1_0415,之,0.9704,0.0729
M1_0416,旦,0.9819,0.2249
M1_0417,,0.0,0.0612
M1_0418,重,0.6005,0.0533
M1_0419,地,0.5554,0.0626
M1_0420,摩哟,0.4007,0.091
M1_0421,学#,0.478,0.0684
M1_0422,其,0.5461,0.0488
M1_0423,麻,0.9894,0.0576
M1_0424,進,0.3703,0.0967
M1_0425,代者,0.9157,0.0713
M1_0426,命,0.8719,0.0579
M1_0427,à,0.1648,0.0504
M1_0428,伴,0.6396,0.0526
M1_0429,库助,0.6894,0.0788
M1_0430,丙沫,0.4786,0.0674
M1_0431,今年,0.7131,0.0642
M1_0432,意反,0.1245,0.0906
M1_0433,妄,0.2129,0.0543
M1_0434,年,0.9972,0.0638
M1_0435,包,0.817,0.1128
M1_0436,保,0.9991,0.0875
M1_0437,母越,0.3362,0.1124
M1_0438,业属,0.5183,0.0545
M1_0439,意,0.1297,0.0558
M1_0440,,0.0,0.0583
M1_0441,奉,0.5146,0.0466
M1_0442,白石,0.5857,0.0505
M1_0443,生,0.9974,0.0534
M1_0444,健略,0.2979,0.0481
M1_0445,暖,0.8179,0.0507
M1_0446,矯,0.2589,0.0718
M1_0447,連,0.3855,0.0534
M1_0448,碎,0.8713,0.0593
M1_0449,烏,0.9868,0.0905
M1_0450,奴,0.9669,0.0757
M1_0451,,0.0,0.1014
M1_0452,中,0.9974,0.0488
M1_0453,中,0.9651,0.0456
M1_0454,孙連,0.4383,0.061
M1_0455,明,0.9966,0.0519
M1_0456,特,0.4944,0.0603
M1_0457,没,0.9743,0.0766
M1_0458,诚,0.4373,0.0916
M1_0459,燕府,0.6568,0.1547
M1_0460,逸麻,0.6648,0.0673
M1_0461,支,0.991,0.0487
M1_0462,秋瀚,0.6795,0.053
M1_0463,其安,0.4986,0.0706
M1_0464,以座,0.4323,0.0517
M1_0465,人之,0.8998,0.0456
M1_0466,安,0.4844,0.0615
M1_0467,导,0.5277,0.0478
M1_0468,張,0.1772,0.0529
M1_0469,宴,0.1054,0.0858
M1_0470,答日,0.785,0.0641
M1_0471,事,0.9993,0.0939
M1_0472,尼,0.4702,0.0735
M1_0473,六,0.2424,0.0902
M1_0474,试社,0.2027,0.0723
M1_0475,約,0.7882,0.1228
M1_0476,葩,0.9196,0.0689
M1_0477,灵,0.8924,0.0738
M1_0478,昆,0.8314,0.0526
M1_0479,城,0.4983,0.0839
M1_0480,也,0.4929,0.0586
M1_0481,愛,0.6278,0.0613
M1_0482,該喻,0.4206,0.0757
M1_0483,先,0.4389,0.0473
M1_0484,合革,0.4047,0.0643
M1_0485,体,0.9995,0.0605
M1_0486,庄。,0.6797,0.047
M1_0487,冷派,0.8085,0.0745
M1_0488,朱,0.6997,0.1043
M1_0489,川合,0.2813,0.0506
M1_0490,欣時,0.7613,0.0845
M1_0491,依,0.5,0.0563
M1_0492,景,0.1789,0.0605
M1_0493,.,0.2343,0.6034
M1_0494,掌环,0.4451,0.2837
M1_0495,浪,0.7583,0.0912
M1_0496,時,0.6444,0.062
M1_0497,参,0.3335,0.1233
M1_0498,庄,0.8873,0.0938
M1_0499,及外,0.3568,0.1232
M1_0500,微廠,0.3424,0.1065
M1_0501,神,0.9984,0.0862
M1_0502,土扈,0.5793,0.105
M1_0503,腰颤,0.2227,0.1059
M1_0504,长A,0.2527,0.06
M1_0505,依,0.8349,0.0991
M1_0506,麻,0.8289,0.0546
M1_0507,特,0.9995,0.0723
M1_0508,中年,0.7564,0.0654
M1_0509,有静,0.5823,0.0635
M1_0510,特,0.9878,0.0818
M1_0511,食坦,0.8751,0.0597
M1_0512,啦,0.204,0.0986
M1_0513,重,0.4674,0.0593
M1_0514,罪,0.5649,0.0911
M1_0515,名,0.9386,0.0728
M1_0516,,0.0,0.0929
M1_0517,瓜保,0.5195,0.0661
M1_0518,黄,0.2372,0.0883
M1_0519,仍,0.6338,0.0823
M1_0520,聘,0.1374,0.0809
M1_0521,离,0.9928,0.0712
M1_0522,重,0.5133,0.0954
M1_0523,安,0.9942,0.0839
M1_0524,别,0.4265,0.103
M1_0525,口,0.1486,0.0932
M1_0526,兵民,0.3408,0.0885
M1_0527,出,0.2369,0.0506
M1_0528,苍,0.6763,0.1028
M1_0529,竭,0.1271,0.0729
M1_0530,仍,0.5331,0.0931
M1_0531,豆,0.158,0.0577
M1_0532,生孤,0.5128,0.0824
M1_0533,海,0.1027,0.0638
M1_0534,图,0.7973,0.0841
M1_0535,事此,0.4755,0.0613
M1_0536,上時,0.6905,0.0832
M1_0537,之,0.6083,0.071
M1_0538,柴曰,0.7857,0.1019
M1_0539,#茹,0.4432,0.0975
M1_0540,城,0.1286,0.1252
M1_0541,待,0.1622,0.1581
M1_0542,射由,0.8471,0.1598
M1_0543,後,0.3947,0.0811
M1_0544,朱,0.7396,0.0899
M1_0545,敬证,0.6281,0.0795
M1_0546,真時,0.6575,0.1273
M1_0547,聊,0.2613,0.1234
M1_0548,除,0.9769,0.0881
M1_0549,碎,0.6063,0.0717
M1_0550,角治,0.5085,0.1026
M1_0551,数,0.6554,0.0953
M1_0552,生生,0.7753,0.1298
M1_0553,焓,0.3327,0.1128
M1_0554,い四,0.4148,0.1555
M1_0555,共,0.8667,0.0947
M1_0556,导,0.3772,0.1014
M1_0557,,0.0,0.1025
M1_0558,安,0.6678,0.1458
M1_0559,德,0.7317,0.0821
M1_0560,识些,0.3204,0.1249
M1_0561,心妄,0.5314,0.1238
M1_0562,冷,0.7726,0.0783
M1_0563,八走,0.5164,0.074
M1_0564,傅,0.7751,0.049
M1_0565,口害,0.305,0.0616
M1_0566,热,0.8044,0.0721
M1_0567,执食,0.3501,0.0619
M1_0568,足衣,0.1946,0.0858
M1_0569,覽,0.6859,0.0507
M1_0570,申戌,0.4802,0.0874
M1_0571,谷,0.5316,0.0569
M1_0572,停,0.8569,0.0664
M1_0573,地夏,0.5343,0.0554
M1_0574,浪,0.2688,0.0613
M1_0575,灵,0.6221,0.109
M1_0576,秋,0.8991,0.1023
M1_0577,延辰,0.5453,0.1064
M1_0578,],0.2514,0.0779
M1_0579,波头,0.3373,0.0897
M1_0580,事,0.9971,0.0571
M1_0581,為,0.5362,0.0446
M1_0582,特は,0.9334,0.0616
M1_0583,浪,0.9869,0.0469
M1_0584,化倡,0.6556,0.0649
M1_0585,图,0.9902,0.0593
M1_0586,邃,0.2496,0.0882
M1_0587,庫,0.3611,0.0875
M1_0588,元,0.1563,0.096
M1_0589,楼,0.9171,0.0507
M1_0590,事,0.2589,0.0779
M1_0591,声,0.4413,0.0544
M1_0592,生,0.1395,0.077
M1_0593,认商,0.4389,0.0521
M1_0594,十要,0.2983,0.0705
M1_0595,徐,0.4602,0.0588
M1_0596,支,0.8376,0.0634
M1_0597,事,0.6573,0.0592
M1_0598,退,0.1126,0.0571
M1_0599,曰,0.426,0.0838
