sample_id,pred,score,sec
M1_0181,逐磊,0.4078,0.0645
M1_0182,据,0.1592,0.0712
M1_0183,景,0.4864,0.0725
M1_0184,上壁,0.2757,0.0717
M1_0185,多,0.0982,0.0793
M1_0186,也,0.8231,0.1125
M1_0187,狮,0.5148,0.1039
M1_0188,,0.0,0.1104
M1_0189,年4春,0.396,0.0791
M1_0190,极,0.0964,0.0848
M1_0191,博答,0.2284,0.0651
M1_0192,的,0.2871,0.0621
M1_0193,渚,0.8354,0.0625
M1_0194,範,0.2572,0.0704
M1_0195,歌,0.6407,0.0657
M1_0196,茶,0.6658,0.0698
M1_0197,宰,0.4029,0.0667
M1_0198,爷,0.9179,0.0742
M1_0199,嵌,0.306,0.0662
M1_0200,碑,0.9426,0.0656
M1_0201,建,0.1787,0.0709
M1_0202,禁,0.309,0.0651
M1_0203,容,0.2355,0.0653
M1_0204,玉,0.9879,0.0676
M1_0205,,0.0,0.0739
M1_0206,父意,0.6161,0.0625
M1_0207,澡、,0.5061,0.0677
M1_0208,谷,0.7869,0.0649
M1_0209,,0.0,0.067
M1_0210,朱,0.8412,0.072
M1_0211,母照,0.204,0.0627
M1_0212,印塗,0.5096,0.0659
M1_0213,息,0.3074,0.0672
M1_0214,弱,0.8302,0.0669
M1_0215,致,0.2128,0.0646
M1_0216,上生,0.695,0.0741
M1_0217,答,0.8119,0.081
M1_0218,九庄,0.6564,0.0712
M1_0219,比宣,0.5403,0.067
M1_0220,尼,0.9091,0.0709
M1_0221,重,0.65,0.0744
M1_0222,事,0.7353,0.0691
M1_0223,导,0.1825,0.07
M1_0224,重,0.7516,0.064
M1_0225,特,0.9988,0.0715
M1_0226,連,0.4878,0.0669
M1_0227,所侯,0.1763,0.0827
M1_0228,太森,0.4471,0.0772
M1_0229,答,0.2508,0.0728
M1_0230,说花,0.3714,0.0661
M1_0231,夏,0.2446,0.0627
M1_0232,从5,0.7098,0.0786
M1_0233,鐵,0.3043,0.0771
M1_0234,建,0.3756,0.0606
M1_0235,重,0.6945,0.0657
M1_0236,凡麻,0.6002,0.0673
M1_0237,贯,0.4248,0.0658
M1_0238,也,0.7495,0.0653
M1_0239,梯羽,0.3898,0.0615
M1_0240,八双,0.6814,0.0573
M1_0241,四函,0.2289,0.0643
M1_0242,生,0.9968,0.0699
M1_0243,夏业,0.2296,0.0672
M1_0244,侧德,0.381,0.0654
M1_0245,处,0.2191,0.073
M1_0246,主,0.6581,0.0632
M1_0247,委,0.5656,0.0579
M1_0248,天,0.8914,0.0637
M1_0249,色,0.7678,0.0681
M1_0250,餘,0.3381,0.0744
M1_0251,图2,0.355,0.0666
M1_0252,夔,0.3402,0.0584
M1_0253,自,0.9976,0.0629
M1_0254,李儿,0.4398,0.0628
M1_0255,八,0.5954,0.0723
M1_0256,淘全,0.545,0.1064
M1_0257,中,0.8702,0.0884
M1_0258,山任,0.4997,0.0693
M1_0259,明河,0.4355,0.1003
M1_0260,包,0.1836,0.0869
M1_0261,浪,0.9965,0.0643
M1_0262,俊主,0.5704,0.0643
M1_0263,共,0.3129,0.0698
M1_0264,其孙,0.8764,0.0627
M1_0265,性查,0.3284,0.076
M1_0266,表,0.3986,0.0721
M1_0267,、吏,0.7191,0.0907
M1_0268,生,0.9998,0.0786
M1_0269,连,0.1613,0.069
M1_0270,干法,0.6165,0.0779
M1_0271,烧,0.5101,0.0712
M1_0272,脚喔,0.2312,0.0683
M1_0273,赞事,0.2049,0.0635
M1_0274,率,0.5338,0.0656
M1_0275,朱,0.8799,0.0746
M1_0276,八化,0.439,0.0701
M1_0277,朱,0.8657,0.0642
M1_0278,王磊,0.6683,0.0603
M1_0279,丁德,0.5387,0.0714
M1_0280,苗金,0.1759,0.0673
M1_0281,自,0.8454,0.0639
M1_0282,吸潤,0.3184,0.0649
M1_0283,蜍,0.6894,0.0618
M1_0284,施,0.9285,0.0671
M1_0285,饶,0.5333,0.0701
M1_0286,阔,0.2941,0.0774
M1_0287,于音,0.5519,0.0655
M1_0288,八,0.3414,0.0643
M1_0289,廉,0.1607,0.0677
M1_0290,兴灸,0.4926,0.0698
M1_0291,朱江,0.5792,0.0718
M1_0292,季,0.2142,0.0742
M1_0293,代在,0.4349,0.0678
M1_0294,斗法,0.8801,0.0755
M1_0295,盈,0.3572,0.077
M1_0296,宏,0.4005,0.0689
M1_0297,年按,0.8341,0.0767
M1_0298,求,0.9621,0.0733
M1_0299,：罢,0.7825,0.0641
M1_0300,容,0.1327,0.0668
M1_0301,登等,0.3435,0.0663
M1_0302,德,0.5112,0.0657
M1_0303,事,0.3166,0.0655
M1_0304,八金,0.3738,0.0678
M1_0305,来,0.6407,0.0671
M1_0306,中,0.8872,0.0656
M1_0307,同,0.4588,0.0634
M1_0308,动,0.7024,0.0711
M1_0309,茶,0.3647,0.064
M1_0310,偽儿,0.1882,0.0616
M1_0311,购,0.3155,0.0632
M1_0312,阎索,0.2465,0.0659
M1_0313,氨,0.2487,0.0638
M1_0314,民,0.733,0.0698
M1_0315,闸依,0.4859,0.0715
M1_0316,几,0.987,0.0703
M1_0317,巡,0.2688,0.0691
M1_0318,急,0.1525,0.073
M1_0319,涂,0.9919,0.0658
M1_0320,福,0.9995,0.0575
M1_0321,破来,0.6178,0.061
M1_0322,梁库,0.2674,0.0657
M1_0323,作部,0.1128,0.0665
M1_0324,方,0.3512,0.0674
M1_0325,本部,0.4479,0.0672
M1_0326,你,0.1922,0.0609
M1_0327,称,0.9219,0.0638
M1_0328,守,0.8159,0.0691
M1_0329,二八,0.5501,0.0672
M1_0330,愿主,0.4837,0.0679
M1_0331,安,0.9518,0.0685
M1_0332,八生,0.626,0.0669
M1_0333,拮,0.4139,0.0702
M1_0334,衣,0.9974,0.0663
M1_0335,座王,0.7751,0.0643
M1_0336,王,0.5558,0.0617
M1_0337,别,0.9888,0.0709
M1_0338,於,0.4432,0.0942
M1_0339,99,0.3815,0.0656
M1_0340,千竟,0.5768,0.0726
M1_0341,在,0.2708,0.0804
M1_0342,半立,0.8511,0.0772
M1_0343,物,0.4568,0.0696
M1_0344,而止,0.3316,0.0718
M1_0345,参,0.3614,0.0887
M1_0346,王毛,0.3621,0.0708
M1_0347,女,0.4448,0.0736
M1_0348,,0.0,0.0676
M1_0349,等,0.804,0.0826
M1_0350,八七,0.393,0.0711
M1_0351,逆風,0.6167,0.0844
M1_0352,一七,0.3546,0.1233
M1_0353,連,0.8641,0.0628
M1_0354,人,0.4467,0.1123
M1_0355,过味,0.63,0.1069
M1_0356,伯,0.5465,0.153
M1_0357,呐,0.3315,0.0776
M1_0358,臻,0.8043,0.0872
M1_0359,陵,0.5636,0.0856
M1_0360,察,0.1807,0.1155
M1_0361,碎,0.8957,0.097
M1_0362,除体,0.7401,0.0933
M1_0363,中宗,0.5152,0.0736
M1_0364,些,0.456,0.078
M1_0365,球,0.153,0.0926
M1_0366,其三,0.5291,0.0847
M1_0367,重,0.9939,0.0739
M1_0368,的滴,0.5609,0.0683
M1_0369,婴,0.5301,0.0647
M1_0370,特庐,0.5586,0.0658
M1_0371,答,0.4361,0.1105
M1_0372,厚,0.1482,0.0677
M1_0373,葉公,0.2053,0.0614
M1_0374,孔燕,0.6056,0.0654
M1_0375,儿,0.5159,0.0654
M1_0376,左,0.3093,0.0677
M1_0377,朱,0.7287,0.0851
M1_0378,八默,0.3428,0.0644
M1_0379,意。,0.4991,0.0612
M1_0380,八同,0.9224,0.0637
M1_0381,创春,0.5314,0.0726
M1_0382,答,0.1809,0.0634
M1_0383,列正,0.2298,0.0626
M1_0384,安,0.9006,0.0643
M1_0385,胶害,0.6519,0.0649
M1_0386,事,0.8319,0.0664
M1_0387,一红,0.2814,0.0642
M1_0388,北產,0.3901,0.0622
M1_0389,朱松,0.9299,0.0635
M1_0390,主,0.9934,0.0648
M1_0391,火漏,0.1682,0.0646
M1_0392,4,0.3492,0.0585
M1_0393,体市,0.6472,0.0654
M1_0394,肩,0.0871,0.0653
M1_0395,欺,0.0932,0.0611
M1_0396,是稀,0.3327,0.0664
M1_0397,仲属,0.3601,0.068
M1_0398,麻,0.441,0.0693
M1_0399,望,0.1645,0.0679
M1_0400,楼,0.9769,0.0652
M1_0401,八天,0.5161,0.0736
M1_0402,巴極,0.6002,0.0705
M1_0403,事5,0.4713,0.0627
M1_0404,八心,0.5399,0.0675
M1_0405,時,0.4202,0.0769
M1_0406,公興,0.33,0.0631
M1_0407,妙垩,0.3882,0.0707
M1_0408,太率,0.1398,0.0685
M1_0409,下,0.9617,0.0619
M1_0410,,0.0,0.0675
M1_0411,J,0.9001,0.0702
M1_0412,仅,0.3619,0.0797
M1_0413,地,0.9132,0.0785
M1_0414,八例,0.5166,0.0632
M1_0415,之,0.9692,0.0601
M1_0416,旦,0.9823,0.0638
M1_0417,,0.0,0.0691
M1_0418,重,0.6015,0.0684
M1_0419,地,0.6032,0.067
M1_0420,摩哟,0.4117,0.0609
M1_0421,学#,0.4508,0.0651
M1_0422,其,0.5228,0.0685
M1_0423,麻,0.9907,0.0731
M1_0424,進,0.3798,0.0703
M1_0425,代者,0.9105,0.0623
M1_0426,命,0.8488,0.0645
M1_0427,礼,0.186,0.0681
M1_0428,伴,0.6692,0.0665
M1_0429,库助,0.7286,0.0671
M1_0430,丙沫,0.4542,0.0663
M1_0431,今年,0.729,0.0678
M1_0432,意反,0.1155,0.0663
M1_0433,妄,0.2008,0.0715
M1_0434,年,0.9975,0.0699
M1_0435,包,0.8141,0.0655
M1_0436,保,0.9994,0.0664
M1_0437,母越,0.3184,0.0681
M1_0438,业属,0.5042,0.0667
M1_0439,意,0.11,0.0762
M1_0440,,0.0,0.0749
M1_0441,奉,0.5671,0.0668
M1_0442,白石,0.6107,0.0669
M1_0443,生,0.9974,0.0649
M1_0444,健略,0.3144,0.0709
M1_0445,暖,0.8054,0.0655
M1_0446,矯,0.3026,0.0689
M1_0447,連,0.3812,0.0708
M1_0448,碎,0.8862,0.065
M1_0449,烏,0.9855,0.0677
M1_0450,奴,0.9676,0.0753
M1_0451,,0.0,0.0782
M1_0452,中,0.9974,0.0621
M1_0453,中,0.9652,0.0622
M1_0454,孙連,0.4365,0.0613
M1_0455,明,0.9965,0.0647
M1_0456,特,0.5363,0.0748
M1_0457,没,0.9752,0.0715
M1_0458,诚,0.3848,0.0663
M1_0459,燕府,0.6159,0.0638
M1_0460,逸麻,0.6835,0.0643
M1_0461,支,0.9905,0.0659
M1_0462,秋瀚,0.6607,0.0653
M1_0463,其虫,0.5164,0.0669
M1_0464,以座,0.4346,0.0651
M1_0465,人之,0.8966,0.065
M1_0466,安,0.4643,0.0629
M1_0467,导,0.5123,0.0619
M1_0468,,0.0,0.0784
M1_0469,宴,0.1038,0.0631
M1_0470,答日,0.7913,0.0685
M1_0471,事,0.9992,0.0639
M1_0472,尼,0.4929,0.0704
M1_0473,六,0.2366,0.0705
M1_0474,试社,0.2032,0.0669
M1_0475,約,0.814,0.0664
M1_0476,葩,0.9248,0.0646
M1_0477,灵,0.8889,0.0728
M1_0478,昆,0.8469,0.0621
M1_0479,域,0.507,0.0593
M1_0480,也,0.5006,0.0632
M1_0481,愛,0.6138,0.0622
M1_0482,該喻,0.43,0.0651
M1_0483,先,0.3993,0.0651
M1_0484,合革,0.4041,0.0712
M1_0485,体,0.9995,0.0703
M1_0486,庄。,0.6367,0.0756
M1_0487,冷派,0.8182,0.0703
M1_0488,朱,0.7474,0.0726
M1_0489,川合,0.2656,0.0925
M1_0490,欣時,0.7595,0.0765
M1_0491,依,0.5098,0.0688
M1_0492,景,0.1584,0.0676
M1_0493,.,0.2531,0.066
M1_0494,掌环,0.4539,0.066
M1_0495,浪,0.7903,0.0651
M1_0496,時,0.6562,0.0677
M1_0497,参,0.3173,0.0753
M1_0498,庄,0.8726,0.0604
M1_0499,及然,0.3673,0.0672
M1_0500,牧廠,0.3644,0.0653
M1_0501,神,0.9985,0.0705
M1_0502,土扈,0.5863,0.0732
M1_0503,腰颤,0.2369,0.064
M1_0504,长A,0.2656,0.0674
M1_0505,依,0.8673,0.0654
M1_0506,麻,0.8304,0.0681
M1_0507,特,0.9996,0.0667
M1_0508,中年,0.7507,0.0693
M1_0509,有静,0.6012,0.067
M1_0510,特,0.9879,0.0725
M1_0511,食坦,0.8447,0.0767
M1_0512,啦,0.1898,0.0707
M1_0513,金,0.4626,0.069
M1_0514,罪,0.5427,0.0667
M1_0515,名,0.9345,0.0743
M1_0516,,0.0,0.0741
M1_0517,瓜保,0.5067,0.0766
M1_0518,黄,0.2343,0.0813
M1_0519,仍,0.6602,0.0567
M1_0520,聘,0.1343,0.0604
M1_0521,离,0.9918,0.0679
M1_0522,重,0.4994,0.0741
M1_0523,安,0.9955,0.0743
M1_0524,别,0.4625,0.0618
M1_0525,口,0.1558,0.0662
M1_0526,兵民,0.3,0.0679
M1_0527,出,0.231,0.0689
M1_0528,苍,0.7225,0.0713
M1_0529,竭,0.1243,0.0648
M1_0530,仍,0.5671,0.0613
M1_0531,豆,0.1564,0.0658
M1_0532,生孤,0.5264,0.0776
M1_0533,透,0.1067,0.0783
M1_0534,图风,0.5134,0.0808
M1_0535,事此,0.4967,0.063
M1_0536,上時,0.6911,0.062
M1_0537,之,0.6548,0.0639
M1_0538,柴曰,0.7794,0.0623
M1_0539,#茹,0.4514,0.0789
M1_0540,城,0.1184,0.0672
M1_0541,待,0.1763,0.0674
M1_0542,射由,0.8467,0.0629
M1_0543,後,0.3818,0.0634
M1_0544,朱,0.7251,0.0656
M1_0545,敬证,0.5982,0.067
M1_0546,真時,0.6627,0.0682
M1_0547,聊,0.2558,0.0756
M1_0548,除,0.9798,0.0759
M1_0549,碎,0.5936,0.0757
M1_0550,角治,0.4712,0.0628
M1_0551,数,0.5251,0.0714
M1_0552,生生,0.7611,0.0644
M1_0553,焓,0.3613,0.0696
M1_0554,い四,0.4265,0.0797
M1_0555,共,0.8321,0.0682
M1_0556,导,0.4299,0.0751
M1_0557,,0.0,0.0681
M1_0558,安,0.6708,0.0614
M1_0559,德,0.7413,0.069
M1_0560,认些,0.3577,0.0699
M1_0561,心妄,0.518,0.0645
M1_0562,冷,0.816,0.065
M1_0563,八走,0.5113,0.0679
M1_0564,傅,0.7819,0.0671
M1_0565,口害,0.3122,0.0715
M1_0566,热,0.8112,0.0632
M1_0567,执食,0.3404,0.0695
M1_0568,足衣,0.1939,0.0732
M1_0569,覽,0.6838,0.0782
M1_0570,申戌,0.476,0.0671
M1_0571,谷,0.5275,0.068
M1_0572,停,0.839,0.0662
M1_0573,地夏,0.504,0.0687
M1_0574,浪,0.2661,0.0664
M1_0575,灵,0.6058,0.0777
M1_0576,秋,0.9063,0.07
M1_0577,延辰,0.5267,0.0656
M1_0578,],0.2553,0.0683
M1_0579,波头,0.3399,0.0657
M1_0580,事,0.9971,0.079
M1_0581,為,0.5492,0.078
M1_0582,特は,0.9388,0.0695
M1_0583,浪,0.9879,0.0674
M1_0584,化倡,0.6566,0.0805
M1_0585,图,0.9894,0.0691
M1_0586,邃,0.2405,0.0693
M1_0587,庫,0.4232,0.0707
M1_0588,元,0.1535,0.0757
M1_0589,楼,0.9129,0.0692
M1_0590,事,0.2786,0.1022
M1_0591,声,0.503,0.0742
M1_0592,生,0.1485,0.065
M1_0593,认商,0.5012,0.0702
M1_0594,十要,0.2901,0.0785
M1_0595,徐,0.4778,0.0596
M1_0596,支,0.8392,0.0672
M1_0597,事,0.6602,0.0658
M1_0598,足,0.1153,0.0675
M1_0599,曰,0.4336,0.0644
