image,label,y,verdict,head_cos,head_prob,head_margin,head_isarg,bank_cos,mls
gold/yen2_page_0146_c05_070.png,垩,1.0,correct,0.7289741039276123,0.0012811161577701569,0.4538893401622772,1.0,0.8538053035736084,0.7289741039276123
gold/yen2_page_0196_c08_121.png,連,1.0,correct,0.6815264821052551,0.0012202615616843104,0.37215912342071533,1.0,0.8006560802459717,0.6815264821052551
gold/yen2_page_0304_c07_135.png,把,1.0,correct,0.7194584608078003,0.00128837488591671,0.4192875623703003,1.0,0.7661792635917664,0.7194584608078003
gold/yen2_page_0070_c09_151.png,共,1.0,correct,0.5140783786773682,0.0010474323062226176,0.09847015142440796,1.0,0.5237618088722229,0.5140783786773682
gold/yen11_page_0064_c06_116.png,時,1.0,correct,0.7044510841369629,0.0012386406306177378,0.4925394207239151,1.0,0.8473800420761108,0.7044510841369629
gold/yen11_page_0192_c08_161.png,𥘉,1.0,correct,0.5915809869766235,0.0011427710996940732,0.29941442608833313,1.0,0.592128336429596,0.5915809869766235
gold/yen4_page_0182_c01_011.png,庄,1.0,correct,0.6125751733779907,0.001146918861195445,0.36187660694122314,1.0,0.7419297695159912,0.6125751733779907
gold/yen2_page_0192_c03_040.png,鬼,1.0,correct,0.7828681468963623,0.001361146685667336,0.5277320444583893,1.0,0.7962132096290588,0.7828681468963623
gold/yen4_page_0242_c07_126.png,翁,1.0,correct,0.663349986076355,0.001196676050312817,0.4373909831047058,1.0,0.8330274820327759,0.663349986076355
gold/yen2_page_0066_c01_019.png,虖,1.0,correct,0.7319527864456177,0.001301218057051301,0.4046211242675781,1.0,1.0,0.7319527864456177
gold/yen11_page_0076_c08_143.png,時,1.0,correct,0.6508830785751343,0.0011764072114601731,0.4367421865463257,1.0,0.8354393839836121,0.6508830785751343
gold/yen4_page_0264_c04_071.png,那,1.0,correct,0.71516352891922,0.001288516097702086,0.4517509639263153,1.0,0.7297558188438416,0.71516352891922
gold/yen2_page_0284_c06_099.png,改,1.0,correct,0.7821981906890869,0.0013739669229835272,0.5134634077548981,1.0,0.8685895800590515,0.7821981906890869
gold/yen4_page_0140_c07_135.png,其,1.0,correct,0.676716685295105,0.0012375395745038986,0.42174676060676575,1.0,0.5144891738891602,0.676716685295105
gold/yen2_page_0210_c09_142.png,官,1.0,correct,0.7253441214561462,0.001286825048737228,0.45317313075065613,1.0,0.7789027690887451,0.7253441214561462
gold/yen4_page_0156_c03_034.png,畧,1.0,correct,0.5999994277954102,0.0011411452433094382,0.31760650873184204,1.0,0.7118039131164551,0.5999994277954102
gold/yen11_page_0048_c02_027.png,体,1.0,correct,0.7300390005111694,0.0012905668700113893,0.48783399164676666,1.0,0.8483947515487671,0.7300390005111694
gold/yen2_page_0048_c04_068.png,髙,1.0,correct,0.7158165574073792,0.0012775923823937774,0.3980746865272522,1.0,1.0000001192092896,0.7158165574073792
gold/yen11_page_0142_c03_044.png,時,1.0,correct,0.6793721318244934,0.0012103744084015489,0.44743630290031433,1.0,0.8374191522598267,0.6793721318244934
gold/yen11_page_0216_c08_165.png,吏,1.0,correct,0.6878188848495483,0.0012318395311012864,0.43469804525375366,1.0,0.770253598690033,0.6878188848495483
gold/yen11_page_0180_c01_001.png,列,1.0,correct,0.6950467824935913,0.0012661335058510303,0.3540458679199219,1.0,0.7008374929428101,0.6950467824935913
gold/yen11_page_0158_c03_051.png,戈,1.0,correct,0.7661277055740356,0.0013441166374832392,0.49200624227523804,1.0,0.8390624523162842,0.7661277055740356
gold/yen4_page_0290_c04_085.png,統,1.0,correct,0.5835869908332825,0.0011123701697215438,0.23726171255111694,1.0,1.0000001192092896,0.5835869908332825
gold/yen4_page_0066_c04_067.png,称,1.0,correct,0.6528493165969849,0.0012106843059882522,0.40867742896080017,1.0,0.6966693997383118,0.6528493165969849
gold/yen4_page_0042_c09_191.png,主,1.0,correct,0.6663030982017517,0.0011938281822949648,0.3272826373577118,1.0,0.8603342771530151,0.6663030982017517
gold/yen4_page_0096_c06_119.png,巾,1.0,correct,0.7464839220046997,0.0013206800213083625,0.42477405071258545,1.0,0.7970545887947083,0.7464839220046997
gold/yen2_page_0284_c04_064.png,每,1.0,correct,0.6893736124038696,0.001250324072316289,0.3989928364753723,1.0,0.7515596151351929,0.6893736124038696
gold/yen4_page_0096_c03_045.png,嗔,1.0,correct,0.7696013450622559,0.0013475045561790466,0.4863165616989136,1.0,0.7655497193336487,0.7696013450622559
gold/yen2_page_0072_c09_168.png,主,1.0,correct,0.7257604598999023,0.0012678815983235836,0.5201660096645355,1.0,0.9197601675987244,0.7257604598999023
gold/yen11_page_0226_c04_077.png,吏,1.0,correct,0.6842072606086731,0.0012335135834291577,0.3599233627319336,1.0,0.7756590843200684,0.6842072606086731
gold/yen11_page_0022_c05_093.png,犯,1.0,correct,0.731765627861023,0.0012905007461085916,0.4689550995826721,1.0,0.7460420727729797,0.731765627861023
gold/yen4_page_0142_c05_095.png,底,1.0,correct,0.6988668441772461,0.0012590446276590228,0.41153275966644287,1.0,0.7590662240982056,0.6988668441772461
gold/yen4_page_0240_c04_074.png,凜,1.0,correct,-0.030887074768543243,0.0006161410128697753,-0.7106399610638618,0.0,0.15045519173145294,0.6797528862953186
gold/yen2_page_0214_c09_169.png,𥙷,1.0,correct,0.7557885646820068,0.0013277966063469648,0.4799952507019043,1.0,0.7392129302024841,0.7557885646820068
gold/yen11_page_0124_c07_145.png,奸,1.0,correct,0.6950353384017944,0.0012636813335120678,0.448354110121727,1.0,0.7088236808776855,0.6950353384017944
gold/yen4_page_0136_c01_005.png,昂,1.0,correct,0.5429629683494568,0.0010744507890194654,0.26104819774627686,1.0,1.0,0.5429629683494568
gold/yen4_page_0198_c08_134.png,於,1.0,correct,-0.013466114178299904,0.0006117482553236187,-0.6939017716795206,0.0,0.058741454035043716,0.6804356575012207
gold/yen11_page_0060_c09_167.png,楼,1.0,correct,0.694070041179657,0.0012501375749707222,0.3033430576324463,1.0,0.695342481136322,0.694070041179657
gold/yen11_page_0026_c07_145.png,罢,1.0,correct,0.6894240379333496,0.0012417093385010958,0.4195939302444458,1.0,0.8450824022293091,0.6894240379333496
gold/yen4_page_0040_c01_001.png,尼,1.0,correct,0.6796767711639404,0.0012187445536255836,0.391277015209198,1.0,0.7523423433303833,0.6796767711639404
gold/yen4_page_0036_c01_019.png,意,1.0,correct,0.5252167582511902,0.0010565693955868483,0.18416786193847656,1.0,0.7224937081336975,0.5252167582511902
gold/yen11_page_0086_c07_135.png,末,1.0,correct,0.6941391825675964,0.001259491895325482,0.4508993625640869,1.0,0.7883715033531189,0.6941391825675964
gold/yen11_page_0138_c05_095.png,旦,1.0,correct,0.6478397250175476,0.0011827567359432578,0.37220025062561035,1.0,0.7478933930397034,0.6478397250175476
gold/yen4_page_0036_c03_053.png,德,1.0,correct,0.7349551916122437,0.0012990700779482722,0.2509836256504059,1.0,0.6172395348548889,0.7349551916122437
gold/yen2_page_0250_c06_105.png,㝵,1.0,correct,0.714357852935791,0.0012675359612330794,0.45510661602020264,1.0,0.7911662459373474,0.714357852935791
gold/yen11_page_0174_c06_110.png,哭,1.0,correct,0.7375885844230652,0.0012887449702247977,0.45593398809432983,1.0,0.7796319723129272,0.7375885844230652
gold/yen2_page_0300_c03_053.png,求,1.0,correct,0.7255344390869141,0.0013051512651145458,0.46366605162620544,1.0,0.7312187552452087,0.7255344390869141
gold/yen2_page_0074_c09_188.png,差,1.0,correct,0.20321869850158691,0.0007562958053313196,-0.519383430480957,0.0,0.313726544380188,0.722602128982544
gold/yen2_page_0072_c01_015.png,𠄼,1.0,correct,0.663115382194519,0.001207976252771914,0.437578946352005,1.0,1.0,0.663115382194519
gold/yen4_page_0066_c08_146.png,倘,1.0,correct,0.6532608270645142,0.0012047264026477933,0.3658307194709778,1.0,1.0000001192092896,0.6532608270645142
gold/yen2_page_0170_c07_115.png,葩,1.0,correct,0.7252365946769714,0.001274836016818881,0.44584357738494873,1.0,1.0,0.7252365946769714
gold/yen11_page_0260_c04_078.png,忌,1.0,correct,0.7348045110702515,0.0013033834984526038,0.4446486830711365,1.0,0.6779680252075195,0.7348045110702515
gold/yen2_page_0224_c05_089.png,旦,1.0,correct,0.771302342414856,0.0013396835420280695,0.564354658126831,1.0,0.8486988544464111,0.771302342414856
gold/yen2_page_0046_c08_155.png,天,1.0,correct,0.05348461866378784,0.0006714583723805845,-0.526511013507843,0.0,0.1288450062274933,0.5799956321716309
gold/yen2_page_0116_c01_009.png,沛,1.0,correct,0.6049590110778809,0.0011530175106599927,0.35983651876449585,1.0,0.6865600943565369,0.6049590110778809
gold/yen4_page_0074_c05_093.png,先,1.0,correct,0.7368115186691284,0.0012989415554329753,0.4399886131286621,1.0,0.8136355876922607,0.7368115186691284
gold/yen11_page_0156_c09_179.png,沚,1.0,correct,0.7528150677680969,0.0013153417967259884,0.4406989812850952,1.0,0.7966424822807312,0.7528150677680969
gold/yen11_page_0092_c03_041.png,自,1.0,correct,0.7470163106918335,0.0013237247476354241,0.39437708258628845,1.0,0.7746654748916626,0.7470163106918335
gold/yen4_page_0098_c04_067.png,時,1.0,correct,0.7344037294387817,0.0012870499631389976,0.49382008612155914,1.0,0.7786393165588379,0.7344037294387817
gold/yen4_page_0220_c05_090.png,庫,1.0,correct,0.7094168663024902,0.0012749616289511323,0.42834165692329407,1.0,0.850008487701416,0.7094168663024902
gold/yen11_page_0066_c02_027.png,願,1.0,correct,0.7316992282867432,0.0012909314827993512,0.44319868087768555,1.0,0.7970933318138123,0.7316992282867432
gold/yen11_page_0134_c08_174.png,垩,1.0,correct,0.6782364845275879,0.0012112820986658335,0.35831642150878906,1.0,0.8521518707275391,0.6782364845275879
gold/yen11_page_0028_c03_048.png,㝵,1.0,correct,0.6566258668899536,0.0011870423331856728,0.36275580525398254,1.0,0.728380560874939,0.6566258668899536
gold/yen2_page_0140_c06_105.png,為,1.0,correct,0.599880576133728,0.0011350126005709171,0.3198808431625366,1.0,0.6943907737731934,0.599880576133728
gold/yen4_page_0120_c09_184.png,翁,1.0,correct,0.394125759601593,0.000926828826777637,-0.15382838249206543,0.0,0.48980656266212463,0.5479541420936584
gold/yen4_page_0258_c03_059.png,腮,1.0,correct,0.48269933462142944,0.0010221048723906279,0.002981811761856079,1.0,1.0000001192092896,0.48269933462142944
gold/yen4_page_0292_c06_125.png,福,1.0,correct,0.6608152389526367,0.0012055455008521676,0.32052725553512573,1.0,0.7293460965156555,0.6608152389526367
gold/yen4_page_0078_c02_027.png,各,1.0,correct,0.7217799425125122,0.0012841580901294947,0.5002021342515945,1.0,0.780579686164856,0.7217799425125122
gold/yen11_page_0150_c04_075.png,仍,1.0,correct,0.7232604026794434,0.0012892461381852627,0.4579828977584839,1.0,0.7848656177520752,0.7232604026794434
gold/yen11_page_0236_c07_152.png,衣,1.0,correct,0.6862565279006958,0.001230880618095398,0.4740447551012039,1.0,0.772911548614502,0.6862565279006958
gold/yen11_page_0282_c07_148.png,恩,1.0,correct,0.7748204469680786,0.001372237573377788,0.5242055952548981,1.0,0.7396095991134644,0.7748204469680786
gold/yen11_page_0298_c06_124.png,折,1.0,correct,0.7365601062774658,0.0012964627239853144,0.47304248809814453,1.0,0.8660696744918823,0.7365601062774658
gold/yen11_page_0024_c07_143.png,天,1.0,correct,0.5735178589820862,0.0011069842148572206,0.14998987317085266,1.0,0.763817548751831,0.5735178589820862
gold/yen2_page_0230_c05_105.png,麻,1.0,correct,0.6463175415992737,0.0011885218555107713,0.45200084149837494,1.0,0.7324950098991394,0.6463175415992737
gold/yen4_page_0066_c06_116.png,秋,1.0,correct,0.7668273448944092,0.0013311399379745126,0.49243974685668945,1.0,0.8209142088890076,0.7668273448944092
gold/yen11_page_0216_c06_113.png,於,1.0,correct,0.6626575589179993,0.001195642864331603,0.40412548184394836,1.0,0.7631858587265015,0.6626575589179993
gold/yen2_page_0068_c01_018.png,浪,1.0,correct,0.7606486082077026,0.0013318336568772793,0.46005111932754517,1.0,0.823564887046814,0.7606486082077026
gold/yen11_page_0024_c04_071.png,几,1.0,correct,0.7476873397827148,0.001297772047109902,0.529596209526062,1.0,0.8497059345245361,0.7476873397827148
gold/yen4_page_0240_c01_003.png,麻,1.0,correct,0.6654185056686401,0.0011956600937992334,0.48488202691078186,1.0,0.8758726716041565,0.6654185056686401
gold/yen4_page_0278_c06_129.png,黙,1.0,correct,0.713529109954834,0.0012752446345984936,0.3799394965171814,1.0,0.8047774434089661,0.713529109954834
gold/yen4_page_0090_c08_150.png,德,1.0,correct,0.7056319117546082,0.0012661806540563703,0.3966332674026489,1.0,0.6221343874931335,0.7056319117546082
gold/yen11_page_0036_c08_153.png,眉,1.0,correct,0.5958482027053833,0.0011200938606634736,0.33949750661849976,1.0,0.5773821473121643,0.5958482027053833
gold/yen2_page_0058_c06_127.png,綿,1.0,correct,0.4526263177394867,0.0009930526139214635,0.13670727610588074,1.0,1.0000001192092896,0.4526263177394867
gold/yen4_page_0118_c05_097.png,鬼,1.0,correct,0.622818648815155,0.0011763935908675194,0.2438746988773346,1.0,0.5845893621444702,0.622818648815155
gold/yen2_page_0148_c06_107.png,略,1.0,correct,0.694541871547699,0.0012565096840262413,0.44967374205589294,1.0,1.0,0.694541871547699
gold/yen4_page_0192_c04_064.png,帝,1.0,correct,0.6463478803634644,0.0011984899174422026,0.3377513289451599,1.0,0.7185134887695312,0.6463478803634644
gold/yen11_page_0116_c06_121.png,翁,1.0,correct,0.7327185869216919,0.0012876895489171147,0.5298034846782684,1.0,0.8930409550666809,0.7327185869216919
gold/yen11_page_0026_c05_107.png,低,1.0,correct,0.7551292181015015,0.0013236930826678872,0.4246012568473816,1.0,0.8002400994300842,0.7551292181015015
gold/yen11_page_0216_c02_039.png,長,1.0,correct,0.664296567440033,0.0012281234376132488,0.3951811194419861,1.0,1.0,0.664296567440033
gold/yen2_page_0084_c04_081.png,連,1.0,correct,0.7208229303359985,0.0012727109715342522,0.4305468797683716,1.0,0.8215701580047607,0.7208229303359985
gold/yen2_page_0230_c05_106.png,皇,1.0,correct,0.4836272597312927,0.001009344938211143,-0.05248934030532837,0.0,0.6159098148345947,0.5361166000366211
gold/yen2_page_0088_c08_150.png,主,1.0,correct,0.7304643392562866,0.0012715291231870651,0.4711126387119293,1.0,0.920868456363678,0.7304643392562866
gold/yen11_page_0208_c07_151.png,庒,1.0,correct,0.7069909572601318,0.0012483829632401466,0.44444578886032104,1.0,0.7770687341690063,0.7069909572601318
gold/yen11_page_0228_c09_191.png,墓,1.0,correct,0.6244569420814514,0.0011699155438691378,0.31145384907722473,1.0,0.5425236225128174,0.6244569420814514
gold/yen4_page_0112_c09_168.png,本,1.0,correct,0.5873516798019409,0.0011175251565873623,0.2497878074645996,1.0,0.654569685459137,0.5873516798019409
gold/yen11_page_0078_c09_173.png,柴,1.0,correct,0.7268809080123901,0.0013019590405747294,0.4536018371582031,1.0,0.7750373482704163,0.7268809080123901
gold/yen2_page_0038_c07_136.png,朱,1.0,correct,0.6867717504501343,0.0012318730587139726,0.31803447008132935,1.0,0.6812331080436707,0.6867717504501343
gold/yen2_page_0086_c04_082.png,撑,1.0,correct,0.47179433703422546,0.0009935905691236258,0.08558568358421326,1.0,0.5766181945800781,0.47179433703422546
gold/yen2_page_0106_c04_070.png,庄,1.0,correct,0.6017752289772034,0.0011450954480096698,0.3742729723453522,1.0,0.7546901106834412,0.6017752289772034
gold/yen11_page_0030_c03_062.png,灵,1.0,correct,0.7493659257888794,0.0013121363008394837,0.3960297405719757,1.0,0.7911766171455383,0.7493659257888794
gold/yen4_page_0290_c08_169.png,天,1.0,correct,0.7146366834640503,0.0012543235206976533,0.4632141590118408,1.0,0.7471007704734802,0.7146366834640503
gold/yen4_page_0200_c01_013.png,罰,1.0,correct,0.7137960195541382,0.0012936126440763474,0.4703015387058258,1.0,0.759001612663269,0.7137960195541382
gold/yen11_page_0036_c06_114.png,冷,1.0,correct,0.6854819655418396,0.0012529073283076286,0.4263365864753723,1.0,0.7114160656929016,0.6854819655418396
gold/yen11_page_0032_c08_167.png,時,1.0,correct,0.6957072615623474,0.0012407207395881414,0.4682329595088959,1.0,0.8710839748382568,0.6957072615623474
gold/yen11_page_0258_c09_195.png,安,1.0,correct,0.5621629953384399,0.0010979792568832636,0.3248780369758606,1.0,0.5701154470443726,0.5621629953384399
gold/yen11_page_0288_c06_113.png,垩,1.0,correct,0.726218581199646,0.0012779460521414876,0.48159003257751465,1.0,0.8717100024223328,0.726218581199646
gold/yen4_page_0104_c03_045.png,旦,1.0,correct,0.6555350422859192,0.0012031164951622486,0.36662840843200684,1.0,0.7571302056312561,0.6555350422859192
gold/yen11_page_0184_c07_132.png,味,1.0,correct,0.6548912525177002,0.0012084273621439934,0.35006093978881836,1.0,0.6482397317886353,0.6548912525177002
gold/yen11_page_0182_c02_037.png,犯,1.0,correct,0.7058243155479431,0.0012584327487275004,0.4101048409938812,1.0,0.706998348236084,0.7058243155479431
gold/yen2_page_0146_c05_073.png,牙,1.0,correct,0.6590043306350708,0.0011959134135395288,0.4056130647659302,1.0,1.0,0.6590043306350708
gold/yen11_page_0280_c03_058.png,挭,1.0,correct,0.7041662931442261,0.001264719758182764,0.3989831209182739,1.0,1.0000001192092896,0.7041662931442261
gold/yen4_page_0248_c08_170.png,特,1.0,correct,0.6848505735397339,0.001227180939167738,0.40590766072273254,1.0,0.8331275582313538,0.6848505735397339
gold/yen11_page_0256_c06_115.png,理,1.0,correct,0.736492395401001,0.0012953707482665777,0.5053302198648453,1.0,0.898536205291748,0.736492395401001
gold/yen11_page_0296_c07_135.png,時,1.0,correct,0.5482033491134644,0.0010742058511823416,0.2756611108779907,1.0,0.6392892599105835,0.5482033491134644
gold/yen2_page_0226_c01_005.png,𧗱,1.0,correct,0.6663296818733215,0.0012198787881061435,0.35373789072036743,1.0,0.7195058465003967,0.6663296818733215
gold/yen2_page_0194_c09_150.png,破,1.0,correct,0.5376036167144775,0.0010910495184361935,0.23232701420783997,1.0,0.5977774262428284,0.5376036167144775
gold/yen11_page_0072_c06_115.png,共,1.0,correct,0.781822144985199,0.001350753358565271,0.5491921305656433,1.0,0.8540680408477783,0.781822144985199
gold/yen4_page_0058_c07_126.png,庄,1.0,correct,0.6340414881706238,0.0011709964601323009,0.1653488278388977,1.0,0.6205587983131409,0.6340414881706238
gold/yen4_page_0154_c03_052.png,双,1.0,correct,0.6486033201217651,0.0011863227700814605,0.26112499833106995,1.0,0.7391285300254822,0.6486033201217651
gold/yen2_page_0046_c08_161.png,朗,1.0,correct,0.481256365776062,0.0010068465489894152,-0.22253632545471191,0.0,0.5524967312812805,0.7037926912307739
gold/yen2_page_0178_c03_042.png,助,1.0,correct,0.6898723840713501,0.0012346345465630293,0.2909732162952423,1.0,1.0000001192092896,0.6898723840713501
gold/yen11_page_0078_c08_158.png,曰,1.0,correct,0.5089437961578369,0.001044008182361722,0.01140749454498291,1.0,0.5621243119239807,0.5089437961578369
gold/yen11_page_0200_c03_045.png,㤙,1.0,correct,0.6409745216369629,0.0011790809221565723,0.3150137662887573,1.0,1.0000001192092896,0.6409745216369629
gold/yen11_page_0188_c01_000.png,除,1.0,correct,0.7135583162307739,0.0012866590404883027,0.43847131729125977,1.0,0.7419504523277283,0.7135583162307739
gold/yen11_page_0088_c06_142.png,重,1.0,correct,0.22223535180091858,0.0007838590536266565,-0.11544719338417053,0.0,0.16776733100414276,0.3376825451850891
gold/yen2_page_0280_c06_116.png,白,1.0,correct,0.6414905190467834,0.001186528243124485,0.3668779730796814,1.0,1.0000001192092896,0.6414905190467834
gold/yen4_page_0120_c01_002.png,㝵,1.0,correct,0.6236599683761597,0.001159402192570269,0.292111873626709,1.0,0.6143331527709961,0.6236599683761597
gold/yen11_page_0236_c07_133.png,時,1.0,correct,0.6712934970855713,0.0012012496590614319,0.4099814295768738,1.0,0.8427343368530273,0.6712934970855713
gold/yen2_page_0054_c05_085.png,連,1.0,correct,0.6911423206329346,0.001235320931300521,0.46308404207229614,1.0,0.7873929738998413,0.6911423206329346
gold/yen4_page_0174_c09_180.png,旦,1.0,correct,0.7274380922317505,0.0012806581798940897,0.4058246910572052,1.0,0.7862825393676758,0.7274380922317505
gold/yen11_page_0108_c09_190.png,主,1.0,correct,0.7313532829284668,0.0012768676970154047,0.5395747274160385,1.0,0.8919758200645447,0.7313532829284668
gold/yen11_page_0088_c05_118.png,罢,1.0,correct,0.6196725964546204,0.0011691958643496037,0.33586835861206055,1.0,0.591552197933197,0.6196725964546204
gold/yen2_page_0154_c06_112.png,吹,1.0,correct,0.6671848297119141,0.0012198176700621843,0.4291597604751587,1.0,1.0,0.6671848297119141
gold/yen11_page_0232_c01_017.png,庄,1.0,correct,0.5626868009567261,0.0011037142248824239,0.26611047983169556,1.0,0.6038014888763428,0.5626868009567261
gold/yen2_page_0296_c08_129.png,㝵,1.0,correct,0.7034263610839844,0.0012409050250425935,0.5087401270866394,1.0,0.8702859282493591,0.7034263610839844
gold/yen2_page_0076_c02_033.png,位,1.0,correct,0.6800518035888672,0.0012350891483947635,0.2767118215560913,1.0,0.8494144678115845,0.6800518035888672
gold/yen2_page_0102_c06_123.png,庄,1.0,correct,0.7083984017372131,0.0012588580138981342,0.43153655529022217,1.0,0.7852876782417297,0.7083984017372131
gold/yen2_page_0028_c09_189.png,衆,1.0,correct,0.7986894845962524,0.0013921274803578854,0.49792981147766113,1.0,1.0000001192092896,0.7986894845962524
gold/yen11_page_0090_c08_160.png,麻,1.0,correct,0.6843425631523132,0.001224274281412363,0.49382416903972626,1.0,0.8873932361602783,0.6843425631523132
gold/yen11_page_0040_c03_051.png,贖,1.0,correct,0.6442707777023315,0.0011640246957540512,0.30951428413391113,1.0,0.7669771909713745,0.6442707777023315
gold/yen11_page_0246_c08_165.png,字,1.0,correct,0.683018147945404,0.001226487453095615,0.3361392021179199,1.0,0.7693367004394531,0.683018147945404
gold/yen11_page_0136_c03_047.png,塊,1.0,correct,0.7434523701667786,0.0013193066697567701,0.4745107591152191,1.0,0.8474055528640747,0.7434523701667786
gold/yen4_page_0120_c06_105.png,浪,1.0,correct,0.727313220500946,0.0012859059497714043,0.4716862440109253,1.0,0.8031255006790161,0.727313220500946
gold/yen11_page_0218_c08_155.png,扒,1.0,correct,0.679172158241272,0.001219026162289083,0.3674345910549164,1.0,0.8041050434112549,0.679172158241272
gold/yen4_page_0040_c01_010.png,沫,1.0,correct,0.41763991117477417,0.0009499653824605048,0.07471492886543274,1.0,0.5091367959976196,0.41763991117477417
gold/yen4_page_0232_c03_051.png,㝵,0.0,wrong_label,0.8003917932510376,0.0013861919287592173,0.5665160417556763,1.0,0.7490909695625305,0.8003917932510376
gold/yen2_page_0232_c09_173.png,麻,1.0,correct,0.6997120976448059,0.0012457647826522589,0.48220527172088623,1.0,0.8903009295463562,0.6997120976448059
gold/yen2_page_0082_c09_167.png,園,1.0,correct,0.48204290866851807,0.0010048855328932405,0.14509057998657227,1.0,1.0,0.48204290866851807
gold/yen2_page_0234_c03_042.png,各,1.0,correct,0.7267746329307556,0.001279002521187067,0.4302722215652466,1.0,0.9172902703285217,0.7267746329307556
gold/yen4_page_0126_c02_037.png,㝵,1.0,correct,0.7554649114608765,0.001313624088652432,0.5452007204294205,1.0,0.8266003131866455,0.7554649114608765
gold/yen2_page_0064_c06_110.png,束,1.0,correct,0.7586413621902466,0.0013391808606684208,0.48749303817749023,1.0,1.0000001192092896,0.7586413621902466
gold/yen11_page_0076_c09_163.png,聀,1.0,correct,0.7295598983764648,0.0012992894044145942,0.40326833724975586,1.0,0.8907442688941956,0.7295598983764648
gold/yen2_page_0206_c07_123.png,主,1.0,correct,0.6961637139320374,0.0012268821010366082,0.48375770449638367,1.0,0.8912563920021057,0.6961637139320374
gold/yen4_page_0270_c08_160.png,枸,1.0,correct,0.37049007415771484,0.0009097552974708378,-0.22429293394088745,0.0,0.6505536437034607,0.5947830080986023
gold/yen11_page_0058_c08_166.png,時,1.0,correct,0.7529202103614807,0.0013175131753087044,0.541596382856369,1.0,0.8514677882194519,0.7529202103614807
gold/yen2_page_0028_c01_006.png,共,1.0,correct,0.7292672395706177,0.0012738942168653011,0.48254095017910004,1.0,0.8825556039810181,0.7292672395706177
gold/yen4_page_0282_c02_029.png,黙,1.0,correct,0.7123990654945374,0.0012660311767831445,0.4787772297859192,1.0,0.7660601139068604,0.7123990654945374
gold/yen11_page_0290_c02_031.png,穷,1.0,correct,0.5552231073379517,0.0010839452734217048,0.22803476452827454,1.0,0.6288155913352966,0.5552231073379517
gold/yen2_page_0032_c04_087.png,浪,1.0,correct,0.700039267539978,0.0012632947182282805,0.29260122776031494,1.0,0.6863704919815063,0.700039267539978
gold/yen11_page_0018_c05_095.png,庒,1.0,correct,0.7591522336006165,0.0013120522489771247,0.5237636864185333,1.0,0.8478665947914124,0.7591522336006165
