image,bleed_frac,detached_frac,bleed_px,ink_px,repro_md5,md5_match
gold/stt11_page_0010_c04_059.png,0.02459016393442623,0.0,66,2684,80d6163ab22d,True
gold/stt11_page_0010_c04_060.png,0.08113848768054376,0.001274426508071368,191,2354,c696f79218f0,True
gold/stt11_page_0010_c04_062.png,0.014449796220822526,0.0,39,2699,d51ee08434d2,True
syllable/stt11_page_0010_c04_063.png,0.07703870725291244,0.0,205,2661,787a33aea2eb,True
gold/stt11_page_0010_c04_064.png,0.11982570806100218,0.0,330,2754,f8bbc1a0875e,True
gold/stt11_page_0010_c04_065.png,0.11146723646723647,0.0,313,2808,4ba22866d1c9,True
gold/stt11_page_0010_c04_066.png,0.09029807130333138,0.0058445353594389245,309,3422,8f2796a8eb41,True
gold/stt11_page_0010_c04_067.png,0.10618323081903529,0.00712204596956944,328,3089,3f65fa01ab56,True
silver/stt11_page_0010_c05_069.png,0.05960945529290853,0.0,174,2919,70a30bafcd32,True
gold/stt11_page_0010_c05_070.png,0.06068111455108359,0.0,196,3230,9f18bc66a2ed,True
syllable/stt11_page_0010_c05_071.png,0.09025487256371814,0.0,301,3335,97b657dd26dd,True
gold/stt11_page_0010_c05_072.png,0.17290249433106575,0.0,610,3528,45010ec23a7f,True
gold/stt11_page_0010_c05_073.png,0.08344733242134063,0.0,244,2924,d0d31721d49e,True
gold/stt11_page_0010_c05_074.png,0.13502673796791445,0.0,404,2992,56a31e18ba83,True
syllable/stt11_page_0010_c05_075.png,0.0637065637065637,0.0011583011583011582,165,2590,38c431ef85f2,True
gold/stt11_page_0010_c05_077.png,0.004278728606356968,0.0,14,3272,25a9ff372965,True
gold/stt11_page_0010_c05_078.png,0.07246782316731953,0.0,259,3574,c2b1bddb7c75,True
gold/stt11_page_0010_c05_079.png,0.00031887755102040814,0.0,1,3136,417600e18e96,True
syllable/stt11_page_0010_c05_080.png,0.06660611565243718,0.003027550711474417,220,3303,4a88cd988804,True
syllable/stt11_page_0010_c05_081.png,0.043343653250773995,0.0,84,1938,b9ce36ea23b7,True
gold/stt11_page_0010_c05_082.png,0.11165344722391703,0.0,366,3278,a60b7e3eb35b,True
gold/stt11_page_0010_c05_084.png,0.05334512231063955,0.0,181,3393,6b1876fd4064,True
gold/stt11_page_0010_c05_085.png,0.10584572812175717,0.0,306,2891,b711c7ef1da4,True
gold/stt11_page_0010_c05_086.png,0.1349124613800206,0.0,393,2913,35b4b2eac072,True
syllable/stt11_page_0010_c05_087.png,0.11330049261083744,0.0,345,3045,3a4685ded172,True
silver/stt11_page_0010_c05_088.png,0.11218448114677469,0.0,360,3209,04fbd0b885ad,True
gold/stt11_page_0010_c06_089.png,0.0702682281828485,0.0,186,2647,ab15065c391f,True
gold/stt11_page_0010_c06_090.png,0.0,0.0,0,2085,8ff6f0cbf6c6,True
silver/stt11_page_0010_c06_091.png,0.041212121212121214,0.0,102,2475,50a444e2411e,True
silver/stt11_page_0010_c06_092.png,0.13290947623372693,0.0003027550711474417,439,3303,75c5864cf7ca,True
gold/stt11_page_0010_c06_093.png,0.13877362840018442,0.0,301,2169,42b9cf17f394,True
gold/stt11_page_0010_c06_094.png,0.11659469463294263,0.022208513263417645,378,3242,a1b7c0ae075e,True
gold/stt11_page_0010_c06_095.png,0.0545826036193812,0.0,187,3426,05b529eb739a,True
gold/stt11_page_0010_c06_096.png,0.039900935608145296,0.0,145,3634,74a163aaf5e1,True
gold/stt11_page_0010_c06_097.png,0.05883801083210241,0.0012309207287050715,239,4062,b6f184dcb624,True
gold/stt11_page_0010_c06_098.png,0.004864489228630994,0.002779708130646282,14,2878,328e47087725,True
gold/stt11_page_0010_c06_099.png,0.1300549983824005,0.008087997411840828,402,3091,23c4db352a30,True
gold/stt11_page_0010_c06_100.png,0.10631578947368421,0.0,404,3800,5e2b6e4d1e60,True
gold/stt11_page_0010_c06_101.png,0.23142016188373804,0.024650478292862398,629,2718,d7204c246924,True
gold/stt11_page_0010_c06_103.png,0.0,0.0,0,2267,afd1319999a8,True
gold/stt11_page_0010_c06_105.png,0.03562176165803109,0.0,110,3088,05bd1e6f5565,True
gold/stt11_page_0010_c06_106.png,0.10969976905311778,0.0,380,3464,f1ca4e4afd78,True
gold/stt11_page_0010_c06_107.png,0.24172661870503598,0.04244604316546763,672,2780,b4f463b01a52,True
gold/stt11_page_0010_c06_108.png,0.13471933471933473,0.0,324,2405,f9160020ab4d,True
gold/stt11_page_0010_c07_109.png,0.06544293695131684,0.0,164,2506,31580ad79565,True
silver/stt11_page_0010_c07_110.png,0.12992957746478873,0.026056338028169014,369,2840,f93dcb0e422e,True
silver/stt11_page_0010_c07_111.png,0.05733148019457957,0.0,165,2878,6ef9020b7fe1,True
gold/stt11_page_0010_c07_112.png,0.0425,0.0,85,2000,1bba2841b12a,True
gold/stt11_page_0010_c07_114.png,0.05690409868682849,0.0,143,2513,ae215435b177,True
silver/stt11_page_0010_c07_116.png,0.1961950059453032,0.021105826397146255,660,3364,1fb8344a1a2a,True
gold/stt11_page_0010_c07_117.png,0.07240437158469945,0.05122950819672131,212,2928,baabadc5d80e,True
gold/stt11_page_0010_c07_118.png,0.008753861997940269,0.0,17,1942,46a56e20bed7,True
gold/stt11_page_0010_c07_119.png,0.06565656565656566,0.0,143,2178,d0d84c428bc2,True
gold/stt11_page_0010_c07_120.png,0.03271028037383177,0.0,98,2996,5ff999f690fc,True
gold/stt11_page_0010_c07_121.png,0.08105646630236794,0.0,178,2196,f2f73608f126,True
gold/stt11_page_0010_c07_122.png,0.11806069578090303,0.06587712805329386,319,2702,b3a1bdd0852d,True
gold/stt11_page_0010_c07_123.png,0.11513372472276581,0.0,353,3066,8cb30dac305e,True
syllable/stt11_page_0010_c07_124.png,0.1273980815347722,0.0020983213429256594,425,3336,fb096630cd18,True
gold/stt11_page_0010_c07_125.png,0.10981468771448182,0.0024021962937542897,320,2914,ec51eb0e91fe,True
gold/stt11_page_0010_c07_126.png,0.10546686018384131,0.0,218,2067,e231e9fa6dcc,True
silver/stt11_page_0010_c07_128.png,0.09952038369304557,0.04476418864908074,249,2502,12a4d3b4e667,True
silver/stt11_page_0010_c07_129.png,0.12066574202496533,0.0159500693481276,174,1442,813b78eac4a2,True
silver/stt11_page_0010_c08_130.png,0.018814139110604332,0.0011402508551881414,33,1754,aadb06e1559c,True
gold/stt11_page_0010_c08_131.png,0.09578898658028691,0.0,207,2161,3702ce32e764,True
gold/stt11_page_0010_c08_132.png,0.060874704491725766,0.0,103,1692,b2f23848e8f3,True
gold/stt11_page_0010_c08_133.png,0.1756311745334797,0.0,320,1822,a2c402f28f59,True
silver/stt11_page_0010_c08_134.png,0.04879048790487905,0.004920049200492005,119,2439,54d75ac95b0a,True
gold/stt11_page_0010_c08_135.png,0.05222872579918955,0.01846015308419631,116,2221,9ead41fadd5b,True
syllable/stt11_page_0010_c08_136.png,0.1086115992970123,0.024253075571177504,309,2845,63837f8aa20f,True
gold/stt11_page_0010_c08_137.png,0.10470156718906302,0.0106702234078026,314,2999,72363fb55f2c,True
gold/stt11_page_0010_c08_140.png,0.1038781163434903,0.0,300,2888,5f13f796b1c1,True
gold/stt11_page_0010_c08_141.png,0.1449438202247191,0.0149812734082397,387,2670,41525ca83287,True
gold/stt11_page_0010_c08_143.png,0.09602649006622517,0.001892147587511826,203,2114,9e6386a2d1f3,True
gold/stt11_page_0010_c08_144.png,0.10452961672473868,0.0054753608760577405,210,2009,189391bf3e05,True
gold/stt11_page_0010_c08_145.png,0.1377108983128135,0.05973552211582307,302,2193,a539ca8cf0c1,True
gold/stt11_page_0010_c08_146.png,0.0,0.0,0,1557,8fb3e306214c,True
gold/stt11_page_0010_c08_147.png,0.029579657498702647,0.0,57,1927,3b776d44e33c,True
gold/stt11_page_0010_c08_148.png,0.008716707021791767,0.0,18,2065,6711f637b5fb,True
gold/stt11_page_0010_c08_149.png,0.02967359050445104,0.011869436201780416,50,1685,15bb72e0f3dc,True
syllable/stt11_page_0010_c08_150.png,0.023679417122040074,0.012143290831815421,39,1647,d3df4bba95d6,True
gold/stt11_page_0010_c09_151.png,0.0,0.0,0,1598,db1353d8a651,True
syllable/stt11_page_0010_c09_152.png,0.16825775656324582,0.06026252983293556,282,1676,f1581f3a54c2,True
silver/stt11_page_0010_c09_153.png,0.024528301886792454,0.0,52,2120,a20c82f89a52,True
gold/stt11_page_0010_c09_154.png,0.06349911190053285,0.0,143,2252,b5eb5a0ef982,True
gold/stt11_page_0010_c09_155.png,0.19005235602094242,0.022513089005235604,363,1910,c55e1539d366,True
gold/stt11_page_0010_c09_156.png,0.02033271719038817,0.0,44,2164,4fea9ea40c44,True
syllable/stt11_page_0010_c09_157.png,0.20772946859903382,0.0,344,1656,4791fd3922b9,True
gold/stt11_page_0010_c09_158.png,0.02190201729106628,0.009798270893371758,38,1735,920ac39336f2,True
silver/stt11_page_0010_c09_159.png,0.02770517511761631,0.008886565603763722,53,1913,901b26998a58,True
gold/stt11_page_0010_c09_160.png,0.011904761904761904,0.0,18,1512,16cd625c7568,True
silver/stt11_page_0010_c09_161.png,0.05591054313099041,0.0,70,1252,fc1da927dafa,True
syllable/stt11_page_0010_c09_163.png,0.12705090450147244,0.037442153975599496,302,2377,a583b9d65c7e,True
gold/stt11_page_0010_c09_164.png,0.18429782528566163,0.0,500,2713,a6ca10be3b1c,True
gold/stt11_page_0010_c09_165.png,0.1429275505174963,0.0,290,2029,d85e446ad03a,True
gold/stt11_page_0010_c09_167.png,0.17312943746586565,0.0,317,1831,b35cd7ba26a1,True
gold/stt11_page_0010_c09_168.png,0.17594759007955077,0.0,376,2137,1acc0c4ffdd4,True
gold/stt11_page_0010_c09_169.png,0.05288985823336968,0.0,97,1834,0b2c9e4ee04f,True
gold/stt11_page_0010_c09_170.png,0.06856829402084476,0.006034009873834339,125,1823,532fab9fc049,True
gold/stt11_page_0010_c09_171.png,0.10956443646160755,0.01796138302649304,244,2227,81e30f608e74,True
gold/stt11_page_0010_c09_172.png,0.11694809255784866,0.0,187,1599,291cfa4dde8a,True
syllable/stt11_page_0010_c09_173.png,0.07988980716253444,0.0,87,1089,8f2e567e137d,True
syllable/stt11_page_0012_c01_000.png,0.05111244738424534,0.0,85,1663,f18ef6d35581,True
gold/stt11_page_0012_c01_001.png,0.10353185595567867,0.0,299,2888,6a04338d3420,True
gold/stt11_page_0012_c01_002.png,0.12469792170130498,0.0,258,2069,7b096d287c2b,True
silver/stt11_page_0012_c01_003.png,0.042441583214115404,0.0,89,2097,13ace55f359a,True
syllable/stt11_page_0012_c01_005.png,0.0,0.0,0,1877,50ea6f75cc62,True
gold/stt11_page_0012_c01_006.png,0.1351244567364678,0.0,342,2531,fd37c5a12a8b,True
gold/stt11_page_0012_c01_007.png,0.16152989231340512,0.0,435,2693,6ef35274a3ad,True
gold/stt11_page_0012_c01_008.png,0.1925266903914591,0.0,541,2810,ee06e79a38df,True
gold/stt11_page_0012_c01_009.png,0.12216167120799273,0.0,269,2202,2634458e3561,True
gold/stt11_page_0012_c01_010.png,0.089396100808369,0.0023775558725630053,188,2103,6f4de474b60f,True
gold/stt11_page_0012_c01_011.png,0.250242954324587,0.0,515,2058,ef59febe528e,True
silver/stt11_page_0012_c01_012.png,0.13581890812250333,0.0230803373280071,306,2253,5129d3caf177,True
gold/stt11_page_0012_c01_013.png,0.04285286185196284,0.004195385076415942,143,3337,70e14759cfb5,True
silver/stt11_page_0012_c01_014.png,0.12293986636971047,0.0,276,2245,bcfa5393ebc9,True
gold/stt11_page_0012_c01_015.png,0.10836219693221177,0.0,219,2021,6a64753e78b2,True
gold/stt11_page_0012_c01_016.png,0.08983218163869694,0.0,182,2026,fe91f19c84fd,True
gold/stt11_page_0012_c01_017.png,0.0603955104222341,0.0,113,1871,c51afa77ba45,True
gold/stt11_page_0012_c01_018.png,0.0,0.0,0,1767,85dcc8878442,True
gold/stt11_page_0012_c01_019.png,0.15438407746100055,0.0,287,1859,0c274d293fa2,True
gold/stt11_page_0012_c02_021.png,0.010706638115631691,0.0,20,1868,ad9bb04bc11a,True
gold/stt11_page_0012_c02_022.png,0.08103638368246968,0.0,147,1814,eb7aa8e0019d,True
syllable/stt11_page_0012_c02_024.png,0.04788286505738029,0.0,121,2527,8be230f61f44,True
gold/stt11_page_0012_c02_026.png,0.16725698543880363,0.0,425,2541,70d69e4e47f7,True
gold/stt11_page_0012_c02_027.png,0.16595465001643114,0.017417022674991785,505,3043,189907a53bb2,True
gold/stt11_page_0012_c02_028.png,0.09877408056042032,0.003852889667250438,282,2855,1c05017d230b,True
gold/stt11_page_0012_c02_029.png,0.15774760383386582,0.0,395,2504,4be2b891dff9,True
syllable/stt11_page_0012_c02_030.png,0.0368389780154486,0.0,62,1683,8726c47aabe0,True
gold/stt11_page_0012_c02_031.png,0.0766084046113797,0.0,206,2689,446b1e127008,True
gold/stt11_page_0012_c02_032.png,0.10358927760109041,0.009995456610631531,228,2201,4db6e642f7bb,True
silver/stt11_page_0012_c02_033.png,0.05501618122977346,0.02063106796116505,136,2472,9d4728d172be,True
gold/stt11_page_0012_c02_034.png,0.07022900763358779,0.0,184,2620,746f6f9147d3,True
gold/stt11_page_0012_c02_035.png,0.09782161939991779,0.0,238,2433,07c62256eb4c,True
syllable/stt11_page_0012_c02_036.png,0.09847878302642114,0.0,246,2498,cfb27b861191,True
syllable/stt11_page_0012_c02_037.png,0.11060537096040055,0.02548930359581247,243,2197,3d614f525fd5,True
gold/stt11_page_0012_c02_039.png,0.08817013735046522,0.04474966770048737,199,2257,a58c487804c8,True
silver/stt11_page_0012_c02_040.png,0.05071521456436931,0.0017338534893801473,117,2307,ebf94ed6c621,True
silver/stt11_page_0012_c02_041.png,0.04730105731775181,0.0,85,1797,671f168a44d8,True
gold/stt11_page_0012_c03_043.png,0.03500473036896878,0.0,74,2114,30cae02c7b69,True
silver/stt11_page_0012_c03_044.png,0.08025535795713634,0.004103967168262654,176,2193,35cd356419a3,True
gold/stt11_page_0012_c03_045.png,0.17672790901137359,0.0008748906386701663,404,2286,f9786dc62936,True
silver/stt11_page_0012_c03_046.png,0.03903420523138833,0.0,97,2485,1ab568034d4e,True
gold/stt11_page_0012_c03_047.png,0.06822689408964697,0.0,172,2521,f1aea62614ae,True
gold/stt11_page_0012_c03_048.png,0.0521901211556384,0.0,112,2146,c0165be1942a,True
gold/stt11_page_0012_c03_049.png,0.15851364063969897,0.0,337,2126,2fc0eef397af,True
gold/stt11_page_0012_c03_050.png,0.04013377926421405,0.03288740245261984,144,3588,2a49de23ae2e,True
gold/stt11_page_0012_c03_051.png,0.11730013106159895,0.0163826998689384,358,3052,8cfa91d58840,True
gold/stt11_page_0012_c03_052.png,0.0744995077125041,0.0009845749917952085,227,3047,1e76dc0c664b,True
gold/stt11_page_0012_c03_053.png,0.09975520195838433,0.0009179926560587516,326,3268,e2610eebd488,True
gold/stt11_page_0012_c03_054.png,0.057561221913658166,0.0,228,3961,59470704fab0,True
gold/stt11_page_0012_c03_055.png,0.10790536641661858,0.012117714945181766,187,1733,043309531212,True
gold/stt11_page_0012_c03_056.png,0.014533965244865719,0.009162717219589257,46,3165,af1bf8aa5ca9,True
silver/stt11_page_0012_c03_057.png,0.086925027164071,0.0,240,2761,a19084b1566e,True
gold/stt11_page_0012_c03_058.png,0.07310239429444727,0.006622516556291391,287,3926,f21ec67c5277,True
gold/stt11_page_0012_c03_059.png,0.08624094799210007,0.0,262,3038,47cbcaff7ef3,True
syllable/stt11_page_0012_c03_060.png,0.04018691588785047,0.0602803738317757,86,2140,e41eaa8645e0,True
silver/stt11_page_0012_c03_061.png,0.11497079618813404,0.02305564094681832,374,3253,0c154c59f4a4,True
gold/stt11_page_0012_c03_062.png,0.12834467120181406,0.0,283,2205,a9300542824d,True
gold/stt11_page_0012_c03_063.png,0.06602162777461583,0.0,116,1757,3107bea3dfa0,True
syllable/stt11_page_0012_c04_064.png,0.06686701728024042,0.0,89,1331,d7b7b2317e29,True
gold/stt11_page_0012_c04_065.png,0.0593186372745491,0.0,148,2495,9c65ef7e1b65,True
gold/stt11_page_0012_c04_066.png,0.11800793937206784,0.00036088054853843375,327,2771,f6cdd5b6bbad,True
silver/stt11_page_0012_c04_067.png,0.13439490445859872,0.0012738853503184713,422,3140,6faf346d2791,True
gold/stt11_page_0012_c04_068.png,0.05460164835164835,0.0,159,2912,cfa9f53fe54d,True
silver/stt11_page_0012_c04_069.png,0.012855831037649219,0.0009182736455463728,28,2178,ca22bfae5300,True
gold/stt11_page_0012_c04_070.png,0.0368701351904957,0.0,90,2441,9f4e369e437e,True
gold/stt11_page_0012_c04_071.png,0.16829819277108435,0.04216867469879518,447,2656,b7d660130308,True
gold/stt11_page_0012_c04_072.png,0.0,0.0,0,2642,d028f9af1792,True
gold/stt11_page_0012_c04_073.png,0.014521782674011016,0.0,29,1997,42be05c1ade9,True
gold/stt11_page_0012_c04_074.png,0.07551576488906189,0.018295056442195406,194,2569,d41ea5bad3b0,True
gold/stt11_page_0012_c04_075.png,0.04899532067162125,0.0,178,3633,5ebcc1b64d88,True
syllable/stt11_page_0012_c04_076.png,0.0583363341735686,0.010803024846957148,162,2777,f8575dfd110c,True
gold/stt11_page_0012_c04_078.png,0.06744298884036876,0.0009704027171276079,139,2061,5a7b02692952,True
gold/stt11_page_0012_c04_079.png,0.06785137318255251,0.0,168,2476,4ad6f87f65e1,True
gold/stt11_page_0012_c04_080.png,0.173046875,0.00078125,443,2560,a39ca3c72a2d,True
silver/stt11_page_0012_c04_081.png,0.03941338221814849,0.00045829514207149406,86,2182,f143a9fd028e,True
gold/stt11_page_0012_c04_082.png,0.009741634900465904,0.0,23,2361,13fb09d5b5aa,True
gold/stt11_page_0012_c04_083.png,0.03657224811760488,0.0512728576550735,102,2789,e82bd4bbbf10,True
gold/stt11_page_0012_c04_084.png,0.06586224233283057,0.0,131,1989,6e37c19b5fb6,True
syllable/stt11_page_0012_c04_085.png,0.0,0.0,0,1621,e61b4d0a282d,True
syllable/stt11_page_0012_c05_086.png,0.015495867768595042,0.0,30,1936,120820febc8a,True
silver/stt11_page_0012_c05_088.png,0.11818449749484232,0.0,401,3393,49342444f77f,True
gold/stt11_page_0012_c05_089.png,0.012063492063492064,0.0022222222222222222,38,3150,4597c2ef7309,True
gold/stt11_page_0012_c05_090.png,0.08643908549953022,0.0,276,3193,9dc513232810,True
silver/stt11_page_0012_c05_091.png,0.05941527821439799,0.02955045583149953,189,3181,eb5342905b15,True
gold/stt11_page_0012_c05_093.png,0.12817053426875338,0.0008094981111710739,475,3706,dda244f6dcdb,True
gold/stt11_page_0012_c05_094.png,0.14898295766904893,0.0,542,3638,06021c0e3af0,True
silver/stt11_page_0012_c05_095.png,0.13283378746594005,0.0,390,2936,dd6e18cc7565,True
gold/stt11_page_0012_c05_096.png,0.08695652173913043,0.006521739130434782,280,3220,7795e0b1f891,True
gold/stt11_page_0012_c05_097.png,0.07372523546606041,0.0,227,3079,a4f8d08b7f88,True
gold/stt11_page_0012_c05_098.png,0.02873204247345409,0.03279200499687695,92,3202,cae6ebec88f0,True
silver/stt11_page_0012_c05_099.png,0.12313591819343843,0.0,289,2347,8093874aeb61,True
gold/stt11_page_0012_c05_100.png,0.14818617385352498,0.0,433,2922,7932ff6382ca,True
gold/stt11_page_0012_c05_101.png,0.1591610117211598,0.0,516,3242,cbb2af816978,True
gold/stt11_page_0012_c05_102.png,0.09029484029484029,0.0,294,3256,08a1e629d9d3,True
gold/stt11_page_0012_c05_103.png,0.044655316773653364,0.004465531677365337,160,3583,c5ad01928e72,True
gold/stt11_page_0012_c05_105.png,0.06073001887979861,0.0,193,3178,78abf5919fa1,True
gold/stt11_page_0012_c05_106.png,0.10969738651994498,0.0,319,2908,6af6b8bdfeb3,True
gold/stt11_page_0012_c06_107.png,0.03575025176233636,0.0,71,1986,d21b050c7c2c,True
gold/stt11_page_0012_c06_108.png,0.06214039125431531,0.00805523590333717,162,2607,91028697579e,True
gold/stt11_page_0012_c06_109.png,0.03089108910891089,0.004356435643564357,78,2525,63d9bbff0d5d,True
syllable/stt11_page_0012_c06_110.png,0.155299055613851,0.0,296,1906,be609c901b63,True
syllable/stt11_page_0012_c06_111.png,0.09652389819987585,0.010242085661080074,311,3222,ebd47bee9eba,True
gold/stt11_page_0012_c06_113.png,0.011509517485613104,0.0,26,2259,444b92e9bc15,True
silver/stt11_page_0012_c06_114.png,0.11354447439353099,0.0,337,2968,ab7447fbba6d,True
silver/stt11_page_0012_c06_115.png,0.03935501503142935,0.0,144,3659,a5b0a958c16e,True
syllable/stt11_page_0012_c06_116.png,0.14971098265895955,0.0,518,3460,57a79ccfb1aa,True
gold/stt11_page_0012_c06_117.png,0.05006765899864682,0.008457374830852503,148,2956,83c3cd97c066,True
gold/stt11_page_0012_c06_118.png,0.10886967659301953,0.0,340,3123,01a60917c16d,True
syllable/stt11_page_0012_c06_119.png,0.07992125984251969,0.0,203,2540,983bf9f58dd5,True
gold/stt11_page_0012_c06_120.png,0.11018237082066869,0.0,290,2632,4e1176b57e64,True
gold/stt11_page_0012_c06_125.png,0.15480157528021812,0.0,511,3301,8cf082100578,True
gold/stt11_page_0012_c06_126.png,0.20612813370473537,0.0,518,2513,eeb631c4cbbf,True
gold/stt11_page_0012_c06_127.png,0.08637015781922525,0.00028694404591104734,301,3485,367c2ca54a2f,True
gold/stt11_page_0012_c06_128.png,0.0832443970117396,0.0,234,2811,900882ec8aef,True
gold/stt11_page_0012_c07_129.png,0.01962457337883959,0.0,46,2344,00cadfafc9c4,True
gold/stt11_page_0012_c07_130.png,0.08128469468675655,0.05471847739888977,205,2522,15717de2fc76,True
gold/stt11_page_0012_c07_131.png,0.19076655052264807,0.0,438,2296,143894ae52cc,True
gold/stt11_page_0012_c07_132.png,0.0,0.0,0,2370,4130f937a610,True
gold/stt11_page_0012_c07_133.png,0.0,0.0015594541910331384,0,2565,ed22286c7174,True
gold/stt11_page_0012_c07_134.png,0.1451048951048951,0.0,415,2860,ed885a729deb,True
gold/stt11_page_0012_c07_135.png,0.06597750076010946,0.0,217,3289,9b81cf9e7e6e,True
gold/stt11_page_0012_c07_138.png,0.11727140783744558,0.0,404,3445,58f751a38ca0,True
gold/stt11_page_0012_c07_139.png,0.10463276836158192,0.022824858757062146,463,4425,18d91c21ecce,True
gold/stt11_page_0012_c07_140.png,0.15086782376502003,0.02590120160213618,565,3745,12f91c3619d8,True
silver/stt11_page_0012_c07_143.png,0.0,0.0,0,2707,fa3caea74236,True
gold/stt11_page_0012_c07_144.png,0.032131147540983604,0.0,98,3050,7ca5f9ed200a,True
syllable/stt11_page_0012_c07_146.png,0.0,0.0028292989625903803,0,3181,919554e6eee5,True
