book,page,column,shift,run_len,nom_idx,syl_idx,ocr_char,syllable,argmax,max_prob,p_syl,tier,tier_v3,box_source,qd01_locked,n_ocr,n_qn,n_det
stt11,page_0020,9,-1,3,6,7,困,khốn,cho,0.787789,0.00892633,GOLD,CHAR_A,detector,0,23,24,23
stt11,page_0020,9,-1,3,7,8,麻,mà,khốn,0.525678,0.0353733,GOLD,CHAR_A,detector,0,23,24,23
stt11,page_0020,9,-1,3,8,9,涛,chó,mà,0.83788,,REVIEW,REVIEW,detector,0,23,24,23
stt11,page_0028,7,1,3,16,16,来,cầu,cho,0.923946,0.00341463,SYLLABLE,SYL,detector,0,23,23,23
stt11,page_0028,7,1,3,17,17,朱,cho,linh,0.950458,8.41582e-05,GOLD,CHAR_A,detector,0,23,23,23
stt11,page_0028,7,1,3,18,18,灵,linh,hồn,0.915246,0.00477792,GOLD,CHAR_A,detector,0,23,23,23
stt11,page_0030,5,1,3,7,7,時,thì,xin,0.537619,0.00193045,GOLD,CHAR_A,detector,0,23,23,22
stt11,page_0030,5,1,3,8,8,嗔,xin,thầy,0.928129,2.9774e-05,GOLD,CHAR_A,detector,0,23,23,22
stt11,page_0030,5,1,3,9,9,染,thầy,cả,0.974349,1.67017e-05,SYLLABLE,SYL,detector,0,23,23,22
stt11,page_0030,5,1,3,11,11,𡖋,làm,lễ,0.511499,0.134545,SYLLABLE,SYL,midpoint,0,23,23,22
stt11,page_0030,5,1,3,12,12,礼,lễ,mi,0.921637,0.000374236,GOLD,CHAR_A,midpoint,0,23,23,22
stt11,page_0030,5,1,3,13,13,眉,mi,sa,0.55849,0.00345488,GOLD,CHAR_A,midpoint,0,23,23,22
stt11,page_0030,9,1,3,17,17,人,ấy,khi,0.545552,0.370403,SYLLABLE,SYL,legacy_locked_col,0,23,24,19
stt11,page_0030,9,1,3,18,18,欺,khi,chưa,0.547687,0.189368,GOLD,CHAR_A,legacy_locked_col,0,23,24,19
stt11,page_0030,9,1,3,19,19,消,chưa,có,0.663709,0.00102126,SYLLABLE,SYL,legacy_locked_col,0,23,24,19
stt11,page_0032,3,-1,3,15,15,麻,mà,lắm,0.814285,0.0391547,GOLD,CHAR_A,legacy_locked_col,0,22,22,22
stt11,page_0032,3,-1,3,16,16,白,làm,mà,0.576499,0.384406,SYLLABLE,SYL,legacy_locked_col,0,22,22,22
stt11,page_0032,3,-1,3,17,17,礼,lễ,làm,0.61383,0.316204,GOLD,CHAR_A,legacy_locked_col,0,22,22,22
stt11,page_0032,9,-1,3,13,13,痘,nước,và,0.925188,4.09293e-06,REVIEW,REVIEW,detector,0,23,23,23
stt11,page_0032,9,-1,3,14,14,麻,mà,nước,0.888008,0.000399931,GOLD,CHAR_A,detector,0,23,23,23
stt11,page_0032,9,-1,3,15,15,押,ép,mà,0.81022,0.00054878,GOLD,CHAR_A,detector,0,23,23,23
stt11,page_0036,8,-1,3,8,8,𥙷,bỏ,chăng,0.801857,0.000125353,GOLD,CHAR_A,midpoint,0,22,22,23
stt11,page_0036,8,-1,3,9,9,昆,con,bỏ,0.809825,0.00348197,GOLD,CHAR_A,midpoint,0,22,22,23
stt11,page_0036,8,-1,3,10,10,衣,ấy,con,0.709106,0.0819248,GOLD,CHAR_A,midpoint,0,22,22,23
stt11,page_0040,3,-1,6,8,10,福,xem,người,0.847964,0.000712954,REVIEW,REVIEW,legacy_locked_col,0,23,24,23
stt11,page_0040,3,-1,6,9,11,几,kẻ,xem,0.782708,0.00851756,GOLD,CHAR_A,legacy_locked_col,0,23,24,23
stt11,page_0040,3,-1,6,10,12,庫,khó,kẻ,0.976895,0.000137674,GOLD,CHAR_A,legacy_locked_col,0,23,24,23
stt11,page_0040,3,-1,6,11,13,中,khăn,khó,0.706859,0.00173722,GOLD,CHAR_A,legacy_locked_col,0,23,24,23
stt11,page_0040,3,-1,6,12,14,台,thay,khăn,0.704791,0.000651693,GOLD,CHAR_A,legacy_locked_col,0,23,24,23
stt11,page_0040,3,-1,6,13,15,位,vì,thay,0.542895,0.00253753,GOLD,CHAR_A,legacy_locked_col,0,23,24,23
stt11,page_0040,6,1,4,3,3,如,như,kẻ,0.624411,0.308879,GOLD,CHAR_A,detector,0,24,24,24
stt11,page_0040,6,1,4,4,4,几,kẻ,chăng,0.669731,0.0293829,GOLD,CHAR_A,detector,0,24,24,24
stt11,page_0040,6,1,4,5,5,庒,chăng,có,0.90508,0.0430871,GOLD,CHAR_A,detector,0,24,24,24
stt11,page_0040,6,1,4,6,6,固,có,xác,0.518793,0.00370654,GOLD,CHAR_A,detector,0,24,24,24
stt11,page_0042,9,-1,3,8,9,時,thì,ra,0.959814,1.70978e-05,GOLD,CHAR_A,detector,0,24,26,25
stt11,page_0042,9,-1,3,9,10,与,người,thì,0.985804,0.000259225,REVIEW,REVIEW,detector,0,24,26,25
stt11,page_0042,9,-1,3,10,11,浪,răng,người,0.871683,4.5756e-05,GOLD,CHAR_A,detector,0,24,26,25
stt11,page_0044,2,1,7,13,12,当,hay,là,0.917708,1.95263e-05,SYLLABLE,SYL,legacy_locked_col,0,24,23,21
stt11,page_0044,2,1,7,14,13,異,là,muốn,0.718868,3.34055e-06,SYLLABLE,SYL,legacy_locked_col,0,24,23,21
stt11,page_0044,2,1,7,15,14,悶,muốn,sống,0.802346,0.000315138,GOLD,CHAR_A,legacy_locked_col,0,24,23,21
stt11,page_0044,2,1,7,16,15,雜,sống,mà,0.826604,8.8197e-05,SYLLABLE,SYL,legacy_locked_col,0,24,23,21
stt11,page_0044,2,1,7,17,16,麻,mà,quan,0.95546,0.00104548,GOLD,CHAR_A,legacy_locked_col,0,24,23,21
stt11,page_0044,2,1,7,18,17,官,quan,thấy,0.569505,0.0598205,GOLD,CHAR_A,legacy_locked_col,0,24,23,21
stt11,page_0044,2,1,7,19,18,体,thấy,người,0.762806,0.000216591,GOLD,CHAR_A,legacy_locked_col,0,24,23,21
stt11,page_0044,7,1,6,4,4,秋,su,ra,0.653259,0.313437,GOLD,CHAR_A,detector,0,17,15,17
stt11,page_0044,7,1,6,5,5,嘿,ra,đời,0.936265,0.0350981,SYLLABLE,SYL,detector,0,17,15,17
stt11,page_0044,7,1,6,6,6,代,đời,cho,0.803326,0.0657,GOLD,CHAR_A,detector,0,17,15,17
stt11,page_0044,7,1,6,7,7,朱,cho,đến,0.903094,0.00968944,GOLD,CHAR_A,detector,0,17,15,17
stt11,page_0044,7,1,6,8,8,旦,đến,ông,0.624716,0.257323,GOLD,CHAR_A,detector,0,17,15,17
stt11,page_0044,7,1,6,9,9,翁,ông,thánh,0.939298,0.0122486,GOLD,CHAR_A,detector,0,17,15,17
stt11,page_0044,8,1,3,4,6,歇,la,ra,0.957182,3.29568e-05,REVIEW,REVIEW,detector,0,18,19,19
stt11,page_0044,8,1,3,5,7,嚶,ra,đồng,0.691666,2.44914e-05,SYLLABLE,SYL,detector,0,18,19,19
stt11,page_0044,8,1,3,6,8,童,đồng,trinh,0.591613,0.000201885,GOLD,CHAR_A,detector,0,18,19,19
stt11,page_0050,3,1,4,4,4,每,đức,chúa,0.858798,0.129138,SYLLABLE,SYL,legacy_locked_col,0,23,23,23
stt11,page_0050,3,1,4,5,5,主,chúa,giê,0.818271,0.00976543,GOLD,CHAR_A,legacy_locked_col,0,23,23,23
stt11,page_0050,3,1,4,6,6,支,giê,su,0.580737,0.0727233,GOLD,CHAR_A,legacy_locked_col,0,23,23,23
stt11,page_0050,3,1,4,7,7,秋,su,yêu,0.843937,0.0197653,GOLD,CHAR_A,legacy_locked_col,0,23,23,23
stt11,page_0050,8,-1,3,16,16,共,cùng,mình,0.736994,0.119433,GOLD,CHAR_A,detector,0,22,23,23
stt11,page_0050,8,-1,3,17,17,求,cầu,cùng,0.938267,0.0351667,GOLD,CHAR_A,detector,0,22,23,23
stt11,page_0050,8,-1,3,18,18,朱,cho,cầu,0.621673,0.315896,GOLD,CHAR_A,detector,0,22,23,23
stt11,page_0052,7,-1,5,9,9,麻,mà,thật,0.783282,0.000198755,GOLD,CHAR_A,legacy_locked_col,0,22,22,22
stt11,page_0052,7,-1,5,10,10,燒,theo,mà,0.944559,0.00058646,GOLD,CHAR_A,legacy_locked_col,0,22,22,22
stt11,page_0052,7,-1,5,11,11,奴,nó,theo,0.530319,0.0144324,GOLD,CHAR_A,legacy_locked_col,0,22,22,22
stt11,page_0052,7,-1,5,12,12,双,song,nó,0.891266,0.00297829,GOLD,CHAR_A,legacy_locked_col,0,22,22,22
stt11,page_0052,7,-1,5,13,13,禹,le,song,0.582726,0.0845254,SYLLABLE,SYL,legacy_locked_col,0,22,22,22
stt11,page_0052,8,1,4,15,14,白,làm,việc,0.711013,0.000371323,SYLLABLE,SYL,midpoint,0,22,23,24
stt11,page_0052,8,1,4,16,15,役,việc,thì,0.584721,0.000144281,GOLD,CHAR_A,midpoint,0,22,23,24
stt11,page_0052,8,1,4,17,16,時,thì,tay,0.546085,0.000110624,GOLD,CHAR_A,midpoint,0,22,23,24
stt11,page_0052,8,1,4,18,17,魂,tay,mình,0.662575,0.00433339,SYLLABLE,SYL,midpoint,0,22,23,24
stt11,page_0054,1,-1,3,18,18,双,song,lắm,0.769915,4.16613e-05,GOLD,CHAR_A,detector,0,24,24,23
stt11,page_0054,1,-1,3,19,19,离,le,song,0.975524,0.00318278,GOLD,CHAR_A,detector,0,24,24,23
stt11,page_0054,1,-1,3,20,20,一,nhất,le,0.951415,5.24439e-07,GOLD,CHAR_A,detector,0,24,24,23
stt11,page_0058,6,1,4,2,3,崙,son,lên,0.927902,,GOLD,CHAR_A,detector,0,21,21,21
stt11,page_0058,6,1,4,3,4,遫,lên,bên,0.878413,0.00234684,REVIEW,REVIEW,detector,0,21,21,21
stt11,page_0058,6,1,4,4,5,边,bên,chân,0.954789,0.0006441,GOLD,CHAR_A,detector,0,21,21,21
stt11,page_0058,6,1,4,5,6,真,chân,thấy,0.742956,2.93124e-05,GOLD,CHAR_A,detector,0,21,21,21
stt11,page_0060,1,-1,4,8,8,人,ấy,bà,0.969914,2.90232e-06,SYLLABLE,SYL,midpoint,0,24,24,23
stt11,page_0060,1,-1,4,9,9,体,thấy,ấy,0.96749,0.000122449,GOLD,CHAR_A,midpoint,0,24,24,23
stt11,page_0060,1,-1,4,10,10,人,làm,thấy,0.850763,0.00023056,SYLLABLE,SYL,midpoint,0,24,24,23
stt11,page_0060,1,-1,4,11,11,丕,vậy,làm,0.568393,0.276337,GOLD,CHAR_A,midpoint,0,24,24,23
stt11,page_0060,1,-1,5,13,13,行,đức,xin,0.815579,0.00122229,SYLLABLE,SYL,midpoint,0,24,24,23
stt11,page_0060,1,-1,5,14,14,主,chúa,đức,0.858274,0.0380243,GOLD,CHAR_A,midpoint,0,24,24,23
stt11,page_0060,1,-1,5,15,15,乔,trời,chúa,0.97095,0.00289795,SYLLABLE,SYL,midpoint,0,24,24,23
stt11,page_0060,1,-1,5,16,16,傷,thương,trời,0.899518,5.06473e-05,GOLD,CHAR_A,midpoint,0,24,24,23
stt11,page_0060,1,-1,5,17,17,尺,thiên,thương,0.911122,9.74202e-06,SYLLABLE,SYL,detector,0,24,24,23
stt11,page_0060,6,-1,3,14,14,連,trên,trọng,0.936779,0.0248397,GOLD,CHAR_A,legacy_locked_col,0,21,21,21
stt11,page_0060,6,-1,3,15,15,乔,trời,trên,0.761503,0.0629368,SYLLABLE,SYL,legacy_locked_col,0,21,21,21
stt11,page_0060,6,-1,3,16,16,丕,vậy,trời,0.594799,0.297337,GOLD,CHAR_A,legacy_locked_col,0,21,21,21
stt11,page_0060,8,1,3,2,2,厶,làm,những,0.964189,0.0132439,GOLD,CHAR_B,detector,0,24,24,24
stt11,page_0060,8,1,3,3,3,仍,những,sự,0.940589,0.00146289,GOLD,CHAR_A,detector,0,24,24,24
stt11,page_0060,8,1,3,4,4,事,sự,lạ,0.975718,0.00144021,GOLD,CHAR_A,detector,0,24,24,24
stt11,page_0062,7,1,3,9,9,并,ông,thánh,0.810418,0.0214132,SYLLABLE,SYL,detector,0,19,20,19
stt11,page_0062,7,1,3,10,10,垩,thánh,này,0.547153,0.273118,GOLD,CHAR_A,detector,0,19,20,19
stt11,page_0062,7,1,3,11,11,尺,này,khỏi,0.970121,0.0106418,SYLLABLE,SYL,detector,0,19,20,19
stt11,page_0064,6,1,4,1,1,太,thái,tử,0.89727,0.00388442,GOLD,CHAR_A,detector,0,22,22,22
stt11,page_0064,6,1,4,2,2,子,tử,mừng,0.618493,0.000142044,GOLD,CHAR_A,detector,0,22,22,22
stt11,page_0064,6,1,4,3,3,明,mừng,các,0.961338,0.000168681,GOLD,CHAR_A,detector,0,22,22,22
stt11,page_0064,6,1,4,4,4,各,các,thầy,0.931591,0.000174036,GOLD,CHAR_A,detector,0,22,22,22
stt11,page_0068,5,1,3,13,13,庒,chăng,phải,0.916085,0.0108517,GOLD,CHAR_A,detector,0,22,22,22
stt11,page_0068,5,1,3,14,14,沛,phải,như,0.769352,0.00360656,GOLD,CHAR_A,detector,0,22,22,22
stt11,page_0068,5,1,3,15,15,奴,như,vợ,0.832782,0.0112839,SYLLABLE,SYL,detector,0,22,22,22
stt11,page_0072,1,1,5,0,1,事,sự,khó,0.948458,0.0005662,GOLD,CHAR_A,detector,0,21,23,23
stt11,page_0072,1,1,5,1,2,庫,khó,cùng,0.848689,0.000364141,GOLD,CHAR_A,detector,0,21,23,23
stt11,page_0072,1,1,5,2,3,共,cùng,mặc,0.76076,7.03168e-05,GOLD,CHAR_A,detector,0,21,23,23
stt11,page_0072,1,1,5,3,4,㸃,mặc,áo,0.816375,0.000721358,SYLLABLE,SYL,detector,0,21,23,23
stt11,page_0072,1,1,5,4,5,㭬,áo,ấy,0.941307,4.9474e-05,REVIEW,REVIEW,detector,0,21,23,23
stt11,page_0072,2,1,4,5,5,女,nửa,ngày,0.903976,0.00123187,GOLD,CHAR_A,detector,0,22,24,23
stt11,page_0072,2,1,4,6,6,䏷,ngày,cầu,0.835429,0.0346215,SYLLABLE,SYL,detector,0,22,24,23
stt11,page_0072,2,1,4,7,7,求,cầu,cho,0.955022,0.0199593,GOLD,CHAR_A,detector,0,22,24,23
stt11,page_0072,2,1,4,8,8,宋,cho,khỏi,0.941738,0.00558595,GOLD,CHAR_B,detector,0,22,24,23
stt11,page_0076,2,1,5,3,3,奴,nó,làm,0.84724,0.0919308,GOLD,CHAR_A,midpoint,0,21,22,24
stt11,page_0076,2,1,5,4,4,𡖋,làm,phép,0.923664,0.0236098,SYLLABLE,SYL,midpoint,0,21,22,24
stt11,page_0076,2,1,5,5,5,法,phép,gì,0.61503,0.000129332,GOLD,CHAR_A,detector,0,21,22,24
stt11,page_0076,2,1,5,6,6,之,gì,cho,0.589307,0.00126109,GOLD,CHAR_A,detector,0,21,22,24
stt11,page_0076,2,1,5,7,7,朱,cho,nên,0.972092,0.00110424,GOLD,CHAR_A,detector,0,21,22,24
stt11,page_0078,2,1,3,15,16,双,song,le,0.968464,0.00177842,GOLD,CHAR_A,legacy_locked_col,0,23,26,24
stt11,page_0078,2,1,3,16,17,离,le,kẻ,0.946203,0.00475929,GOLD,CHAR_A,legacy_locked_col,0,23,26,24
stt11,page_0078,2,1,3,17,18,几,kẻ,gian,0.971247,4.03795e-05,GOLD,CHAR_A,legacy_locked_col,0,23,26,24
stt11,page_0078,2,1,3,19,20,折,giết,vua,0.972893,2.3688e-06,GOLD,CHAR_A,legacy_locked_col,0,23,26,24
stt11,page_0078,2,1,3,20,21,希,vua,ấy,0.617588,4.9089e-05,SYLLABLE,SYL,legacy_locked_col,0,23,26,24
stt11,page_0078,2,1,3,21,22,人,ấy,mà,0.870832,0.00115724,SYLLABLE,SYL,legacy_locked_col,0,23,26,24
stt11,page_0086,4,-1,3,15,15,忌,cậy,vì,0.651507,0.000267454,GOLD,CHAR_A,detector,0,23,23,23
stt11,page_0086,4,-1,3,16,16,勿,đức,cậy,0.740059,0.00223937,SYLLABLE,SYL,detector,0,23,23,23
stt11,page_0086,4,-1,3,17,17,主,chúa,đức,0.894754,0.0666044,GOLD,CHAR_A,detector,0,23,23,23
stt11,page_0086,5,1,3,7,7,悶,muốn,làm,0.923213,0.000631642,GOLD,CHAR_A,midpoint,0,23,23,22
stt11,page_0086,5,1,3,8,8,曰,làm,nhà,0.895629,0.0166766,SYLLABLE,SYL,midpoint,0,23,23,22
stt11,page_0086,5,1,3,9,9,花,nhà,thờ,0.904087,0.014717,REVIEW,REVIEW,midpoint,0,23,23,22
stt11,page_0086,6,-1,3,11,11,𡬦,ông,cho,0.730545,0.088755,SYLLABLE,SYL,detector,0,23,23,23
stt11,page_0086,6,-1,3,12,12,垩,thánh,ông,0.891212,0.00477792,GOLD,CHAR_A,detector,0,23,23,23
stt11,page_0086,6,-1,3,13,13,葩,pha,thánh,0.919389,0.0102741,GOLD,CHAR_A,detector,0,23,23,23
stt11,page_0088,5,1,3,3,3,行,đức,chúa,0.682107,0.256821,SYLLABLE,SYL,detector,0,22,22,22
stt11,page_0088,5,1,3,4,4,主,chúa,trời,0.86258,0.0329072,GOLD,CHAR_A,detector,0,22,22,22
stt11,page_0088,5,1,3,5,5,尽,trời,phạt,0.899463,0.0379501,SYLLABLE,SYL,detector,0,22,22,22
stt11,page_0098,7,-1,3,9,8,旦,đến,cho,0.832477,0.000667147,GOLD,CHAR_A,detector,0,20,20,20
stt11,page_0098,7,-1,3,10,9,巴,ba,đến,0.852531,0.00928191,GOLD,CHAR_A,detector,0,20,20,20
stt11,page_0098,7,-1,3,11,10,垩,thánh,ba,0.796783,0.0801835,GOLD,CHAR_A,detector,0,20,20,20
stt11,page_0108,3,-1,3,5,5,烟,một,thịt,0.78443,2.06238e-05,REVIEW,REVIEW,detector,0,20,20,20
stt11,page_0108,3,-1,3,6,6,弟,ngày,một,0.839929,0.00115724,REVIEW,REVIEW,detector,0,20,20,20
stt11,page_0108,3,-1,3,7,7,将,một,ngày,0.957591,7.36914e-05,REVIEW,REVIEW,detector,0,20,20,20
stt11,page_0112,8,-1,4,6,6,笑,thật,đạo,0.908734,0.00121278,GOLD,CHAR_B,legacy_locked_col,0,22,22,21
stt11,page_0112,8,-1,4,7,7,因,có,thật,0.913405,1.37384e-05,SYLLABLE,SYL,legacy_locked_col,0,22,22,21
stt11,page_0112,8,-1,4,8,8,蔑,một,có,0.888876,0.00309693,GOLD,CHAR_A,legacy_locked_col,0,22,22,21
stt11,page_0112,8,-1,4,9,9,杏,lần,một,0.909455,3.6766e-05,REVIEW,REVIEW,legacy_locked_col,0,22,22,21
stt11,page_0112,8,-1,3,13,13,体,thấy,xa,0.846206,0.00129605,GOLD,CHAR_A,legacy_locked_col,0,22,22,21
stt11,page_0112,8,-1,3,14,14,兾,một,thấy,0.850867,7.90593e-05,REVIEW,REVIEW,legacy_locked_col,0,22,22,21
stt11,page_0112,8,-1,3,15,15,囿,đồng,một,0.877984,4.46961e-05,REVIEW,REVIEW,legacy_locked_col,0,22,22,21
stt11,page_0114,3,1,4,9,9,求,cầu,cùng,0.640155,0.296177,GOLD,CHAR_A,midpoint,0,20,20,22
stt11,page_0114,3,1,4,10,10,共,cùng,đức,0.974171,0.0118717,GOLD,CHAR_A,midpoint,0,20,20,22
stt11,page_0114,3,1,4,11,11,行,đức,chúa,0.83136,0.138005,SYLLABLE,SYL,midpoint,0,20,20,22
stt11,page_0114,3,1,4,12,12,主,chúa,trời,0.921806,0.00336169,GOLD,CHAR_A,midpoint,0,20,20,22
stt11,page_0116,3,1,3,5,5,女,nữa,thì,0.690148,0.176683,GOLD,CHAR_A,legacy_locked_col,0,21,21,21
stt11,page_0116,3,1,3,6,6,時,thì,lửa,0.817373,4.9474e-05,GOLD,CHAR_A,legacy_locked_col,0,21,21,21
stt11,page_0116,3,1,3,7,7,炤,lửa,liền,0.859217,0.000365566,SYLLABLE,SYL,legacy_locked_col,0,21,21,21
stt11,page_0122,5,1,3,8,8,旦,đến,ông,0.741325,0.200208,GOLD,CHAR_A,detector,0,17,18,17
stt11,page_0122,5,1,3,9,9,翁,ông,thánh,0.762806,0.0299039,GOLD,CHAR_A,detector,0,17,18,17
stt11,page_0122,5,1,3,10,10,垩,thánh,này,0.559035,0.395449,GOLD,CHAR_A,detector,0,17,18,17
stt11,page_0124,3,1,3,9,8,𭁡,trăm,năm,0.706859,0.0537276,SYLLABLE,SYL,detector,0,23,22,23
stt11,page_0124,3,1,3,10,9,陬,năm,viết,0.62304,0.000926242,REVIEW,REVIEW,detector,0,23,22,23
stt11,page_0124,3,1,3,11,10,曰,viết,vồ,0.858064,0.0244069,GOLD,CHAR_A,detector,0,23,22,23
stt11,page_0126,4,1,9,3,3,支,giê,su,0.646279,0.10685,GOLD,CHAR_A,detector,0,19,14,19
stt11,page_0126,4,1,9,4,4,秋,su,ra,0.704275,0.00508607,GOLD,CHAR_A,detector,0,19,14,19
stt11,page_0126,4,1,9,5,5,哩,ra,đời,0.67186,0.0982429,REVIEW,REVIEW,detector,0,19,14,19
stt11,page_0126,4,1,9,6,6,代,đời,cho,0.894536,0.0119649,GOLD,CHAR_A,detector,0,19,14,19
stt11,page_0126,4,1,9,7,7,朱,cho,đến,0.673009,0.00703378,GOLD,CHAR_A,detector,0,19,14,19
stt11,page_0126,4,1,9,8,8,旦,đến,ông,0.838085,0.00204695,GOLD,CHAR_A,detector,0,19,14,19
stt11,page_0126,4,1,9,9,9,翁,ông,thánh,0.725745,0.00157559,GOLD,CHAR_A,detector,0,19,14,19
stt11,page_0126,4,1,9,10,10,垩,thánh,này,0.698624,3.79331e-05,GOLD,CHAR_A,detector,0,19,14,19
stt11,page_0126,4,1,9,11,11,尼,này,khỏi,0.899628,0.000561794,GOLD,CHAR_A,detector,0,19,14,19
stt11,page_0126,6,-1,7,6,7,冷,lành,người,0.749331,0.000172681,GOLD,CHAR_A,legacy_locked_col,0,21,22,21
stt11,page_0126,6,-1,7,7,8,爲,vì,lành,0.978177,0.000944511,GOLD,CHAR_A,legacy_locked_col,0,21,22,21
stt11,page_0126,6,-1,7,8,9,烝,chưng,vì,0.924736,5.92127e-05,GOLD,CHAR_A,legacy_locked_col,0,21,22,21
stt11,page_0126,6,-1,7,9,10,万,đức,chưng,0.707895,0.00164477,SYLLABLE,SYL,legacy_locked_col,0,21,22,21
stt11,page_0126,6,-1,7,10,11,主,chúa,đức,0.825092,0.101957,GOLD,CHAR_A,legacy_locked_col,0,21,22,21
stt11,page_0126,6,-1,7,11,12,奉,trời,chúa,0.893499,0.0175453,SYLLABLE,SYL,legacy_locked_col,0,21,22,21
