book,page,column,shift,run_len,nom_idx,syl_idx,ocr_char,syllable,argmax,max_prob,p_syl,tier,tier_v3,box_source,qd01_locked,n_ocr,n_qn,n_det
stt11,page_0240,1,-1,4,14,16,折,chết,chịu,0.980703,3.97535e-05,GOLD,CHAR_A,detector,0,22,24,24
stt11,page_0240,1,-1,4,15,17,以,làm,chết,0.973339,7.41133e-06,SYLLABLE,SYL,detector,0,22,24,24
stt11,page_0240,1,-1,4,16,18,証,chứng,làm,0.830447,0.00429966,GOLD,CHAR_A,detector,0,22,24,24
stt11,page_0240,2,-1,4,15,15,地,bà,mà,0.980419,1.42857e-05,SYLLABLE,SYL,legacy_locked_col,0,24,24,23
stt11,page_0240,2,-1,4,16,16,垩,thánh,bà,0.975063,0.000133438,GOLD,CHAR_A,legacy_locked_col,0,24,24,23
stt11,page_0240,2,-1,4,17,17,並,a,thánh,0.885464,0.00062918,SYLLABLE,SYL,legacy_locked_col,0,24,24,23
stt11,page_0240,2,-1,4,18,18,那,na,a,0.903976,3.42697e-05,GOLD,CHAR_A,legacy_locked_col,0,24,24,23
stt11,page_0250,2,-1,3,6,6,儿,kẻ,có,0.995714,0.000372777,GOLD,CHAR_B,detector,0,24,24,24
stt11,page_0250,2,-1,3,7,7,時,thì,kẻ,0.867332,0.0238415,GOLD,CHAR_A,detector,0,24,24,24
stt11,page_0250,2,-1,3,8,8,溫,trộm,thì,0.839416,,REVIEW,REVIEW,detector,0,24,24,24
stt11,page_0264,2,-1,4,6,7,昇,người,một,0.949211,5.51923e-05,SYLLABLE,SYL,detector,0,22,24,23
stt11,page_0264,2,-1,4,7,8,先,tên,người,0.98792,8.61539e-05,GOLD,CHAR_A,detector,0,22,24,23
stt11,page_0264,2,-1,4,8,9,𭺾,là,tên,0.916085,0.00356455,SYLLABLE,SYL,detector,0,22,24,23
stt11,page_0264,2,-1,4,9,10,亞,a,là,0.978566,0.000451414,GOLD,CHAR_A,detector,0,22,24,23
stt11,page_0268,7,-1,5,15,15,結,ghét,còn,0.933754,0.000631642,GOLD,CHAR_A,detector,0,23,23,23
stt11,page_0268,7,-1,5,16,16,碎,tôi,ghét,0.932615,7.36914e-05,GOLD,CHAR_A,detector,0,23,23,23
stt11,page_0268,7,-1,5,17,17,正,làm,tôi,0.823985,0.000365566,SYLLABLE,SYL,detector,0,23,23,23
stt11,page_0268,7,-1,5,18,18,不,vậy,làm,0.870514,0.0980512,GOLD,CHAR_B,detector,0,23,23,23
stt11,page_0268,7,-1,5,19,19,况,huống,vậy,0.975152,2.52689e-05,GOLD,CHAR_A,detector,0,23,23,23
stt11,page_0272,1,-1,4,1,2,功,công,vì,0.867226,1.67017e-05,GOLD,CHAR_A,legacy_locked_col,0,22,23,22
stt11,page_0272,1,-1,4,2,3,業,nghiệp,công,0.820872,0.00222194,GOLD,CHAR_A,legacy_locked_col,0,22,23,22
stt11,page_0272,1,-1,4,3,4,万,đức,nghiệp,0.921693,1.06995e-05,SYLLABLE,SYL,legacy_locked_col,0,22,23,22
stt11,page_0272,1,-1,4,4,5,主,chúa,đức,0.878627,0.0470455,GOLD,CHAR_A,legacy_locked_col,0,22,23,22
stt11,page_0282,6,1,3,2,2,天,thiên,hạ,0.8649,0.1199,GOLD,CHAR_A,detector,0,22,23,22
stt11,page_0282,6,1,3,3,3,下,hạ,thờ,0.943781,0.000395272,GOLD,CHAR_A,detector,0,22,23,22
stt11,page_0282,6,1,3,4,4,蜍,thờ,phượng,0.939987,0.000755977,GOLD,CHAR_A,detector,0,22,23,22
stt11,page_0282,7,-1,3,10,11,事,sự,chịu,0.91001,0.00212019,GOLD,CHAR_A,legacy_locked_col,0,22,23,22
stt11,page_0282,7,-1,3,11,12,極,cực,sự,0.94125,2.66892e-05,GOLD,CHAR_A,legacy_locked_col,0,22,23,22
stt11,page_0282,7,-1,3,12,13,𡖋,làm,cực,0.969707,0.000484297,SYLLABLE,SYL,legacy_locked_col,0,22,23,22
stt2,page_0012,8,-1,3,10,10,中,trong,vì,0.961867,8.18637e-07,GOLD,CHAR_A,legacy_locked_col,0,22,22,22
stt2,page_0012,8,-1,3,11,11,弄,lòng,trong,0.994192,8.13976e-06,GOLD,CHAR_A,legacy_locked_col,0,22,22,22
stt2,page_0012,8,-1,3,12,12,恒,hăng,lòng,0.934837,,SYLLABLE,SYL,legacy_locked_col,0,22,22,22
stt2,page_0024,6,-1,3,16,16,主,chúa,đức,0.894809,0.01875,GOLD,CHAR_A,detector,0,22,23,23
stt2,page_0024,6,-1,3,17,17,支,giê,chúa,0.912569,0.0282021,GOLD,CHAR_A,detector,0,22,23,23
stt2,page_0024,6,-1,3,18,18,秋,su,giê,0.840954,0.0812873,GOLD,CHAR_A,detector,0,22,23,23
stt2,page_0042,9,-1,4,15,15,寺,thì,đã,0.937752,3.53575e-05,GOLD,CHAR_A,detector,0,22,23,23
stt2,page_0042,9,-1,4,16,16,㸔,mới,thì,0.854719,9.53637e-05,REVIEW,REVIEW,detector,0,22,23,23
stt2,page_0042,9,-1,4,17,17,除,thờ,mới,0.810814,1.16597e-05,GOLD,CHAR_A,detector,0,22,23,23
stt2,page_0042,9,-1,4,18,18,朱,cho,thờ,0.928752,0.000166066,GOLD,CHAR_A,detector,0,22,23,23
stt2,page_0044,3,-1,3,15,15,寺,bụt,thờ,0.845277,3.07191e-05,REVIEW,REVIEW,detector,0,21,22,22
stt2,page_0044,3,-1,3,16,16,如,như,bụt,0.84538,0.000162219,GOLD,CHAR_A,detector,0,21,22,22
stt2,page_0044,3,-1,3,17,17,些,ta,như,0.961867,6.10923e-05,GOLD,CHAR_A,detector,0,21,22,22
stt2,page_0046,8,-1,3,6,7,天,thiên,nước,0.932273,9.97304e-06,GOLD,CHAR_A,midpoint,0,21,21,22
stt2,page_0046,8,-1,3,7,8,下,hạ,thiên,0.894591,0.0905056,GOLD,CHAR_A,midpoint,0,21,21,22
stt2,page_0046,8,-1,3,8,9,体,thấy,hạ,0.811111,0.0775649,GOLD,CHAR_A,midpoint,0,21,21,22
stt2,page_0050,9,1,4,4,3,生,sinh,ra,0.91346,0.00181349,GOLD,CHAR_A,detector,0,23,23,22
stt2,page_0050,9,1,4,5,4,䍐,ra,ở,0.934723,1.75032e-05,SYLLABLE,SYL,detector,0,23,23,22
stt2,page_0050,9,1,4,6,5,於,ở,thành,0.956276,0.000162219,GOLD,CHAR_A,detector,0,23,23,22
stt2,page_0050,9,1,4,7,6,城,thành,a,0.945193,3.00075e-05,GOLD,CHAR_A,detector,0,23,23,22
stt2,page_0078,7,1,5,7,7,欺,khi,ấy,0.98256,0.00697904,GOLD,CHAR_A,legacy_locked_col,0,22,22,20
stt2,page_0078,7,1,5,8,8,衣,ấy,hai,0.941968,0.0124902,GOLD,CHAR_A,legacy_locked_col,0,22,22,20
stt2,page_0078,7,1,5,9,9,呪,hai,các,0.974855,1.79183e-05,REVIEW,REVIEW,legacy_locked_col,0,22,22,20
stt2,page_0078,7,1,5,10,10,冬,các,quan,0.983791,8.61539e-05,SYLLABLE,SYL,legacy_locked_col,0,22,22,20
stt2,page_0078,7,1,5,11,11,官,quan,lấy,0.976805,3.16943e-05,GOLD,CHAR_A,legacy_locked_col,0,22,22,20
stt2,page_0080,1,-1,4,17,17,秋,su,giê,0.976477,0.00258758,GOLD,CHAR_A,detector,0,22,23,23
stt2,page_0080,1,-1,4,18,18,取,khi,su,0.945366,4.03795e-05,SYLLABLE,SYL,detector,0,22,23,23
stt2,page_0080,1,-1,4,19,19,冬,các,khi,0.835123,0.000133438,SYLLABLE,SYL,detector,0,22,23,23
stt2,page_0080,1,-1,4,20,20,柴,thầy,các,0.853155,0.0029093,GOLD,CHAR_A,detector,0,22,23,23
stt2,page_0088,5,1,5,5,5,蜍,thờ,các,0.908734,0.000322611,GOLD,CHAR_A,detector,0,25,25,25
stt2,page_0088,5,1,5,6,6,冬,các,thiên,0.853572,0.00117546,SYLLABLE,SYL,detector,0,25,25,25
stt2,page_0088,5,1,5,7,7,天,thiên,thần,0.892082,0.000415862,GOLD,CHAR_A,detector,0,25,25,25
stt2,page_0088,5,1,5,8,8,神,thần,thì,0.854302,6.45263e-05,GOLD,CHAR_A,detector,0,25,25,25
stt2,page_0088,5,1,5,9,9,寺,thì,vua,0.897051,0.00576327,GOLD,CHAR_A,detector,0,25,25,25
stt2,page_0094,6,1,3,8,8,知,đức,chúa,0.885681,0.0827288,SYLLABLE,SYL,detector,0,22,22,22
stt2,page_0094,6,1,3,9,9,主,chúa,trời,0.862685,0.0787863,GOLD,CHAR_A,detector,0,22,22,22
stt2,page_0094,6,1,3,10,10,吞,trời,chăng,0.817373,0.0431714,SYLLABLE,SYL,detector,0,22,22,22
stt2,page_0104,9,-1,4,8,9,知,đức,thì,0.979133,6.92266e-05,SYLLABLE,SYL,legacy_locked_col,0,21,22,19
stt2,page_0104,9,-1,4,9,10,主,chúa,đức,0.884816,0.0350296,GOLD,CHAR_A,legacy_locked_col,0,21,22,19
stt2,page_0104,9,-1,4,10,11,吞,trời,chúa,0.901772,0.0405557,SYLLABLE,SYL,legacy_locked_col,0,21,22,19
stt2,page_0104,9,-1,4,11,12,朱,cho,trời,0.926205,0.0377283,GOLD,CHAR_A,legacy_locked_col,0,21,22,19
stt2,page_0108,9,-1,3,11,11,特,được,suy,0.908845,0.00144021,GOLD,CHAR_A,detector,0,20,20,20
stt2,page_0108,9,-1,3,12,12,罪,tội,được,0.916252,5.18483e-05,GOLD,CHAR_A,detector,0,20,20,20
stt2,page_0108,9,-1,3,13,13,衣,ấy,tội,0.974795,0.00259771,GOLD,CHAR_A,detector,0,20,20,20
stt2,page_0112,5,1,3,11,11,欺,khi,các,0.955868,0.00167067,GOLD,CHAR_A,detector,0,22,22,22
stt2,page_0112,5,1,3,12,12,各,các,quan,0.85639,0.00372105,GOLD,CHAR_A,detector,0,22,22,22
stt2,page_0112,5,1,3,13,13,官,quan,khiến,0.890233,0.0194209,GOLD,CHAR_A,detector,0,22,22,22
stt2,page_0116,4,1,3,12,12,磊,một,người,0.846103,0.0126869,REVIEW,REVIEW,legacy_locked_col,0,21,21,20
stt2,page_0116,4,1,3,13,13,㝵,người,làm,0.98503,0.00207107,GOLD,CHAR_A,qd01_locked,1,21,21,20
stt2,page_0116,4,1,3,14,14,而,làm,quan,0.874027,0.0138795,SYLLABLE,SYL,legacy_locked_col,0,21,21,20
stt2,page_0118,3,-1,3,8,8,冷,lành,làm,0.821775,0.000275944,GOLD,CHAR_A,midpoint,0,23,23,25
stt2,page_0118,3,-1,3,9,9,共,cùng,lành,0.86258,0.000104737,GOLD,CHAR_A,midpoint,0,23,23,25
stt2,page_0118,3,-1,3,10,10,谷,các,cùng,0.960048,0.000533978,SYLLABLE,SYL,midpoint,0,23,23,25
stt2,page_0130,6,-1,3,16,16,除,giờ,bấy,0.891375,0.000255207,GOLD,CHAR_A,detector,0,23,25,23
stt2,page_0130,6,-1,3,17,17,好,đức,giờ,0.987332,1.90739e-05,SYLLABLE,SYL,detector,0,23,25,23
stt2,page_0130,6,-1,3,18,18,主,chúa,đức,0.862896,0.0499819,GOLD,CHAR_A,detector,0,23,25,23
stt2,page_0148,2,1,3,3,3,燕,nhà,đức,0.964041,0.00999701,REVIEW,REVIEW,detector,0,22,22,22
stt2,page_0148,2,1,3,4,4,歹,đức,chúa,0.820973,0.114187,SYLLABLE,SYL,detector,0,22,22,22
stt2,page_0148,2,1,3,5,5,主,chúa,trời,0.927562,0.0261337,GOLD,CHAR_A,detector,0,22,22,22
stt2,page_0156,4,1,3,11,11,燒,theo,sau,0.936779,0.000377171,GOLD,CHAR_A,legacy_locked_col,0,20,20,19
stt2,page_0156,4,1,3,12,12,繛,sau,kêu,0.946752,0.00468551,REVIEW,REVIEW,legacy_locked_col,0,20,20,19
stt2,page_0156,4,1,3,13,13,呌,kêu,cả,0.806274,0.0145456,GOLD,CHAR_A,legacy_locked_col,0,20,20,19
stt2,page_0162,1,1,3,7,7,𡖋,làm,vậy,0.88406,0.000595695,SYLLABLE,SYL,detector,0,20,20,20
stt2,page_0162,1,1,3,8,8,不,vậy,mà,0.858903,2.16136e-05,GOLD,CHAR_B,detector,0,20,20,20
stt2,page_0162,1,1,3,9,9,麻,mà,thầy,0.96125,6.81534e-05,GOLD,CHAR_A,detector,0,20,20,20
stt2,page_0164,9,-1,3,9,9,几,kẻ,là,0.94453,0.000127327,GOLD,CHAR_A,legacy_locked_col,0,19,19,18
stt2,page_0164,9,-1,3,10,10,固,có,kẻ,0.971855,0.000160957,GOLD,CHAR_A,legacy_locked_col,0,19,19,18
