sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M1_0097,</table>,"""    </table>""",1.142,5,299
M1_0098,入袖,"""入袖""",1.284,3,317
M1_0099,越南喃字,"""越南喃字""",1.522,4,386
M1_0100,𐬭,"""𐬭""",1.088,5,267
M1_0101,𐬭,"""𐬭""",1.558,5,369
M1_0102,𐬭,"""𐬭""",1.152,5,314
M1_0103,---,"""---""",1.226,2,314
M1_0104,---,"""---""",1.075,2,317
M1_0105,越南喃字,"""越南喃字""",1.258,4,314
M1_0106,สุด,"""สุด""",1.576,7,369
M1_0107,𐬭,"""𐬭""",1.044,5,245
M1_0108,---,"""---""",1.555,2,409
M1_0109,𐬭,"""𐬭""",1.405,5,333
M1_0110,主,"""主""",0.893,2,263
M1_0111,越南喃字,"""越南喃字""",1.291,4,314
M1_0112,---,"""---""",1.053,2,281
M1_0113,愧,"""    愧""",1.256,4,317
M1_0114,者,"""者""",0.946,2,267
M1_0115,𐬭,"""𐬭""",1.504,5,353
M1_0116,ธ,"""ธ""",1.137,3,309
M1_0117,役,"""    役""",1.388,4,349
M1_0118,X2,"""X2""",1.166,3,284
M1_0119,𐬭,"""𐬭""",1.276,5,318
M1_0120,មក,"""    មក""",1.306,7,301
M1_0121,峄,"""峄""",1.148,3,317
M1_0122,---,"""---""",1.038,2,250
M1_0123,越南喃字,"""越南喃字""",0.939,4,253
M1_0124,---,"""---""",1.226,2,314
M1_0125,𐬭,"""𐬭""",1.209,5,318
M1_0126,（越南喃字）,"""（越南喃字）""",1.192,6,281
M1_0127,---,"""---""",1.326,2,333
M1_0128,要,"""要""",1.005,2,269
M1_0129,ข,"""ข""",1.285,3,317
M1_0130,---,"""---""",1.050,2,301
M1_0131,---,"""---""",1.142,2,295
M1_0132,𐬭,"""𐬭""",1.001,5,250
M1_0133,𠀄,"""𠀄""",1.305,5,314
M1_0134,---,"""---""",1.071,2,295
M1_0135,越南喃字,"""越南喃字""",1.020,4,253
M1_0136,非,"""非""",0.796,2,221
M1_0137,---,"""---""",0.915,2,237
M1_0138,สู,"""สู""",1.343,5,329
M1_0139,---,"""---""",1.155,2,295
M1_0140,𐬭,"""𐬭""",1.338,5,335
M1_0141,---,"""---""",1.199,2,317
M1_0142,峙,"""峙""",1.400,3,335
M1_0143,𐬭,"""𐬭""",1.147,5,284
M1_0144,𠕃,"""𠕃""",1.162,5,269
M1_0145,请注意，图片中可能存在模糊或错误，无法准确,"""请注意，图片中可能存在模糊或错误，无法准确""",1.232,12,239
M1_0146,ตัว,"""ตัว""",1.495,6,349
M1_0147,ក្រ,"""ក្រ""",1.611,7,371
M1_0148,𐬭,"""𐬭""",1.296,5,333
M1_0149,𐬭,"""𐬭""",1.298,5,318
M1_0150,---,"""---""",1.107,2,289
M1_0151,朱,"""朱""",1.315,2,352
M1_0152,𐬭,"""𐬭""",1.152,5,267
M1_0153,</table>,"""    </table>""",1.047,5,269
M1_0154,（越南喃字）,"""（越南喃字）""",1.027,6,224
M1_0155,𐬭,"""𐬭""",1.108,5,281
M1_0156,女,"""女""",1.251,2,318
M1_0157,越南喃字,"""越南喃字""",1.078,4,269
M1_0158,𐬭𐬭𐬭,"""𐬭𐬭𐬭""",1.323,12,267
M1_0159,𐬭,"""𐬭""",1.236,5,317
M1_0160,瓜,"""瓜""",1.124,2,295
M1_0161,---,"""---""",0.989,2,238
M1_0162,---,"""---""",1.023,2,267
M1_0163,𐬭𐬭𐬭,"""𐬭𐬭𐬭""",1.522,12,299
M1_0164,越南喃字,"""越南喃字""",1.174,4,301
M1_0165,（越南喃字）,"""（越南喃字）""",1.332,6,318
M1_0166,---,"""---""",1.322,2,353
M1_0167,𐬭,"""𐬭""",1.023,5,250
M1_0168,代,"""代""",1.068,2,269
M1_0169,𐬭,"""𐬭""",1.175,5,295
M1_0170,）,"""）""",1.172,2,301
M1_0171,劉,"""劉""",1.422,3,386
M1_0172,𐬭,"""𐬭""",1.316,5,317
M1_0173,𐬭,"""𐬭""",1.036,5,267
M1_0174,𐬭,"""𐬭""",1.132,5,269
M1_0175,阅,"""阅""",0.874,2,250
M1_0176,𐬭,"""𐬭""",1.176,5,281
M1_0177,ส,"""ส""",0.939,3,245
M1_0178,兀,"""兀""",1.323,3,329
M1_0179,---,"""---""",1.024,2,263
M1_0180,𐬭𐬭𐬭,"""𐬭𐬭𐬭""",1.486,12,317
M1_0181,古44,"""古44""",1.046,4,253
M1_0182,峨,"""峨""",1.256,3,333
M1_0183,ក្រ,"""ក្រ""",1.298,7,301
M1_0184,𐬨,"""𐬨""",0.950,5,227
M1_0185,𐬭,"""𐬭""",1.232,5,301
M1_0186,𐬭,"""𐬭""",0.932,5,221
M1_0187,ตัว,"""ตัว""",1.483,6,353
M1_0188,𐬭,"""𐬭""",1.399,5,335
M1_0189,---,"""---""",1.016,2,281
M1_0190,𐬭,"""𐬭""",1.358,5,314
M1_0191,𐬭𐬭,"""    𐬭𐬭""",1.499,12,329
M1_0192,𐬭,"""𐬭""",1.297,5,317
M1_0193,越南喃字,"""越南喃字""",0.986,4,237
M1_0194,军,"""    军""",1.155,4,314
M1_0195,---,"""---""",1.113,2,299
M1_0196,</table>,"""    </table>""",1.029,5,267
M1_0197,---,"""---""",1.143,2,289
M1_0198,越南喃字,"""越南喃字""",1.250,4,317
M1_0199,越南喃字,"""越南喃字""",1.003,4,239
M1_0200,---,"""---""",0.544,2,139
M1_0201,---,"""---""",0.550,2,128
M1_0202,---,"""---""",0.462,2,109
M1_0203,---,"""---""",0.588,2,128
M1_0204,峦,"""峦""",0.548,3,139
M1_0205,สุ,"""สุ""",0.681,5,139
M1_0206,𐬭,"""𐬭""",0.796,5,172
M1_0207,凛。,"""凛。""",0.499,4,119
M1_0208,c2,"""c2""",0.459,3,92
M1_0209,ក្រុម,"""ក្រុម""",0.909,11,139
M1_0210,---,"""---""",0.497,2,119
M1_0211,---,"""---""",0.501,2,125
M1_0212,---,"""---""",0.527,2,113
M1_0213,---,"""---""",0.558,2,117
M1_0214,𐬭,"""𐬭""",0.551,5,125
M1_0215,---,"""---""",0.581,2,137
M1_0216,---,"""---""",0.604,2,137
M1_0217,---,"""---""",0.625,2,159
M1_0218,庄,"""庄""",0.616,2,149
M1_0219,---,"""---""",0.489,2,117
M1_0220,𐬭,"""𐬭""",0.556,5,101
M1_0221,---,"""---""",0.462,2,117
M1_0222,---,"""---""",0.509,2,117
M1_0223,越南喃字,"""越南喃字""",0.729,4,150
M1_0224,---,"""---""",0.567,2,137
M1_0225,---,"""---""",0.560,2,129
M1_0226,จ,"""    จ""",0.968,5,237
M1_0227,พิจารณา,"""พิจารณา""",0.731,11,113
M1_0228,---,"""---""",0.587,2,139
M1_0229,---,"""---""",0.508,2,119
M1_0230,一 202 光,"""一\n202\n光""",0.778,8,137
M1_0231,៥,"""៥""",0.699,3,161
M1_0232,จ,"""จ""",0.656,3,137
M1_0233,This text appears to be a sequence of characters from a different,"""This text appears to be a sequence of characters from a different""",0.809,12,119
M1_0234,越南喃字,"""越南喃字""",0.655,4,149
M1_0235,---,"""---""",0.661,2,149
M1_0236,峨,"""峨""",0.667,3,161
M1_0237,峝,"""峝""",0.610,3,149
M1_0238,𠕃,"""𠕃""",0.765,5,149
M1_0239,ម្រូវ,"""ម្រូវ""",0.844,11,149
M1_0240,---,"""---""",0.485,2,110
M1_0241,六音,"""六音""",0.776,3,185
M1_0242,---,"""---""",0.413,2,117
M1_0243,𐬭,"""𐬭""",0.704,5,149
M1_0244,---,"""---""",0.563,2,137
M1_0245,峠,"""峠""",0.605,3,149
M1_0246,---,"""---""",0.647,2,161
M1_0247,""" 受罪","""\"" 受罪""",0.766,5,161
M1_0248,---,"""---""",0.611,2,173
M1_0249,色,"""色""",0.448,2,92
M1_0250,---,"""---""",0.462,2,101
M1_0251,---,"""---""",0.579,2,133
M1_0252,English: ការ,"""English: ការ""",0.662,10,109
M1_0253,请注意：原文字为越南喃字，内容为,"""请注意：原文字为越南喃字，内容为""",0.735,12,85
M1_0254,หน儿,"""หน儿""",0.733,5,149
M1_0255,峄,"""峄""",0.590,3,139
M1_0256,越南喃字,"""越南喃字""",0.684,4,150
M1_0257,---,"""---""",0.495,2,109
M1_0258,---,"""---""",0.455,2,101
M1_0259,何,"""何""",0.649,2,161
M1_0260,สุด,"""สุด""",0.865,7,172
M1_0261,---,"""---""",0.520,2,129
M1_0262,主,"""主""",0.653,2,159
M1_0263,---,"""---""",0.539,2,128
M1_0264,越南喃字,"""越南喃字""",0.607,4,129
M1_0265,五,"""五""",0.565,2,150
M1_0266,峙,"""峙""",0.662,3,149
M1_0267,峨,"""峨""",0.642,3,139
M1_0268,---,"""---""",0.425,2,101
M1_0269,ម្រូវ,"""ម្រូវ""",0.816,11,117
M1_0270,---,"""---""",0.506,2,106
M1_0271,---,"""---""",0.530,2,128
M1_0272,峄,"""峄""",0.654,3,149
M1_0273,---,"""---""",0.531,2,128
M1_0274,---,"""---""",0.590,2,128
M1_0275,ธ,"""ธ""",0.491,3,117
M1_0276,越南喃字,"""越南喃字""",0.700,4,149
M1_0277,朱,"""朱""",0.585,2,129
M1_0278,---,"""---""",0.567,2,137
M1_0279,---,"""---""",0.597,2,149
M1_0280,สตริง,"""สตริง""",0.747,8,128
M1_0281,---,"""---""",0.601,2,149
M1_0282,询,"""询""",0.540,2,125
M1_0283,---,"""---""",0.489,2,110
M1_0284,---,"""---""",0.521,2,119
M1_0285,越南喃字,"""越南喃字""",0.520,4,110
M1_0286,越南喃字,"""越南喃字""",0.635,4,137
M1_0287,---,"""---""",0.479,2,106
M1_0288,𐬭,"""𐬭""",0.587,5,117
M1_0289,---,"""---""",0.592,2,161
M1_0290,---,"""---""",0.593,2,139
M1_0291,---,"""---""",0.483,2,109
M1_0292,越南喃字,"""越南喃字""",0.518,4,119
M1_0293,---,"""---""",0.554,2,117
M1_0294,---,"""---""",0.591,2,137
M1_0295,峨,"""峨""",0.687,3,161
M1_0296,朱,"""朱""",0.536,2,128
M1_0297,---,"""---""",0.586,2,137
M1_0298,---,"""---""",0.477,2,101
M1_0299,---,"""---""",0.587,2,150
M1_0300,𐬭,"""𐬭""",0.665,5,139
M1_0301,峙,"""峙""",0.718,3,161
M1_0302,---,"""---""",0.718,2,198
M1_0303,gjf,"""gjf""",0.620,4,128
M1_0304,峨,"""峨""",0.609,3,137
M1_0305,สัง,"""สัง""",0.733,5,161
M1_0306,สุด,"""สุด""",0.655,7,119
M1_0307,图,"""图""",0.609,2,139
M1_0308,．,"""．""",0.529,2,119
M1_0309,---,"""---""",0.509,2,129
M1_0310,刃,"""刃""",0.529,2,128
M1_0311,</table>,"""    </table>""",0.682,5,128
M1_0312,---,"""---""",0.484,2,125
M1_0313,每,"""每""",0.661,2,161
M1_0314,---,"""---""",0.681,2,159
M1_0315,体,"""体""",0.636,2,172
M1_0316,几,"""几""",0.404,2,85
M1_0317,峨,"""峨""",0.597,3,139
M1_0318,甫,"""甫""",0.624,2,137
M1_0319,---,"""---""",0.376,2,101
M1_0320,++,"""++""",0.626,2,149
M1_0321,𐬭𐬭,"""𐬭𐬭""",0.855,9,139
M1_0322,庠,"""庠""",0.486,3,128
M1_0323,峙,"""峙""",0.678,3,149
M1_0324,---,"""---""",0.513,2,117
M1_0325,---,"""---""",0.528,2,117
M1_0326,𐬭,"""𐬭""",0.634,5,139
M1_0327,峄,"""峄""",0.652,3,149
M1_0328,一字,"""一字""",0.537,3,125
M1_0329,犊,"""犊""",0.509,3,119
M1_0330,---,"""---""",0.589,2,137
M1_0331,---,"""---""",0.447,2,85
M1_0332,---,"""---""",0.594,2,137
M1_0333,---,"""---""",0.495,2,119
M1_0334,---,"""---""",0.590,2,139
M1_0335,ต,"""ต""",0.593,3,128
M1_0336,---,"""---""",0.474,2,128
M1_0337,峭,"""峭""",0.546,3,119
M1_0338,---,"""---""",0.459,2,109
M1_0339,ក្រុម,"""ក្រុម""",0.759,11,95
M1_0340,---,"""---""",0.517,2,137
M1_0341,峨,"""峨""",0.719,3,173
M1_0342,---,"""---""",0.575,2,128
M1_0343,此,"""此""",0.516,2,139
M1_0344,峨,"""峨""",0.563,3,128
M1_0345,---,"""---""",0.567,2,139
M1_0346,---,"""---""",0.575,2,128
M1_0347,---,"""---""",0.562,2,139
M1_0348,越南喃字,"""越南喃字""",0.609,4,129
M1_0349,---,"""---""",0.610,2,139
M1_0350,峄,"""峄""",0.455,3,117
M1_0351,凤,"""凤""",0.584,2,137
M1_0352,---,"""---""",0.494,2,119
M1_0353,---,"""---""",0.400,2,93
M1_0354,?,"""?""",0.514,2,128
M1_0355,---,"""---""",0.509,2,117
M1_0356,𐬭,"""𐬭""",0.677,5,128
M1_0357,---,"""---""",0.479,2,109
M1_0358,峙,"""峙""",0.634,3,161
M1_0359,》,"""》""",0.512,2,125
M1_0360,---,"""---""",0.521,2,119
M1_0361,𐬭,"""𐬭""",0.625,5,139
M1_0362,---,"""---""",0.711,2,172
M1_0363,ทุน,"""ทุน""",0.847,6,172
M1_0364,สู,"""สู""",0.582,5,128
M1_0365,สุด,"""สุด""",0.831,7,161
M1_0366,越南喃字,"""越南喃字""",0.662,4,139
M1_0367,峯,"""峯""",0.529,3,129
M1_0368,𐬭,"""𐬭""",0.676,5,139
M1_0369,---,"""---""",0.617,2,137
M1_0370,𐬭,"""𐬭""",1.097,5,269
M1_0371,容,"""容""",0.539,2,139
M1_0372,峨山,"""峨山""",0.768,4,161
M1_0373,---,"""---""",0.431,2,117
M1_0374,---,"""---""",0.633,2,150
M1_0375,---,"""---""",0.599,2,128
M1_0376,峨,"""峨""",0.623,3,149
M1_0377,朁,"""朁""",0.607,3,129
M1_0378,---,"""---""",0.661,2,150
M1_0379,สุด,"""สุด""",0.807,7,161
M1_0380,---,"""---""",0.467,2,109
M1_0381,---,"""---""",0.596,2,137
M1_0382,u,"""u""",0.539,2,119
M1_0383,年,"""年""",0.620,2,161
M1_0384,峨,"""峨""",0.607,3,139
M1_0385,峨,"""峨""",0.717,3,172
M1_0386,จ,"""จ""",0.362,3,85
M1_0387,---,"""---""",0.695,2,172
M1_0388,---,"""---""",0.699,2,159
M1_0389,𠕃,"""𠕃""",0.634,5,139
M1_0390,---,"""---""",0.419,2,85
M1_0391,---,"""---""",0.511,2,117
M1_0392,tr,"""tr""",0.653,2,150
M1_0393,---,"""---""",0.535,2,139
M1_0394,---,"""---""",0.565,2,137
M1_0395,---,"""---""",0.610,2,149
M1_0396,---,"""---""",0.613,2,159
M1_0397,---,"""---""",0.598,2,139
M1_0398,---,"""---""",0.578,2,129
M1_0399,𐬭,"""𐬭""",0.710,5,149
M1_0400,---,"""---""",0.962,2,253
M1_0401,ส,"""ส""",0.933,3,224
M1_0402,𐬨,"""𐬨""",1.065,5,250
M1_0403,𠕃,"""𠕃""",0.931,5,194
M1_0404,---,"""---""",0.969,2,267
M1_0405,）,"""）""",0.872,2,221
M1_0406,（越南喃字）,"""（越南喃字）""",0.966,6,233
M1_0407,如此,"""    如此""",0.936,4,221
M1_0408,ក្រ,"""    ក្រ""",1.000,9,199
M1_0409,ក្រ,"""    ក្រ""",1.252,9,267
M1_0410,---,"""---""",0.669,2,179
M1_0411,（越南喃字）,"""（越南喃字）""",0.801,6,161
M1_0412,𐬭,"""𐬭""",0.973,5,225
M1_0413,越南喃字,"""越南喃字""",0.797,4,197
M1_0414,𐬭,"""𐬭""",0.976,5,216
M1_0415,𐬭,"""𐬭""",0.926,5,233
M1_0416,（越南喃字）,"""（越南喃字）""",1.119,6,253
M1_0417,ក្រុម,"""    ក្រុម""",1.205,12,239
M1_0418,---,"""---""",1.118,2,281
M1_0419,峨,"""峨""",0.808,3,211
M1_0420,</table>,"""    </table>""",1.176,5,263
M1_0421,---,"""---""",0.745,2,205
M1_0422,𐬭𐬭𐬭,"""𐬭𐬭𐬭""",1.306,12,245
M1_0423,越南喃字,"""越南喃字""",1.141,4,301
M1_0424,）,"""）""",1.031,2,267
M1_0425,---,"""---""",0.750,2,205
M1_0426,𐬭,"""𐬭""",1.158,5,267
M1_0427,จร,"""จร""",0.878,4,224
M1_0428,---,"""---""",0.916,2,233
M1_0429,</table>,"""    </table>""",0.910,5,216
M1_0430,---,"""---""",1.020,2,267
M1_0431,（越南喃字）,"""（越南喃字）""",1.019,6,224
M1_0432,𐬭𐬭,"""    𐬭𐬭""",1.357,12,267
M1_0433,𐬭,"""𐬭""",1.251,5,317
M1_0434,---,"""---""",0.857,2,199
M1_0435,</table>,"""    </table>""",0.918,5,221
M1_0436,---,"""---""",0.821,2,194
M1_0437,---,"""---""",0.900,2,237
M1_0438,---,"""---""",0.880,2,250
M1_0439,山,"""山""",1.008,2,269
M1_0440,</table>,"""    </table>""",0.924,5,216
M1_0441,---,"""---""",1.065,2,281
M1_0442,จัง,"""จัง""",0.836,5,205
M1_0443,生,"""生""",0.640,2,146
M1_0444,峙,"""峙""",1.020,3,253
M1_0445,𐬨𐬨,"""    𐬨𐬨""",1.383,12,299
M1_0446,`.,"""`.""",0.976,2,263
M1_0447,---,"""---""",1.057,2,269
M1_0448,殚,"""殚""",0.897,3,224
M1_0449,（越南喃字）,"""（越南喃字）""",0.804,6,172
M1_0450,仅,"""仅""",1.045,2,285
M1_0451,𐬭,"""𐬭""",0.979,5,253
M1_0452,中,"""中""",0.605,2,146
M1_0453,中,"""中""",0.857,2,224
M1_0454,ปฏิ,"""ปฏิ""",1.338,6,317
M1_0455,明,"""明""",0.901,2,250
M1_0456,---,"""---""",0.864,2,221
M1_0457,峦,"""峦""",0.892,3,211
M1_0458,越南喃字,"""越南喃字""",0.884,4,209
M1_0459,---,"""---""",1.131,2,284
M1_0460,庥,"""庥""",1.065,3,284
M1_0461,"<table border=""1""><tr><td>煮</td","""<table border=\""1\""><tr><td>煮</td""",1.124,12,209
M1_0462,ការ,"""    ការ""",1.269,9,267
M1_0463,---,"""---""",0.829,2,221
M1_0464,สุด,"""สุด""",1.094,7,233
M1_0465,人文,"""人文""",1.074,3,276
M1_0466,^     ˙,"""    ^\n    ˙""",1.035,8,205
M1_0467,</table>,"""    </table>""",0.932,5,211
M1_0468,𐬭,"""𐬭""",1.045,5,250
M1_0469,𐬭,"""𐬭""",1.067,5,239
M1_0470,---,"""---""",0.911,2,237
M1_0471,小,"""小""",0.903,2,216
M1_0472,สัญ,"""สัญ""",0.906,6,205
M1_0473,𐬭𐬭,"""𐬭𐬭""",1.137,9,233
M1_0474,𐬭𐬭,"""𐬭𐬭""",1.089,9,233
M1_0475,绚,"""绚""",0.894,2,224
M1_0476,）,"""）""",0.659,2,183
M1_0477,（越南喃字）,"""（越南喃字）""",0.858,6,185
M1_0478,จั,"""จั""",0.897,4,221
M1_0479,สุด,"""สุด""",1.134,7,250
M1_0480,ក្រុម,"""    ក្រុម""",1.137,12,221
M1_0481,再,"""再""",1.425,2,369
M1_0482,𐬭,"""𐬭""",0.966,5,237
M1_0483,（越南喃字）,"""（越南喃字）""",1.074,6,239
M1_0484,---,"""---""",0.822,2,233
M1_0485,---,"""---""",0.657,2,161
M1_0486,峨,"""峨""",0.919,3,237
M1_0487,---,"""---""",0.788,2,221
M1_0488,---,"""---""",0.828,2,209
M1_0489,---,"""---""",0.991,2,267
M1_0490,កម្រង,"""    កម្រង""",1.339,12,263
M1_0491,体,"""体""",1.065,2,299
M1_0492,一课,"""一课""",0.871,3,216
M1_0493,เครื่อง,"""เครื่อง""",0.679,9,81
M1_0494,𐬭,"""𐬭""",0.888,5,216
M1_0495,---,"""---""",0.987,2,239
M1_0496,---,"""---""",0.687,2,185
M1_0497,ตั,"""ตั""",1.063,4,250
M1_0498,峄,"""峄""",0.998,3,263
M1_0499,文,"""文""",1.084,2,284
M1_0500,---,"""---""",1.031,2,263
M1_0501,）,"""）""",1.087,2,267
M1_0502,（越南喃字）,"""（越南喃字）""",1.032,6,237
M1_0503,哦,"""    哦""",1.163,4,281
M1_0504,山,"""山""",0.924,2,253
M1_0505,体,"""体""",0.798,2,194
M1_0506,---,"""---""",0.877,2,205
M1_0507,---,"""---""",0.435,2,109
M1_0508,（越南喃字）,"""（越南喃字）""",0.885,6,189
M1_0509,ครั้ง,"""ครั้ง""",1.206,7,267
M1_0510,---,"""---""",0.633,2,150
M1_0511,𠕃,"""𠕃""",1.125,5,267
M1_0512,𐬭,"""𐬭""",0.895,5,194
M1_0513,峨,"""峨""",0.704,3,149
M1_0514,一,"""一""",0.747,2,194
M1_0515,（越南喃字）,"""（越南喃字）""",0.983,6,205
M1_0516,𐬭,"""𐬭""",0.993,5,250
M1_0517,俘,"""俘""",1.029,2,263
M1_0518,越南喃字,"""越南喃字""",0.662,4,146
M1_0519,ขอ,"""ขอ""",0.935,4,221
M1_0520,胯,"""胯""",1.104,3,285
M1_0521,---,"""---""",0.563,2,137
M1_0522,</table>,"""    </table>""",0.984,5,216
M1_0523,𐬭,"""𐬭""",1.044,5,253
M1_0524,别,"""别""",0.816,2,194
M1_0525,วิธี,"""วิธี""",1.015,7,233
M1_0526,ข,"""ข""",0.878,3,221
M1_0527,越南喃字,"""越南喃字""",0.901,4,211
M1_0528,สุด,"""สุด""",1.342,7,318
M1_0529,𐬭𐬭𐬭,"""𐬭𐬭𐬭""",1.229,12,239
M1_0530,𐬭,"""𐬭""",1.199,5,284
M1_0531,จ,"""จ""",0.946,3,253
M1_0532,---,"""---""",0.869,2,216
M1_0533,สุด,"""สุด""",0.950,7,205
M1_0534,诃,"""诃""",0.951,2,245
M1_0535,ตัว,"""ตัว""",1.071,6,253
M1_0536,𐬭,"""𐬭""",1.073,5,250
M1_0537,---,"""---""",0.826,2,209
M1_0538,---,"""---""",0.747,2,179
M1_0539,สิบ,"""สิบ""",0.944,6,205
M1_0540,---,"""---""",0.971,2,263
M1_0541,---,"""---""",0.830,2,205
M1_0542,𐬭,"""𐬭""",0.997,5,250
M1_0543,峨,"""峨""",0.986,3,233
M1_0544,朱,"""朱""",0.917,2,253
M1_0545,</table>,"""    </table>""",1.299,5,295
M1_0546,峙,"""峙""",0.943,3,263
M1_0547,---,"""---""",0.917,2,225
M1_0548,---,"""---""",0.780,2,197
M1_0549,峄,"""峄""",0.798,3,194
M1_0550,---,"""---""",0.878,2,216
M1_0551,---,"""---""",0.832,2,224
M1_0552,𐬭,"""𐬭""",1.015,5,233
M1_0553,---,"""---""",0.904,2,237
M1_0554,越南喃字,"""越南喃字""",0.881,4,205
M1_0555,梵,"""梵""",1.035,2,281
M1_0556,𐬭,"""𐬭""",0.937,5,216
M1_0557,主,"""主""",1.041,2,254
