sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M1_0062,,"""""",0.732,1,197
M1_0063,,"""""",1.316,1,344
M1_0064,,"""""",1.190,1,333
M1_0065,,"""""",1.013,1,269
M1_0066,,"""""",1.054,1,295
M1_0067,,"""""",0.921,1,250
M1_0068,,"""""",0.899,1,253
M1_0069,,"""""",1.053,1,285
M1_0070,,"""""",0.921,1,250
M1_0071,,"""""",1.011,1,285
M1_0072,,"""""",1.328,1,352
M1_0073,,"""""",1.208,1,317
M1_0074,,"""""",1.198,1,349
M1_0075,,"""""",1.165,1,314
M1_0076,,"""""",0.935,1,284
M1_0077,,"""""",1.300,1,335
M1_0078,,"""""",0.889,1,250
M1_0079,,"""""",1.175,1,317
M1_0080,,"""""",0.843,1,237
M1_0081,闪,"""闪""",1.475,2,369
M1_0082,,"""""",1.159,1,335
M1_0083,点,"""点""",1.485,2,386
M1_0084,,"""""",1.039,1,263
M1_0085,,"""""",1.160,1,314
M1_0086,,"""""",0.945,1,250
M1_0087,,"""""",0.971,1,269
M1_0088,,"""""",1.505,1,386
M1_0089,,"""""",0.766,1,209
M1_0090,,"""""",1.074,1,281
M1_0091,,"""""",1.127,1,314
M1_0092,,"""""",1.286,1,349
M1_0093,,"""""",1.002,1,276
M1_0094,,"""""",1.105,1,295
M1_0095,,"""""",0.987,1,267
M1_0096,,"""""",1.041,1,285
M1_0097,,"""""",1.103,1,299
M1_0098,入袖,"""入袖""",1.244,3,317
M1_0099,,"""""",1.421,1,386
M1_0100,,"""""",0.998,1,267
M1_0101,,"""""",1.324,1,369
M1_0102,,"""""",1.087,1,314
M1_0103,,"""""",1.204,1,314
M1_0104,,"""""",1.131,1,317
M1_0105,,"""""",1.171,1,314
M1_0106,,"""""",1.347,1,369
M1_0107,,"""""",0.958,1,245
M1_0108,,"""""",1.478,1,409
M1_0109,,"""""",1.234,1,333
M1_0110,,"""""",0.948,1,263
M1_0111,,"""""",1.111,1,314
M1_0112,,"""""",1.056,1,281
M1_0113,,"""""",1.113,1,317
M1_0114,者,"""者""",1.013,2,267
M1_0115,,"""""",1.301,1,353
M1_0116,,"""""",1.124,1,309
M1_0117,,"""""",1.286,1,349
M1_0118,x2,"""x2""",1.117,3,284
M1_0119,,"""""",1.111,1,318
M1_0120,,"""""",1.162,1,301
M1_0121,,"""""",1.070,1,317
M1_0122,,"""""",1.015,1,250
M1_0123,,"""""",0.895,1,253
M1_0124,```markdown  寺友 ```,"""```markdown\n\n寺友\n```""",1.386,9,314
M1_0125,,"""""",1.105,1,318
M1_0126,,"""""",1.060,1,281
M1_0127,,"""""",1.132,1,333
M1_0128,,"""""",1.063,1,269
M1_0129,,"""""",1.090,1,317
M1_0130,,"""""",1.098,1,301
M1_0131,,"""""",1.086,1,295
M1_0132,,"""""",0.974,1,250
M1_0133,,"""""",1.089,1,314
M1_0134,,"""""",1.113,1,295
M1_0135,,"""""",0.891,1,253
M1_0136,,"""""",0.848,1,221
M1_0137,,"""""",0.834,1,237
M1_0138,,"""""",1.236,1,329
M1_0139,,"""""",1.019,1,295
M1_0140,,"""""",1.337,1,335
M1_0141,,"""""",1.120,1,317
M1_0142,,"""""",1.296,1,335
M1_0143,,"""""",1.104,1,284
M1_0144,,"""""",0.980,1,269
M1_0145,,"""""",0.918,1,239
M1_0146,,"""""",1.264,1,349
M1_0147,,"""""",1.412,1,371
M1_0148,```markdown  ```,"""```markdown\n\n```""",1.395,6,333
M1_0149,,"""""",1.206,1,318
M1_0150,,"""""",1.059,1,289
M1_0151,朱,"""朱""",1.304,2,352
M1_0152,,"""""",1.046,1,267
M1_0153,,"""""",0.964,1,269
M1_0154,,"""""",0.871,1,224
M1_0155,,"""""",1.088,1,281
M1_0156,,"""""",1.162,1,318
M1_0157,,"""""",1.026,1,269
M1_0158,,"""""",0.965,1,267
M1_0159,,"""""",1.128,1,317
M1_0160,瓜,"""瓜""",1.140,2,295
M1_0161,,"""""",0.940,1,238
M1_0162,,"""""",0.965,1,267
M1_0163,,"""""",1.138,1,299
M1_0164,,"""""",1.056,1,301
M1_0165,,"""""",1.182,1,318
M1_0166,,"""""",1.382,1,353
M1_0167,,"""""",0.881,1,250
M1_0168,,"""""",0.974,1,269
M1_0169,,"""""",1.087,1,295
M1_0170,,"""""",1.133,1,301
M1_0171,,"""""",1.420,1,386
M1_0172,,"""""",1.162,1,317
M1_0173,,"""""",0.969,1,267
M1_0174,,"""""",1.029,1,269
M1_0175,,"""""",0.868,1,250
M1_0176,,"""""",1.066,1,281
M1_0177,,"""""",0.894,1,245
M1_0178,,"""""",1.221,1,329
M1_0179,,"""""",0.943,1,263
M1_0180,,"""""",1.178,1,317
M1_0181,古44,"""古44""",1.001,4,253
M1_0182,,"""""",1.260,1,333
M1_0183,ក្រ,"""ក្រ""",1.219,7,301
M1_0184,,"""""",0.849,1,227
M1_0185,,"""""",1.043,1,301
M1_0186,,"""""",0.843,1,221
M1_0187,,"""""",1.351,1,353
M1_0188,,"""""",1.306,1,335
M1_0189,```markdown  守 居 ```,"""```markdown\n\n守\n居\n```""",1.272,10,281
M1_0190,,"""""",1.188,1,314
M1_0191,,"""""",1.178,1,329
M1_0192,,"""""",1.165,1,317
M1_0193,,"""""",0.890,1,237
M1_0194,,"""""",1.171,1,314
M1_0195,,"""""",1.062,1,299
M1_0196,,"""""",1.048,1,267
M1_0197,,"""""",1.061,1,289
M1_0198,,"""""",1.158,1,317
M1_0199,,"""""",0.962,1,239
M1_0200,,"""""",0.590,1,139
M1_0201,,"""""",0.484,1,128
M1_0202,,"""""",0.435,1,109
M1_0203,,"""""",0.546,1,128
M1_0204,,"""""",0.555,1,139
M1_0205,,"""""",0.489,1,139
M1_0206,,"""""",0.652,1,172
M1_0207,凛。,"""凛。""",0.617,4,119
M1_0208,,"""""",0.418,1,92
M1_0209,,"""""",0.471,1,139
M1_0210,,"""""",0.487,1,119
M1_0211,,"""""",0.511,1,125
M1_0212,,"""""",0.454,1,113
M1_0213,,"""""",0.404,1,117
M1_0214,,"""""",0.470,1,125
M1_0215,,"""""",0.570,1,137
M1_0216,,"""""",0.588,1,137
M1_0217,,"""""",0.602,1,159
M1_0218,,"""""",0.579,1,149
M1_0219,,"""""",0.501,1,117
M1_0220,,"""""",0.401,1,101
M1_0221,,"""""",0.456,1,117
M1_0222,,"""""",0.464,1,117
M1_0223,,"""""",0.600,1,150
M1_0224,,"""""",0.523,1,137
M1_0225,,"""""",0.523,1,129
M1_0226,,"""""",0.912,1,237
M1_0227,,"""""",0.422,1,113
M1_0228,,"""""",0.542,1,139
M1_0229,,"""""",0.469,1,119
M1_0230,,"""""",0.589,1,137
M1_0231,.,""".""",0.591,2,161
M1_0232,,"""""",0.545,1,137
M1_0233,,"""""",0.472,1,119
M1_0234,,"""""",0.619,1,149
M1_0235,,"""""",0.514,1,149
M1_0236,,"""""",0.640,1,161
M1_0237,,"""""",0.625,1,149
M1_0238,,"""""",0.554,1,149
M1_0239,ម្រូវ,"""ម្រូវ""",0.916,11,149
M1_0240,,"""""",0.521,1,110
M1_0241,六音,"""六音""",0.743,3,185
M1_0242,,"""""",0.475,1,117
M1_0243,,"""""",0.580,1,149
M1_0244,,"""""",0.570,1,137
M1_0245,,"""""",0.557,1,149
M1_0246,,"""""",0.630,1,161
M1_0247,,"""""",0.644,1,161
M1_0248,,"""""",0.571,1,173
M1_0249,,"""""",0.377,1,92
M1_0250,,"""""",0.442,1,101
M1_0251,,"""""",0.579,1,133
M1_0252,,"""""",0.385,1,109
M1_0253,,"""""",0.382,1,85
M1_0254,,"""""",0.598,1,149
M1_0255,,"""""",0.587,1,139
M1_0256,,"""""",0.521,1,150
M1_0257,,"""""",0.475,1,109
M1_0258,,"""""",0.400,1,101
M1_0259,何,"""何""",0.709,2,161
M1_0260,,"""""",0.606,1,172
M1_0261,,"""""",0.524,1,129
M1_0262,主,"""主""",0.723,2,159
M1_0263,,"""""",0.466,1,128
M1_0264,,"""""",0.527,1,129
M1_0265,五,"""五""",0.667,2,150
M1_0266,,"""""",0.590,1,149
M1_0267,,"""""",0.541,1,139
M1_0268,,"""""",0.437,1,101
M1_0269,ម្រូវ,"""ម្រូវ""",0.842,11,117
M1_0270,,"""""",0.387,1,106
M1_0271,,"""""",0.512,1,128
M1_0272,,"""""",0.628,1,149
M1_0273,,"""""",0.535,1,128
M1_0274,,"""""",0.475,1,128
M1_0275,,"""""",0.485,1,117
M1_0276,,"""""",0.632,1,149
M1_0277,,"""""",0.493,1,129
M1_0278,```markdown  王偬 ```,"""```markdown\n\n王偬\n```""",0.830,10,137
M1_0279,,"""""",0.631,1,149
M1_0280,,"""""",0.499,1,128
M1_0281,,"""""",0.594,1,149
M1_0282,询,"""询""",0.519,2,125
M1_0283,,"""""",0.475,1,110
M1_0284,,"""""",0.414,1,119
M1_0285,,"""""",0.474,1,110
M1_0286,,"""""",0.556,1,137
M1_0287,,"""""",0.468,1,106
M1_0288,,"""""",0.447,1,117
M1_0289,,"""""",0.630,1,161
M1_0290,,"""""",0.556,1,139
M1_0291,,"""""",0.449,1,109
M1_0292,,"""""",0.429,1,119
M1_0293,,"""""",0.478,1,117
M1_0294,```markdown  牛侠 ```,"""```markdown\n\n牛侠\n```""",0.848,9,137
M1_0295,,"""""",0.618,1,161
M1_0296,,"""""",0.506,1,128
M1_0297,,"""""",0.554,1,137
M1_0298,,"""""",0.459,1,101
M1_0299,,"""""",0.575,1,150
M1_0300,,"""""",0.558,1,139
M1_0301,,"""""",0.649,1,161
M1_0302,,"""""",0.749,1,198
M1_0303,,"""""",0.522,1,128
M1_0304,,"""""",0.540,1,137
M1_0305,,"""""",0.624,1,161
M1_0306,,"""""",0.427,1,119
M1_0307,,"""""",0.593,1,139
M1_0308,。,"""。""",0.505,2,119
M1_0309,,"""""",0.499,1,129
M1_0310,刃,"""刃""",0.481,2,128
M1_0311,,"""""",0.522,1,128
M1_0312,,"""""",0.454,1,125
M1_0313,每,"""每""",0.674,2,161
M1_0314,,"""""",0.551,1,159
M1_0315,体,"""体""",0.699,2,172
M1_0316,几,"""几""",0.453,2,85
M1_0317,,"""""",0.543,1,139
M1_0318,,"""""",0.542,1,137
M1_0319,,"""""",0.410,1,101
M1_0320,+,"""+""",0.645,2,149
M1_0321,,"""""",0.494,1,139
M1_0322,庠,"""庠""",0.571,3,128
M1_0323,,"""""",0.587,1,149
M1_0324,,"""""",0.506,1,117
M1_0325,,"""""",0.413,1,117
M1_0326,,"""""",0.563,1,139
M1_0327,,"""""",0.600,1,149
M1_0328,,"""""",0.511,1,125
M1_0329,,"""""",0.439,1,119
M1_0330,,"""""",0.547,1,137
M1_0331,,"""""",0.375,1,85
M1_0332,,"""""",0.579,1,137
M1_0333,,"""""",0.429,1,119
M1_0334,,"""""",0.564,1,139
M1_0335,,"""""",0.551,1,128
M1_0336,,"""""",0.486,1,128
M1_0337,,"""""",0.487,1,119
M1_0338,,"""""",0.423,1,109
M1_0339,,"""""",0.434,1,95
M1_0340,,"""""",0.540,1,137
M1_0341,,"""""",0.648,1,173
M1_0342,,"""""",0.523,1,128
M1_0343,此,"""此""",0.621,2,139
M1_0344,,"""""",0.433,1,128
M1_0345,,"""""",0.595,1,139
M1_0346,,"""""",0.553,1,128
M1_0347,,"""""",0.553,1,139
M1_0348,,"""""",0.487,1,129
M1_0349,,"""""",0.568,1,139
M1_0350,,"""""",0.518,1,117
M1_0351,,"""""",0.523,1,137
M1_0352,,"""""",0.494,1,119
M1_0353,,"""""",0.381,1,93
M1_0354,,"""""",0.541,1,128
M1_0355,,"""""",0.431,1,117
M1_0356,,"""""",0.532,1,128
M1_0357,```,"""```""",0.481,2,109
M1_0358,,"""""",0.663,1,161
M1_0359,,"""""",0.448,1,125
M1_0360,,"""""",0.333,1,119
M1_0361,,"""""",0.406,1,139
M1_0362,,"""""",0.489,1,172
M1_0363,,"""""",0.458,1,172
M1_0364,,"""""",0.358,1,128
M1_0365,,"""""",0.544,1,161
M1_0366,,"""""",0.463,1,139
M1_0367,,"""""",0.466,1,129
M1_0368,,"""""",0.507,1,139
M1_0369,,"""""",0.441,1,137
M1_0370,,"""""",0.827,1,269
M1_0371,容,"""容""",0.545,2,139
M1_0372,,"""""",0.516,1,161
M1_0373,,"""""",0.432,1,117
M1_0374,,"""""",0.572,1,150
M1_0375,,"""""",0.422,1,128
M1_0376,,"""""",0.523,1,149
M1_0377,,"""""",0.431,1,129
M1_0378,,"""""",0.513,1,150
M1_0379,,"""""",0.578,1,161
M1_0380,,"""""",0.351,1,109
M1_0381,,"""""",0.514,1,137
M1_0382,,"""""",0.371,1,119
M1_0383,,"""""",0.571,1,161
M1_0384,,"""""",0.475,1,139
M1_0385,,"""""",0.598,1,172
M1_0386,,"""""",0.356,1,85
M1_0387,,"""""",0.543,1,172
M1_0388,,"""""",0.532,1,159
M1_0389,,"""""",0.508,1,139
M1_0390,,"""""",0.321,1,85
M1_0391,,"""""",0.439,1,117
M1_0392,,"""""",0.526,1,150
M1_0393,,"""""",0.487,1,139
M1_0394,,"""""",0.452,1,137
M1_0395,,"""""",0.524,1,149
M1_0396,,"""""",0.575,1,159
M1_0397,,"""""",0.495,1,139
M1_0398,,"""""",0.528,1,129
M1_0399,,"""""",0.612,1,149
M1_0400,,"""""",0.931,1,253
M1_0401,,"""""",0.871,1,224
M1_0402,,"""""",0.925,1,250
M1_0403,,"""""",0.811,1,194
M1_0404,,"""""",1.020,1,267
M1_0405,,"""""",0.759,1,221
M1_0406,,"""""",0.902,1,233
M1_0407,,"""""",0.760,1,221
M1_0408,,"""""",0.767,1,199
M1_0409,,"""""",1.045,1,267
M1_0410,,"""""",0.650,1,179
M1_0411,```markdown  時 ```,"""```markdown\n\n時\n```""",0.876,8,161
M1_0412,,"""""",0.820,1,225
M1_0413,,"""""",0.792,1,197
M1_0414,,"""""",0.835,1,216
M1_0415,,"""""",0.824,1,233
M1_0416,,"""""",0.928,1,253
M1_0417,,"""""",0.867,1,239
M1_0418,```markdown  ```,"""```markdown\n\n```""",1.204,6,281
M1_0419,,"""""",0.800,1,211
M1_0420,,"""""",1.022,1,263
M1_0421,,"""""",0.822,1,205
M1_0422,]?,"""]?""",0.919,3,245
M1_0423,,"""""",1.162,1,301
M1_0424,,"""""",0.909,1,267
M1_0425,,"""""",0.833,1,205
M1_0426,,"""""",0.934,1,267
M1_0427,,"""""",0.872,1,224
M1_0428,,"""""",0.832,1,233
M1_0429,,"""""",0.848,1,216
M1_0430,,"""""",1.067,1,267
M1_0431,,"""""",0.827,1,224
M1_0432,,"""""",1.064,1,267
M1_0433,,"""""",1.099,1,317
M1_0434,,"""""",0.803,1,199
M1_0435,,"""""",0.784,1,221
M1_0436,,"""""",0.748,1,194
M1_0437,,"""""",0.909,1,237
M1_0438,,"""""",0.922,1,250
M1_0439,,"""""",1.027,1,269
M1_0440,,"""""",0.751,1,216
M1_0441,,"""""",1.080,1,281
M1_0442,,"""""",0.750,1,205
M1_0443,,"""""",0.605,1,146
M1_0444,,"""""",0.954,1,253
M1_0445,,"""""",1.034,1,299
M1_0446,,"""""",1.034,1,263
M1_0447,,"""""",0.960,1,269
M1_0448,。,"""。""",0.905,2,224
M1_0449,,"""""",0.620,1,172
M1_0450,,"""""",1.024,1,285
M1_0451,,"""""",0.955,1,253
M1_0452,,"""""",0.585,1,146
M1_0453,,"""""",0.878,1,224
M1_0454,,"""""",1.147,1,317
M1_0455,明,"""明""",0.966,2,250
M1_0456,```markdown  時 ```,"""```markdown\n\n時\n```""",1.024,8,221
M1_0457,,"""""",0.844,1,211
M1_0458,,"""""",0.802,1,209
M1_0459,,"""""",1.037,1,284
M1_0460,,"""""",1.026,1,284
M1_0461,,"""""",0.805,1,209
M1_0462,,"""""",1.053,1,267
M1_0463,,"""""",0.762,1,221
M1_0464,,"""""",0.904,1,233
M1_0465,,"""""",0.978,1,276
M1_0466,,"""""",0.793,1,205
M1_0467,,"""""",0.822,1,211
M1_0468,,"""""",0.893,1,250
M1_0469,,"""""",0.962,1,239
M1_0470,,"""""",0.826,1,237
M1_0471,,"""""",0.814,1,216
M1_0472,,"""""",0.755,1,205
M1_0473,,"""""",0.893,1,233
M1_0474,,"""""",0.903,1,233
M1_0475,绚,"""绚""",0.855,2,224
M1_0476,,"""""",0.697,1,183
M1_0477,,"""""",0.704,1,185
M1_0478,,"""""",0.842,1,221
M1_0479,,"""""",0.976,1,250
M1_0480,,"""""",0.832,1,221
M1_0481,,"""""",1.449,1,369
M1_0482,,"""""",0.831,1,237
M1_0483,,"""""",0.915,1,239
M1_0484,,"""""",0.860,1,233
M1_0485,,"""""",0.630,1,161
M1_0486,,"""""",0.881,1,237
M1_0487,,"""""",0.752,1,221
M1_0488,,"""""",0.838,1,209
M1_0489,,"""""",0.941,1,267
M1_0490,,"""""",1.022,1,263
M1_0491,体,"""体""",1.036,2,299
M1_0492,,"""""",0.830,1,216
M1_0493,,"""""",0.408,1,81
M1_0494,,"""""",0.794,1,216
M1_0495,,"""""",0.931,1,239
M1_0496,,"""""",0.733,1,185
M1_0497,,"""""",0.895,1,250
M1_0498,,"""""",1.021,1,263
M1_0499,文,"""文""",0.998,2,284
M1_0500,,"""""",0.978,1,263
M1_0501,,"""""",0.970,1,267
M1_0502,,"""""",0.902,1,237
M1_0503,,"""""",0.989,1,281
M1_0504,山,"""山""",0.941,2,253
M1_0505,,"""""",0.755,1,194
M1_0506,,"""""",0.808,1,205
M1_0507,,"""""",0.461,1,109
M1_0508,,"""""",0.696,1,189
M1_0509,,"""""",0.964,1,267
M1_0510,```markdown  特 ```,"""```markdown\n\n特\n```""",0.849,8,150
M1_0511,,"""""",0.952,1,267
M1_0512,,"""""",0.781,1,194
M1_0513,,"""""",0.620,1,149
M1_0514,,"""""",0.748,1,194
M1_0515,,"""""",0.788,1,205
M1_0516,,"""""",0.872,1,250
M1_0517,俘,"""俘""",1.051,2,263
M1_0518,,"""""",0.607,1,146
M1_0519,,"""""",0.770,1,221
M1_0520,,"""""",1.085,1,285
M1_0521,```markdown  离 ```,"""```markdown\n\n离\n```""",0.722,8,137
M1_0522,,"""""",0.804,1,216
M1_0523,,"""""",0.955,1,253
M1_0524,,"""""",0.775,1,194
M1_0525,2,"""2""",0.926,2,233
M1_0526,,"""""",0.795,1,221
M1_0527,,"""""",0.821,1,211
M1_0528,,"""""",1.137,1,318
M1_0529,,"""""",0.938,1,239
M1_0530,,"""""",1.000,1,284
M1_0531,,"""""",0.918,1,253
M1_0532,,"""""",0.878,1,216
M1_0533,,"""""",0.699,1,205
M1_0534,诃,"""诃""",0.957,2,245
M1_0535,,"""""",0.817,1,253
M1_0536,,"""""",0.944,1,250
M1_0537,,"""""",0.807,1,209
M1_0538,```markdown  朱问 ```,"""```markdown\n\n朱问\n```""",0.897,9,179
M1_0539,,"""""",0.835,1,205
M1_0540,,"""""",0.862,1,263
M1_0541,,"""""",0.750,1,205
M1_0542,,"""""",0.960,1,250
M1_0543,,"""""",0.824,1,233
M1_0544,朱,"""朱""",1.037,2,253
M1_0545,,"""""",1.036,1,295
M1_0546,,"""""",1.004,1,263
M1_0547,,"""""",0.782,1,225
M1_0548,,"""""",0.757,1,197
M1_0549,,"""""",0.782,1,194
M1_0550,```markdown  馬滴 ```,"""```markdown\n\n馬滴\n```""",0.989,9,216
M1_0551,,"""""",0.921,1,224
M1_0552,,"""""",0.852,1,233
M1_0553,,"""""",0.892,1,237
M1_0554,,"""""",0.727,1,205
M1_0555,,"""""",0.979,1,281
M1_0556,,"""""",0.880,1,216
M1_0557,,"""""",0.912,1,254
M1_0558,,"""""",0.942,1,245
M1_0559,,"""""",0.968,1,269
M1_0560,,"""""",0.789,1,221
M1_0561,,"""""",0.925,1,267
M1_0562,,"""""",0.801,1,209
M1_0563,,"""""",0.900,1,224
M1_0564,,"""""",0.726,1,221
M1_0565,,"""""",0.953,1,250
M1_0566,,"""""",0.929,1,250
M1_0567,,"""""",0.807,1,211
M1_0568,,"""""",0.674,1,189
M1_0569,,"""""",1.050,1,317
M1_0570,,"""""",0.919,1,250
M1_0571,,"""""",0.950,1,269
M1_0572,,"""""",0.916,1,233
M1_0573,,"""""",0.683,1,189
M1_0574,,"""""",0.988,1,267
M1_0575,,"""""",0.799,1,197
M1_0576,,"""""",0.970,1,285
M1_0577,,"""""",0.864,1,221
M1_0578,.,""".""",0.676,2,173
M1_0579,,"""""",0.875,1,216
M1_0580,,"""""",0.905,1,237
M1_0581,,"""""",0.957,1,267
M1_0582,,"""""",0.887,1,233
M1_0583,,"""""",0.793,1,221
M1_0584,,"""""",0.910,1,250
M1_0585,,"""""",0.757,1,197
M1_0586,,"""""",1.043,1,284
M1_0587,,"""""",0.700,1,179
M1_0588,,"""""",0.953,1,284
M1_0589,,"""""",0.978,1,253
M1_0590,,"""""",0.902,1,253
M1_0591,,"""""",1.039,1,284
M1_0592,,"""""",0.767,1,209
M1_0593,,"""""",0.907,1,245
M1_0594,,"""""",0.894,1,227
M1_0595,,"""""",0.830,1,237
M1_0596,,"""""",0.729,1,183
M1_0597,,"""""",0.865,1,250
M1_0598,,"""""",0.687,1,182
M1_0599,ប្រាក់,"""ប្រាក់""",1.238,12,237
