sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M1_0167,,"""""",0.915,1,372
M1_0168,,"""""",1.024,1,311
M1_0169,,"""""",1.205,1,525
M1_0170,答,"""答""",1.193,2,322
M1_0171,,"""""",1.397,1,449
M1_0172,,"""""",1.213,1,349
M1_0173,,"""""",1.137,1,462
M1_0174,,"""""",1.105,1,464
M1_0175,,"""""",0.987,1,318
M1_0176,,"""""",1.067,1,351
M1_0177,,"""""",1.021,1,442
M1_0178,,"""""",1.261,1,412
M1_0179,答：,"""答：""",1.086,3,312
M1_0180,,"""""",1.185,1,404
M1_0181,,"""""",1.039,1,327
M1_0182,,"""""",1.246,1,468
M1_0183,,"""""",1.246,1,388
M1_0184,,"""""",0.900,1,333
M1_0185,答：,"""答：""",1.245,3,333
M1_0186,答：尬,"""答：尬""",0.917,4,286
M1_0187,,"""""",1.407,1,504
M1_0188,,"""""",1.314,1,403
M1_0189,,"""""",1.112,1,515
M1_0190,,"""""",1.195,1,356
M1_0191,,"""""",1.245,1,485
M1_0192,答：炷,"""答：炷""",1.318,5,339
M1_0193,,"""""",0.891,1,331
M1_0194,,"""""",1.310,1,572
M1_0195,,"""""",1.148,1,398
M1_0196,答：栐,"""答：栐""",1.156,5,316
M1_0197,,"""""",1.091,1,396
M1_0198,,"""""",1.170,1,379
M1_0199,,"""""",0.965,1,357
M1_0200,,"""""",0.612,1,219
M1_0201,,"""""",0.553,1,203
M1_0202,,"""""",0.472,1,167
M1_0203,,"""""",0.639,1,263
M1_0204,,"""""",0.564,1,180
M1_0205,,"""""",0.547,1,232
M1_0206,,"""""",0.734,1,307
M1_0207,,"""""",0.604,1,267
M1_0208,,"""""",0.403,1,167
M1_0209,,"""""",0.702,1,369
M1_0210,答：嘤,"""答：嘤""",0.641,5,168
M1_0211,,"""""",0.526,1,186
M1_0212,"Wait, the character in the image is ""","""Wait, the character in the image is \""""",0.821,12,187
M1_0213,答：嘤,"""答：嘤""",0.636,5,166
M1_0214,"Wait, the character in the image is ""翁"". The","""Wait, the character in the image is \""翁\"".\nThe""",0.873,12,201
M1_0215,,"""""",0.575,1,183
M1_0216,"Wait, the image shows ""七生"" at the top","""Wait, the image shows \""七生\"" at the top""",0.981,12,234
M1_0217,,"""""",0.600,1,203
M1_0218,,"""""",0.667,1,265
M1_0219,"Wait, the character in question is ""儀"". The","""Wait, the character in question is \""儀\"".\nThe""",0.889,12,234
M1_0220,,"""""",0.497,1,181
M1_0221,,"""""",0.569,1,278
M1_0222,,"""""",0.545,1,190
M1_0223,,"""""",0.578,1,237
M1_0224,,"""""",0.579,1,211
M1_0225,"Wait, the character in question is ""待"". The word","""Wait, the character in question is \""待\"".\nThe word""",0.997,12,228
M1_0226,,"""""",0.904,1,371
M1_0227,,"""""",0.546,1,250
M1_0228,"Wait, the character in question is ""待"". It's a","""Wait, the character in question is \""待\"". It's a""",0.921,12,238
M1_0229,,"""""",0.512,1,163
M1_0230,,"""""",0.748,1,492
M1_0231,,"""""",0.653,1,236
M1_0232,,"""""",0.633,1,269
M1_0233,,"""""",0.528,1,146
M1_0234,答：嘤,"""答：嘤""",0.806,5,198
M1_0235,,"""""",0.637,1,283
M1_0236,,"""""",0.685,1,250
M1_0237,,"""""",0.607,1,238
M1_0238,,"""""",0.634,1,214
M1_0239,答：𣋾,"""答：𣋾""",0.840,7,195
M1_0240,答：悅,"""答：悅""",0.603,5,142
M1_0241,,"""""",0.842,1,352
M1_0242,"Wait, the character in question is ""生"". The word","""Wait, the character in question is \""生\"".\nThe word""",0.959,12,214
M1_0243,,"""""",0.594,1,242
M1_0244,"Wait, the character in question is ""徳"". It's","""Wait, the character in question is \""徳\"". It's""",0.976,12,243
M1_0245,答,"""答""",0.598,2,178
M1_0246,,"""""",0.663,1,183
M1_0247,,"""""",0.679,1,250
M1_0248,,"""""",0.835,1,533
M1_0249,,"""""",0.463,1,157
M1_0250,"Wait, the character in question is ""烏祀祠","""Wait, the character in question is \""烏祀祠""",0.884,12,208
M1_0251,答：𩖍,"""答：𩖍""",0.700,7,189
M1_0252,,"""""",0.508,1,255
M1_0253,,"""""",0.494,1,282
M1_0254,,"""""",0.671,1,232
M1_0255,,"""""",0.607,1,214
M1_0256,,"""""",0.652,1,225
M1_0257,,"""""",0.652,1,339
M1_0258,,"""""",0.540,1,381
M1_0259,,"""""",0.867,1,540
M1_0260,,"""""",0.714,1,265
M1_0261,,"""""",0.514,1,189
M1_0262,,"""""",0.604,1,181
M1_0263,,"""""",0.655,1,309
M1_0264,,"""""",0.542,1,243
M1_0265,,"""""",0.647,1,239
M1_0266,,"""""",0.740,1,375
M1_0267,,"""""",0.614,1,334
M1_0268,"Wait, the character in question is ""坐"". The word","""Wait, the character in question is \""坐\"".\nThe word""",0.861,12,198
M1_0269,,"""""",0.594,1,315
M1_0270,答：嘤,"""答：嘤""",0.571,5,155
M1_0271,,"""""",0.583,1,202
M1_0272,,"""""",0.682,1,297
M1_0273,"Wait, the character in the image is ""侩"".","""Wait, the character in the image is \""侩\"".\n""",0.875,12,215
M1_0274,"Wait, the character in question is ""連"". The character","""Wait, the character in question is \""連\"".\nThe character""",0.939,12,203
M1_0275,答：栐,"""答：栐""",0.633,5,166
M1_0276,"Wait, the image shows ""礼"" and ""禮","""Wait, the image shows \""礼\"" and \""禮""",0.979,12,263
M1_0277,答：暃,"""答：暃""",0.701,5,178
M1_0278,,"""""",0.558,1,243
M1_0279,"Wait, the character in the image is ""徳"".","""Wait, the character in the image is \""徳\"".\n""",1.010,12,255
M1_0280,,"""""",0.611,1,217
M1_0281,,"""""",0.636,1,346
M1_0282,,"""""",0.617,1,379
M1_0283,"Wait, the character in question is ""𠄜","""Wait, the character in question is \""𠄜""",0.884,12,217
M1_0284,,"""""",0.565,1,341
M1_0285,,"""""",0.579,1,266
M1_0286,,"""""",0.574,1,179
M1_0287,,"""""",0.447,1,241
M1_0288,,"""""",0.587,1,251
M1_0289,,"""""",0.723,1,279
M1_0290,答：𫺲,"""答：𫺲""",0.711,7,192
M1_0291,答：嘤,"""答：嘤""",0.596,5,158
M1_0292,答：尴,"""答：尴""",0.645,4,194
M1_0293,,"""""",0.568,1,206
M1_0294,,"""""",0.581,1,287
M1_0295,𫮒,"""𫮒""",0.816,5,195
M1_0296,答：栐,"""答：栐""",0.688,5,177
M1_0297,,"""""",0.580,1,243
M1_0298,,"""""",0.503,1,195
M1_0299,,"""""",0.690,1,227
M1_0300,,"""""",0.569,1,274
M1_0301,𠨱,"""𠨱""",0.952,5,395
M1_0302,,"""""",0.771,1,304
M1_0303,,"""""",0.568,1,217
M1_0304,"Wait, the character in the image is ""ヌ","""Wait, the character in the image is \""ヌ """,0.966,12,210
M1_0305,,"""""",0.628,1,196
M1_0306,𱐩 𱝮,"""𱐩 𱝮 """,0.919,12,225
M1_0307,,"""""",0.588,1,189
M1_0308,,"""""",0.456,1,165
M1_0309,,"""""",0.602,1,224
M1_0310,𠖠,"""𠖠""",0.702,5,211
M1_0311,答：嘀,"""答：嘀""",0.638,5,190
M1_0312,,"""""",0.533,1,198
M1_0313,𬠱,"""𬠱""",0.821,5,225
M1_0314,,"""""",0.661,1,242
M1_0315,,"""""",0.728,1,242
M1_0316,,"""""",0.420,1,168
M1_0317,"Wait, the character in question is ""𤔑","""Wait, the character in question is \""𤔑""",0.932,12,223
M1_0318,"Wait, the character in the image is ""悋"".","""Wait, the character in the image is \""悋\"".\n""",1.009,12,271
M1_0319,,"""""",0.536,1,181
M1_0320,,"""""",0.577,1,244
M1_0321,,"""""",0.650,1,274
M1_0322,,"""""",0.590,1,217
M1_0323,,"""""",0.693,1,383
M1_0324,,"""""",0.630,1,274
M1_0325,"Wait, the character in the image is ""","""Wait, the character in the image is \""""",0.865,12,174
M1_0326,,"""""",0.499,1,181
M1_0327,,"""""",0.668,1,196
M1_0328,,"""""",0.552,1,222
M1_0329,,"""""",0.508,1,192
M1_0330,,"""""",0.523,1,159
M1_0331,,"""""",0.523,1,367
M1_0332,,"""""",0.680,1,288
M1_0333,,"""""",0.483,1,162
M1_0334,,"""""",0.680,1,351
M1_0335,,"""""",0.559,1,175
M1_0336,,"""""",0.516,1,150
M1_0337,,"""""",0.573,1,241
M1_0338,"Wait, the character in question is ""𠵩","""Wait, the character in question is \""𠵩""",0.872,12,204
M1_0339,答：𨖲,"""答：𨖲""",0.620,7,149
M1_0340,,"""""",0.646,1,272
M1_0341,,"""""",0.765,1,262
M1_0342,"Wait, the character in question is ""𧁷","""Wait, the character in question is \""𧁷""",0.872,12,198
M1_0343,,"""""",0.597,1,200
M1_0344,,"""""",0.631,1,267
M1_0345,,"""""",0.533,1,234
M1_0346,,"""""",0.566,1,208
M1_0347,,"""""",0.635,1,199
M1_0348,,"""""",0.609,1,263
M1_0349,,"""""",0.591,1,226
M1_0350,"Wait, the character in question is ""洟"". It's","""Wait, the character in question is \""洟\"". It's""",0.858,12,193
M1_0351,答：澶,"""答：澶""",0.648,5,162
M1_0352,"Wait, the character in question is ""烏祀祠","""Wait, the character in question is \""烏祀祠""",0.894,12,226
M1_0353,"Wait, the character in question is ""連"". The word","""Wait, the character in question is \""連\"".\nThe word""",0.876,12,227
M1_0354,,"""""",0.546,1,221
M1_0355,,"""""",0.615,1,351
M1_0356,,"""""",0.681,1,263
M1_0357,"Wait, the character in the image is ""呐"". The","""Wait, the character in the image is \""呐\"".\nThe""",0.746,12,171
M1_0358,,"""""",0.640,1,221
M1_0359,答：,"""答：""",0.584,3,174
M1_0360,,"""""",0.458,1,163
M1_0361,,"""""",0.618,1,219
M1_0362,,"""""",0.707,1,242
M1_0363,答：暃,"""答：暃""",0.798,5,221
M1_0364,,"""""",0.677,1,349
M1_0365,,"""""",0.731,1,214
M1_0366,,"""""",0.585,1,320
M1_0367,,"""""",0.567,1,203
M1_0368,"Wait, the character in question is ""𧁷","""Wait, the character in question is \""𧁷""",0.969,12,209
M1_0369,,"""""",0.563,1,210
M1_0370,,"""""",1.078,1,368
M1_0371,𥞞,"""𥞞""",0.727,5,239
M1_0372,,"""""",0.660,1,212
M1_0373,"Wait, the character in the image is ""嶄","""Wait, the character in the image is \""嶄""",0.846,12,193
M1_0374,,"""""",0.580,1,207
M1_0375,"Wait, the character in question is ""幾"". It's","""Wait, the character in question is \""幾\"". It's""",0.928,12,211
M1_0376,,"""""",0.650,1,244
M1_0377,答：栐,"""答：栐""",0.632,5,178
M1_0378,答：澖,"""答：澖""",0.751,5,199
M1_0379,,"""""",0.776,1,296
M1_0380,,"""""",0.391,1,159
M1_0381,,"""""",0.648,1,272
M1_0382,,"""""",0.574,1,254
M1_0383,,"""""",0.702,1,263
M1_0384,,"""""",0.577,1,199
M1_0385,,"""""",0.708,1,245
M1_0386,,"""""",0.461,1,158
M1_0387,,"""""",0.707,1,307
M1_0388,,"""""",0.711,1,213
M1_0389,,"""""",0.637,1,203
M1_0390,,"""""",0.322,1,107
M1_0391,"Wait, the character in the image is ""","""Wait, the character in the image is \""""",0.843,12,177
M1_0392,,"""""",0.707,1,246
M1_0393,,"""""",0.534,1,209
M1_0394,,"""""",0.662,1,264
M1_0395,"Wait, the character in question is ""欽"" (","""Wait, the character in question is \""欽\"" (""",1.013,12,267
M1_0396,答：,"""答：""",0.702,3,208
M1_0397,,"""""",0.578,1,183
M1_0398,,"""""",0.593,1,218
M1_0399,,"""""",0.644,1,284
M1_0400,,"""""",1.121,1,564
M1_0401,,"""""",1.051,1,584
M1_0402,,"""""",0.984,1,312
M1_0403,,"""""",0.747,1,267
M1_0404,,"""""",1.055,1,370
M1_0405,,"""""",0.929,1,455
M1_0406,,"""""",0.901,1,284
M1_0407,,"""""",0.943,1,373
M1_0408,,"""""",0.773,1,369
M1_0409,,"""""",1.070,1,356
M1_0410,,"""""",0.683,1,243
M1_0411,,"""""",0.818,1,395
M1_0412,,"""""",0.873,1,257
M1_0413,,"""""",0.771,1,331
M1_0414,,"""""",0.899,1,338
M1_0415,,"""""",0.891,1,309
M1_0416,,"""""",1.041,1,359
M1_0417,,"""""",1.068,1,571
M1_0418,,"""""",1.155,1,355
M1_0419,,"""""",0.766,1,238
M1_0420,答：嘀,"""答：嘀""",1.182,5,325
M1_0421,,"""""",0.859,1,386
M1_0422,,"""""",1.046,1,397
M1_0423,,"""""",1.159,1,390
M1_0424,,"""""",1.108,1,440
M1_0425,,"""""",0.792,1,247
M1_0426,,"""""",1.007,1,307
M1_0427,"Wait, the image shows ""礼"" at the top.","""Wait, the image shows \""礼\"" at the top.\n""",1.253,12,320
M1_0428,,"""""",0.952,1,333
M1_0429,,"""""",0.866,1,286
M1_0430,答：𬑉,"""答：𬑉""",1.221,7,326
M1_0431,剿,"""剿""",1.111,2,640
M1_0432,,"""""",1.014,1,340
M1_0433,,"""""",1.212,1,377
M1_0434,,"""""",0.816,1,301
M1_0435,,"""""",0.929,1,348
M1_0436,,"""""",0.902,1,474
M1_0437,,"""""",1.034,1,458
M1_0438,,"""""",1.003,1,506
M1_0439,,"""""",1.048,1,386
M1_0440,,"""""",0.832,1,289
M1_0441,,"""""",1.170,1,440
M1_0442,答：𠦓,"""答：𠦓""",0.920,7,246
M1_0443,"Wait, the image shows ""生"" at the top.","""Wait, the image shows \""生\"" at the top.\n""",1.005,12,243
M1_0444,"Wait, the character in the image is ""待"". The","""Wait, the character in the image is \""待\"".\nThe""",1.307,12,352
M1_0445,答：嘤,"""答：嘤""",1.238,5,359
M1_0446,答：喬,"""答：喬""",1.172,5,324
M1_0447,,"""""",1.039,1,323
M1_0448,,"""""",0.887,1,304
M1_0449,,"""""",0.783,1,381
M1_0450,,"""""",0.953,1,317
M1_0451,,"""""",1.054,1,430
M1_0452,,"""""",0.679,1,376
M1_0453,,"""""",1.043,1,454
M1_0454,答：穝,"""答：穝""",1.264,5,366
M1_0455,,"""""",1.028,1,330
M1_0456,,"""""",0.940,1,455
M1_0457,,"""""",0.845,1,279
M1_0458,,"""""",0.910,1,264
M1_0459,,"""""",1.145,1,518
M1_0460,,"""""",1.083,1,373
M1_0461,,"""""",0.849,1,258
M1_0462,答：樞,"""答：樞""",1.110,5,316
M1_0463,,"""""",0.881,1,337
M1_0464,,"""""",1.029,1,349
M1_0465,,"""""",0.984,1,324
M1_0466,,"""""",0.809,1,243
M1_0467,,"""""",0.830,1,298
M1_0468,,"""""",1.041,1,355
M1_0469,,"""""",0.891,1,281
M1_0470,,"""""",0.924,1,312
M1_0471,,"""""",0.894,1,289
M1_0472,答：𡲌,"""答：𡲌""",0.932,7,264
M1_0473,,"""""",0.920,1,282
M1_0474,,"""""",0.928,1,396
M1_0475,,"""""",0.934,1,283
M1_0476,,"""""",0.704,1,300
M1_0477,,"""""",1.041,1,694
M1_0478,,"""""",0.888,1,294
M1_0479,,"""""",0.874,1,305
M1_0480,,"""""",0.883,1,286
M1_0481,,"""""",1.384,1,485
M1_0482,,"""""",0.972,1,331
M1_0483,,"""""",0.940,1,375
M1_0484,,"""""",0.967,1,385
M1_0485,,"""""",0.636,1,231
M1_0486,,"""""",0.966,1,353
M1_0487,,"""""",0.878,1,285
M1_0488,答：栄,"""答：栄""",0.924,5,258
M1_0489,"Wait, the character in the image is ""命"". The","""Wait, the character in the image is \""命\"".\nThe""",1.385,12,329
M1_0490,,"""""",1.028,1,352
M1_0491,,"""""",1.109,1,369
M1_0492,,"""""",0.829,1,255
M1_0493,---,"""---""",0.430,2,122
M1_0494,,"""""",0.823,1,278
M1_0495,答：桅,"""答：桅""",1.093,5,299
M1_0496,,"""""",0.849,1,419
M1_0497,,"""""",0.982,1,313
M1_0498,,"""""",1.047,1,379
M1_0499,答：沔,"""答：沔""",1.182,5,313
M1_0500,,"""""",0.983,1,352
M1_0501,,"""""",1.107,1,453
M1_0502,,"""""",0.905,1,317
M1_0503,,"""""",1.074,1,387
M1_0504,𰨂,"""𰨂""",1.168,5,360
M1_0505,,"""""",0.834,1,264
M1_0506,,"""""",0.827,1,294
M1_0507,,"""""",0.415,1,186
M1_0508,,"""""",0.788,1,291
M1_0509,,"""""",1.063,1,383
M1_0510,,"""""",0.694,1,384
M1_0511,,"""""",1.015,1,310
M1_0512,答：嘀,"""答：嘀""",0.878,5,256
M1_0513,答：愘,"""答：愘""",0.762,5,197
M1_0514,,"""""",0.910,1,554
M1_0515,,"""""",0.920,1,414
M1_0516,,"""""",0.957,1,320
M1_0517,保,"""保""",1.134,2,543
M1_0518,,"""""",0.665,1,251
M1_0519,,"""""",0.790,1,263
M1_0520,,"""""",1.212,1,519
M1_0521,,"""""",0.534,1,212
M1_0522,,"""""",0.927,1,414
M1_0523,,"""""",1.084,1,535
M1_0524,,"""""",0.798,1,316
M1_0525,,"""""",0.929,1,282
M1_0526,,"""""",1.064,1,581
M1_0527,答：𫿐,"""答：𫿐""",1.071,7,305
M1_0528,,"""""",1.268,1,485
M1_0529,答：塊,"""答：塊""",1.064,5,266
M1_0530,,"""""",1.058,1,339
M1_0531,,"""""",1.063,1,392
M1_0532,"Wait, the character in question is ""苼"". The","""Wait, the character in question is \""苼\"".\nThe""",1.257,12,333
M1_0533,,"""""",0.791,1,280
M1_0534,,"""""",0.954,1,295
M1_0535,,"""""",1.085,1,474
M1_0536,,"""""",1.053,1,484
M1_0537,,"""""",0.906,1,285
M1_0538,答：栄,"""答：栄""",0.799,5,228
M1_0539,答：伽,"""答：伽""",0.934,4,290
M1_0540,,"""""",1.020,1,350
M1_0541,"Wait, the character in question is ""隥"" (","""Wait, the character in question is \""隥\"" (""",1.177,12,317
M1_0542,,"""""",1.102,1,484
M1_0543,,"""""",0.928,1,301
M1_0544,答：栐,"""答：栐""",1.047,5,302
M1_0545,,"""""",1.156,1,435
M1_0546,,"""""",1.070,1,497
M1_0547,𠨱,"""𠨱""",1.162,5,459
M1_0548,,"""""",0.770,1,277
M1_0549,,"""""",0.787,1,274
M1_0550,答：𠸠,"""答：𠸠""",1.021,7,260
M1_0551,,"""""",0.981,1,382
M1_0552,,"""""",0.922,1,330
M1_0553,,"""""",0.971,1,374
M1_0554,,"""""",0.809,1,248
M1_0555,,"""""",1.068,1,462
M1_0556,,"""""",0.907,1,303
M1_0557,,"""""",0.927,1,276
M1_0558,,"""""",1.058,1,426
M1_0559,答：炷,"""答：炷""",1.056,5,291
M1_0560,,"""""",0.960,1,442
M1_0561,答：炷,"""答：炷""",1.107,5,289
M1_0562,"Wait, the character in the image is ""冷姈","""Wait, the character in the image is \""冷姈""",1.213,12,310
M1_0563,,"""""",0.865,1,340
M1_0564,,"""""",0.871,1,253
M1_0565,,"""""",1.007,1,323
M1_0566,,"""""",1.013,1,345
M1_0567,,"""""",0.788,1,281
M1_0568,答：𫔳,"""答：𫔳""",0.963,7,238
M1_0569,,"""""",1.178,1,380
M1_0570,,"""""",1.072,1,445
M1_0571,,"""""",1.007,1,344
M1_0572,,"""""",0.909,1,297
M1_0573,𬧻,"""𬧻""",0.936,5,324
M1_0574,答：嘹,"""答：嘹""",1.106,5,327
M1_0575,"Wait, the character in the image is ""瀝"".","""Wait, the character in the image is \""瀝\"".\n""",1.194,12,306
M1_0576,,"""""",1.096,1,334
M1_0577,答：𬙖,"""答：𬙖""",1.067,7,263
M1_0578,,"""""",0.756,1,268
M1_0579,答：栐,"""答：栐""",0.971,5,275
M1_0580,,"""""",0.829,1,310
M1_0581,,"""""",1.067,1,311
M1_0582,,"""""",0.904,1,332
M1_0583,,"""""",0.892,1,304
M1_0584,,"""""",1.042,1,534
M1_0585,,"""""",0.819,1,247
M1_0586,答：遺,"""答：遺""",1.117,5,314
M1_0587,,"""""",0.720,1,249
M1_0588,,"""""",1.059,1,367
M1_0589,,"""""",1.092,1,564
M1_0590,,"""""",0.985,1,326
M1_0591,,"""""",1.107,1,400
M1_0592,答：栊,"""答：栊""",0.973,5,258
M1_0593,,"""""",0.967,1,412
M1_0594,,"""""",0.942,1,299
M1_0595,,"""""",0.905,1,344
M1_0596,,"""""",0.835,1,378
M1_0597,,"""""",0.941,1,323
M1_0598,答,"""答""",0.770,2,231
M1_0599,,"""""",0.971,1,330
