sample_id,pred,col_pred,col_kinh,pos,align_op,col_lev,n_col_pred,sec
M1_0018,容,遠悲容几廣者呓兕几庫中叢遺,麻渚柴主遣悲察几屠貴咲異几庫中𫈼遣,6,sub,12,13,1.317
M1_0019,吏,吏朱旦庾尼麽衢者罤奇体仍兼,至珠鋒之改珠旦厥侘廉衛益𫠉昇衛体仍教斯,4,sub,16,13,1.364
M1_0020,德,著庄美奇蚕其底不入異事罪磊弇圣托誓主毒德,署注羙寿𫊫共㡳不伐罪事罪磊弇圣批箸本寺德,19,eq,13,20,1.159
M1_0021,寻,明寻源体本遁哭云奇恨忿聂超求共徕王蚕朱县,共旦明㝵原体本遁哭云壽唄𫝕各琵鐘水共銜主丞朱某,3,sub,15,20,0.995
M1_0022,赦,赦碎景庄踈誷之舜容女其頁尔压麻庄拷,好主五秋真赦碎㝵庄踈朝之舞衣女共嗔而丕麻庄特,5,eq,14,17,1.125
M1_0023,筱,率冷慷判筱衣俅亭而王麻在,固暎䍐仍黄庫冷亷麻判浪衣𰂸庫而丕麻庄,10,sub,13,12,1.063
M1_0024,朱,朱特助几庫中泣每朱年天下會导異,店尋柳朱特𦔳几庫巾泣每尼朱年天下㑹㝵異,12,eq,8,15,1.036
M1_0025,,寻也咸坤欣佬寻辕,下餘奉㝵祀乙歳坤欣僥㝵豬,3,del,10,8,0.711
M1_0026,,认得罢近,天堂欺入㝵也特罢近𫞓,1,del,8,4,0.547
M1_0027,,奴救僻如赦鹿寻初启戎早妇生罷寺醉鴏哥,碎庄夭奴赦𥓓如赦僥㝵𭃡尼戎平奴庄艮寺碎結尋,1,del,16,18,1.246
M1_0028,命,弄寻建愁命它烬衣王寻庄借尔啃裤邑建,穌由穌煬弄㝵建老命包死衣丕淂注侍冬官𥙷包厘,8,eq,17,17,1.232
M1_0029,关,关加琵末导碐旦琶久連笆印翡是必福,齒㝵偃矣加毸末㝵殿旦腮氏連色即酎㝵置百福,3,sub,15,16,1.403
M1_0030,,等些奇咒必帳庇祕固埃旦夏求鬢事之庄皮,麻浅㝵号号些寺䍐外瘧麻祗固埃旦頁求願事之庄皮,2,del,13,18,1.580
M1_0031,卷,李建遺祿僳李朱寻餘卷徐吆棼,牢在涿㤙季吏遣祀𰂸孛朱㝵除悲除屹弇毛,14,sub,17,13,1.143
M1_0032,歳,恩歹主蚕蘅尼倚巴迈巴歳军虎劣,孔寿㝵連扆陁恩好主忝解君碎乇巴返巴歳平歳好,17,eq,16,14,1.345
M1_0033,鐳,子朱掇鐳双救如傏吞赦几恣庄賤吏曰書朱本道,序獅子朱據矯奴赦如僥吞赦几𢡖庄懷吏曰書朱本道,5,sub,9,20,1.608
M1_0034,等,奇閑連朱斷聗清周礼因必事選尼義等,馬憙寺個連朱銜耿渚因礼因必事還尼蔑㝵,17,sub,11,16,1.184
M1_0035,木,科真思寻朱簡昌罘其祀厲木驹麻仑,官建代判真思㝵朱簡昌罡女祕胸𤎉木硇麻辰,15,eq,12,15,1.266
M1_0036,五,道庄固怨援事困朱綿詩綱拱不稽朱几公五,𭺾几固道生固慰族弄𡖋事困朱魏寺𡚖拱不福朱衣丕,21,sub,15,18,1.238
M1_0037,麻,几庫中戎堀拧雬烏雲為麻竨寻連欺拮,灵魂几庫中戌塊矜萬烏膏馮麻綽㝵連欺拮,12,eq,10,16,1.392
M1_0038,麻,靜辯过代景罘嘾瑪麻旦雮凌泓私阿役街道,女吮𭔿堊静㐌过代㝵罢署瑪麻旦敬凌汪祗所役徒道,12,eq,14,18,1.283
M1_0039,群,斧蓙沘嘈共谷梵四德主支秋诸固鋕謁泣天下麻群於,𭃡欺弃垩批晋共各兹四徳主支秋渚固𣄳謁泣天下麻群於,22,eq,11,22,1.321
M1_0040,强,罪加几毛待旦座德主技强判察啰文罘召姑挨,称罪如几㐌伶旦座徳主技樞判察得又举召然授,11,sub,11,19,1.410
M1_0041,主,明低分旦敢謁氏未音主丕秡穌出穇祕形招如初,一日批𣈆明低分旦取謁在耒㫖好主石移穌由穌祀形炤如𭃡,14,eq,16,20,1.535
M1_0042,,命歌師子旦体壳圣奴勇多歇麻等冕,麻佇命欺師子旦体壳圣寺奴豸多歇麻㝵百,0,del,7,15,1.097
M1_0043,施,麻走又氏異德王府朱団黃為施亵禊正握,碪黄麻產多氏異徳主昼宋困丿黄為施幾襖丕樞,15,eq,15,17,1.382
M1_0044,正,礼齐玺厄罘迈表偂正查巴伋為其打為道於甕,礼各聖尼昇近衣传正查呂假為共抑為道於魂,8,eq,12,19,1.260
M1_0045,弹,周法声灵麻遇麻酝等弹骨信好主支,君餘固法声羡麻遇麻醖緗㝵弹𭔿信好主支,12,eq,8,15,1.254
M1_0046,事,前要壮怨女麻百受事前势常域别省断浪,用府要仕怨奴麻可幾亊寿将紫域别省断服,9,sub,11,17,1.342
M1_0047,寻,色朱寻懧吏溛骨釘遤徐体正奇,各鬼而攸弄懶色朱㝵慱吏浪眉新悲除体丕詩,8,sub,15,13,1.311
M1_0048,奇,宮陌妷玊耸堇眉羚伍兼奇欣滓,瑪石固官昇酉姑代打𭔿垩複眉鼐乇蕤奇欣茂,16,eq,16,13,1.422
M1_0049,弄,寻些喻自痕绩扎唐中弄恒想德主违我主难碎,雄碎㝵些噲浪纊批屠爲中弄恒想徳主主秋冊主衆暉,11,eq,15,19,1.179
M1_0050,秋,功義共福万罘体至支秋欺冒罘代共喧,加固曉功𭪙共福知果体知至支秋敗冒囉代共哨,13,eq,10,16,1.108
M1_0051,断,未灵魂断司冤在宜剐吒麻邦囫柒吧建隊,麻補末灵魂断育晃在直剤吒麻邦崮柒代建隊,5,eq,9,17,1.323
M1_0052,之,事之毒學所無役因奏得外石麻庄体埃旦,吿事之寺㝵所每役因戛得外可丕麻庒体侯旦,2,eq,9,17,1.036
M1_0053,達,何菝焉排達旦時麳既及猟寻而曰年祐剪各本,尚阿移烏排逹旦時輝瓦衣摂㝵而曰𬻝被朔各本,5,sub,13,19,1.387
M1_0054,庫,朱几庫梁久陸麻中弄庄同畜拱礼巴迈碾伯施鸳,朱几庫架入油麻中弄在冏寺拱礼巴返碾伯施矯,2,eq,8,20,1.395
M1_0055,,谷曰母庄燒意通化分毒芸安於坦賖分毒只折馬,空麻罢各曰每庄燒意述似分寺兹多於坦賖分寺召折馬,0,del,12,20,1.213
M1_0056,走,麻底兮杜稗尔之沛麻奇天下令走麻,不丕詩陣漂麻浪𭔿杜碎而之神麻奇天下会吏麻,18,sub,12,15,1.279
M1_0057,肃,其朱妑垂哻欲罤悃炬共戀百肃哗頁共歹,庄蛭共朱妃垩呷𰙔罪愧奴共據与寺𥓓嗔共歹,14,sub,15,17,1.272
M1_0058,驭,消寻生寿連去祕驭裷即城萤猘咒,官衣漭蜀景孔生壽運貪古祀馭祗即城塟肉獅罷,12,sub,17,14,1.259
M1_0059,,者劉几跪奇紶特兀思暗奇塊唐功業斧堇衣,几最相寺創几堠寺結特几鬼暗寺塊為功業𭔿垩衣,1,del,14,18,1.379
M1_0060,至,命凛小斧至久嘶省事百王甫旦永寻麻垂末安慰,常命原并垩氏蜯省事百壬南旦永㝵麻蠒末安慰,4,sub,11,20,1.421
M1_0061,公,如勃年迸底朱五主歡群响調公寺卿子旦畏寻折,文𭺛碎𣵀如勃年迸底朱好主支秋欺群咽調衣寺獅子旦限景我,18,sub,14,20,1.184
M1_0062,其,共孔稹斧取谷其而蓖了朱年夜計我車石磊陇酹兮垂范,之共几撰斧奴斧其而葩古朱年衣計移率磊僥面𭔿里苑,7,eq,16,23,1.335
M1_0063,事,中妃罪后居亂事庫世間,而兹餘塟中衣石妃垩君召哈事庫帯世間啓,12,eq,12,10,1.009
M1_0064,事,呌履裍柒喛救事磊朱辞其罢思次砰旦低,煙法麻呌扆祖棐嗔救事磊朱碎其罢鬼次群旦低,9,eq,10,17,1.397
M1_0065,,朱特先衙边意歌旦流夏先哭焉著拈匠久共伝,多唐車朱特䆒衛边意歡旦隨真先異瑪署姑屠取共信,0,del,15,19,1.401
M1_0066,庄,事打庄不导能收事众旦骋色断生毒在图,矯消事折庄丕㝵能汝事久旦得辦色則生寺庄因,4,eq,13,17,1.339
M1_0067,毒,毒谷曰经城尼寻連宜毒冷又曰任耳麻喛赦,内实寿苓共曰每城君㝵連直者心冷共曰任其麻真赦,3,sub,14,18,1.546
M1_0068,法,罘磣事虍庫麻衛壽其術主吞之碎总法連衣扶頡,渚丐䍐碎事或庫麻補義共衒主吞而之碎忌法連吞扶護𦀇,18,eq,14,20,1.307
M1_0069,奴,启如先昆奇罟至岗穗先昆次呸罘夜發奴,吒畀沙須君奴先見奇罡至嚼腰先昆次𨺚𭺾衣移奴,20,eq,14,17,1.339
M1_0070,几,莆羽衣冷夹几除奉万主至庄取札,勢寺洞衣而泠共几餘奉歹主吞庄敢扒文,7,eq,12,14,0.918
M1_0071,欲,重欲女敢群祕音多等修行麻宁仍役閑中恭歹,間强重欣女欺群礼寺多柴修行麻乎仍役閑中歹,3,sub,9,19,1.201
M1_0072,真,卢盆百之翁哷初真梨共求德主裔墨,珠缾内浪占盆百之翁淂𭃡真架共求徳主爾㕓,11,eq,11,15,1.292
M1_0073,狮,術呈官事遛必不准交其饮狮子者改扒翁墨,慱悛連術呈官事遥而不官衣其欣獅寸寺伐孔翁垩,14,sub,14,18,1.194
M1_0074,麻,形犕鴉皿卒冷麻悲麭吞虎音主叁礼雩麻,魂㝵形捕鴝解卒洽麻悲建吞虎寺好主吞礼雪麻,8,eq,11,17,1.152
M1_0075,,見者咽凛為熟仍几列每種仍几雲,裔可為㓛𭪙昆裔咱凜為烝仍几列每種仍几慰,3,del,11,14,0.994
M1_0076,号,团虍号衣鐚沛斺皮顊奇体闭鹿号摇展歇,馮𦔳𦀇用澆㝵衣矯沖町皮願断詩体周澆㝵按題歇,17,sub,17,17,1.407
M1_0077,,木祪覩包裔煙連沛几玲閉必連判鄢,仍麻欺奴木祗覩色寺煙連沛几矜羽衣連判紅,0,del,11,15,1.129
M1_0078,每,仪年翻每福衍英傅法朱润命停酥特軝垂聂呔酗吆,衣年麺每福衡共傳法朱淜命停麻特朝𫞖森吹返醉吹,3,eq,14,21,1.271
M1_0079,迹,累寻其迹天下烧可不女麻尉走少几麾思枝兕末,召累㝵共逐天下焼百丕女麻曷庄少几鬱鬼枝晃末,4,sub,12,20,1.367
M1_0080,,叁隙厮衣在麻曷娛導脖行鹿守妻,奇常棄弄歹主吞漂夜衣在差麻曷魏㝵𭓇行僥与𠵊,11,del,16,14,1.112
M1_0081,囚,麻種共妥桑巴曙救征几玲中囚宸,鬼中義麻補䍐去安荼巴曝赦仍几矜中囚官建,16,eq,14,14,1.081
M1_0082,主,主技狄罘代朱旦叁垂名特爭彦必暴呶迈南心,自徳主技秋䍐代朱旦各至卷特幾彦唱森呪近息,2,eq,14,19,1.447
M1_0083,色,懇敆板侗犊烩麻押色命她辈衣,姑蓮塊懶改神板個膿煜麻押包命地垩伐,12,sub,13,13,1.566
M1_0084,德,兩域噆瑪壬中処殊智德妥瑪移閑居正特,㝵得魏䆒術城普瑪尋中茹殊哿徳按瑪移陌曷记特,13,sub,15,17,1.252
M1_0085,欺,欺在該於奇帶活萤泳先罘岈呯,沛直欺官衣該法奇常渃葩蘇郎先罪署庐𤰞户,2,eq,15,13,1.102
M1_0086,庫,其支啰朱元庫巾庭師古盈瘁浮旦盾辭天下,陵朱碎共支呷朱瓦庫巾戾沛古盈碎爲旦時翻天下寗,8,eq,13,18,1.186
M1_0087,禮,趣解氰湯衣界寻凋命互唐黙禮皿麻罢叭孤堊,陛黙襖連解廓湯衣梁㝵用命立夸黙襖觧麻罢孤那垩,15,sub,15,19,1.260
M1_0088,毒,箕罠旦岗仅庄体禁麻及暑婚毒帳寻,得肆㝵箕䍐旦内似在体某麻及㝵好寺恢㝵,15,sub,13,15,1.154
M1_0089,堇,東之朱五碎長五垂周法無窍踯耸堇拓,有𦔳來之朱在碎忌貞主忝固法無庭取碎𭔿垩抑,18,sub,15,16,0.973
M1_0090,悲,及寻初富貴悲除沛几胡末歇詰首,磷多茹餘及耳㝵𥘉富貴悲除沛几刼末歇貼攺甫,10,eq,11,14,1.231
M1_0091,,閭双需器末德主乔关浑鞋碎喗柒保碎朱特,㝵世間双賣𨐫末徳主乔笑洋莊碎真染保碎朱時,1,del,12,18,1.384
M1_0092,打,祂浚衣麻生吏固干惫共霭雹打歇筆蹄,沫峯礼医衣麻王吏固干葡共霍酉打歇軍賦,14,eq,10,16,1.178
M1_0093,之,之尚尼或罷此如領麻吏罔領五甫些矣切象,斉法之有尼㦯異此切願麻吏罪𩔊庒靜些矣切多,2,eq,12,18,1.200
M1_0094,義,天下於朱凭清禈義德王支救共熊曰書改朱悯,勧天下於朱凭渚補義徳主支極共能曰書汶朱個,8,eq,9,19,1.356
M1_0095,似,傣法遻朱話似麻法一罘理寻勛寻些仔道歌,梅遂如僥法遥朱麁衣仍麻法一罪理㝵勧㝵些佇道歇,9,sub,14,18,1.369
M1_0096,双,俦著僳凛如吆妻婏不双霄罘思亦所之朱,要𢙢視浦署妖僥漂如呪要媲石双膏𠲘思而斫之朱,13,eq,16,17,1.441
M1_0097,割,奇鎬扳更術聱古奇外錂聪奇割禹迎朱丑,矯然吹理寺綴孤更術肆古寺外後聰寺割茂边朱丑,16,eq,14,17,1.194
M1_0098,神,寻與旦妻寻体戮事逞名体天神秸祫禮金,歌姻㝵囉旦妻㝵体茂事還君体天神法礼複金黙,14,eq,12,17,1.218
M1_0099,特,遠史中道聖主丞奇周特共奇崇派,特每事淒用中道垩好主忝寺周特共奇案流,13,eq,11,14,1.292
M1_0100,役,毒垩係禄君訟中烬麻秧凭女旦姜押寻裨役困,度麻塊詩弇垩保禄君於中烟麻按塊女旦妻押㝵𥙷役困,21,eq,13,19,1.244
M1_0101,曰,連判後曰動言挥朱齿衣誤埃在酥,謔流些祠連刾浪曰勅者捧朱凼衣浪埃在餘生,7,eq,13,14,1.086
M1_0102,麻,团徐軍仪嘹真符朱命寻連麻递玎賜团,曷㐌断团徐軍仪嗜真付朱命㝵連宜麻遄打賦圎,15,eq,11,16,1.268
M1_0103,,惰罢帝麻家罪吏体棱艺仔顛如戊烘,晟昆路憾师罢帝麻家罪吏体接玄仍顛如戊烘,3,del,8,15,1.048
M1_0104,齊,命沛甩渡正麻紫菇齊庄則团除奴叁,人呐李命沛用波𡖋不麻柴䏻兠在别囦除奴善弄,12,sub,15,15,1.122
M1_0105,弘,在悲惟伐弘真思等罔麻击散伤击,塊煜烺在𢙢除官代和扛真理㝵署麻打散防打,9,sub,15,14,1.061
M1_0106,點,匌主垂酥佃罪遐思彥矣擼歌禩各麻點襖,詩宜爾幻主吞麻佃罪眉塊弇矣擒歌襖多麻黙襖,18,sub,13,17,1.239
M1_0107,眉,何那诸悸之蚕就共眉了笑孔几响共眉麻,樞啻阿那诸慱而之蚤於共眉之唉孔几呐共眉麻,11,eq,10,17,1.155
M1_0108,谒,庄周骥帝象几詵麻庄谒话平舜眉召庫唐,遠禮在固𡥛弟象几塾麻庄渇裙平砰渇召庫為,11,sub,12,17,1.245
M1_0109,走,命召庫凛旦欺引走特邀天壕,奎循命召庫廪旦貶昕吏特建天陸,9,sub,8,12,0.802
M1_0110,主,卢百之妻庄師市慌義特昆重畻末德主府共,麻依传卢百之婆庄帰市荒蔑特昆重略末德主府共,18,eq,8,18,1.150
M1_0111,,曳固師事麻洧主庄遵鬼圭命,盃笑寺曳固怖事衣麻消好主吞庄運君塊圭金,2,del,12,12,1.123
M1_0112,意,意廔瀧响旦事意幻之眉阁葉弄蚕奇補意眉麻,宜夜意建履内旦事意石之眉閣葉弄蚕寺𥙷意眉麻,18,eq,9,19,1.236
M1_0113,魂,共灵魂吏吆巴君咯帑只裷寻些吱其鹿事,盂壳共灵魂吏多吹巴君恪案即祗㝵些岐共及僥事,4,eq,13,17,1.238
M1_0114,代,世間喫嗆朝代奇旅喳易走秋迈奇蛹,不重欣每事重世間官疽調衣寺浪𫊫昜支秋返者蚤,11,sub,18,15,1.181
M1_0115,縝,事爔啃易收縝事童直補主支秋保,創雲炤末事農詩易欣錦末事童百兵補好主支秋保,10,sub,12,14,1.314
M1_0116,朱,朱葉弄德主奇至未弄嗣世間為事人,㝵歹斫尼朱葉弄徳主奇案主末弄朝世間為亊入,4,eq,11,15,1.003
M1_0117,役,役在朱平周戛店歇导佯戮麻顏体至天神,𬽣役卷朱年固蔑店欺㝵洋聀麻願体至天神,1,eq,10,17,1.201
M1_0118,如,麻潍話如重但不违保几恪色话麻此序固助,建金麻难運和话如蓮坦王本保几恪色居麻此孛固𦔳,7,eq,13,18,1.371
M1_0119,旦,叁耿寻佯顧思袍形昮餚旦恭寻叫終飛朱,依固弟吝取㝵洋願思礼形是𨺚旦茹㝵呌終觥朱,13,eq,15,17,1.387
M1_0120,道,恩主吞先尼合佞寻不唐器藝不率省道里點歇,盖要恩好主吞先君公役㝵而𫠉而庫省道里歇,16,eq,14,19,1.161
M1_0121,,悲而孤帝深昆启扒惩蚕作壕双霓法主蚕,𥙷惮浪悲而新希朱昆君孤衛厯蚤仕賞双离法矢主蚕,2,del,15,17,1.296
M1_0122,代,事公麻庄剟信婦異者代袍綠繘卦真想谷埾衣麻筐,質事衣麻庄别信婦畢寺代礼練歸邸真魏𭔿垩衣麻笙,10,eq,13,21,1.300
M1_0123,之,之文奇嘚舞德主孝朱似体灵讔民愳帝麻逊天堂固,妥帝之立寺得舞徳主奉朱𬒳体灵魂仪塊帝麻連倨天堂固,2,eq,13,21,1.239
M1_0124,容,每與每僕歇同從寻认輔女寻容流珠接,翕至樞蜂每得毎餒歇用僥㝵化輝女㝵於屍珠移,16,sub,16,16,1.378
M1_0125,中,其隱查已石阡以强疠欣女班店商代伶中,礼姦共𬗫查色卷呌入强病欣女班虗喬代捧中,18,eq,12,17,1.401
M1_0126,悲,堇悲餽哼竎汛溟麻体末每寻年卒冷萄,麻㝵死不塊悲饒得存代巽麻体末每㝵凈率令封,5,eq,15,16,1.362
M1_0127,因,体帝甫罟别释伍在每事庫麻佯孟因牢,罪法重体带詩首别碎乞召每事庫麻洋並因牢,17,eq,11,16,1.277
M1_0128,垂,支后稷笃死馬道傳礼伞垂后罟迈叔临轷,翁垩支君槎烏死唐道傳丶礼𭔿垩君罟返都偹祗,13,sub,14,17,1.100
M1_0129,命,命收戈中腓吏礼先丰师昆衷乃弄暑呯团絲寻溪咀,百常命收戊中肆吏礼先丰斾昆末乃弄尋䍐用徐㝵漢且,2,eq,13,21,1.506
M1_0130,,奇卿咽倔分麻怒寻連召道歌共固几惭拱召,重女奇常城明倍分麻是㝵連召道歇壬固几恪摂召,0,del,12,18,1.185
M1_0131,欣,命仕召蜀欣几烙导延垂末麻踈浪弇四罚碎挤,别幾命仕弓罰欣几恪㝵運蟊末麻踈浪弇罰碎格,6,eq,11,19,1.401
M1_0132,在,密嚷孔高道侍君在青迈巴晦尼,𭔿垩浦离眩蘇死為道傳𭔿垩君生詩返四腯君,13,sub,17,13,1.037
M1_0133,,主麻旦低罷在遜麻只傥事庫衐石蚕,悲㐌塊圭麻旦低罡若遥屏麻𡰱僥事庫𭃡君蚤,2,del,13,15,1.192
M1_0134,事,麻馬叁除事可使伺公衛辭連照待淳,常惜常事麻𫠉憙除事苛使囙入衛聲連縣侍净,8,eq,13,15,1.232
M1_0135,奇,其麻可庄特奇帚履俌斧庄剡喜蛮平役后於禺綿苛,賦真麻打庄特寺㝵浪浦𭔿庄别意在平役尼於理紹寺,6,sub,15,21,1.203
M1_0136,共,因義賦仍几於帝速歇伺徐几思聙共几弘庠旦共暑,奉数囚義𭩮仍几於帝連歇闭除几鬼暗共几列牢旦共㝵,16,eq,12,21,1.220
M1_0137,,効在洋丘盆女油麻翁至推辤因福盈兾,恩為事淂𭃡生洋占盆女油麻翁至樞餘固福盈民,0,del,11,16,1.131
M1_0138,几,曳仍法選德主裔而為功業几補辭命,圣裔置暦曳仍法選徳主喬而為功𭪙几補難命,15,eq,8,15,1.085
M1_0139,特,者具麻浪眉牢特甫蚤作朱古昆思惟必,奴内而丕者具麻浪眉而牢特詩蚕伴朱古昆鬼恠衣,11,eq,11,16,1.125
M1_0140,命,体寻翔志豫奉连寻莲因唐特於禹命尼录,俘㪯庄体㝵班庅𭔹㨂㪯迷㝵建困庙持於魯命君𣱵,18,eq,18,17,1.331
M1_0141,侣,帝烈牢奇诸雪麻青几非莲侣窉咋烽庶看几吱,衣師列牢詩盾曳麻青几非逹仍夜恠悴麻㸔几支,12,sub,14,19,1.339
M1_0142,碎,主碎我平碎思扣奇罛剟姜姽絲衣罘書公羽,傷庫主碎变平碎摺打寿買别姜姽結碎衣丑書翁,6,eq,13,18,1.276
M1_0143,具,君砌具底朱張碎讼宋派毡毒買除朱年悲徐,名仍母桀君拗其底朱衆碎㳂宋𣴑㐌寺㸔除朱年恐除,6,sub,14,18,1.046
M1_0144,些,王春馬弄朱悔弇久後导侦短擲朱些特公殉,徳主𣸸𫠉弄朱浦弇入接㝵倐極獅朱些特公㓛,15,eq,12,18,1.192
M1_0145,連,末齊走來几恪連如歇尚揺即補叒其德主夸者,㐌末寺主來几怪連如欺志極耶𥙷𠲘委徳主乔粛,7,eq,14,19,1.237
M1_0146,下,計仍罪奴逊天下悲涂思曳法天神廠弄,㸔命嗜計仍罪奴逐天下悲涂思曳法天神麻弄,9,eq,5,16,1.092
M1_0147,旦,主支敖嘵代朱旦妃垂石特呓椰孰迈瓣,自好主支秋咤代朱旦妃垩君特呪郴孰返解,8,eq,10,16,1.303
M1_0148,支,主支敕咒朱旦峪斧垂后特恶聂峪迈览酣,自每主支秋䍐代朱旦吟𭔿華君時戛暮公迈唯朝,3,eq,15,17,1.333
M1_0149,,打建結袍虎補淹在吆欺包体習等喝,語缶打連結礼虎𥙷塲滬在吹欺包体㸔㝵喝,0,del,10,15,1.289
M1_0150,連,虎建喝吞等衣嘈召依支苑秽哭圭励連耘混,𢙢虎連喝荅㝵於脩召後支苑移𬼘圭命連鞍浪,16,eq,12,18,1.219
M1_0151,朱,麻未掬等朱年祣体冒寻民事拯仄敐浪辤,邦夜子麻木斕㝵朱年𬒳体冒㝵召事極瓜叚浪碎,7,eq,13,17,1.398
M1_0152,命,何將也潔智涅起命敘万去叁助圭命天,字君腹何將些罢佇涅運料命敬好主吞寺𦔳圭𠇭天神,11,eq,16,16,1.183
M1_0153,悲,庄悲徐舜寻女家包招吆昆甥寻佯乳連哭共呺禔,君固農庄悲餘昇㝵女象色炤出昆甥㝵洋乳連哭共呌屐,4,eq,14,20,1.320
M1_0154,朱,興理德天峑万基伍底朱哥盔,丕連哭麻勧㝵僥理簿𥙷涒天堂知主於任仃底朱㝵李,19,eq,18,12,1.372
M1_0155,寻,其主修幸祝匠氏年艍言麻寻些阮,㝵礼匿𭰖嗔共与主喬辛祀既氏年醋言麻㝵些陈,17,sub,14,14,1.114
M1_0156,女,麻吏真伯其浅据男之奴吏讨禊麻吏真女奔,吏衬襖怪麻吏安白共浅堪多之奴吏対襖麻吏真女亦,20,eq,12,18,1.386
M1_0157,,团徐寻池先歹主支秋遺奴罘奇双連啋麻邑滞腭,昆𨺚於困餘㝵礼光万主支秋遣奴䍐壽奴連深麻邑帯奉,2,del,16,20,1.460
M1_0158,要,忠要劉立曰宜依書斧葉兩者明岧凛唐固盂共吧,觧那朱妥罰立丑祝書斧華𭮀之毒明㝵廪馮固盖共吒,2,sub,17,20,1.255
M1_0159,共,景卒冷森也揠耶罢禽古改肃末灵禵共,於尼園景卒苓麻尚樞耶罢禽古攺府末灵魂共教,18,eq,11,16,1.277
M1_0160,,武媛朱柒為生坤鄧朱德,昆燒边武褒看同朱歹柴為𭃡生坤也鄧朱德,14,del,10,10,1.335
M1_0161,年,年,甫可年,2,eq,2,1,0.191
M1_0162,特,道列王奉毒扒特巴吒昆唐除奉主門物先,𭃡罢然道奸主忝寺孔特巴吒昆馬餘奉主悶物先,9,eq,11,17,1.102
M1_0163,蚕,公先罘体道主蚕聘盛奇禁庄沫,主治淚入先畀赤姑体道知主吞磊時為盛寺禁庄朱,14,sub,14,13,1.065
M1_0164,之,衣在呈吒姨蔗多暑官走青翁仅痕爷周理之麻,𫞓得衣在呈吒媛商多尋官吏青弁仁浪瓮固理之麻,19,eq,11,19,1.188
M1_0165,痕,迩景迒然群待事之文麻寻痕碎辟打脚補滚而之呢,逐㝵述䏻群侍事之女麻㝵浪碎群好賦補家而之塊,11,sub,13,21,1.356
