sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M1_0307,,"""""",0.517,1,126
M1_0308,.,""".""",0.524,2,106
M1_0309,```markdown  ```,"""```markdown\n\n```""",0.599,6,116
M1_0310,21.,"""21.""",0.628,4,115
M1_0311,内,"""内""",0.568,2,115
M1_0312,至,"""至""",0.473,2,112
M1_0313,每,"""每""",0.686,2,148
M1_0314,```,"""```""",0.716,2,146
M1_0315,体,"""体""",0.633,2,159
M1_0316,.,""".""",0.447,2,72
M1_0317,,"""""",0.500,1,126
M1_0318,```markdown  ```,"""```markdown\n\n```""",0.726,6,124
M1_0319,```markdown  ```,"""```markdown\n\n```""",0.509,6,88
M1_0320,+,"""+""",0.662,2,136
M1_0321,```,"""```""",0.589,2,126
M1_0322,庠,"""庠""",0.565,3,115
M1_0323,,"""""",0.604,1,136
M1_0324,```markdown  ```,"""```markdown\n\n```""",0.629,6,104
M1_0325,,"""""",0.468,1,104
M1_0326,,"""""",0.447,1,126
M1_0327,```markdown  ```,"""```markdown\n\n```""",0.760,6,136
M1_0328,一字,"""一字""",0.577,3,112
M1_0329,←,"""←""",0.514,3,106
M1_0330,,"""""",0.547,1,124
M1_0331,,"""""",0.393,1,72
M1_0332,,"""""",0.548,1,124
M1_0333,```,"""```""",0.485,2,106
M1_0334,,"""""",0.510,1,126
M1_0335,,"""""",0.504,1,115
M1_0336,```markdown  ```,"""```markdown\n\n```""",0.691,6,115
M1_0337,],"""]""",0.448,2,106
M1_0338,```markdown  ```,"""```markdown\n\n```""",0.602,6,96
M1_0339,,"""""",0.447,1,82
M1_0340,```,"""```""",0.527,2,124
M1_0341,,"""""",0.622,1,160
M1_0342,,"""""",0.517,1,115
M1_0343,2.,"""2.""",0.582,3,126
M1_0344,立,"""立""",0.453,2,115
M1_0345,,"""""",0.534,1,126
M1_0346,,"""""",0.542,1,115
M1_0347,```markdown  ```,"""```markdown\n\n```""",0.682,6,126
M1_0348,```markdown  ```,"""```markdown\n\n```""",0.658,6,116
M1_0349,,"""""",0.562,1,126
M1_0350,,"""""",0.473,1,104
M1_0351,怤,"""怤""",0.553,3,124
M1_0352,```markdown  ```,"""```markdown\n\n```""",0.658,6,106
M1_0353,```markdown  ```,"""```markdown\n\n```""",0.561,6,80
M1_0354,21,"""21""",0.556,3,115
M1_0355,```markdown  ```,"""```markdown\n\n```""",0.617,6,104
M1_0356,16,"""16""",0.601,3,115
M1_0357,,"""""",0.468,1,96
M1_0358,.,""".""",0.609,2,148
M1_0359,),""")""",0.501,2,112
M1_0360,,"""""",0.487,1,106
M1_0361,```markdown  ```,"""```markdown\n\n```""",0.698,6,126
M1_0362,体,"""体""",0.706,2,159
M1_0363,朱,"""朱""",0.704,2,159
M1_0364,```markdown  ```,"""```markdown\n\n```""",0.639,6,115
M1_0365,```markdown  ```,"""```markdown\n\n```""",0.795,6,148
M1_0366,```markdown  ```,"""```markdown\n\n```""",0.724,6,126
M1_0367,```markdown  ```,"""```markdown\n\n```""",0.645,6,116
M1_0368,```,"""```""",0.563,2,126
M1_0369,```markdown  ```,"""```markdown\n\n```""",0.729,6,124
M1_0370,1.,"""1.""",0.958,3,256
M1_0371,o,"""o""",0.558,2,126
M1_0372,,"""""",0.635,1,148
M1_0373,```,"""```""",0.446,2,104
M1_0374,```markdown  ```,"""```markdown\n\n```""",0.799,6,137
M1_0375,,"""""",0.566,1,115
M1_0376,a,"""a""",0.587,2,136
M1_0377,朱,"""朱""",0.556,2,116
M1_0378,```markdown  ```,"""```markdown\n\n```""",0.730,6,137
M1_0379,```markdown  ```,"""```markdown\n\n```""",0.780,6,148
M1_0380,```,"""```""",0.465,2,96
M1_0381,奇,"""奇""",0.562,2,124
M1_0382,u,"""u""",0.548,2,106
M1_0383,年,"""年""",0.623,2,148
M1_0384,,"""""",0.526,1,126
M1_0385,害,"""害""",0.702,2,159
M1_0386,```markdown  ```,"""```markdown\n\n```""",0.461,6,72
M1_0387,```markdown  ```,"""```markdown\n\n```""",0.808,6,159
M1_0388,```markdown  ```,"""```markdown\n\n```""",0.787,6,146
M1_0389,~2,"""~2""",0.527,3,126
M1_0390,一,"""一""",0.404,2,72
M1_0391,,"""""",0.462,1,104
M1_0392,,"""""",0.647,1,137
M1_0393,,"""""",0.437,1,126
M1_0394,```markdown  ```,"""```markdown\n\n```""",0.701,6,124
M1_0395,```markdown  ```,"""```markdown\n\n```""",0.797,6,136
M1_0396,```,"""```""",0.607,2,146
M1_0397,```,"""```""",0.561,2,126
M1_0398,```markdown  ```,"""```markdown\n\n```""",0.709,6,116
M1_0399,```,"""```""",0.589,2,136
M1_0400,```markdown  ```,"""```markdown\n\n```""",1.082,6,240
M1_0401,,"""""",0.841,1,211
M1_0402,,"""""",0.892,1,237
M1_0403,,"""""",0.787,1,181
M1_0404,,"""""",0.930,1,254
M1_0405,```markdown  ```,"""```markdown\n\n```""",0.999,6,208
M1_0406,```markdown  ```,"""```markdown\n\n```""",1.031,6,220
M1_0407,,"""""",0.866,1,208
M1_0408,,"""""",0.706,1,186
M1_0409,,"""""",0.931,1,254
M1_0410,```markdown  ```,"""```markdown\n\n```""",0.856,6,166
M1_0411,```markdown  ```,"""```markdown\n\n```""",0.702,6,148
M1_0412,,"""""",0.866,1,212
M1_0413,,"""""",0.764,1,184
M1_0414,```markdown  ```,"""```markdown\n\n```""",0.938,6,203
M1_0415,```markdown  ```,"""```markdown\n\n```""",1.034,6,220
M1_0416,,"""""",0.879,1,240
M1_0417,,"""""",0.907,1,226
M1_0418,```markdown  ```,"""```markdown\n\n```""",1.136,6,268
M1_0419,,"""""",0.823,1,198
M1_0420,,"""""",0.915,1,250
M1_0421,,"""""",0.754,1,192
M1_0422,1.7,"""1.7""",1.016,4,232
M1_0423,,"""""",1.124,1,288
M1_0424,```markdown  ```,"""```markdown\n\n```""",1.127,6,254
M1_0425,,"""""",0.730,1,192
M1_0426,,"""""",1.028,1,254
M1_0427,,"""""",0.782,1,211
M1_0428,,"""""",0.879,1,220
M1_0429,,"""""",0.779,1,203
M1_0430,,"""""",0.982,1,254
M1_0431,,"""""",0.835,1,211
M1_0432,,"""""",0.981,1,254
M1_0433,,"""""",1.148,1,304
M1_0434,```markdown  ```,"""```markdown\n\n```""",0.915,6,186
M1_0435,,"""""",0.823,1,208
M1_0436,,"""""",0.662,1,181
M1_0437,,"""""",0.907,1,224
M1_0438,,"""""",0.905,1,237
M1_0439,山,"""山""",1.057,2,256
M1_0440,県,"""県""",0.853,2,203
M1_0441,,"""""",1.020,1,268
M1_0442,,"""""",0.741,1,192
M1_0443,生,"""生""",0.572,2,133
M1_0444,時,"""時""",0.943,2,240
M1_0445,```,"""```""",1.111,2,286
M1_0446,.,""".""",1.001,2,250
M1_0447,```markdown  ```,"""```markdown\n\n```""",1.157,6,256
M1_0448,。,"""。""",0.883,2,211
M1_0449,```markdown  ```,"""```markdown\n\n```""",0.838,6,159
M1_0450,,"""""",0.974,1,272
M1_0451,,"""""",0.926,1,240
M1_0452,中心,"""中心""",0.585,2,133
M1_0453,中,"""中""",0.890,2,211
M1_0454,,"""""",1.109,1,304
M1_0455,明,"""明""",0.926,2,237
M1_0456,```markdown  ```,"""```markdown\n\n```""",1.019,6,208
M1_0457,,"""""",0.734,1,198
M1_0458,,"""""",0.845,1,196
M1_0459,,"""""",0.999,1,271
M1_0460,麻,"""麻""",1.088,2,271
M1_0461,```markdown  ```,"""```markdown\n\n```""",0.939,6,196
M1_0462,,"""""",1.029,1,254
M1_0463,,"""""",0.770,1,208
M1_0464,```markdown  ```,"""```markdown\n\n```""",1.009,6,220
M1_0465,,"""""",1.086,1,263
M1_0466,```markdown  ```,"""```markdown\n\n```""",0.916,6,192
M1_0467,,"""""",0.860,1,198
M1_0468,米,"""米""",0.893,2,237
M1_0469,```markdown  ```,"""```markdown\n\n```""",1.135,6,226
M1_0470,,"""""",0.820,1,224
M1_0471,,"""""",0.865,1,203
M1_0472,,"""""",0.710,1,192
M1_0473,,"""""",0.925,1,220
M1_0474,,"""""",0.931,1,220
M1_0475,绚,"""绚""",0.813,2,211
M1_0476,,"""""",0.722,1,170
M1_0477,```markdown  ```,"""```markdown\n\n```""",0.837,6,172
M1_0478,,"""""",0.806,1,208
M1_0479,心,"""心""",0.979,2,237
M1_0480,,"""""",0.801,1,208
M1_0481,再,"""再""",1.423,2,356
M1_0482,,"""""",0.901,1,224
M1_0483,```markdown  ```,"""```markdown\n\n```""",1.069,6,226
M1_0484,,"""""",0.874,1,220
M1_0485,体,"""体""",0.697,2,148
M1_0486,庄,"""庄""",0.836,2,224
M1_0487,,"""""",0.837,1,208
M1_0488,```markdown  ```,"""```markdown\n\n```""",0.964,6,196
M1_0489,,"""""",0.972,1,254
M1_0490,,"""""",0.993,1,250
M1_0491,体,"""体""",1.131,2,286
M1_0492,,"""""",0.864,1,203
M1_0493,```markdown  ```,"""```markdown\n\n```""",0.458,6,68
M1_0494,炬,"""炬""",0.881,3,203
M1_0495,,"""""",0.899,1,226
M1_0496,```markdown  ```,"""```markdown\n\n```""",0.839,6,172
M1_0497,,"""""",0.987,1,237
M1_0498,,"""""",0.836,1,250
M1_0499,处,"""处""",1.085,2,271
M1_0500,,"""""",0.852,1,250
M1_0501,,"""""",1.023,1,254
M1_0502,,"""""",0.877,1,224
M1_0503,,"""""",1.053,1,268
M1_0504,山,"""山""",0.941,2,240
M1_0505,体。,"""体。""",0.800,3,181
M1_0506,```markdown  ```,"""```markdown\n\n```""",0.987,6,192
M1_0507,,"""""",0.379,1,96
M1_0508,,"""""",0.693,1,176
M1_0509,種,"""種""",1.068,2,254
M1_0510,```markdown  ```,"""```markdown\n\n```""",0.729,6,137
M1_0511,,"""""",1.004,1,254
M1_0512,出,"""出""",0.665,2,181
M1_0513,```markdown  ```,"""```markdown\n\n```""",0.755,6,136
M1_0514,一,"""一""",0.790,2,181
M1_0515,```,"""```""",0.742,2,192
M1_0516,,"""""",0.966,1,237
M1_0517,俘,"""俘""",0.945,2,250
M1_0518,],"""]""",0.633,2,133
M1_0519,m,"""m""",0.894,2,208
M1_0520,胯,"""胯""",1.039,3,272
M1_0521,```markdown  ```,"""```markdown\n\n```""",0.709,6,124
M1_0522,,"""""",0.787,1,203
M1_0523,,"""""",0.928,1,240
M1_0524,,"""""",0.723,1,181
M1_0525,2,"""2""",0.910,2,220
M1_0526,,"""""",0.894,1,208
M1_0527,,"""""",0.784,1,198
M1_0528,.,""".""",1.252,2,305
M1_0529,.,""".""",0.893,2,226
M1_0530,,"""""",1.084,1,271
M1_0531,```markdown  ```,"""```markdown\n\n```""",0.992,6,240
M1_0532,,"""""",0.822,1,203
M1_0533,```markdown  ```,"""```markdown\n\n```""",0.881,6,192
M1_0534,o).,"""o).""",0.985,3,232
M1_0535,,"""""",0.926,1,240
M1_0536,,"""""",0.957,1,237
M1_0537,```markdown  ```,"""```markdown\n\n```""",0.984,6,196
M1_0538,,"""""",0.636,1,166
M1_0539,,"""""",0.756,1,192
M1_0540,,"""""",0.926,1,250
M1_0541,,"""""",0.789,1,192
M1_0542,,"""""",0.994,1,237
M1_0543,,"""""",0.787,1,220
M1_0544,朱,"""朱""",0.948,2,240
M1_0545,,"""""",1.038,1,282
M1_0546,時,"""時""",0.976,2,250
M1_0547,,"""""",0.824,1,212
M1_0548,```markdown  ```,"""```markdown\n\n```""",0.885,6,184
M1_0549,,"""""",0.732,1,181
M1_0550,,"""""",0.742,1,203
M1_0551,```markdown  ```,"""```markdown\n\n```""",1.032,6,211
M1_0552,,"""""",0.886,1,220
M1_0553,沥,"""沥""",0.966,2,224
M1_0554,,"""""",0.743,1,192
M1_0555,,"""""",1.026,1,268
M1_0556,,"""""",0.877,1,203
M1_0557,主,"""主""",0.934,2,241
M1_0558,,"""""",0.951,1,232
M1_0559,÷,"""÷""",1.012,3,256
M1_0560,,"""""",0.833,1,208
M1_0561,,"""""",0.853,1,254
M1_0562,,"""""",0.833,1,196
M1_0563,,"""""",0.874,1,211
M1_0564,```markdown  ```,"""```markdown\n\n```""",0.938,6,208
M1_0565,答,"""答""",0.965,2,237
M1_0566,,"""""",0.917,1,237
M1_0567,,"""""",0.821,1,198
M1_0568,女,"""女""",0.730,2,176
M1_0569,,"""""",1.194,1,304
M1_0570,市,"""市""",0.909,2,237
M1_0571,,"""""",0.987,1,256
M1_0572,↳,"""↳""",0.963,3,220
M1_0573,,"""""",0.675,1,176
M1_0574,```markdown  ```,"""```markdown\n\n```""",1.174,6,254
M1_0575,```markdown  ```,"""```markdown\n\n```""",0.796,6,184
M1_0576,,"""""",1.040,1,272
M1_0577,,"""""",0.780,1,208
M1_0578,.,""".""",0.669,2,160
M1_0579,,"""""",0.877,1,203
M1_0580,,"""""",0.838,1,224
M1_0581,為,"""為""",0.962,2,254
M1_0582,,"""""",0.866,1,220
M1_0583,```markdown  ```,"""```markdown\n\n```""",0.930,6,208
M1_0584,,"""""",0.921,1,237
M1_0585,1.,"""1.""",0.768,3,184
M1_0586,,"""""",1.121,1,271
M1_0587,```markdown  ```,"""```markdown\n\n```""",0.770,6,166
M1_0588,],"""]""",1.051,2,271
M1_0589,```markdown  ```,"""```markdown\n\n```""",1.076,6,240
M1_0590,,"""""",1.007,1,240
M1_0591,,"""""",0.953,1,271
M1_0592,```markdown  ```,"""```markdown\n\n```""",1.031,6,196
M1_0593,,"""""",0.885,1,232
M1_0594,,"""""",0.857,1,214
M1_0595,,"""""",0.921,1,224
M1_0596,,"""""",0.612,1,170
M1_0597,```markdown  ```,"""```markdown\n\n```""",1.102,6,237
M1_0598,```markdown  ```,"""```markdown\n\n```""",0.787,6,169
