sample_id,pred,col_pred,col_kinh,pos,align_op,col_lev,n_col_pred,sec
M3_0016,哥,打哥慷哥召事似平弄罟徯於兀不困灵魂寻些,祻樻打㝵廩㝵𡰱事似平弄眉𫝕於几而困灵魂㝵些,3,sub,11,19,1.310
M3_0017,寻,女燒麻卢寻夤唐軍讨庄固敷涟吆虐寻礼檑麻打罪法罡,女燒麻户㝵並虗車时庄因欺遺冶意㝵礼櫺麻打眾法選,15,sub,15,23,1.116
M3_0018,寻,法逕計生則于空韓道皇祀人次遺封聅朱寻罷,以饒法遇計生掣𡖋犁翁皇𭮀分次遷封聀朱㝵罷,18,sub,13,19,1.157
M3_0019,仟,折娄歇患袍燭庶烛腠台弅么商仟景,時娄吏折娄歇遣祀燭腐煙勝咍𡬦人商乎㝵道,17,sub,14,15,1.477
M3_0020,是,朱奴安鸥双霄咏昆狯化恐对匝妻麻欺補是僘,檢朱奴安姻双㐫内唯活檢仪忍対㐌委麻歌𥙷㝵徵,19,sub,16,19,1.505
M3_0021,,耸莑枢榔寻固俺功業朱年特舀,髙师㝵罪婉𭔿華柩桐㝵固僥功𭪙朱年特舀,2,del,12,13,1.363
M3_0022,寻,寻羅馬穌義晃進士高理等寻必僥博意高掌,牙繪身羅𫠉穌移義𭩮進士髙理𫠓㝵心僥冉意髙甞,14,sub,13,18,0.959
M3_0023,寻,戍嚼卑户行寻奇伶待周旦仕科旦晤奪厢厩慷,双膏曳户行㝵寺𫝆待周旦仕料旦時巍君圖麻張悲,5,sub,14,19,1.526
M3_0024,,安牢特衣彻召停潜交许津在团涂周啃,㝵連縣辰𡚶瘁古特衣夜君碎潜要古浮神石闭除固哨,0,del,19,16,1.203
M3_0025,导,事导些庫导些恒林推丞特事紧,能号察事㝵些府庫㝵些将林推主特事厭,4,sub,9,13,1.479
M3_0026,寻,记体教罢寻麻喂拢师吭绣掇意庠议众交開涂,奴俸祝奴体教疑罢血㝵麻要𢭀怖吃撥楼意麻祖象多𨳩凃,9,sub,19,19,1.381
M3_0027,寻,傣法遻朱話似麻法一罘理寻勛寻些仔道歌,梅遂如僥法遥朱麁衣仍麻法一罪理㝵勧㝵些佇道歇,17,sub,14,18,1.453
M3_0028,景,如寻乜俗特戢重奇帶城旦永宜暑謠昏真共銇毁并景,如㝵乇伶特聀重奇眾城旦永直諶昏真共練緞半㝵,20,sub,12,22,1.431
M3_0029,寻,朱年弟庄朱侍泼徐建朱邑寻於啼老甬召,顧凛朱年宗庄朱侍汝涂連朱包㝵於席卷原召,13,sub,11,17,1.069
M3_0030,导,如几妥眉旦共寻真伯矌命朱堀百碎导連朱奴泊斟奴,如凡妥眉旦共㝵真泊贖命朱塊与碎㝵連朱奴泊断奴,15,sub,8,22,1.557
M3_0031,,用諼瑪先罘兩稄窗焉麻繇奉主垂,㝵芒各官周屐署瑪先罷所移爵焉麻稌奉好主丞,0,del,14,14,1.278
M3_0032,寻,女群祀旦呐庫並寻麻浪叁幼朱碎思的碎哮碎旦低把,女群祀旦呐庫共㝵麻浪恩条𭃡朱碎思而碎生碎旦低把,7,sub,7,22,0.922
M3_0033,寻,礼而諸聟因義吞則邪而憂朝天萤寻建那麻而,固至活氏礼而語曉固義吞蜀刑而𫈦朝天黄㝵連邦麻而,18,sub,14,19,1.352
M3_0034,寻,聒話寻浪雁貪鎗者信故等奴罘思庄怖寻此党,破边胠㝵浪樞淆翁渚信奴爲奴完思庄怖㝵𭂫覺,3,sub,14,19,1.032
M3_0035,哥,共体法逕哥公時補無事對庘燒事書記,支疎宜夜共体法遥㝵以寺補每事對詐麻燒事實仍,8,sub,13,16,0.927
M3_0036,寻,付朱翁真先罘瑪搓模共罘哥童中志官欺群拖析寻哮翁,付朱翁瓦先異瑪瘥模丑𧹒胷重中云官欺群拖折㝵時翁,20,sub,11,23,1.082
M3_0037,寻,叁耿寻佯顧思袍形昮餚旦恭寻叫終飛朱,依固弟吝取㝵洋願思礼形是𨺚旦茹㝵呌終觥朱,15,sub,15,17,1.386
M3_0038,寻,主府甚的法饒遜奢寻氕偒几軍因凡改朱寻及版犕浪,主厠丑而法饒遥駑㝵坐傷几庫因几改朱哥及叚捕浪凶,8,sub,14,22,1.073
M3_0039,导,拘梓麻贖罪砷旦尼导擒袄爂唐朱仍儿扒命斴吕,連拘梓麻贖罪碎旦尺㝵檢衣喂麻末仍几扒命数召,9,sub,12,20,1.557
M3_0040,學,時年召庫而正學之事以晛於連相採該仍刻,台滋觧時牢召庫而不㝵𠯁事人冶門於逹拘採該仍剡,9,sub,13,18,1.154
M3_0041,寻,信直寻匝戈代庄焊畜兴庄欺仃連逡尼拮壳,寺婆入信置㝵色戈代庄洋酎哭庄欺仃連逡尼挂帝,5,sub,11,18,1.459
M3_0042,景,体徵寻而过餂冬寻世間奇思累景麻真既,共官郎重体役景而过飭冬㝵世間寺品累㝵麻嗔所,17,sub,13,17,1.236
M3_0043,罟,导罟為本密告凛當往彼每罞麻庄形像士字如表,用燒㝵眾男木窖凜曽荘欣每罢麻庒𡿨形像孛奴君,2,sub,18,20,1.332
M3_0044,寻,王寻召鹿事庫輔欲吏只如麻灵诅廽朽連蚕,馬遭王㝵召僥事庫麺歌吏及㓜麻灵魂建我逢吞,3,sub,13,18,1.390
M3_0045,寻,悲徐宧戕不困寻蕭康床寻庄循事信奇特福,共品折女咫餘官代而困㝵靜凜麻㝵庄𥙷事信寺特福,14,sub,16,18,1.236
M3_0046,寻,特寻麻伐导民驶衣押不焉寻庄閑事訲重,令共賊左尋特㝵麻代㝵及耶衣押不爲㝵住閱事許重,16,sub,15,17,1.211
M3_0047,寻,受寻女保開饒調余足掌寻意建術本雸耿桧墨,寺渚多尋女保閉饒調麻退嘗㝵意連街麻㸔致扵竈,12,sub,16,19,0.977
M3_0048,寻,存失群鮃辜碎有吧罟寻要讨左海事庫,特放有麻疾群鮮窣碎㸔记罡㝵要対𡉄酒事庫,12,sub,14,16,0.782
M3_0049,暑,暑屯壏乞妻中城衣扒仍几餘奉万主蚕毒,旌陣麻樞㝵岳塊色妻中城衣孤仍几餘奉知主吞壽,4,sub,12,17,1.218
M3_0050,寻,而宋愧蘇百共烬而王寻叫双霄戌奇倫麻只,𧘻君而朱塊朦与共炤而不㝵呌双离民寺隂麻,11,sub,15,18,1.253
M3_0051,鹿,事主丞旦女店歡辫顏体鹿寻里主各里罘,尾麻吟事𭄞主丞曰女店欺再願体僥㝵垩共主各垩罟,15,sub,14,17,1.412
M3_0052,寻,寻色帝双离体巴寻然禊皿毫厄棱意森黍寻連謳,例府稔㝵色帝丑离体巴子然襖𠀍毫尼棧意在秀㝵連謳,20,sub,13,20,1.001
M3_0053,寻,事福德恪孝衍王奉犯功重奉双需寻南初寻些称体,堯事福徳恪寺銜主举把功連吞双爵㝵南𭃡㝵些被体,15,sub,14,21,1.297
M3_0054,寻,因几结存耿真事之困等庄朱也没意寻闼用浚松鴅,徴因几結麻政真事之用時庄朱一汝產意㝵悶用發拙鳳,17,sub,14,21,1.071
M3_0055,寻,存昂朱官及蜀官袖麻失寻德双雷黑体,連運陣廪付昆朱官衣罰官油麻夫㝵藥双爵罢体,14,sub,14,16,1.179
M3_0056,景,迩景迒然群待事之文麻寻痕碎辟打脚補滚而之呢,逐㝵述䏻群侍事之女麻㝵浪碎群好賦補家而之塊,1,sub,13,21,1.442
M3_0057,寻,谷以寻舜省柰其免命欺寿礼眉泳体杂,可如蔑荅比㝵濟省架其結命欺群曰礼眉炒体架,5,sub,13,16,1.330
M3_0058,导,导南中安茄命欺奴安甫等迤宓盤姿斴貢寻沼負,㝵庫中安茹命欺奴妥詩㝵迤古盤安𮋒毒㝵侣真,0,sub,13,20,1.566
M3_0059,寻,凛戍寻呐兵翁皇意浪呈荣寻些浪荣必滔命過理,實凜改㝵呐共翁𦤳意浪呈莘㝵燕履柴次消命過理,12,sub,13,20,0.957
M3_0060,寻,在沛寻些固智坤高几傅道仪者庄朱寻,朦遇在沛㝵些固智坤髙几傳道衣寺禁庄朱㝵,4,sub,9,16,1.318
M3_0061,寻,府麻渡巷阎市寻坤莳只法蚕嗖除奉如潘,吟悉夜麻宸悲固乕㝵坤詩及法蚤卑除奉如,8,sub,13,17,1.237
M3_0062,寻,怖思觑怖言曰百該圭寻罝哥待虎寺寻明慷,性塊献梅飯呌𭔿曰𬻝該圭㝵眉尋特虎寺景明廪,11,sub,14,18,1.660
M3_0063,可,过代旦曙蕣可其紶永体匝生寿延,帝特教醉首过代旦得静㝵其𰬈𣱵体任生寺運,10,sub,13,14,1.403
M3_0064,義,多義寻義森打凛隰歇菊溟麻奴,陣凜代䆒多幾㝵幾茹麻打廪𣵀歇衲契麻奴,6,sub,13,13,1.360
M3_0065,寻,耳重罘唐即寻吃罘唐虎团徐响低戍事进,年收边麾年重夅罪為泖㝵吹芒馮虎团餘呐低茂事𭩮,10,sub,17,17,1.229
M3_0066,寻,寻麻罂王宱其然坦賖庄朱於双寄民庄,朗罢㝵麻𭩮不官其玄結但賖庄朱於双𭐖民庄,2,sub,10,16,1.341
M3_0067,导,仍祠其仔起上讨朱导察誓事僥凛心恪皋庄特麻罴哥,仍殉共仍產之付朱㝵察稽事僥凜几恪蔡庄特弈罢冐,8,sub,14,22,1.102
M3_0068,寻,如武寻真稱因先哭敬芦橇嶆麻曙群羽共,道僥如茂㝵真魏困先罷歌芦抚晋麻得粹祠共,4,sub,13,17,1.483
M3_0069,暑,寻与罘左笆哝罘所之連嘌麻庄宜旦敷体暑咽,取体㝵旦与畀虚色吮罡砌之連果麻注宜旦欺体㝵呐,20,sub,15,19,1.369
M3_0070,寻,寻哭庄朱山曰無女双离翁因寄共妻丕几庄用寄翁,樞㝵兜庄朱而曰𬻝女𠬧离翁園宻其毒丕几庄用寄翁,1,sub,10,21,1.015
M3_0071,寻,命收戈中腓吏礼先丰师昆衷乃弄暑呯团絲寻溪咀,百常命收戊中肆吏礼先丰斾昆末乃弄尋䍐用徐㝵漢且,20,sub,13,21,1.416
M3_0072,寻,朱年固委体迈哆形思月哦牵仔者寻孔所封故,凜朱年固義吝体返吹形鬼刄𢧐𠇭将寺㝵孔斫时烦,16,sub,15,19,1.131
M3_0073,寻,沛事之庄建朱驭寻騎麻奴赦寻文箕珙周,㝵意固沛事之庄建朱奴馭㝵𮪍麻奴赦㝵女箕拱固必,16,sub,12,17,1.218
M3_0074,寻,共豐駼伤主吞傈毒坦諘仪接寻不曰無圭命欺仅,瘁涅其敬蜍飭主吞椉詩坦裙伐摂㝵不曰無圭命欺依,14,sub,13,20,1.367
M3_0075,寻,朱丑虎都瑓釘連枸稗寿寻只鹿事帑扒酣桨命,觥城朱丑虎都揀釘蓮杓禪詩㝵𡰱僥事業孤新架命,12,sub,14,19,1.533
M3_0076,等,陈俾仗女連結連嫫烬悲徐等而跘构梓筑,調衣除陣攸女連遣䏻蓮熯奴怨除㝵而弭杓捽於,14,sub,17,17,1.421
M3_0077,导,事而不連差或宸四固道仍府体强折燒导時,拳省事而丕連差多官罸几固道仍麻体强折燒㝵時,19,sub,9,18,1.230
M3_0078,寻,浪笑珐寻壕宱該浯蔺泮麻社唐寻,𫠉道麻浪突䏻尋壊官兹淚苑蘭郎麻袩清㝵,17,sub,16,14,1.267
M3_0079,寻,寻也佯除女旦曙薭体勒吉毋於召耶禁事,鹿扵矯㝵些洋餘女旦時輝体勑舌好於君𦔳葉奪,3,sub,16,17,1.382
M3_0080,导,导接寻奴虏兎右朱及凿媠体导臍潭時曳歇古如座干,早趍尋奴庻丸古朱双离婚体㝵曠凜時曳歇古茹庫干,12,sub,14,22,1.383
M3_0081,,曰示本道痕埃乃及几等道者拘吏尼稱怎体志在油麻,代㝵曰示孔本道浪俟及几𭓇道詩判支尼拜烏体示油麻,1,del,14,22,1.494
M3_0082,,倭麻印形像召团徐圣押暑麻遺而礼,㝵預斾連陵麻印形豫𮎛用除冬垩押㝵梁麻遣而礼,15,del,14,15,1.333
M3_0083,寻,奴救僻如赦鹿寻初启戎早妇生罷寺醉鴏哥,碎庄夭奴赦𥓓如赦僥㝵𭃡尼戎平奴庄艮寺碎結尋,9,sub,16,18,1.212
M3_0084,,召聅尼蜀固遤匙得吕道,些迍召聀尼買固邁罰㝵召道团除洋团燒㝵防固道荀身,9,del,19,10,1.043
M3_0085,导,庄平德主吧吏隈导空在師主奝不导代晃朝,支秋庄平徳主吒吏辰㝵𫞹庄沛主裔不㝵代晁朝,16,sub,12,18,1.428
M3_0086,處,送中适常透江固處寻信懶佣准訲重,代弇垩波那迕中活葩溘沙固磊㝵而官懶用准郎重,13,sub,16,15,1.146
M3_0087,寻,守姜炎寻建宜如不双霄茸具明央渚解源朱亳酌,固僥与晝次㝵建宜如丕双离架真明共渚觧罪朱磊勧,5,sub,15,20,1.368
M3_0088,,麻体仍狮寸共独猖狂拯共鹿媒悠於举屠奇噬,㝵於麻体仍獅寸共猛猖狂德共僥據怊於舉屬寺䏻,0,del,12,19,1.242
M3_0089,寻,辰寻右冷峪其音禹贞主圣剬淹瓷祐周年征,沙林麻𫝕㝵君泠呱其寿犀好主吞别𡘤疾祗固年仕,4,sub,18,18,1.129
M3_0090,罟,姚由噆白英君劬罟麻餘兮堇嘟連星帝,華葩乙烏姚由𦝫而茹君㓜㝵麻餘斧垩啼連星帝,11,sub,12,16,1.339
M3_0091,寻,旦長習特膧盃無穷寻謁不王趫寻些啦,秋共庫欺旦尼甫置時暱盃無妄㝵渴𡖋左趫㝵些怍,13,sub,16,16,1.167
M3_0092,寻,旦劍時柒連罷遠奴術奇体熟禊卒冷寻連,致想旦創哷某連密遣奴術寺体黔禋卒洽㝵連,17,sub,12,17,1.190
M3_0093,导,女各导人踈浪奏壽节澱碎固別商之麻扒,朗庒洋攺理女各㝵人踈浪奏希吊衆碎固別裔之麻扒,7,sub,10,17,1.334
M3_0094,寻,帝心仔辛体寻閑的丘時濤其樞送寻寶崖功業,兹凡真已帝兀好辛体㝵閑而不時弄兵樞益㝵𮅕爲功𭪙,18,sub,16,19,0.919
M3_0095,导,計特罤磊导她堇厶蜀尼趝朱万垩葩沼罪歇官哥,計特眾朂㝵把垂人𧹒𭂫燬朱万垩葩落罪歇官哥,4,sub,10,20,1.283
M3_0096,三,世間的軍礼事庫必須特冠層尊三卷之作本,圖世閻而庫礼事庫以数時買特鬼爲事意㝵体事庫倒,17,sub,17,18,0.870
M3_0097,寻,她垂何竭些麻嗂後调淮眉咒挨寻绿浪拥准碎妨,連豫妃垩何将些麻海浪用准眉芒咲㝵妹浪用准碎仍,15,sub,15,20,1.305
M3_0098,骨,可怎真哭大歇命骨於盃牺安愈殛寻匹卢,本道城妄司烏其哭六歇民命㝵於盃柘安慰冠㝵陞户,12,sub,16,17,1.065
M3_0099,,衣体景周委共命屯生麻拜沛炽解逻奇升里石喳,陲固蔑衣体㝵夏固𠵊兵命也生麻群沛炤觧罪寿弇垩仁嗔,5,del,18,20,1.182
M3_0100,导,事打庄不导能收事众旦骋色断生毒在图,矯消事折庄丕㝵能汝事久旦得辦色則生寺庄因,6,sub,13,17,1.318
M3_0101,导,导中膳奇堪麻退寻百福认体百否占繁,古佯幾㝵中艧寺塊麻退㝵百福入体事丕占禦,3,sub,12,16,1.067
M3_0102,导,几奸頓导钟唐折蔚罟誏恳叁圣,喀信𫝕几奸頓㝵抑唐麻折詩置涿恩各圣,6,sub,11,13,1.434
M3_0103,哥,徐柴遠奴鈷城涸林哥連而書戏委谖具先淫,邦同除柒遣奴䏻城波林㝵連而書代蔑婆良先,10,sub,13,18,1.233
M3_0104,寻,後祕妦切居衅朱困共祕襮麻鈯晁末寻,涅果色每改祁姓切君㪷朱困共礼履麻烱昆末㝵,19,sub,14,16,1.415
M3_0105,等,弁壬曾修行死為道傳礼等爲足箱佈反我,徔廷撼并垩淳虚修行死為道傳礼㝵署廷粧偽廷我,14,sub,13,17,1.322
M3_0106,景,赦碎景庄踈誷之舜容女其頁尔压麻庄拷,好主五秋真赦碎㝵庄踈朝之舞衣女共嗔而丕麻庄特,7,sub,14,17,1.176
M3_0107,,和寄坦樟襁灌诗皿咒如几固疾動鸯麻履,㝵敦烽我𭔃坦𦾔操灌浡四岷如几固疾動奮麻辰,0,del,12,17,1.191
M3_0108,,晁先異敬逞礼寻而架燒刻寻,判共晁先異移𰙔移每礼㝵百染常燒初㝵,10,del,12,12,1.255
M3_0109,寻,餘批噆昮府庄賖寺庄寻练潅奏吊,樞㝵些㑹浪銕批𦝫昜局庒餘季庄㝵煉浪奏局,14,sub,16,14,1.187
M3_0110,旱,希沿泼噶瑒先思亚黎山後行堇龜朱巴仅持壳旱,課人希沿法鲁瑪先思至黎山稜后垩葩丶來巴奴拮壳㝵,22,sub,15,20,1.180
M3_0111,导,計稄加吏諵宋焼导郎重共凸燒法迸助几列,買佇役垩衣計移加吏𣼛宋焼㝵郎重共内燒法造𦔳几列,12,sub,11,18,1.339
M3_0112,导,林時导瀏欲高麻庄補示反围罤謕護其庄尚事溜邪正,由悲林時㝵漸敢髙麻庒補不段困常謙譲其庒消事𨺻師丕,4,sub,18,22,1.258
M3_0113,者,体儿奸特委寻童真麻笼紶周意倩者曳,固蔑曷体几奸扒特壽㝵童百麻卷䏻固意倩寺㝵曳,19,sub,13,16,1.065
M3_0114,寻,馬劯藔寻固几浪翁堇后共石曰無成汕倦接何,法遥庙功業㝵固几浪翁垩君共白曰無城沙捷移何,5,sub,13,19,1.135
M3_0115,為,天堂為色等生時丕在堄包楼导帘列麻,無色敗䏷嶃天堂爲㝵色等生時丕庒塊巳楼早冲列麻,8,sub,12,16,1.098
M3_0116,等,等連倦敬礼隅嵌详多寿闻下陽修社,打特眀㝵連庵殆麻礼當庚𭘾多寺師凡後修折,3,sub,15,15,1.131
M3_0117,寻,帚比胡母寻弟兄宾粉强楼强困各官皆刮,事断希哦胡母常命㝵曵尺戛糁强楼强困各官者刻,8,sub,13,17,1.165
M3_0118,寻,打奴别奴香作骂体吊人寻依政如辞佐不因,末外麻打奴耆別奴鳶怍𫠦体希久㝵𬒳奴如碎佐丕因,14,sub,15,18,1.026
M3_0119,寻,晁恫穒信新私切苛聋吆寻浚罘桨符水吆罘几黏,思徒晁阙喬信断術切守寗冷㝵没罕柒符水名罪几祜,12,sub,16,20,1.007
M3_0120,寻,彀沚卵罘陂幻折寻唐道万,奴香困代柩𠗆誓樷沚泖䍐叚連㓜折㝵為道行,15,sub,16,11,1.206
M3_0121,喜,直宥術共故風商喜年遙愁戲体研思建包涠公羽皇,童貞韋借共奴政病㝵年遍捲𫞓体竹思連包用翁𦤳,8,sub,17,21,1.383
M3_0122,學,爭互翁堊尼匝固燒功常不福朱燒學時行主辰朱瑰闪落,旱丕翁垩尼色固燒功常𡖋福朱燒㝵時行主尽朱塊囚落,14,sub,9,23,1.333
M3_0123,寻,道行主吞凛麻寻喣連嗨耸固徃之低寻球滚,兹城依結道知主吞廪麻㝵典連晦𭔿固役之低㝵疎浪,10,sub,14,18,1.208
M3_0124,寻,特創閔麻祕事中弄寻巷別几囫姜共僊主衞心庄困欺儿,特創朗麻𬒳事中弄㝵些創几國隻丑德主爾兀庄因數几,8,sub,14,23,1.033
M3_0125,寻,庄懷之倭勁等延意破喫床寻礼事常朱年互,代枉生怜之隻勁時遷急伎突仍在㝵礼事爷朱年亘,14,sub,15,18,0.934
M3_0126,导,几列岫依奏事危女為事遷欺导伶生莆固姜,色几列哂低麥事尼女為異事選欺㝵伶生甫固夏,14,sub,10,18,1.224
M3_0127,,召灸双霄在補祐霜冬道麻百呓池高理,仁𭐖㝵召多双爵在補在補本道麻百嗟油髙理,2,del,11,16,1.359
M3_0128,寻,寻浪碎祭礼几称喂罘思的库年欺祀皇众律思儿,昭而牢㝵𫝕碎𥙊礼几称呢罷思而牢年欺記皇后律思几,3,sub,13,20,0.879
M3_0129,寻,先咒移橈写差几逾寻脎李寻庄召事仪走昮,瑪先飛移梯烏差几逐㝵際孛㝵在召事伐吏易,9,sub,13,18,1.104
M3_0130,,衣罘倘戮先併拈共谣甥朱寻奇寻公值,述嗔㝵衣𠾖传晟吝侘併枯共居䍐朱㝵詩㝵合直,2,del,16,16,1.166
M3_0131,导,特巴聘欺么分堑施了共各本道旦帝明导時沁,旱洋雜特巴時欺人厉垩葩之共各本道且帝明㝵時祀,19,sub,12,19,1.109
M3_0132,,理哥寐宔宜連麦几婲麻扤团徐寻啄事父,事请理断㝵諫官庄直連差几燒麻打团徐㝵嘛喝事代,4,del,15,17,1.716
M3_0133,,沛事之庄建朱驭寻騎麻奴赦寻文箕珙周,㝵意固沛事之庄建朱奴馭㝵𮪍麻奴赦㝵女箕拱固必,0,del,12,17,1.218
M3_0134,寻,王愈五麻咽浪芦之蚕蚕心朱眉瑰雅尼麻诸寻訟,如干爺丕麻咽浪事之蚤戞小朱眉塊淮尼麻渚㝵於,19,sub,13,20,1.310
M3_0135,寻,敢群祂诸周而曰無城悲接瑪固几体寻外連焉如垂,𭔿垩尼欺群祀渚固而曰無城應移瑪固几体㝵外建耨如璽,18,sub,13,21,1.201
M3_0136,寻,些砌朱摞朱如愧我寻恣徐她垂乖富阿郡,運㝵些㓜朱衆朱奴隗𨢄㝵悲除妃垩柩爵何那,10,sub,16,17,1.378
M3_0137,寻,德主術時年如花挂中交必朱年軍与扒寻等適奔,意因道德主爾寺年加花挂中芝丕朱年軍与扒㝵爲道麻,19,sub,12,20,0.953
M3_0138,寻,像结寻時祖成夂霄作牡鹿寻别塘,寺破散形像衣兹㝵時祗相城匆因代杜僥㝵别塘,7,sub,16,14,1.447
M3_0139,导,飭朱昆宜奴中用燒旱女固婆导男昆其,下府而歇飭朱昆宜奴中用燒旱女固夢㝵母見其腐,16,sub,9,16,1.169
M3_0140,寻,只庫屠碎婤响心底曳末功毒代笼寻狱域潺玛,主支耿乇𡰱庫爲碎姻体呵而不麻曳末功寺代危㝵繈城署瑪,20,sub,19,19,1.236
M3_0141,旱,年緀朱旱些犯罪磊連祂矯割牛歇欺思奴丑濘左,年姨糾朱㝵些犯罪蠡連礼矯割牛歇歟畧奴丑凜夲,4,sub,9,20,1.279
M3_0142,,真感绊牛羽鵟寻基妆外麻脊庄玉帚代疠疸积沛南绊重因,夀㝵真底斗中𫀃鴛㝵些祐皮外麻㸔庄丕希代疚疸如斾南斜連因,1,del,19,24,1.098
M3_0143,,淏朱文朱特將命正仕靠碑召福焉碑繪,燕与四辰碎泔碶朱㝵女朱特好命正仕韋碎𡰱福𫠓碎餘,8,del,16,16,0.785
M3_0144,寻,專此淹寻先罷欽悲双麻故書安魅本道泣奚忘盂雲仍,其壬奄㝵先無𰙔悲双麻改書妥慰本道泣每吞兵傳仍,3,sub,13,22,0.995
M3_0145,寻,寻釮末涎恩德主支飲等每事種丘涅哥寧凛零時,哇㝵釣末涿恩徳主支秋爲每事極所否涅㝵寧廩畧時,1,sub,13,20,0.973
M3_0146,匙,召聅尼蜀固遤匙得吕道,些迍召聀尼買固邁罰㝵召道团除洋团燒㝵防固道荀身,17,sub,19,10,1.043
M3_0147,寻,衣罘倘戮先併拈共谣甥朱寻奇寻公值,述嗔㝵衣𠾖传晟吝侘併枯共居䍐朱㝵詩㝵合直,17,sub,16,16,1.166
M3_0148,导,事导些庫导些恒林推丞特事紧,能号察事㝵些府庫㝵些将林推主特事厭,8,sub,9,13,1.479
M3_0149,寻,祂乳昮噪些牢殷吠撩仍寻女衣趣祂銀鏿归竘,婆共祀乳易樂些不牢叚代撩仍㝵女衣魑祗霠鑠呌萊,13,sub,15,19,1.329
M3_0150,导,理時特遲必葩之販导焊該垂夜計稄如図曰無迂免,别燒理時特漸𡖋葩之欺㝵岸該垩衣計梭加固曰𭴾其先,10,sub,15,21,1.321
M3_0151,寻,於鈞焐我寵帝烥泣边情朋固寻勋贯思聼欲怨巴,年嚴於則炤我竈帝煙没边情期固㝵𦔳置媿肆歇眾巴,14,sub,15,20,0.988
M3_0152,寻,從几因道仍曰無其寻即重麻玄多流車如釜,述扒僥几因道仍曰𭴾共㝵郎重麻苔多落車如弇至,10,sub,11,18,1.159
M3_0153,,儿园罪驸责混分主尽神儿庄付邻府架烊膳儿,㝵駐救几固罪時責浪行主丞補儿庒付命麻柴洋勝儿,0,del,17,19,1.283
M3_0154,导,导此事戕於天下唐直連天廑双离分盟导,隔能勧㝵些事泯杜天下唐直連天虗双离分盈㝵,19,sub,10,17,1.002
M3_0155,,寻也咸坤欣佬寻辕,下餘奉㝵祀乙歳坤欣僥㝵豬,3,del,10,8,0.709
M3_0156,导,拘梓末啟門导仍几傷寻時浪等貲冷固洹那,紛連拘掉畧末当門㝵仍几傷㝵時浪𫠉貫冷固𣵀那,8,sub,10,18,1.371
M3_0157,寻,古峯析欲寻些中认双离德主辱朱导兰惕,歇古常折歇㝵些中㐲双爵徳主屠朱㝵竺塊,5,sub,12,17,1.190
