sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M2_0343,---,"""---""",0.390,2,204
M2_0344,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",0.516,12,192
M2_0345,𧯚,"""𧯚""",0.406,5,275
M2_0346,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",0.569,12,188
M2_0347,---,"""---""",0.395,2,203
M2_0348,---,"""---""",0.385,2,192
M2_0349,---,"""---""",0.413,2,234
M2_0350,答案：祡,"""答案：祡""",0.480,5,194
M2_0351,---,"""---""",0.337,2,202
M2_0352,"Actually, the image shows ""才助"" which is","""Actually, the image shows \""才助\"" which is""",0.591,12,216
M2_0353,𫢫,"""𫢫""",0.427,5,171
M2_0354,"Actually, the image shows ""処傣"" which","""Actually, the image shows \""処傣\"" which""",0.623,12,201
M2_0355,𠲲,"""𠲲""",0.485,5,338
M2_0356,---,"""---""",0.410,2,230
M2_0357,"Actually, the image shows a character with three dots","""Actually, the image shows a character with three dots""",0.645,12,238
M2_0358,"Actually, the image shows a few characters. The first","""Actually, the image shows a few characters. The first""",0.720,12,266
M2_0359,"Actually, the image shows ""𠅜""","""Actually, the image shows \""𠅜\""""",0.548,12,187
M2_0360,exact,"""exact""",0.506,3,237
M2_0361,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",0.632,12,221
M2_0362,注：根据图片内容，第一个字是“嘤,"""注：根据图片内容，第一个字是“嘤""",0.585,12,245
M2_0363,"Actually, the image shows ""宥"" and ""","""Actually, the image shows \""宥\"" and \""""",0.635,12,226
M2_0364,𢩄,"""𢩄""",0.462,5,356
M2_0365,"Actually, the image shows a series of characters. The","""Actually, the image shows a series of characters. The""",0.698,12,262
M2_0366,---,"""---""",0.367,2,211
M2_0367,"Actually, the image shows a series of characters. The","""Actually, the image shows a series of characters. The""",0.598,12,265
M2_0368,𦲬,"""𦲬""",0.558,5,248
M2_0369,𠊛,"""𠊛""",0.524,5,270
M2_0370,"Yes, that's correct. The character in the image is ""","""Yes, that's correct. The character in the image is \""""",0.651,12,232
M2_0371,"Actually, the image shows ""rangen"" as a","""Actually, the image shows \""rangen\"" as a""",0.547,12,189
M2_0372,偻,"""偻""",0.540,3,450
M2_0373,"Actually, the image shows ""嘛"" (mà","""Actually, the image shows \""嘛\"" (mà""",0.634,12,238
M2_0374,---,"""---""",0.331,2,167
M2_0375,English:,"""English:""",0.481,3,237
M2_0376,𢄘,"""𢄘""",0.431,5,201
M2_0377,"Actually, the image shows a handwritten character. It","""Actually, the image shows a handwritten character. It""",0.583,12,222
M2_0378,---,"""---""",0.426,2,199
M2_0379,𠴃,"""𠴃""",0.416,5,200
M2_0380,偻,"""偻""",0.598,3,472
M2_0381,𦲬,"""𦲬""",0.474,5,228
M2_0382,"Actually, the image shows ""愘"" as one","""Actually, the image shows \""愘\"" as one""",0.644,12,198
M2_0383,English:,"""English:""",0.444,3,224
M2_0384,"Actually, the image shows a character with three dots","""Actually, the image shows a character with three dots""",0.554,12,220
M2_0385,"Actually, the image shows a series of characters. The","""Actually, the image shows a series of characters. The""",0.540,12,242
M2_0386,𩲚,"""𩲚""",0.550,5,297
M2_0387,答案：栄,"""答案：栄""",0.419,5,169
M2_0388,ex,"""ex""",0.380,2,169
M2_0389,𠁉,"""𠁉""",0.386,5,206
M2_0390,𬙛,"""𬙛""",0.458,5,288
M2_0391,𠨱,"""𠨱""",0.537,5,371
M2_0392,𠁉,"""𠁉""",0.481,5,264
M2_0393,𡆐,"""𡆐""",0.495,5,266
M2_0394,---,"""---""",0.382,2,175
M2_0395,𠁉,"""𠁉""",0.482,5,266
M2_0396,𠁉,"""𠁉""",0.409,5,206
M2_0397,"Actually, the image shows a series of characters. The","""Actually, the image shows a series of characters. The""",0.567,12,245
M2_0398,𠖙,"""𠖙""",0.325,5,186
M2_0399,𠋺,"""𠋺""",0.597,5,432
M2_0400,𱍸,"""𱍸""",0.762,5,398
M2_0401,𤳷,"""𤳷""",0.537,5,257
M2_0402,𬏝,"""𬏝""",0.702,5,294
M2_0403,𠮥,"""𠮥""",0.669,5,276
M2_0404,𫢩,"""𫢩""",0.753,5,333
M2_0405,𣎏,"""𣎏""",0.727,5,313
M2_0406,exact,"""exact""",0.674,3,315
M2_0407,---,"""---""",0.557,2,300
M2_0408,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",0.624,12,223
M2_0409,正确答案：仟,"""正确答案：仟""",0.884,6,610
M2_0410,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",0.824,12,315
M2_0411,𱐩,"""𱐩""",0.775,5,369
M2_0412,𱍸,"""𱍸""",0.586,5,356
M2_0413,𠖙,"""𠖙""",0.732,5,322
M2_0414,𱍸,"""𱍸""",0.636,5,344
M2_0415,𠀹,"""𠀹""",0.761,5,337
M2_0416,𱐩,"""𱐩""",0.481,5,247
M2_0417,俞,"""俞""",0.991,2,809
M2_0418,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",0.710,12,276
M2_0419,𠳒,"""𠳒""",0.777,5,417
M2_0420,𧀟,"""𧀟""",0.717,5,345
M2_0421,"Actually, the image shows a handwritten word. It","""Actually, the image shows a handwritten word. It""",0.693,12,248
M2_0422,𤎸,"""𤎸""",0.590,5,296
M2_0423,𣨰,"""𣨰""",0.763,5,334
M2_0424,𠮥,"""𠮥""",0.632,5,286
M2_0425,Answer: 𫃀,"""Answer: 𫃀""",0.816,8,301
M2_0426,正确答案：𬏝,"""正确答案：𬏝""",0.734,8,307
M2_0427,𦲬,"""𦲬""",0.787,5,352
M2_0428,𨏖,"""𨏖""",0.581,5,254
M2_0429,𡲌,"""𡲌""",0.688,5,292
M2_0430,𫺾,"""𫺾""",0.658,5,286
M2_0431,Answer: 堯,"""Answer: 堯""",0.766,6,327
M2_0432,𬮤,"""𬮤""",0.651,5,312
M2_0433,𱍸,"""𱍸""",0.722,5,359
M2_0434,𣇶,"""𣇶""",0.621,5,356
M2_0435,𰨂,"""𰨂""",0.791,5,374
M2_0436,𫯝,"""𫯝""",0.798,5,369
M2_0437,𱙘,"""𱙘""",0.658,5,332
M2_0438,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",0.783,12,286
M2_0439,𩔚,"""𩔚""",0.755,5,326
M2_0440,𠖈,"""𠖈""",0.756,5,378
M2_0441,答案：桅,"""答案：桅""",0.645,5,270
M2_0442,"Actually, the image shows a few more characters. The","""Actually, the image shows a few more characters. The""",0.946,12,392
M2_0443,𫭔,"""𫭔""",0.590,5,246
M2_0444,𣇶,"""𣇶""",0.582,5,356
M2_0445,"Actually, the image shows a character with three dots","""Actually, the image shows a character with three dots""",0.918,12,344
M2_0446,---,"""---""",0.559,2,286
M2_0447,𠎘,"""𠎘""",0.789,5,437
