sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M3_0245,0,"""0""",0.395,2,51
M3_0246,o,"""o""",0.223,2,28
M3_0247,প্রতিষ্ঠান,"""প্রতিষ্ঠান""",0.800,12,46
M3_0248,^,"""    ^""",0.390,3,46
M3_0249,一,"""一""",0.362,2,40
M3_0250,d,"""d""",0.344,2,46
M3_0251,0.1,"""0.1""",0.512,4,46
M3_0252,1.,"""    1.""",0.492,5,36
M3_0253,---,"""---""",0.357,2,46
M3_0254,---,"""---""",0.380,2,41
M3_0255,ম,"""ম""",0.383,3,32
M3_0256,---,"""---""",0.289,2,40
M3_0257,মোট,"""মোট""",0.564,7,40
M3_0258,ম,"""ম""",0.423,3,36
M3_0259,"Actually, it looks like ""Actually"". Let's","""Actually, it looks like \""Actually\"".\nLet's""",0.763,12,28
M3_0260,মোট,"""মোট""",0.487,7,44
M3_0261,---,"""---""",0.363,2,36
M3_0262,.....,""".....""",0.371,2,40
M3_0263,答案,"""答案""",0.369,2,46
M3_0264,𐬨,"""𐬨""",0.416,5,25
M3_0265,</code>,"""    </code>""",0.424,5,46
M3_0266,---,"""---""",0.306,2,40
M3_0267,^,"""    ^""",0.493,3,46
M3_0268,---,"""---""",0.424,2,52
M3_0269,八寻,"""八寻""",0.388,3,28
M3_0270,মোট,"""মোট""",0.503,7,46
M3_0271,↵,"""↵""",0.463,3,46
M3_0272,---,"""---""",0.428,2,51
M3_0273,স,"""স""",0.427,3,36
M3_0274,d,"""d""",0.377,2,25
M3_0275,𐬨,"""𐬨""",0.363,5,28
M3_0276,---,"""---""",0.221,2,41
M3_0277,一,"""一""",0.342,2,28
M3_0278,一,"""一""",0.373,2,46
M3_0279,^,"""    ^""",0.429,3,36
M3_0280,心,"""心""",0.358,2,46
M3_0281,）,"""    ）""",0.364,3,28
M3_0282,𐬨,"""𐬨""",0.473,5,51
M3_0283,....,"""....""",0.395,2,41
M3_0284,^,"""    ^""",0.485,3,40
M3_0285,빈,"""빈""",0.418,4,25
M3_0286,怂,"""怂""",0.333,3,46
M3_0287,耳,"""    耳""",0.390,4,25
M3_0288,d,"""d""",0.410,2,46
M3_0289,ম,"""ম""",0.409,3,36
M3_0290,一,"""一""",0.358,2,46
M3_0291,四,"""四""",0.345,2,46
M3_0292,---,"""---""",0.235,2,41
M3_0293,𐬭𐬭,"""𐬭𐬭""",0.644,9,28
M3_0294,V,"""V""",0.367,2,46
M3_0295,Z,"""Z""",0.378,2,46
M3_0296,4,"""4""",0.315,2,25
M3_0297,峨,"""峨""",0.417,3,46
M3_0298,3,"""3""",0.352,2,46
M3_0299,导,"""    导""",0.438,4,25
