sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M3_0260,,"""""",0.650,1,276
M3_0261,```markdown  ```,"""```markdown\n\n```""",0.728,6,226
M3_0262,```markdown  ```,"""```markdown\n\n```""",0.744,6,268
M3_0263,```markdown  ```,"""```markdown\n\n```""",0.817,6,271
M3_0264,,"""""",0.168,1,25
M3_0265,,"""""",0.644,1,254
M3_0266,,"""""",0.710,1,263
M3_0267,```markdown  ```,"""```markdown\n\n```""",0.805,6,271
M3_0268,,"""""",0.787,1,322
M3_0269,```markdown  ```,"""```markdown\n\n```""",0.489,6,136
M3_0270,,"""""",0.776,1,304
M3_0271,,"""""",0.713,1,301
M3_0272,,"""""",0.790,1,296
M3_0273,```markdown  ```,"""```markdown\n\n```""",0.624,6,224
M3_0274,```markdown  ```,"""```markdown\n\n```""",0.381,6,88
M3_0275,,"""""",0.336,1,126
M3_0276,,"""""",0.537,1,240
M3_0277,],"""]""",0.393,2,136
M3_0278,,"""""",0.646,1,254
M3_0279,```markdown  ```,"""```markdown\n\n```""",0.711,6,240
M3_0280,,"""""",0.651,1,254
M3_0281,```markdown  寻 ```,"""```markdown\n\n寻\n```""",0.514,8,136
M3_0282,,"""""",0.828,1,316
M3_0283,...,"""...""",0.574,2,256
M3_0284,,"""""",0.606,1,237
M3_0285,qit,"""qit""",0.336,3,97
M3_0286,.3.,""".3.""",0.705,4,254
M3_0287,```markdown  ```,"""```markdown\n\n```""",0.460,6,116
M3_0288,,"""""",0.686,1,320
M3_0289,```markdown  ```,"""```markdown\n\n```""",0.658,6,198
M3_0290,,"""""",0.703,1,320
M3_0291,四,"""四""",0.708,2,271
M3_0292,,"""""",0.608,1,240
M3_0293,```markdown  ```,"""```markdown\n\n```""",0.495,6,136
M3_0294,2,"""2""",0.785,2,301
M3_0295,,"""""",0.647,1,286
M3_0296,,"""""",0.284,1,97
M3_0297,,"""""",0.788,1,320
M3_0298,,"""""",0.706,1,286
M3_0299,,"""""",0.286,1,88
