sample_id,pred_iou,pred_mono,pred_all,note,score_iou,cell_char
M2_0091,,,,no_page,,
M2_0092,,,,no_page,,
M2_0093,,,,no_page,,
M2_0094,,,,no_page,,
M2_0095,,,,no_page,,
M2_0096,,,,no_page,,
M2_0097,,,,no_page,,
M2_0098,,,,no_page,,
M2_0099,,,,no_page,,
M2_0100,,,,no_page,,
M2_0101,,,,no_page,,
M2_0102,,,,no_page,,
M2_0103,,,,no_page,,
M2_0104,,,,no_page,,
M2_0105,,,,no_page,,
M2_0106,,,,no_page,,
M2_0107,,,,no_page,,
M2_0108,,,,no_page,,
M2_0109,,,,no_page,,
M2_0110,,,,no_page,,
M2_0111,,,,no_page,,
M2_0112,,,,no_page,,
M2_0113,,,,no_page,,
M2_0114,,,,no_page,,
M2_0115,,,,no_page,,
M2_0116,,,,no_page,,
M2_0117,,,,no_page,,
M2_0118,,,,no_page,,
M2_0119,,,,no_page,,
M2_0120,,,,no_page,,
M2_0121,,,,no_page,,
M2_0122,,,,no_page,,
M2_0123,,,,no_page,,
M2_0124,,,,no_page,,
M2_0125,,,,no_page,,
M2_0126,,,,no_page,,
M2_0127,,,,no_page,,
M2_0128,,,,no_page,,
M2_0129,,,,no_page,,
M2_0130,,,,no_page,,
M2_0131,,,,no_page,,
M2_0132,,,,no_page,,
M2_0133,,,,no_page,,
M2_0134,,,,no_page,,
M2_0135,,,,no_page,,
M2_0136,,,,no_page,,
M2_0137,,,,no_page,,
M2_0138,,,,no_page,,
M2_0139,,,,no_page,,
M2_0140,,,,no_page,,
M2_0141,,,,no_page,,
M2_0142,,,,no_page,,
M2_0143,,,,no_page,,
M2_0144,,,,no_page,,
M2_0145,,,,no_page,,
M2_0146,,,,no_page,,
M2_0147,,,,no_page,,
M2_0148,,,,no_page,,
M2_0149,,,,no_page,,
M2_0150,,,,no_page,,
M2_0151,,,,no_page,,
M2_0152,,,,no_page,,
M2_0153,,,,no_page,,
M2_0154,,,,no_page,,
M2_0155,,,,no_page,,
M2_0156,,,,no_page,,
M2_0157,,,,no_page,,
M2_0158,,,,no_page,,
M2_0159,,,,no_page,,
M2_0160,,,,no_page,,
M2_0161,,,,no_page,,
M2_0162,,,,no_page,,
M2_0163,,,,no_page,,
M2_0164,,,,no_page,,
M2_0165,,,,no_page,,
M2_0166,,,,no_page,,
M2_0167,,,,no_page,,
M2_0168,,,,no_page,,
M2_0169,,,,no_page,,
M2_0170,,,,no_page,,
M2_0171,,,,no_page,,
M2_0172,,,,no_page,,
M2_0173,,,,no_page,,
M2_0174,,,,no_page,,
M2_0175,,,,no_page,,
M2_0176,,,,no_page,,
M2_0177,,,,no_page,,
M2_0178,,,,no_page,,
M2_0179,,,,no_page,,
M2_0180,,,,no_page,,
M2_0181,,,,no_page,,
M2_0182,,,,no_page,,
M2_0183,,,,no_page,,
M2_0184,,,,no_page,,
M2_0185,,,,no_page,,
M2_0186,,,,no_page,,
M2_0187,,,,no_page,,
M2_0188,,,,no_page,,
M2_0189,,,,no_page,,
M2_0190,,,,no_page,,
M2_0191,,,,no_page,,
M2_0192,,,,no_page,,
M2_0193,,,,no_page,,
M2_0194,,,,no_page,,
M2_0195,,,,no_page,,
M2_0196,,,,no_page,,
M2_0197,,,,no_page,,
M2_0198,,,,no_page,,
M2_0199,,,,no_page,,
M2_0200,,,,no_page,,
M2_0201,,,,no_page,,
M2_0202,,,,no_page,,
M2_0203,,,,no_page,,
M2_0204,,,,no_page,,
M2_0205,,,,no_page,,
M2_0206,,,,no_page,,
M2_0207,,,,no_page,,
M2_0208,,,,no_page,,
M2_0209,,,,no_page,,
M2_0210,,,,no_page,,
M2_0211,,,,no_page,,
M2_0212,,,,no_page,,
M2_0213,,,,no_page,,
M2_0214,,,,no_page,,
M2_0215,,,,no_page,,
M2_0216,,,,no_page,,
M2_0217,,,,no_page,,
M2_0218,,,,no_page,,
M2_0219,,,,no_page,,
M2_0220,,,,no_page,,
M2_0221,,,,no_page,,
M2_0222,,,,no_page,,
M2_0223,,,,no_page,,
M2_0224,,,,no_page,,
M2_0225,,,,no_page,,
M2_0226,,,,no_page,,
M2_0227,,,,no_page,,
M2_0228,,,,no_page,,
M2_0229,,,,no_page,,
M2_0230,,,,no_page,,
M2_0231,,,,no_page,,
M2_0232,,,,no_page,,
M2_0233,,,,no_page,,
M2_0234,,,,no_page,,
M2_0235,,,,no_page,,
M2_0236,,,,no_page,,
M2_0237,,,,no_page,,
M2_0238,,,,no_page,,
M2_0239,,,,no_page,,
M2_0240,,,,no_page,,
M2_0241,,,,no_page,,
M2_0242,,,,no_page,,
M2_0243,,,,no_page,,
M2_0244,,,,no_page,,
M2_0245,,,,no_page,,
M2_0246,,,,no_page,,
M2_0247,,,,no_page,,
M2_0248,,,,no_page,,
M2_0249,,,,no_page,,
M2_0250,,,,no_page,,
M2_0251,,,,no_page,,
M2_0252,,,,no_page,,
M2_0253,,,,no_page,,
M2_0254,,,,no_page,,
M2_0255,,,,no_page,,
M2_0256,,,,no_page,,
M2_0257,,,,no_page,,
M2_0258,,,,no_page,,
M2_0259,,,,no_page,,
M2_0260,,,,no_page,,
M2_0261,,,,no_page,,
M2_0262,,,,no_page,,
M2_0263,,,,no_page,,
M2_0264,,,,no_page,,
M2_0265,,,,no_page,,
M2_0266,,,,no_page,,
M2_0267,,,,no_page,,
M2_0268,,,,no_page,,
M2_0269,,,,no_page,,
M2_0270,,,,no_page,,
M2_0271,,,,no_page,,
M2_0272,,,,no_page,,
M2_0273,,,,no_page,,
M2_0274,,,,no_page,,
M2_0275,,,,no_page,,
M2_0276,,,,no_page,,
M2_0277,,,,no_page,,
M2_0278,,,,no_page,,
M2_0279,,,,no_page,,
M2_0280,,,,no_page,,
M2_0281,,,,no_page,,
M2_0282,,,,no_page,,
M2_0283,,,,no_page,,
M2_0284,,,,no_page,,
M2_0285,,,,no_page,,
M2_0286,,,,no_page,,
M2_0287,,,,no_page,,
M2_0288,,,,no_page,,
M2_0289,,,,no_page,,
M2_0290,,,,no_page,,
M2_0291,,,,no_page,,
M2_0292,,,,no_page,,
M2_0293,,,,no_page,,
M2_0294,,,,no_page,,
M2_0295,,,,no_page,,
M2_0296,,,,no_page,,
M2_0297,,,,no_page,,
M2_0298,,,,no_page,,
M2_0299,,,,no_page,,
M2_0300,,,,no_page,,
M2_0301,,,,no_page,,
M2_0302,,,,no_page,,
M2_0303,,,,no_page,,
M2_0304,,,,no_page,,
M2_0305,,,,no_page,,
M2_0306,,,,no_page,,
M2_0307,,,,no_page,,
M2_0308,,,,no_page,,
M2_0309,,,,no_page,,
M2_0310,,,,no_page,,
M2_0311,,,,no_page,,
M2_0312,,,,no_page,,
M2_0313,,,,no_page,,
M2_0314,,,,no_page,,
M2_0315,,,,no_page,,
M2_0316,,,,no_page,,
M2_0317,,,,no_page,,
M2_0318,,,,no_page,,
M2_0319,,,,no_page,,
M2_0320,,,,no_page,,
M2_0321,,,,no_page,,
M2_0322,,,,no_page,,
M2_0323,,,,no_page,,
M2_0324,,,,no_page,,
M2_0325,,,,no_page,,
M2_0326,,,,no_page,,
M2_0327,,,,no_page,,
M2_0328,,,,no_page,,
M2_0329,,,,no_page,,
M2_0330,,,,no_page,,
M2_0331,,,,no_page,,
M2_0332,,,,no_page,,
M2_0333,,,,no_page,,
M2_0334,,,,no_page,,
M2_0335,,,,no_page,,
M2_0336,,,,no_page,,
M2_0337,,,,no_page,,
M2_0338,,,,no_page,,
M2_0339,,,,no_page,,
M2_0340,,,,no_page,,
M2_0341,,,,no_page,,
M2_0342,,,,no_page,,
M2_0343,,,,no_page,,
M2_0344,,,,no_page,,
M2_0345,,,,no_page,,
M2_0346,,,,no_page,,
M2_0347,,,,no_page,,
M2_0348,,,,no_page,,
M2_0349,,,,no_page,,
M2_0350,,,,no_page,,
M2_0351,,,,no_page,,
M2_0352,,,,no_page,,
M2_0353,,,,no_page,,
M2_0354,,,,no_page,,
M2_0355,,,,no_page,,
M2_0356,,,,no_page,,
M2_0357,,,,no_page,,
M2_0358,,,,no_page,,
M2_0359,,,,no_page,,
M2_0360,,,,no_page,,
M2_0361,,,,no_page,,
M2_0362,,,,no_page,,
M2_0363,,,,no_page,,
M2_0364,,,,no_page,,
M2_0365,,,,no_page,,
M2_0366,,,,no_page,,
M2_0367,,,,no_page,,
M2_0368,,,,no_page,,
M2_0369,,,,no_page,,
M2_0370,,,,no_page,,
M2_0371,,,,no_page,,
M2_0372,,,,no_page,,
M2_0373,,,,no_page,,
M2_0374,,,,no_page,,
M2_0375,,,,no_page,,
M2_0376,,,,no_page,,
M2_0377,,,,no_page,,
M2_0378,,,,no_page,,
M2_0379,,,,no_page,,
M2_0380,,,,no_page,,
M2_0381,,,,no_page,,
M2_0382,,,,no_page,,
M2_0383,,,,no_page,,
M2_0384,,,,no_page,,
M2_0385,,,,no_page,,
M2_0386,,,,no_page,,
M2_0387,,,,no_page,,
M2_0388,,,,no_page,,
M2_0389,,,,no_page,,
M2_0390,,,,no_page,,
M2_0391,,,,no_page,,
M2_0392,,,,no_page,,
M2_0393,,,,no_page,,
M2_0394,,,,no_page,,
M2_0395,,,,no_page,,
M2_0396,,,,no_page,,
M2_0397,,,,no_page,,
M2_0398,,,,no_page,,
M2_0399,,,,no_page,,
M2_0400,,,,no_page,,
M2_0401,,,,no_page,,
M2_0402,,,,no_page,,
M2_0403,乃,乃,乃,ok,0.6632288694381714,乃
M2_0404,,,,no_page,,
M2_0405,,,,no_page,,
M2_0406,,,,no_page,,
M2_0407,,,,no_page,,
M2_0408,,,,no_page,,
M2_0409,,,,no_page,,
M2_0410,,,,no_page,,
M2_0411,,,,no_page,,
M2_0412,,,,no_page,,
M2_0413,,,,no_page,,
M2_0414,,,,no_page,,
M2_0415,,,,no_page,,
M2_0416,,,,no_page,,
M2_0417,迕,迕,迕,ok,0.7053881883621216,迕
M2_0418,,,,no_page,,
M2_0419,,,,no_page,,
M2_0420,,,,no_page,,
M2_0421,,,,no_page,,
M2_0422,,,,no_page,,
M2_0423,,,,no_page,,
M2_0424,,,,no_page,,
M2_0425,,,,no_page,,
M2_0426,,,,no_page,,
M2_0427,,,,no_page,,
M2_0428,,,,no_page,,
M2_0429,,,,no_page,,
M2_0430,,,,no_page,,
M2_0431,,,,no_page,,
M2_0432,,,,no_page,,
M2_0433,,,,no_page,,
M2_0434,,,,no_page,,
M2_0435,,,,no_page,,
M2_0436,,,,no_page,,
M2_0437,,,,no_page,,
M2_0438,,,,no_page,,
M2_0439,,,,no_page,,
M2_0440,,,,no_page,,
M2_0441,,,,no_page,,
M2_0442,,,,no_page,,
M2_0443,,,,no_page,,
M2_0444,農,農,農,ok,0.5962949395179749,農
M2_0445,,,,no_page,,
M2_0446,旦,旦,旦,ok,0.6606350541114807,炤
M2_0447,,,,no_page,,
M2_0448,,,,no_page,,
M2_0449,,,,no_page,,
M2_0450,,,,no_page,,
M2_0451,,,,no_page,,
M2_0452,拱,拱,拱,ok,0.7225182056427002,按
M2_0453,,,,no_page,,
M2_0454,,,,no_page,,
M2_0455,,,,no_page,,
M2_0456,,,,no_page,,
M2_0457,,,,no_page,,
M2_0458,,,,no_page,,
M2_0459,,,,no_page,,
M2_0460,,,,no_page,,
M2_0461,,,,no_page,,
M2_0462,,,,no_page,,
M2_0463,,,,no_page,,
M2_0464,,,,no_page,,
M2_0465,,,,no_page,,
M2_0466,,,,no_page,,
M2_0467,,,,no_page,,
M2_0468,,,,no_page,,
M2_0469,,,,no_page,,
M2_0470,,,,no_page,,
M2_0471,,,,no_page,,
M2_0472,,,,no_page,,
M2_0473,,,,no_page,,
M2_0474,,,,no_page,,
M2_0475,,,,no_page,,
M2_0476,,,,no_page,,
M2_0477,,,,no_page,,
M2_0478,,,,no_page,,
M2_0479,,,,no_page,,
M2_0480,,,,no_page,,
M2_0481,,,,no_page,,
M2_0482,,,,no_page,,
M2_0483,,,,no_page,,
M2_0484,,,,no_page,,
M2_0485,,,,no_page,,
M2_0486,,,,no_page,,
M2_0487,,,,no_page,,
M2_0488,,,,no_page,,
M2_0489,,,,no_page,,
M2_0490,,,,no_page,,
M2_0491,,,,no_page,,
M2_0492,,,,no_page,,
M2_0493,人,人,人,ok,0.6243786215782166,人
M2_0494,,,,no_page,,
M2_0495,,,,no_page,,
M2_0496,,,,no_page,,
M2_0497,,,,no_page,,
M2_0498,,,,no_page,,
M2_0499,,,,no_page,,
M2_0500,,,,no_page,,
M2_0501,,,,no_page,,
M2_0502,,,,no_page,,
M2_0503,,,,no_page,,
M2_0504,,,,no_page,,
M2_0505,,,,no_page,,
M2_0506,,,,no_page,,
M2_0507,,,,no_page,,
M2_0508,,,,no_page,,
M2_0509,,,,no_page,,
M2_0510,,,,no_page,,
M2_0511,,,,no_page,,
M2_0512,,,,no_page,,
M2_0513,,,,no_page,,
M2_0514,,,,no_page,,
M2_0515,吝,分,吝,ok,0.6346917748451233,万
M2_0516,,,,no_page,,
M2_0517,,,,no_page,,
M2_0518,,,,no_page,,
M2_0519,,稜,,cell_char_mismatch,,移
M2_0520,,,,no_page,,
M2_0521,,,,no_page,,
M2_0522,,,,no_page,,
M2_0523,,,,no_page,,
M2_0524,,,,no_page,,
M2_0525,,,,no_page,,
M2_0526,,,,no_page,,
M2_0527,,,,no_page,,
M2_0528,,,,no_page,,
M2_0529,,,,no_page,,
M2_0530,,,,no_page,,
M2_0531,竈,竈,竈,ok,0.5342733860015869,竈
M2_0532,,,,no_page,,
M2_0533,,,,no_page,,
M2_0534,,,,no_page,,
M2_0535,,,,no_page,,
M2_0536,,,,no_page,,
M2_0537,,,,no_page,,
M2_0538,,,,no_page,,
M2_0539,,,,no_page,,
M2_0540,喂,喂,喂,ok,0.7443919777870178,嘿
M2_0541,,,,no_page,,
M2_0542,,,,no_page,,
M2_0543,,,,no_page,,
M2_0544,,,,no_page,,
M2_0545,,,,no_page,,
M2_0546,蔑,蔑,蔑,ok,0.6632288694381714,茂
M2_0547,,,,no_page,,
M2_0548,,,,no_page,,
M2_0549,,,,no_page,,
M2_0550,,,,no_page,,
M2_0551,,,,no_page,,
M2_0552,,,,no_page,,
M2_0553,,,,no_page,,
M2_0554,,,,no_page,,
M2_0555,,,,no_page,,
M2_0556,,,,no_page,,
M2_0557,,,,no_page,,
M2_0558,,,,no_page,,
M2_0559,,,,no_page,,
M2_0560,人,人,人,ok,0.5915888547897339,人
M2_0561,,,,no_page,,
M2_0562,,,,no_page,,
M2_0563,,,,no_page,,
M2_0564,,,,no_page,,
M2_0565,,,,no_page,,
M2_0566,,,,no_page,,
M2_0567,,,,no_page,,
M2_0568,,,,no_page,,
M2_0569,,,,no_page,,
M2_0570,,,,no_page,,
M2_0571,,,,no_page,,
M2_0572,,,,no_page,,
M2_0573,,,,no_page,,
M2_0574,,,,no_page,,
M2_0575,,,,no_page,,
M2_0576,,,,no_page,,
M2_0577,,,,no_page,,
M2_0578,,,,no_page,,
M2_0579,,,,no_page,,
M2_0580,,,,no_page,,
M2_0581,,,,no_page,,
M2_0582,,,,no_page,,
M2_0583,,,,no_page,,
M2_0584,,,,no_page,,
M2_0585,,,,no_page,,
M2_0586,,,,no_page,,
M2_0587,苑,苑,苑,ok,0.7221997380256653,苑
M2_0588,,,,no_page,,
M2_0589,罪,罪,罪,ok,0.6254473328590393,包
M2_0590,,,,no_page,,
M2_0591,,,,no_page,,
M2_0592,,,,no_page,,
M2_0593,,,,no_page,,
M2_0594,,,,no_page,,
M2_0595,魔,,魔,ok,0.660693883895874,應
M2_0596,,,,no_page,,
M2_0597,,,,no_page,,
M2_0598,,,,no_page,,
M2_0599,,,,no_page,,
