sample_id,pred_iou,pred_mono,pred_all,note,score_iou,cell_char
M1_0164,,,,no_page,,
M1_0165,,,,no_page,,
M1_0166,,,,no_page,,
M1_0167,,,,no_page,,
M1_0168,,,,no_page,,
M1_0169,,,,no_page,,
M1_0170,,,,no_page,,
M1_0171,,,,no_page,,
M1_0172,,,,no_page,,
M1_0173,,,,no_page,,
M1_0174,,,,no_page,,
M1_0175,,,,no_page,,
M1_0176,,,,no_page,,
M1_0177,,,,no_page,,
M1_0178,,,,no_page,,
M1_0179,,,,no_page,,
M1_0180,,,,no_page,,
M1_0181,,,,no_page,,
M1_0182,,,,no_page,,
M1_0183,,,,no_page,,
M1_0184,,,,no_page,,
M1_0185,,,,no_page,,
M1_0186,,,,no_page,,
M1_0187,,,,no_page,,
M1_0188,,,,no_page,,
M1_0189,,,,no_page,,
M1_0190,,,,no_page,,
M1_0191,,,,no_page,,
M1_0192,,,,no_page,,
M1_0193,,,,no_page,,
M1_0194,,,,no_page,,
M1_0195,,,,no_page,,
M1_0196,,,,no_page,,
M1_0197,,,,no_page,,
M1_0198,,,,no_page,,
M1_0199,,,,no_page,,
M1_0200,,,,no_page,,
M1_0201,,,,no_page,,
M1_0202,,,,no_page,,
M1_0203,,,,no_page,,
M1_0204,,,,no_page,,
M1_0205,,,,no_page,,
M1_0206,,,,no_page,,
M1_0207,,,,no_page,,
M1_0208,,,,no_page,,
M1_0209,,,,no_page,,
M1_0210,,,,no_page,,
M1_0211,,,,no_page,,
M1_0212,,,,no_page,,
M1_0213,,,,no_page,,
M1_0214,,,,no_page,,
M1_0215,,,,no_page,,
M1_0216,,,,no_page,,
M1_0217,,,,no_page,,
M1_0218,,,,no_page,,
M1_0219,,,,no_page,,
M1_0220,,,,no_page,,
M1_0221,,,,no_page,,
M1_0222,,,,no_page,,
M1_0223,,,,no_page,,
M1_0224,,,,no_page,,
M1_0225,,,,no_page,,
M1_0226,,,,no_page,,
M1_0227,,,,no_page,,
M1_0228,,,,no_page,,
M1_0229,,,,no_page,,
M1_0230,,,,no_page,,
M1_0231,,,,no_page,,
M1_0232,,,,no_page,,
M1_0233,,,,no_page,,
M1_0234,,,,no_page,,
M1_0235,,,,no_page,,
M1_0236,,,,no_page,,
M1_0237,,,,no_page,,
M1_0238,,,,no_page,,
M1_0239,,,,no_page,,
M1_0240,,,,no_page,,
M1_0241,,,,no_page,,
M1_0242,,,,no_page,,
M1_0243,,,,no_page,,
M1_0244,,,,no_page,,
M1_0245,,,,no_page,,
M1_0246,,,,no_page,,
M1_0247,,,,no_page,,
M1_0248,,,,no_page,,
M1_0249,,,,no_page,,
M1_0250,,,,no_page,,
M1_0251,,,,no_page,,
M1_0252,,,,no_page,,
M1_0253,,,,no_page,,
M1_0254,,,,no_page,,
M1_0255,,,,no_page,,
M1_0256,,,,no_page,,
M1_0257,,,,no_page,,
M1_0258,,,,no_page,,
M1_0259,,,,no_page,,
M1_0260,,,,no_page,,
M1_0261,,,,no_page,,
M1_0262,,,,no_page,,
M1_0263,,,,no_page,,
M1_0264,,,,no_page,,
M1_0265,,,,no_page,,
M1_0266,,,,no_page,,
M1_0267,,,,no_page,,
M1_0268,,,,no_page,,
M1_0269,,,,no_page,,
M1_0270,,,,no_page,,
M1_0271,,,,no_page,,
M1_0272,,,,no_page,,
M1_0273,,,,no_page,,
M1_0274,,,,no_page,,
M1_0275,,,,no_page,,
M1_0276,,,,no_page,,
M1_0277,,,,no_page,,
M1_0278,,,,no_page,,
M1_0279,,,,no_page,,
M1_0280,,,,no_page,,
M1_0281,,,,no_page,,
M1_0282,,,,no_page,,
M1_0283,,,,no_page,,
M1_0284,,,,no_page,,
M1_0285,,,,no_page,,
M1_0286,,,,no_page,,
M1_0287,,,,no_page,,
M1_0288,,,,no_page,,
M1_0289,,,,no_page,,
M1_0290,,,,no_page,,
M1_0291,,,,no_page,,
M1_0292,,,,no_page,,
M1_0293,,,,no_page,,
M1_0294,,,,no_page,,
M1_0295,,,,no_page,,
M1_0296,,,,no_page,,
M1_0297,,,,no_page,,
M1_0298,,,,no_page,,
M1_0299,,,,no_page,,
M1_0300,,,,no_page,,
M1_0301,,,,no_page,,
M1_0302,,,,no_page,,
M1_0303,,,,no_page,,
M1_0304,,,,no_page,,
M1_0305,,,,no_page,,
M1_0306,,,,no_page,,
M1_0307,,,,no_page,,
M1_0308,,,,no_page,,
M1_0309,,,,no_page,,
M1_0310,,,,no_page,,
M1_0311,,,,no_page,,
M1_0312,,,,no_page,,
M1_0313,,,,no_page,,
M1_0314,,,,no_page,,
M1_0315,,,,no_page,,
M1_0316,,,,no_page,,
M1_0317,,,,no_page,,
M1_0318,,,,no_page,,
M1_0319,,,,no_page,,
M1_0320,,,,no_page,,
M1_0321,,,,no_page,,
M1_0322,,,,no_page,,
M1_0323,,,,no_page,,
M1_0324,,,,no_page,,
M1_0325,,,,no_page,,
M1_0326,,,,no_page,,
M1_0327,,,,no_page,,
M1_0328,,,,no_page,,
M1_0329,,,,no_page,,
M1_0330,,,,no_page,,
M1_0331,,,,no_page,,
M1_0332,,,,no_page,,
M1_0333,,,,no_page,,
M1_0334,,,,no_page,,
M1_0335,,,,no_page,,
M1_0336,,,,no_page,,
M1_0337,,,,no_page,,
M1_0338,,,,no_page,,
M1_0339,,,,no_page,,
M1_0340,,,,no_page,,
M1_0341,,,,no_page,,
M1_0342,,,,no_page,,
M1_0343,,,,no_page,,
M1_0344,,,,no_page,,
M1_0345,,,,no_page,,
M1_0346,,,,no_page,,
M1_0347,,,,no_page,,
M1_0348,,,,no_page,,
M1_0349,,,,no_page,,
M1_0350,,,,no_page,,
M1_0351,,,,no_page,,
M1_0352,,,,no_page,,
M1_0353,,,,no_page,,
M1_0354,,,,no_page,,
M1_0355,,,,no_page,,
M1_0356,,,,no_page,,
M1_0357,,,,no_page,,
M1_0358,,,,no_page,,
M1_0359,,,,no_page,,
M1_0360,,,,no_page,,
M1_0361,,,,no_page,,
M1_0362,,,,no_page,,
M1_0363,,,,no_page,,
M1_0364,,,,no_page,,
M1_0365,,,,no_page,,
M1_0366,,,,no_page,,
M1_0367,,,,no_page,,
M1_0368,,,,no_page,,
M1_0369,,,,no_page,,
M1_0370,,,,no_page,,
M1_0371,,,,no_page,,
M1_0372,,,,no_page,,
M1_0373,,,,no_page,,
M1_0374,,,,no_page,,
M1_0375,,,,no_page,,
M1_0376,,,,no_page,,
M1_0377,,,,no_page,,
M1_0378,,,,no_page,,
M1_0379,,,,no_page,,
M1_0380,,,,no_page,,
M1_0381,,,,no_page,,
M1_0382,,,,no_page,,
M1_0383,,,,no_page,,
M1_0384,,,,no_page,,
M1_0385,,,,no_page,,
M1_0386,,,,no_page,,
M1_0387,,,,no_page,,
M1_0388,,,,no_page,,
M1_0389,,,,no_page,,
M1_0390,,,,no_page,,
M1_0391,,,,no_page,,
M1_0392,,,,no_page,,
M1_0393,,,,no_page,,
M1_0394,,,,no_page,,
M1_0395,,,,no_page,,
M1_0396,,,,no_page,,
M1_0397,,,,no_page,,
M1_0398,,,,no_page,,
M1_0399,,,,no_page,,
M1_0400,,,,no_page,,
M1_0401,,,,no_page,,
M1_0402,,,,no_page,,
M1_0403,,,,no_page,,
M1_0404,,,,no_page,,
M1_0405,,,,no_page,,
M1_0406,哭,哭,哭人,ok,0.6548724174499512,哭
M1_0407,,,,no_page,,
M1_0408,,,,no_page,,
M1_0409,,,,no_page,,
M1_0410,,,,no_page,,
M1_0411,,,,no_page,,
M1_0412,,,,no_page,,
M1_0413,,,,no_page,,
M1_0414,,,,no_page,,
M1_0415,,,,no_page,,
M1_0416,旦,旦,旦,ok,0.719635546207428,德
M1_0417,,,,no_page,,
M1_0418,重,重,重,ok,0.6751347184181213,重
M1_0419,,,,no_page,,
M1_0420,,,,no_page,,
M1_0421,,,,no_page,,
M1_0422,,,,no_page,,
M1_0423,,,,no_page,,
M1_0424,,,,no_page,,
M1_0425,,,,no_page,,
M1_0426,,,,no_page,,
M1_0427,,,,no_page,,
M1_0428,,,,no_page,,
M1_0429,,,,no_page,,
M1_0430,,,,no_page,,
M1_0431,,,,no_page,,
M1_0432,,,,no_page,,
M1_0433,,,,no_page,,
M1_0434,,,,no_page,,
M1_0435,,,,no_page,,
M1_0436,,,,no_page,,
M1_0437,,,,no_page,,
M1_0438,,,,no_page,,
M1_0439,,,,no_page,,
M1_0440,,,,no_page,,
M1_0441,,,,no_page,,
M1_0442,,,,no_page,,
M1_0443,,,,no_page,,
M1_0444,,,,no_page,,
M1_0445,,,,no_page,,
M1_0446,,,,no_page,,
M1_0447,,,,no_page,,
M1_0448,,,,no_page,,
M1_0449,,,,no_page,,
M1_0450,,,,no_page,,
M1_0451,,,,no_page,,
M1_0452,,,,no_page,,
M1_0453,,,,no_page,,
M1_0454,,,,no_page,,
M1_0455,,,,no_page,,
M1_0456,,,,no_page,,
M1_0457,,,,no_page,,
M1_0458,,,,no_col,,
M1_0459,,,,no_page,,
M1_0460,,孟,,ok,,麻
M1_0461,,,,no_page,,
M1_0462,,,,no_page,,
M1_0463,,,,no_page,,
M1_0464,,,,no_page,,
M1_0465,,,,no_page,,
M1_0466,,,,no_page,,
M1_0467,,,,no_page,,
M1_0468,,,,no_page,,
M1_0469,,,,no_page,,
M1_0470,,,,no_page,,
M1_0471,,,,no_page,,
M1_0472,尼,尼,尼,ok,0.7115457653999329,尼
M1_0473,,,,no_page,,
M1_0474,,,,no_page,,
M1_0475,,,,no_page,,
M1_0476,,,,no_page,,
M1_0477,,,,no_page,,
M1_0478,,,,no_page,,
M1_0479,,,,no_page,,
M1_0480,,,,no_page,,
M1_0481,,,,no_page,,
M1_0482,,,,no_page,,
M1_0483,先,先,先,ok,0.6243786215782166,先
M1_0484,,,,no_page,,
M1_0485,,,,no_page,,
M1_0486,在,在,在,ok,0.6449050307273865,庒
M1_0487,,,,no_page,,
M1_0488,朱,朱,朱,ok,0.6161661744117737,朱
M1_0489,會,會,會,ok,0.5548967719078064,𠇮
M1_0490,,,,no_page,,
M1_0491,,,,no_page,,
M1_0492,,,,no_page,,
M1_0493,,,,no_page,,
M1_0494,,,,no_page,,
M1_0495,,,,no_page,,
M1_0496,,,,no_page,,
M1_0497,,,,no_page,,
M1_0498,,,,no_page,,
M1_0499,,,,no_page,,
M1_0500,,,,no_page,,
M1_0501,,,,no_page,,
M1_0502,,,,no_page,,
M1_0503,,,,no_page,,
M1_0504,,,,no_page,,
M1_0505,,,,no_page,,
M1_0506,,,,no_page,,
M1_0507,,,,no_page,,
M1_0508,,,,no_page,,
M1_0509,,,,no_page,,
M1_0510,,,,no_page,,
M1_0511,,,,no_page,,
M1_0512,,,,no_page,,
M1_0513,,,,no_page,,
M1_0514,,,,no_page,,
M1_0515,,,,no_page,,
M1_0516,,,,no_page,,
M1_0517,,,,no_page,,
M1_0518,,,,no_page,,
M1_0519,,,,no_page,,
M1_0520,,,,no_page,,
M1_0521,,,,no_page,,
M1_0522,,,,no_page,,
M1_0523,,,,no_page,,
M1_0524,,,,no_page,,
M1_0525,,,,no_page,,
M1_0526,,,,no_page,,
M1_0527,,,,no_page,,
M1_0528,,,,no_page,,
M1_0529,,,,no_page,,
M1_0530,,,,no_page,,
M1_0531,,,,no_page,,
M1_0532,,,,no_page,,
M1_0533,,,,no_page,,
M1_0534,,,,no_page,,
M1_0535,,,,no_page,,
M1_0536,,,,no_page,,
M1_0537,,,,no_page,,
M1_0538,,,,no_page,,
M1_0539,,,,no_page,,
M1_0540,,,,no_page,,
M1_0541,,,,no_page,,
M1_0542,,,,no_page,,
M1_0543,,,,no_page,,
M1_0544,,,,no_page,,
M1_0545,,,,no_page,,
M1_0546,,,,no_page,,
M1_0547,,,,no_page,,
M1_0548,,,,no_page,,
M1_0549,碎,碎,碎,ok,0.5320678353309631,碎
M1_0550,,,,no_page,,
M1_0551,,,,no_page,,
M1_0552,,,,no_page,,
M1_0553,,,,no_page,,
M1_0554,,,,no_page,,
M1_0555,,,,no_page,,
M1_0556,,,,no_page,,
M1_0557,,,,no_page,,
M1_0558,,,,no_page,,
M1_0559,德,德,德,ok,0.719635546207428,主
M1_0560,,,,no_page,,
M1_0561,主,主,主,ok,0.581863284111023,主
M1_0562,,,,no_page,,
M1_0563,,,,no_page,,
M1_0564,,,,no_page,,
M1_0565,,,,no_page,,
M1_0566,,,,no_page,,
M1_0567,,,,no_page,,
M1_0568,,,,no_page,,
M1_0569,,,,no_page,,
M1_0570,,,,no_page,,
M1_0571,,,,no_page,,
M1_0572,,,,no_page,,
M1_0573,,,,no_page,,
M1_0574,,,,no_page,,
M1_0575,,,,no_page,,
M1_0576,,,,no_page,,
M1_0577,,,,no_page,,
M1_0578,,,,no_page,,
M1_0579,,,,no_page,,
M1_0580,,,,no_page,,
M1_0581,,,,no_page,,
M1_0582,,,,no_page,,
M1_0583,,,,no_page,,
M1_0584,,,,no_page,,
M1_0585,,,,no_page,,
M1_0586,,,,no_page,,
M1_0587,,,,no_page,,
M1_0588,,,,no_page,,
M1_0589,,,,no_page,,
M1_0590,,,,no_page,,
M1_0591,,,,no_page,,
M1_0592,,,,no_page,,
M1_0593,,,,no_page,,
M1_0594,,,,no_page,,
M1_0595,,,,no_page,,
M1_0596,,,,no_page,,
M1_0597,,,,no_page,,
M1_0598,,,,no_page,,
M1_0599,,,,no_page,,
