sample_id,pred_iou,pred_mono,pred_all,note,score_iou,cell_char
M3_0178,,,,no_page,,
M3_0179,,,,no_page,,
M3_0180,,,,no_page,,
M3_0181,,,,no_page,,
M3_0182,,,,no_page,,
M3_0183,,,,no_page,,
M3_0184,,,,no_page,,
M3_0185,,,,no_page,,
M3_0186,,,,no_page,,
M3_0187,,,,no_page,,
M3_0188,,,,no_page,,
M3_0189,,,,no_page,,
M3_0190,,,,no_page,,
M3_0191,,,,no_page,,
M3_0192,,,,no_page,,
M3_0193,,,,no_page,,
M3_0194,,,,no_page,,
M3_0195,,,,no_page,,
M3_0196,,,,no_page,,
M3_0197,,,,no_page,,
M3_0198,,,,no_page,,
M3_0199,,,,no_page,,
M3_0200,,,,no_page,,
M3_0201,,,,no_page,,
M3_0202,,,,no_page,,
M3_0203,,,,no_page,,
M3_0204,,,,no_page,,
M3_0205,,,,no_page,,
M3_0206,,,,no_page,,
M3_0207,,,,no_page,,
M3_0208,,,,no_page,,
M3_0209,,,,no_page,,
M3_0210,,,,no_page,,
M3_0211,,,,no_page,,
M3_0212,,,,no_page,,
M3_0213,,,,no_page,,
M3_0214,,,,no_page,,
M3_0215,,,,no_page,,
M3_0216,,,,no_page,,
M3_0217,,,,no_page,,
M3_0218,,,,no_page,,
M3_0219,,,,no_page,,
M3_0220,,,,no_page,,
M3_0221,,,,no_page,,
M3_0222,,,,no_page,,
M3_0223,,,,no_page,,
M3_0224,,,,no_page,,
M3_0225,,,,no_page,,
M3_0226,,,,no_page,,
M3_0227,,,,no_page,,
M3_0228,,,,no_page,,
M3_0229,,,,no_page,,
M3_0230,,,,no_page,,
M3_0231,,,,no_page,,
M3_0232,,,,no_page,,
M3_0233,,,,no_page,,
M3_0234,,,,no_page,,
M3_0235,,,,no_page,,
M3_0236,,,,no_page,,
M3_0237,,,,no_page,,
M3_0238,,,,no_page,,
M3_0239,,,,no_page,,
M3_0240,,,,no_page,,
M3_0241,,,,no_page,,
M3_0242,,,,no_page,,
M3_0243,,,,no_page,,
M3_0244,,,,no_page,,
M3_0245,,,,no_page,,
M3_0246,,,,no_page,,
M3_0247,,,,no_page,,
M3_0248,,,,no_page,,
M3_0249,,,,no_page,,
M3_0250,,,,no_page,,
M3_0251,,,,no_page,,
M3_0252,,,,no_page,,
M3_0253,,,,no_page,,
M3_0254,,,,no_page,,
M3_0255,,,,no_page,,
M3_0256,,,,no_page,,
M3_0257,,,,no_page,,
M3_0258,,,,no_page,,
M3_0259,,,,no_page,,
M3_0260,,,,no_page,,
M3_0261,,,,no_page,,
M3_0262,,,,no_page,,
M3_0263,,,,no_page,,
M3_0264,,,,no_page,,
M3_0265,,,,no_page,,
M3_0266,,,,no_page,,
M3_0267,,,,no_page,,
M3_0268,,,,no_page,,
M3_0269,,,,no_page,,
M3_0270,,,,no_page,,
M3_0271,,,,no_page,,
M3_0272,,,,no_page,,
M3_0273,,,,no_page,,
M3_0274,,,,no_page,,
M3_0275,,,,no_page,,
M3_0276,,,,no_page,,
M3_0277,,,,no_page,,
M3_0278,,,,no_page,,
M3_0279,,,,no_page,,
M3_0280,,,,no_page,,
M3_0281,,,,no_page,,
M3_0282,,,,no_page,,
M3_0283,,,,no_page,,
M3_0284,,,,no_page,,
M3_0285,,,,no_page,,
M3_0286,,,,no_page,,
M3_0287,,,,no_page,,
M3_0288,,,,no_page,,
M3_0289,,,,no_page,,
M3_0290,,,,no_page,,
M3_0291,,,,no_page,,
M3_0292,,,,no_page,,
M3_0293,,,,no_page,,
M3_0294,,,,no_page,,
M3_0295,,,,no_page,,
M3_0296,,,,no_page,,
M3_0297,,,,no_page,,
M3_0298,,,,no_page,,
M3_0299,,,,no_page,,
