book	edition	page_id	page_image	verse_idx_in_page	col_index	part	patch_image	patch_preprocessed	split	col_bbox_xywh	nom_text	nom_unicode	n_nom	qn_verse	n_qn_syll	len_match	nomnaocr_label	nna_eq_ihr
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-002	data/LucVanTien1916/pages/images/nlvnpf-0059-002.jpg	10	5	1	data/LucVanTien1916/patches/nlvnpf-0059-002.jpg_5_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-002.jpg_5_1.jpg	train	158.9,153.3,40.2,525.1	蹺柴𤍇史𥸷經	U+8E7A U+67F4 U+24347 U+53F2 U+25E37 U+7D93	6	Theo thầy nấu sử sôi kinh	6	1	蹺柴𤍇史𥸷經	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-002	data/LucVanTien1916/pages/images/nlvnpf-0059-002.jpg	11	5	2	data/LucVanTien1916/patches/nlvnpf-0059-002.jpg_5_2.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-002.jpg_5_2.jpg	train	158.9,153.3,40.2,525.1	𣎃㝵包𬋩功程劳刀	U+23383 U+3775 U+5305 U+2C2E9 U+529F U+7A0B U+52B3 U+5200	8	Tháng ngày bao quản công trình lao đao	8	1	𣎃㝵包𬋩功程劳刀	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-002	data/LucVanTien1916/pages/images/nlvnpf-0059-002.jpg	12	6	1	data/LucVanTien1916/patches/nlvnpf-0059-002.jpg_6_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-002.jpg_6_1.jpg	train	106.5,153.9,40.2,522.7	文它起鳳滕雲	U+6587 U+5B83 U+8D77 U+9CF3 U+6ED5 U+96F2	6	Văn đà khởi phụng đằng vân	6	1	文它起鳳滕雲	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-002	data/LucVanTien1916/pages/images/nlvnpf-0059-002.jpg	13	6	2	data/LucVanTien1916/patches/nlvnpf-0059-002.jpg_6_2.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-002.jpg_6_2.jpg	train	106.5,153.9,40.2,522.7	武添叁畧六韜埃皮	U+6B66 U+6DFB U+53C1 U+7567 U+516D U+97DC U+57C3 U+76AE	8	Võ thêm tam lược lục thao ai bì	8	1	武添叁畧六韜埃皮	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	0	0	1	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_0_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-003.jpg_0_1.jpg	train	373.5,146.6,39.6,522.3	𠫾䀡󰘉会科詩	U+20AFE U+4021 U+F0609 U+4F1A U+79D1 U+8A69	6	Đi xem mở hội khoa thi	6	1	𠫾䀡󰘉会科詩	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	1	0	2	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_0_2.jpg	data/LucVanTien1916/patches_preprocessed/val/nlvnpf-0059-003.jpg_0_2.jpg	val	373.5,146.6,39.6,522.3	雲仙𠓨謝尊師𦋦𧗱	U+96F2 U+4ED9 U+204E8 U+8B1D U+5C0A U+5E2B U+262E6 U+275F1	8	Vân Tiên vào tạ tôn sư ra về	8	1	雲仙𠓨謝尊師𦋦𧗱	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	2	1	1	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_1_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-003.jpg_1_1.jpg	train	332.5,147.2,38.8,529.4	閉𥹰󰘂圣預掑	U+9589 U+25E70 U+F0602 U+5723 U+9810 U+6391	6	Bấy lâu cửa thánh dựa kề	6	1	閉𥹰󰘂圣預掑	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	3	1	2	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_1_2.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-003.jpg_1_2.jpg	train	332.5,147.2,38.8,529.4	㐌鮮氣象吏吹精神	U+340C U+9BAE U+6C23 U+8C61 U+540F U+5439 U+7CBE U+795E	8	Ðã tươi khí tượng lại xuê tinh thần	8	1	㐌鮮氣象吏吹精神	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	4	2	1	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_2_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-003.jpg_2_1.jpg	train	294.1,147.8,38.9,527.8	𫢩它及会風雲	U+2B8A9 U+5B83 U+53CA U+4F1A U+98A8 U+96F2	6	Nay đà gặp hội phong vân	6	1	𫢩它及会風雲	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	5	2	2	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_2_2.jpg	data/LucVanTien1916/patches_preprocessed/val/nlvnpf-0059-003.jpg_2_2.jpg	val	294.1,147.8,38.9,527.8	𠊛匕埃拱立身貝尼	U+2029B U+5315 U+57C3 U+62F1 U+7ACB U+8EAB U+8C9D U+5C3C	8	Người người ai cũng lập thân buổi nàỵ	8	1	𠊛匕埃拱立身貝尼	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	6	3	1	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_3_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-003.jpg_3_1.jpg	train	257.5,148.3,38.3,527.6	志𭸓𢏑鴈边𩄲	U+5FD7 U+2DE13 U+223D1 U+9D08 U+8FB9 U+29132	6	Chí [?] bắn nhạn ven mây	6	1	志𭸓𢏑鴈边𩄲	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	7	3	2	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_3_2.jpg	data/LucVanTien1916/patches_preprocessed/val/nlvnpf-0059-003.jpg_3_2.jpg	val	257.5,148.3,38.3,527.6	名碎㐌𤎜㗂柴屯賖	U+540D U+788E U+340C U+2439C U+35C2 U+67F4 U+5C6F U+8CD6	8	Danh tôi đã rạng, tiếng thầy đồn xa	8	1	名碎㐌𤎜㗂柴屯賖	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	8	4	1	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_4_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-003.jpg_4_1.jpg	train	215.1,149.1,42.2,529.0	󰥎𤳆𥪝𡎝𠊛些	U+F094E U+24CC6 U+25A9D U+2139D U+2029B U+4E9B	6	Làm trai trong cõi người ta	6	1	󰥎𤳆𥪝𡎝𠊛些	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	9	4	2	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_4_2.jpg	data/LucVanTien1916/patches_preprocessed/val/nlvnpf-0059-003.jpg_4_2.jpg	val	215.1,149.1,42.2,529.0	畧卢報補𡢐󰑼顕荣	U+7567 U+5362 U+5831 U+88DC U+21890 U+F047C U+9855 U+8363	8	Trước lo báo bổ, sau là hiển vinh\	8	1	畧卢報補𡢐󰑼顕荣	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	10	5	1	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_5_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-003.jpg_5_1.jpg	train	178.4,147.2,39.8,533.6	尊師欺意論盘	U+5C0A U+5E2B U+6B3A U+610F U+8AD6 U+76D8	6	Tôn sư khi ấy luận bàn	6	1	尊師欺意論盘	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	11	5	2	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_5_2.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-003.jpg_5_2.jpg	train	178.4,147.2,39.8,533.6	𡄎𥪝𢼂係科塲群賖	U+2110E U+25A9D U+22F02 U+4FC2 U+79D1 U+5872 U+7FA4 U+8CD6	8	Ngẫm trong số hệ khoa trường còn xa	8	1	𡄎𥪝𢼂係科塲群賖	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	12	6	1	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_6_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-003.jpg_6_1.jpg	train	140.4,147.8,40.9,531.2	𢵯𢈱󰝸敢呐𠚢	U+22D6F U+22231 U+F0778 U+6562 U+5450 U+206A2	6	Mấy lời chẳng dám nói ra	6	1	𢵯𢈱󰝸敢呐𠚢	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	13	6	2	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_6_2.jpg	data/LucVanTien1916/patches_preprocessed/val/nlvnpf-0059-003.jpg_6_2.jpg	val	140.4,147.8,40.9,531.2	吹柴傷伵㤕車𥪝𢚸	U+5439 U+67F4 U+50B7 U+4F35 U+3915 U+8ECA U+25A9D U+226B8	8	Xui thầy thương tớ xót xa trong lòng	8	1	吹柴傷伵㤕車𥪝𢚸	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	14	7	1	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_7_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-003.jpg_7_1.jpg	train	101.4,146.6,38.5,536.2	𡢐油訴浽濁冲	U+21890 U+6CB9 U+8A34 U+6D7D U+6FC1 U+51B2	6	Sau dù tỏ nỗi đục trong	6	1	𡢐油訴浽濁冲	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	15	7	2	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_7_2.jpg	data/LucVanTien1916/patches_preprocessed/val/nlvnpf-0059-003.jpg_7_2.jpg	val	101.4,146.6,38.5,536.2	沛朱𠬠法底防𫉚身	U+6C9B U+6731 U+20B20 U+6CD5 U+5E95 U+9632 U+2B25A U+8EAB	8	Phải cho một phép để phòng hộ thân	8	1	沛朱𠬠法底防𫉚身	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	16	8	1	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_8_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-003.jpg_8_1.jpg	train	66.5,146.0,38.0,535.1	𣈙昆𠖈准風󰡰	U+23219 U+6606 U+20588 U+51C6 U+98A8 U+F0870	6	Rày con xuống chốn phong trần	6	1	𣈙昆𠖈准風󰡰	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	17	8	2	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_8_2.jpg	data/LucVanTien1916/patches_preprocessed/val/nlvnpf-0059-003.jpg_8_2.jpg	val	66.5,146.0,38.0,535.1	柴朱𠀧道符神󰝡蹺	U+67F4 U+6731 U+20027 U+9053 U+7B26 U+795E U+F0761 U+8E7A	8	Thầy cho ba đạo phù thần đem theo	8	1	柴朱𠀧道符神󰝡蹺	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	18	9	1	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_9_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-003.jpg_9_1.jpg	train	28.1,147.8,39.3,532.7	󰝸埋麻及𠯿𠨪	U+F0778 U+57CB U+9EBB U+53CA U+20BFF U+20A2A	6	Chẳng may mà gặp lúc nghèo	6	1	󰝸埋麻及𠯿𠨪	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-003	data/LucVanTien1916/pages/images/nlvnpf-0059-003.jpg	19	9	2	data/LucVanTien1916/patches/nlvnpf-0059-003.jpg_9_2.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-003.jpg_9_2.jpg	train	28.1,147.8,39.3,532.7	𠖈滝供𠊡𨖲𰎉拱安	U+20588 U+6EDD U+4F9B U+202A1 U+285B2 U+30389 U+62F1 U+5B89	8	Xuống sông cũng vững, lên đèo cũng an	8	1	𠖈滝供𠊡𨖲𰎉拱安	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-004	data/LucVanTien1916/pages/images/nlvnpf-0059-004.jpg	0	0	1	data/LucVanTien1916/patches/nlvnpf-0059-004.jpg_0_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-004.jpg_0_1.jpg	train	437.8,144.8,36.0,532.5	尊師𠓨准後堂	U+5C0A U+5E2B U+204E8 U+51C6 U+5F8C U+5802	6	Tôn sư vào chốn hậu đường	6	1	尊師𠓨准後堂	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-004	data/LucVanTien1916/pages/images/nlvnpf-0059-004.jpg	1	0	2	data/LucVanTien1916/patches/nlvnpf-0059-004.jpg_0_2.jpg	data/LucVanTien1916/patches_preprocessed/val/nlvnpf-0059-004.jpg_0_2.jpg	val	437.8,144.8,36.0,532.5	雲仙魚謹𢚸強生𪟽	U+96F2 U+4ED9 U+9B5A U+8B39 U+226B8 U+5F37 U+751F U+2A7FD	8	Vân Tiên ngơ ngẩn lòng càng sinh nghi	8	1	雲仙魚謹𢚸強生𪟽	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-004	data/LucVanTien1916/pages/images/nlvnpf-0059-004.jpg	2	1	1	data/LucVanTien1916/patches/nlvnpf-0059-004.jpg_1_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-004.jpg_1_1.jpg	train	400.0,144.3,37.2,538.1	󰝸咍𨉓嗼役之	U+F0778 U+548D U+28253 U+55FC U+5F79 U+4E4B	6	Chẳng hay mình mắc việc chi	6	1	󰝸咍𨉓嗼役之	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-004	data/LucVanTien1916/pages/images/nlvnpf-0059-004.jpg	3	1	2	data/LucVanTien1916/patches/nlvnpf-0059-004.jpg_1_2.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-004.jpg_1_2.jpg	train	400.0,144.3,37.2,538.1	󰲹師𠊛𠰺科期群賖	U+F0CB9 U+5E2B U+2029B U+20C3A U+79D1 U+671F U+7FA4 U+8CD6	8	Tôn sư người dạy khoa kỳ còn xa	8	1	󰲹師𠊛𠰺科期群賖	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-004	data/LucVanTien1916/pages/images/nlvnpf-0059-004.jpg	4	2	1	data/LucVanTien1916/patches/nlvnpf-0059-004.jpg_2_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-004.jpg_2_1.jpg	train	362.7,146.9,35.4,537.3	𠬠󰑼貝󰑚𭛣茄	U+20B20 U+F047C U+8C9D U+F045A U+2D6E3 U+8304	6	Một là bối rối việc nhà	6	1	𠬠󰑼貝󰑚𭛣茄	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-004	data/LucVanTien1916/pages/images/nlvnpf-0059-004.jpg	5	2	2	data/LucVanTien1916/patches/nlvnpf-0059-004.jpg_2_2.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-004.jpg_2_2.jpg	train	362.7,146.9,35.4,537.3	𠄩󰑼󱉎泊𠀧󰑼才踈	U+20129 U+F047C U+F124E U+6CCA U+20027 U+F047C U+624D U+8E08	8	Hai là đức bạc ba là tài sơ	8	1	𠄩󰑼󱉎泊𠀧󰑼才踈	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-004	data/LucVanTien1916/pages/images/nlvnpf-0059-004.jpg	6	3	1	data/LucVanTien1916/patches/nlvnpf-0059-004.jpg_3_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-004.jpg_3_1.jpg	train	323.6,150.2,36.1,536.5	闭𥹰󰲺飭詩書	U+95ED U+25E70 U+F0CBA U+98ED U+8A69 U+66F8	6	Bấy lâu ra sức thi thư	6	1	闭𥹰󰲺飭詩書	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-004	data/LucVanTien1916/pages/images/nlvnpf-0059-004.jpg	7	3	2	data/LucVanTien1916/patches/nlvnpf-0059-004.jpg_3_2.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-004.jpg_3_2.jpg	train	323.6,150.2,36.1,536.5	会尼󰝸及群除会芇	U+4F1A U+5C3C U+F0778 U+53CA U+7FA4 U+9664 U+4F1A U+8287	8	Hội này chẳng kịp còn chờ hội nao	8	1	会尼󰝸及群除会芇	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-004	data/LucVanTien1916/pages/images/nlvnpf-0059-004.jpg	8	4	1	data/LucVanTien1916/patches/nlvnpf-0059-004.jpg_4_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-004.jpg_4_1.jpg	train	284.9,149.0,36.1,537.8	盛衰󰝸別󰥎牢	U+76DB U+8870 U+F0778 U+5225 U+F094E U+7262	6	Thịnh suy chẳng biết làm sao	6	1	盛衰󰝸別󰥎牢	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-004	data/LucVanTien1916/pages/images/nlvnpf-0059-004.jpg	9	4	2	data/LucVanTien1916/patches/nlvnpf-0059-004.jpg_4_2.jpg	data/LucVanTien1916/patches_preprocessed/val/nlvnpf-0059-004.jpg_4_2.jpg	val	284.9,149.0,36.1,537.8	之朋哙吏理芇朱明	U+4E4B U+670B U+54D9 U+540F U+7406 U+8287 U+6731 U+660E	8	Chi bằng hỏi lại lẽ nào cho minh	8	1	之朋哙吏理芇朱明	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-004	data/LucVanTien1916/pages/images/nlvnpf-0059-004.jpg	10	5	1	data/LucVanTien1916/patches/nlvnpf-0059-004.jpg_5_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-004.jpg_5_1.jpg	train	247.4,152.5,35.8,531.7	𠓨䜹朱訢事情	U+204E8 U+4739 U+6731 U+8A22 U+4E8B U+60C5	6	Vào thưa cho tỏ sự tình	6	1	𠓨䜹朱訢事情	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-004	data/LucVanTien1916/pages/images/nlvnpf-0059-004.jpg	11	5	2	data/LucVanTien1916/patches/nlvnpf-0059-004.jpg_5_2.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-004.jpg_5_2.jpg	train	247.4,152.5,35.8,531.7	丕𡢐𠦳淡登程買安	U+4E15 U+21890 U+209B3 U+6DE1 U+767B U+7A0B U+8CB7 U+5B89	8	Vậy sau ng àn dặm đăng trình mới an	9	0	丕𡢐𠦳淡登程買安	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-004	data/LucVanTien1916/pages/images/nlvnpf-0059-004.jpg	12	6	1	data/LucVanTien1916/patches/nlvnpf-0059-004.jpg_6_1.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-004.jpg_6_1.jpg	train	205.0,152.7,39.5,534.0	尊師𡓮唉咀嘆	U+5C0A U+5E2B U+214EE U+5509 U+5480 U+5606	6	Tôn sư ngồi hãy thở than	6	1	尊師𡓮唉咀嘆	1
LucVanTien1916	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-004	data/LucVanTien1916/pages/images/nlvnpf-0059-004.jpg	13	6	2	data/LucVanTien1916/patches/nlvnpf-0059-004.jpg_6_2.jpg	data/LucVanTien1916/patches_preprocessed/train/nlvnpf-0059-004.jpg_6_2.jpg	train	205.0,152.7,39.5,534.0	𥄭𠚢畧按𧡊払阻󰀡	U+2512D U+206A2 U+7567 U+6309 U+2784A U+6255 U+963B U+F0021	8	Ngó ra trước án thấy chàng trở vô	8	1	𥄭𠚢畧按𧡊払阻󰀡	1
