image,nom_char,label,reading,confidence,bbox,page,source
crops_cleaned/page_0012/col03_char000.png,姆,U+59C6,mẹ,medium,"748,203,840,229",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char001.png,俓,U+4FD3,kính,medium,"748,282,840,347",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char002.png,ヌ,U+30CC,con,medium,"748,348,840,400",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char003.png,,U+E19C,lắm,medium,"748,407,840,459",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char004.png,位,U+4F4D,vì,medium,"748,466,840,535",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char005.png,奖,U+5956,tưởng,medium,"748,541,840,613",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char006.png,,U+E481,thấy,medium,"748,615,840,678",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char007.png,,U+E135,ông,medium,"748,686,840,736",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char008.png,偺,U+507A,Thánh,medium,"748,738,840,818",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char009.png,呸,U+5478,Phê,medium,"748,825,840,946",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char010.png,噜,U+565C,rô,medium,"748,955,840,1032",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char011.png,,U+E2A4,đem,medium,"748,1035,840,1085",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char012.png,ヌ,U+30CC,con,medium,"748,1097,840,1116",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char013.png,命,U+547D,mình,medium,"748,1116,840,1151",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char014.png,嗹,U+55F9,liên,medium,"748,1151,840,1164",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char015.png,𱢑,U+31891,thì,medium,"748,1164,840,1287",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char016.png,姆,U+59C6,mẹ,medium,"748,1287,840,1351",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char017.png,𱺵,U+31EB5,mới,medium,"748,1356,840,1426",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char018.png,,U+ECD1,biết,medium,"748,1426,840,1492",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char019.png,ヌ,U+30CC,con,medium,"748,1492,840,1613",12,SachThanhTruyen4
crops_cleaned/page_0012/col03_char020.png,ヌ,U+30CC,ngày,medium,"748,1615,840,1666",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char000.png,嗟,U+55DF,sau,medium,"647,277,748,345",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char001.png,待,U+5F85,được,medium,"647,345,748,458",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char002.png,昵,U+6635,chức,medium,"647,461,748,527",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char003.png,佔,U+4F54,coi,medium,"647,527,748,589",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char004.png,体,U+4F53,bổn,medium,"647,595,748,636",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char005.png,噵,U+5675,đạo,medium,"647,642,748,652",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char006.png,叵,U+53F5,và,medium,"647,652,748,715",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char007.png,媟,U+5A9F,đẹp,medium,"647,715,748,810",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char008.png,峼,U+5CFC,lòng,medium,"647,810,748,847",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char009.png,,U+E0D6,Đức,medium,"647,852,748,877",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char010.png,主,U+4E3B,Chúa,medium,"647,877,748,968",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char011.png,,U+E11B,Trời,medium,"647,974,748,1019",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char012.png,丕,U+4E15,Vậy,medium,"647,1025,748,1087",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char013.png,姆,U+59C6,mẹ,medium,"647,1093,748,1132",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char014.png,哸,U+54F8,nuôi,medium,"647,1138,748,1205",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char015.png,ヌ,U+30CC,con,medium,"647,1209,748,1266",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char016.png,伽,U+4F3D,như,medium,"647,1267,748,1328",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char017.png,古,U+53E4,của,medium,"647,1339,748,1374",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char018.png,𱸳,U+31E33,về,medium,"647,1383,748,1430",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char019.png,,U+E11B,trời,medium,"647,1438,748,1493",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char020.png,,U+E001,chẳng,medium,"647,1496,748,1606",12,SachThanhTruyen4
crops_cleaned/page_0012/col04_char021.png,仕,U+4ED5,phải,medium,"647,1608,748,1663",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char000.png,伽,U+4F3D,như,medium,"546,200,647,225",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char001.png,𱸳,U+31E33,về,medium,"546,279,647,311",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char002.png,,U+E0AB,thế,medium,"546,329,647,381",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char003.png,,U+E185,gian,medium,"546,388,647,436",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char004.png,,U+E2A1,mà,medium,"546,443,647,503",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char005.png,ヌ,U+30CC,con,medium,"546,509,647,558",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char006.png,𱠎,U+3180E,giữ,medium,"546,571,647,626",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char007.png,揑,U+63D1,nết,medium,"546,637,647,685",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char008.png,,U+E19C,lắm,medium,"546,695,647,743",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char009.png,,U+EB34,cho,medium,"546,752,647,826",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char010.png,ㇶ,U+31F6,nên,medium,"546,830,647,880",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char011.png,ヌ,U+30CC,ngày,medium,"546,888,647,939",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char012.png,嗟,U+55DF,sau,medium,"546,945,647,1003",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char013.png,待,U+5F85,được,medium,"546,1006,647,1055",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char014.png,,U+E1D5,làm,medium,"546,1055,647,1117",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char015.png,別,U+5225,viết,medium,"546,1127,647,1162",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char016.png,拊,U+62CA,vồ,medium,"546,1178,647,1209",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char017.png,城,U+57CE,thành,medium,"546,1223,647,1282",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char019.png,加,U+52A0,ra,high,"546,1321,647,1386",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char020.png,伖,U+4F16,nô,medium,"546,1392,647,1440",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char021.png,啤,U+5564,bi,medium,"546,1442,647,1482",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char023.png,倛,U+501B,khi,medium,"546,1549,647,1602",12,SachThanhTruyen4
crops_cleaned/page_0012/col05_char024.png,,U+E0AD,trước,medium,"546,1602,647,1663",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char000.png,仉,U+4EC9,người,medium,"451,274,546,336",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char001.png,,U+E001,chẳng,medium,"451,344,546,391",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char002.png,受,U+53D7,chịu,medium,"451,404,546,453",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char003.png,昵,U+6635,chức,medium,"451,453,546,518",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char004.png,𱍸,U+31378,ấy,medium,"451,523,546,600",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char005.png,,U+E2A1,mà,medium,"451,604,546,655",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char006.png,,U+E0D6,đức,medium,"451,664,546,723",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char007.png,偺,U+507A,thánh,medium,"451,728,546,789",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char008.png,叵,U+53F5,Pha,medium,"451,799,546,856",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char009.png,叵,U+53F5,pha,medium,"451,868,546,904",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char010.png,,U+E027,là,medium,"451,909,546,974",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char011.png,世,U+4E16,Ghê,medium,"451,974,546,1039",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char012.png,咦,U+54A6,rê,medium,"451,1042,546,1093",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char013.png,𦁿,U+2607F,gô,medium,"451,1101,546,1144",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char014.png,咦,U+54A6,ri,medium,"451,1148,546,1201",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char015.png,乌,U+4E4C,ô,medium,"451,1211,546,1271",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char016.png,佽,U+4F7D,thứ,medium,"451,1280,546,1327",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char017.png,,U+E04F,bảy,medium,"451,1330,546,1371",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char018.png,厭,U+53AD,ép,medium,"451,1371,546,1439",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char019.png,仉,U+4EC9,người,medium,"451,1439,546,1500",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char020.png,受,U+53D7,chịu,medium,"451,1505,546,1552",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char021.png,,U+E001,chẳng,medium,"451,1555,546,1599",12,SachThanhTruyen4
crops_cleaned/page_0012/col06_char022.png,,U+E222,khỏi,medium,"451,1603,546,1658",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char000.png,,U+E192,hai,medium,"356,197,451,222",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char001.png,,U+E0F3,năm,medium,"356,275,451,311",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char002.png,仉,U+4EC9,người,medium,"356,320,451,384",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char003.png,,U+E31F,toan,medium,"356,385,451,445",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char004.png,俆,U+4FC6,từ,medium,"356,451,451,522",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char005.png,聀,U+8040,chức,high,"356,524,451,597",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char006.png,意,U+610F,ấy,high,"356,597,451,650",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char007.png,,U+E277,nhiều,medium,"356,655,451,728",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char008.png,各,U+5404,lần,medium,"356,735,451,799",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char009.png,双,U+53CC,Song,medium,"356,808,451,867",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char010.png,囄,U+56C4,le,medium,"356,875,451,915",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char011.png,各,U+5404,các,medium,"356,916,451,979",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char012.png,叵,U+53F5,Pha,medium,"356,982,451,1025",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char013.png,叵,U+53F5,pha,medium,"356,1034,451,1086",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char014.png,嗟,U+55DF,sau,medium,"356,1132,451,1193",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char015.png,,U+E001,chẳng,medium,"356,1198,451,1243",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char016.png,儀,U+5100,nghe,medium,"356,1253,451,1305",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char017.png,,U+E029,một,medium,"356,1315,451,1366",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char018.png,券,U+5238,khuyên,medium,"356,1374,451,1440",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char019.png,受,U+53D7,chịu,medium,"356,1465,451,1495",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char020.png,丕,U+4E15,vậy,medium,"356,1506,451,1517",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char021.png,叵,U+53F5,và,medium,"356,1517,451,1551",12,SachThanhTruyen4
crops_cleaned/page_0012/col07_char022.png,亙,U+4E99,gánh,medium,"356,1551,451,1657",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char000.png,古,U+53E4,của,medium,"267,197,356,221",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char001.png,𱴸,U+31D38,nặng,medium,"267,273,356,317",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char002.png,𱍸,U+31378,ấy,medium,"267,322,356,394",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char003.png,,U+E027,là,medium,"267,402,356,477",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char004.png,,U+E014,xem,medium,"267,488,356,538",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char005.png,揱,U+63F1,sóc,medium,"267,543,356,594",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char006.png,各,U+5404,các,medium,"267,603,356,658",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char007.png,令,U+4EE4,linh,medium,"267,665,356,719",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char008.png,塊,U+584A,hồn,medium,"267,726,356,793",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char009.png,ヌ,U+30CC,con,medium,"267,798,356,862",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char010.png,,U+E0D6,Đức,medium,"267,873,356,923",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char011.png,主,U+4E3B,Chúa,medium,"267,931,356,982",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char012.png,搘,U+6418,Giê,medium,"267,994,356,1085",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char013.png,樞,U+6A1E,su,medium,"267,1094,356,1143",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char014.png,初,U+521D,xưa,medium,"267,1151,356,1201",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char015.png,,U+E19F,lấy,medium,"267,1210,356,1250",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char016.png,卯,U+536F,máu,medium,"267,1260,356,1316",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char017.png,命,U+547D,mình,medium,"267,1318,356,1398",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char018.png,,U+E2A1,mà,medium,"267,1398,356,1431",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char019.png,囑,U+56D1,chuộc,medium,"267,1435,356,1508",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char020.png,丕,U+4E15,Vậy,medium,"267,1515,356,1562",12,SachThanhTruyen4
crops_cleaned/page_0012/col08_char021.png,仉,U+4EC9,người,medium,"267,1567,356,1634",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char000.png,仕,U+4ED5,phải,medium,"174,267,267,325",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char001.png,受,U+53D7,chịu,medium,"174,330,267,377",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char002.png,昵,U+6635,chức,medium,"174,378,267,440",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char003.png,𱍸,U+31378,ấy,medium,"174,447,267,525",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char004.png,俽,U+4FFD,hơn,medium,"174,533,267,584",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char005.png,,U+E0F3,năm,medium,"174,592,267,659",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char006.png,,U+E1B2,mươi,medium,"174,659,267,725",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char007.png,,U+E0F3,năm,medium,"174,728,267,846",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char008.png,仍,U+4ECD,nhưng,medium,"174,854,267,898",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char009.png,,U+E2A1,mà,medium,"174,902,267,953",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char010.png,,U+E277,nhiều,medium,"174,961,267,1018",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char011.png,公,U+516C,công,medium,"174,1027,267,1070",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char012.png,,U+E19C,lắm,medium,"174,1078,267,1141",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char013.png,叵,U+53F5,và,medium,"174,1145,267,1266",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char014.png,,U+EB34,cho,medium,"174,1272,267,1368",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char015.png,命,U+547D,mình,medium,"174,1368,267,1399",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char016.png,叵,U+53F5,và,medium,"174,1404,267,1451",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char017.png,,U+EB34,cho,medium,"174,1452,267,1492",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char018.png,体,U+4F53,bổn,medium,"174,1496,267,1517",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char019.png,噵,U+5675,đạo,medium,"174,1517,267,1567",12,SachThanhTruyen4
crops_cleaned/page_0012/col09_char020.png,,U+E0AD,Trước,medium,"174,1567,267,1643",12,SachThanhTruyen4
