source,page,column,char_idx,char,confidence
CacThanhTruyen2,page_0012,6,15,也,0.500
CacThanhTruyen2,page_0012,6,16,如,0.771
CacThanhTruyen2,page_0012,6,17,乙,0.806
CacThanhTruyen2,page_0012,6,18,如,0.500
CacThanhTruyen2,page_0012,6,19,如,0.301
CacThanhTruyen2,page_0012,7,0,駕,0.286
CacThanhTruyen2,page_0012,7,1,娘,0.869
CacThanhTruyen2,page_0012,7,2,一,0.200
CacThanhTruyen2,page_0012,7,3,如,0.400
CacThanhTruyen2,page_0012,7,4,如,0.900
CacThanhTruyen2,page_0012,7,5,如,0.826
CacThanhTruyen2,page_0012,7,6,城,0.585
CacThanhTruyen2,page_0012,7,7,舶,0.876
CacThanhTruyen2,page_0012,7,8,十,0.527
CacThanhTruyen2,page_0012,7,9,奴,0.500
CacThanhTruyen2,page_0012,7,10,奴,0.914
CacThanhTruyen2,page_0012,7,11,下,0.736
CacThanhTruyen2,page_0012,7,12,奴,0.500
CacThanhTruyen2,page_0012,7,13,奴,0.945
CacThanhTruyen2,page_0012,7,14,人,0.728
CacThanhTruyen2,page_0012,7,15,餓,0.734
CacThanhTruyen2,page_0012,7,16,鹹,0.232
CacThanhTruyen2,page_0012,7,17,帝,0.250
CacThanhTruyen2,page_0012,7,18,紀,0.764
CacThanhTruyen2,page_0012,8,0,試,0.349
CacThanhTruyen2,page_0012,8,1,下,0.200
CacThanhTruyen2,page_0012,8,2,鄒,0.816
CacThanhTruyen2,page_0012,8,3,如,0.321
CacThanhTruyen2,page_0012,8,4,如,0.500
CacThanhTruyen2,page_0012,8,5,一,0.890
CacThanhTruyen2,page_0012,8,6,下,0.552
CacThanhTruyen2,page_0012,8,7,沙,0.445
CacThanhTruyen2,page_0012,8,8,乙,0.652
CacThanhTruyen2,page_0012,8,9,八,0.500
CacThanhTruyen2,page_0012,8,10,紀,0.268
CacThanhTruyen2,page_0012,8,11,一,0.500
CacThanhTruyen2,page_0012,8,12,十,0.790
CacThanhTruyen2,page_0012,8,13,八,0.500
CacThanhTruyen2,page_0012,8,14,如,0.498
CacThanhTruyen2,page_0012,8,15,城,0.775
CacThanhTruyen2,page_0012,8,16,奴,0.500
CacThanhTruyen2,page_0012,8,17,如,0.871
CacThanhTruyen2,page_0012,8,18,如,0.250
CacThanhTruyen2,page_0012,8,19,身,0.916
CacThanhTruyen2,page_0012,8,20,娘,0.485
CacThanhTruyen2,page_0012,8,21,妙,0.387
CacThanhTruyen2,page_0012,9,0,如,0.693
CacThanhTruyen2,page_0012,9,1,隋,0.518
CacThanhTruyen2,page_0012,9,2,親,0.479
CacThanhTruyen2,page_0012,9,3,州,0.500
CacThanhTruyen2,page_0012,9,4,同,0.250
CacThanhTruyen2,page_0012,9,5,同,0.500
CacThanhTruyen2,page_0012,9,6,如,0.374
CacThanhTruyen2,page_0012,9,7,十,0.745
CacThanhTruyen2,page_0012,9,8,娥,0.790
CacThanhTruyen2,page_0012,9,9,下,0.400
CacThanhTruyen2,page_0012,9,10,下,0.997
CacThanhTruyen2,page_0012,9,11,八,0.500
CacThanhTruyen2,page_0012,9,12,𢪀,0.761
CacThanhTruyen2,page_0012,9,13,一,0.500
CacThanhTruyen2,page_0012,9,14,一,0.852
CacThanhTruyen2,page_0012,9,15,宗,0.250
CacThanhTruyen2,page_0012,9,16,同,0.500
CacThanhTruyen2,page_0012,9,17,同,0.500
CacThanhTruyen2,page_0012,9,18,丁,0.980
CacThanhTruyen2,page_0012,9,19,奴,0.500
CacThanhTruyen2,page_0012,9,20,同,0.900
CacThanhTruyen2,page_0012,9,21,一,0.874
CacThanhTruyen2,page_0014,1,0,宗,0.906
CacThanhTruyen2,page_0014,1,1,同,0.259
CacThanhTruyen2,page_0014,1,2,陳,0.500
CacThanhTruyen2,page_0014,1,3,如,0.460
CacThanhTruyen2,page_0014,1,4,頂,0.730
CacThanhTruyen2,page_0014,1,5,十,0.895
CacThanhTruyen2,page_0014,1,6,同,0.250
CacThanhTruyen2,page_0014,1,7,紀,0.791
CacThanhTruyen2,page_0014,1,8,令,0.532
CacThanhTruyen2,page_0014,1,9,一,0.426
CacThanhTruyen2,page_0014,1,10,一,0.533
CacThanhTruyen2,page_0014,1,11,同,0.900
CacThanhTruyen2,page_0014,1,12,年,0.519
CacThanhTruyen2,page_0014,1,13,同,0.832
CacThanhTruyen2,page_0014,1,14,户,0.724
CacThanhTruyen2,page_0014,1,15,同,0.493
CacThanhTruyen2,page_0014,1,16,同,0.250
CacThanhTruyen2,page_0014,1,17,州,0.200
CacThanhTruyen2,page_0014,1,18,州,0.250
CacThanhTruyen2,page_0014,1,19,乙,0.895
CacThanhTruyen2,page_0014,1,20,感,0.710
CacThanhTruyen2,page_0014,1,21,舶,0.836
CacThanhTruyen2,page_0014,1,22,甲,0.780
CacThanhTruyen2,page_0014,2,0,一,0.594
CacThanhTruyen2,page_0014,2,1,立,0.667
CacThanhTruyen2,page_0014,2,2,一,0.574
CacThanhTruyen2,page_0014,2,3,一,0.286
CacThanhTruyen2,page_0014,3,0,一,0.697
CacThanhTruyen2,page_0014,3,1,如,0.900
CacThanhTruyen2,page_0014,3,2,無,0.900
CacThanhTruyen2,page_0014,3,3,一,0.500
CacThanhTruyen2,page_0014,3,4,一,0.765
CacThanhTruyen2,page_0014,3,5,八,0.500
CacThanhTruyen2,page_0014,3,6,𨺻,0.852
CacThanhTruyen2,page_0014,3,7,乙,0.509
CacThanhTruyen2,page_0014,3,8,宗,0.282
CacThanhTruyen2,page_0014,3,9,城,0.437
CacThanhTruyen2,page_0014,3,10,姓,0.257
CacThanhTruyen2,page_0014,3,11,一,0.965
CacThanhTruyen2,page_0014,3,12,一,0.871
CacThanhTruyen2,page_0014,3,13,乙,0.224
CacThanhTruyen2,page_0014,3,14,乙,0.431
CacThanhTruyen2,page_0014,3,15,一,0.500
CacThanhTruyen2,page_0014,3,16,戰,0.793
CacThanhTruyen2,page_0014,3,17,一,0.314
CacThanhTruyen2,page_0014,3,18,一,0.500
CacThanhTruyen2,page_0014,3,19,八,0.250
CacThanhTruyen2,page_0014,3,20,一,0.766
CacThanhTruyen2,page_0014,4,0,一,0.790
CacThanhTruyen2,page_0014,4,1,純,0.400
CacThanhTruyen2,page_0014,4,2,舶,0.231
CacThanhTruyen2,page_0014,4,3,如,0.900
CacThanhTruyen2,page_0014,4,4,八,0.500
CacThanhTruyen2,page_0014,4,5,八,0.500
CacThanhTruyen2,page_0014,4,6,一,0.500
CacThanhTruyen2,page_0014,4,7,一,0.957
CacThanhTruyen2,page_0014,4,8,一,0.500
CacThanhTruyen2,page_0014,4,9,隙,0.542
CacThanhTruyen2,page_0014,4,10,一,0.767
CacThanhTruyen2,page_0014,4,11,一,0.889
CacThanhTruyen2,page_0014,4,12,如,0.250
CacThanhTruyen2,page_0014,4,13,制,0.805
CacThanhTruyen2,page_0014,4,14,一,0.930
CacThanhTruyen2,page_0014,4,15,十,0.400
CacThanhTruyen2,page_0014,4,16,下,0.961
CacThanhTruyen2,page_0014,4,17,一,0.859
CacThanhTruyen2,page_0014,4,18,一,0.759
CacThanhTruyen2,page_0014,4,19,一,0.759
CacThanhTruyen2,page_0014,4,20,乙,0.623
CacThanhTruyen2,page_0014,5,0,如,0.500
CacThanhTruyen2,page_0014,5,1,如,0.348
CacThanhTruyen2,page_0014,5,2,十,0.888
CacThanhTruyen2,page_0014,5,3,一,0.200
CacThanhTruyen2,page_0014,5,4,乙,0.411
CacThanhTruyen2,page_0014,5,5,胡,0.500
CacThanhTruyen2,page_0014,5,6,也,0.500
CacThanhTruyen2,page_0014,5,7,十,0.390
CacThanhTruyen2,page_0014,5,8,紀,0.561
CacThanhTruyen2,page_0014,5,9,忤,0.734
CacThanhTruyen2,page_0014,5,10,如,0.363
CacThanhTruyen2,page_0014,5,11,一,0.897
CacThanhTruyen2,page_0014,5,12,一,0.959
CacThanhTruyen2,page_0014,5,13,丁,0.871
CacThanhTruyen2,page_0014,5,14,一,0.500
CacThanhTruyen2,page_0014,5,15,一,0.799
CacThanhTruyen2,page_0014,5,16,一,0.500
CacThanhTruyen2,page_0014,5,17,如,0.500
CacThanhTruyen2,page_0014,5,18,一,0.835
CacThanhTruyen2,page_0014,5,19,一,0.922
CacThanhTruyen2,page_0014,5,20,一,0.499
CacThanhTruyen2,page_0014,5,21,山,0.958
CacThanhTruyen2,page_0014,5,22,一,0.949
CacThanhTruyen2,page_0014,6,0,紀,0.744
CacThanhTruyen2,page_0014,6,1,會,0.400
CacThanhTruyen2,page_0014,6,2,乙,0.755
CacThanhTruyen2,page_0014,6,3,紀,0.533
CacThanhTruyen2,page_0014,6,4,一,0.758
CacThanhTruyen2,page_0014,6,5,口,0.411
CacThanhTruyen2,page_0014,6,6,一,0.876
CacThanhTruyen2,page_0014,6,7,匹,0.827
CacThanhTruyen2,page_0014,6,8,無,0.500
CacThanhTruyen2,page_0014,6,9,也,0.263
CacThanhTruyen2,page_0014,6,10,一,0.808
CacThanhTruyen2,page_0014,6,11,一,0.827
CacThanhTruyen2,page_0014,6,12,一,0.818
CacThanhTruyen2,page_0014,6,13,一,0.968
CacThanhTruyen2,page_0014,6,14,一,0.928
CacThanhTruyen2,page_0014,6,15,八,0.499
CacThanhTruyen2,page_0014,6,16,一,0.956
CacThanhTruyen2,page_0014,6,17,一,0.400
CacThanhTruyen2,page_0014,6,18,一,0.400
CacThanhTruyen2,page_0014,6,19,一,0.839
CacThanhTruyen2,page_0014,6,20,乙,0.873
CacThanhTruyen2,page_0014,6,21,懦,0.720
CacThanhTruyen2,page_0014,6,22,如,0.842
CacThanhTruyen2,page_0014,7,0,如,0.900
CacThanhTruyen2,page_0014,7,1,十,0.400
CacThanhTruyen2,page_0014,7,2,下,0.785
CacThanhTruyen2,page_0014,7,3,八,0.399
CacThanhTruyen2,page_0014,7,4,城,0.544
CacThanhTruyen2,page_0014,7,5,人,0.952
CacThanhTruyen2,page_0014,7,6,如,0.900
CacThanhTruyen2,page_0014,7,7,一,0.399
CacThanhTruyen2,page_0014,7,8,匹,0.431
CacThanhTruyen2,page_0014,7,9,一,0.530
CacThanhTruyen2,page_0014,7,10,一,0.805
CacThanhTruyen2,page_0014,7,11,一,0.939
CacThanhTruyen2,page_0014,7,12,一,0.928
CacThanhTruyen2,page_0014,7,13,八,0.250
CacThanhTruyen2,page_0014,7,14,八,0.500
CacThanhTruyen2,page_0014,7,15,一,0.255
CacThanhTruyen2,page_0014,7,16,身,0.385
CacThanhTruyen2,page_0014,7,17,一,0.993
CacThanhTruyen2,page_0014,7,18,一,0.314
CacThanhTruyen2,page_0014,7,19,八,0.500
CacThanhTruyen2,page_0014,7,20,八,0.359
CacThanhTruyen2,page_0014,7,21,十,0.394
CacThanhTruyen2,page_0014,7,22,下,0.536
CacThanhTruyen2,page_0014,8,0,以,0.900
CacThanhTruyen2,page_0014,8,1,如,0.500
CacThanhTruyen2,page_0014,8,2,如,0.473
CacThanhTruyen2,page_0014,8,3,下,0.895
CacThanhTruyen2,page_0014,8,4,奴,0.500
CacThanhTruyen2,page_0014,8,5,舶,0.429
CacThanhTruyen2,page_0014,8,6,一,0.817
CacThanhTruyen2,page_0014,8,7,觀,0.250
CacThanhTruyen2,page_0014,8,8,職,0.296
CacThanhTruyen2,page_0014,8,9,一,0.966
CacThanhTruyen2,page_0014,8,10,一,0.947
CacThanhTruyen2,page_0014,8,11,國,0.769
CacThanhTruyen2,page_0014,8,12,如,0.553
CacThanhTruyen2,page_0014,8,13,人,0.849
CacThanhTruyen2,page_0014,8,14,宗,0.500
CacThanhTruyen2,page_0014,8,15,八,0.900
CacThanhTruyen2,page_0014,8,16,同,0.500
CacThanhTruyen2,page_0014,8,17,胤,0.277
CacThanhTruyen2,page_0014,8,18,一,0.989
CacThanhTruyen2,page_0014,8,19,也,0.765
CacThanhTruyen2,page_0014,8,20,計,0.562
CacThanhTruyen2,page_0014,8,21,下,0.879
CacThanhTruyen2,page_0014,9,0,人,0.804
CacThanhTruyen2,page_0014,9,1,如,0.500
CacThanhTruyen2,page_0014,9,2,一,0.825
CacThanhTruyen2,page_0014,9,3,如,0.811
CacThanhTruyen2,page_0014,9,4,一,0.857
CacThanhTruyen2,page_0014,9,5,下,0.859
CacThanhTruyen2,page_0014,9,6,一,0.202
CacThanhTruyen2,page_0014,9,7,以,0.500
CacThanhTruyen2,page_0014,9,8,一,0.590
CacThanhTruyen2,page_0014,9,9,紀,0.701
CacThanhTruyen2,page_0014,9,10,一,0.843
CacThanhTruyen2,page_0014,9,11,我,0.253
CacThanhTruyen2,page_0014,9,12,丁,0.333
CacThanhTruyen2,page_0014,9,13,一,0.795
CacThanhTruyen2,page_0014,9,14,一,0.867
CacThanhTruyen2,page_0014,9,15,如,0.782
CacThanhTruyen2,page_0014,9,16,一,0.951
CacThanhTruyen2,page_0014,9,17,如,0.500
CacThanhTruyen2,page_0014,9,18,如,0.754
CacThanhTruyen2,page_0014,9,19,一,0.756
CacThanhTruyen2,page_0014,9,20,一,0.911
CacThanhTruyen2,page_0014,9,21,一,0.500
CacThanhTruyen2,page_0016,1,0,域,0.353
CacThanhTruyen2,page_0016,1,1,制,0.851
CacThanhTruyen2,page_0016,1,2,冬,0.362
CacThanhTruyen2,page_0016,1,3,如,0.250
CacThanhTruyen2,page_0016,1,4,魚,0.500
CacThanhTruyen2,page_0016,1,5,氣,0.250
CacThanhTruyen2,page_0016,1,6,八,0.250
CacThanhTruyen2,page_0016,1,7,下,0.400
CacThanhTruyen2,page_0016,1,8,一,0.570
CacThanhTruyen2,page_0016,1,9,娥,0.250
CacThanhTruyen2,page_0016,1,10,心,0.900
CacThanhTruyen2,page_0016,1,11,八,0.500
CacThanhTruyen2,page_0016,1,12,同,0.777
CacThanhTruyen2,page_0016,1,13,總,0.900
CacThanhTruyen2,page_0016,1,14,髙,0.610
CacThanhTruyen2,page_0016,1,15,懺,0.499
CacThanhTruyen2,page_0016,1,16,八,0.901
CacThanhTruyen2,page_0016,1,17,一,0.739
CacThanhTruyen2,page_0016,1,18,如,0.500
CacThanhTruyen2,page_0016,1,19,敏,0.250
CacThanhTruyen2,page_0016,1,20,感,0.252
CacThanhTruyen2,page_0016,1,21,州,0.563
CacThanhTruyen2,page_0016,1,22,如,0.776
CacThanhTruyen2,page_0016,2,0,敏,0.532
CacThanhTruyen2,page_0016,2,1,無,0.445
CacThanhTruyen2,page_0016,2,2,同,0.432
CacThanhTruyen2,page_0016,2,3,射,0.849
CacThanhTruyen2,page_0016,2,4,同,0.469
CacThanhTruyen2,page_0016,2,5,前,0.939
CacThanhTruyen2,page_0016,2,6,兵,0.807
CacThanhTruyen2,page_0016,2,7,聀,0.500
CacThanhTruyen2,page_0016,2,8,二,0.943
CacThanhTruyen2,page_0016,2,9,下,0.799
CacThanhTruyen2,page_0016,2,10,聀,0.500
CacThanhTruyen2,page_0016,2,11,無,0.500
CacThanhTruyen2,page_0016,2,12,八,0.500
CacThanhTruyen2,page_0016,2,13,舶,0.886
CacThanhTruyen2,page_0016,2,14,州,0.810
CacThanhTruyen2,page_0016,2,15,無,0.768
CacThanhTruyen2,page_0016,2,16,無,0.734
CacThanhTruyen2,page_0016,2,17,丿,0.561
CacThanhTruyen2,page_0016,2,18,聀,0.908
CacThanhTruyen2,page_0016,2,19,十,0.400
CacThanhTruyen2,page_0016,2,20,聀,0.500
CacThanhTruyen2,page_0016,3,0,丿,0.684
CacThanhTruyen2,page_0016,3,1,如,0.500
CacThanhTruyen2,page_0016,3,2,奴,0.511
CacThanhTruyen2,page_0016,3,3,同,0.500
CacThanhTruyen2,page_0016,3,4,紹,0.587
CacThanhTruyen2,page_0016,3,5,如,0.250
CacThanhTruyen2,page_0016,3,6,無,0.500
CacThanhTruyen2,page_0016,3,7,也,0.778
CacThanhTruyen2,page_0016,3,8,八,0.500
CacThanhTruyen2,page_0016,3,9,八,0.964
CacThanhTruyen2,page_0016,3,10,奴,0.250
CacThanhTruyen2,page_0016,3,11,口,0.399
CacThanhTruyen2,page_0016,3,12,城,0.654
CacThanhTruyen2,page_0016,3,13,,0.000
CacThanhTruyen2,page_0016,3,14,八,0.500
CacThanhTruyen2,page_0016,3,15,二,0.558
CacThanhTruyen2,page_0016,3,16,𨀈,0.657
CacThanhTruyen2,page_0016,3,17,節,0.900
CacThanhTruyen2,page_0016,3,18,八,0.499
CacThanhTruyen2,page_0016,3,19,同,0.500
CacThanhTruyen2,page_0016,3,20,奴,0.499
CacThanhTruyen2,page_0016,3,21,如,0.313
CacThanhTruyen2,page_0016,4,0,如,0.500
CacThanhTruyen2,page_0016,4,1,以,0.799
CacThanhTruyen2,page_0016,4,2,八,0.907
CacThanhTruyen2,page_0016,4,3,𣉙,0.900
CacThanhTruyen2,page_0016,4,4,同,0.500
CacThanhTruyen2,page_0016,4,5,八,0.966
CacThanhTruyen2,page_0016,4,6,尔,0.500
CacThanhTruyen2,page_0016,4,7,𨀈,0.559
CacThanhTruyen2,page_0016,4,8,城,0.829
CacThanhTruyen2,page_0016,4,9,八,0.498
CacThanhTruyen2,page_0016,4,10,同,0.487
CacThanhTruyen2,page_0016,4,11,同,0.981
CacThanhTruyen2,page_0016,4,12,娘,0.499
CacThanhTruyen2,page_0016,4,13,以,0.250
CacThanhTruyen2,page_0016,4,14,,0.000
CacThanhTruyen2,page_0016,4,15,節,0.475
CacThanhTruyen2,page_0016,4,16,乙,0.358
CacThanhTruyen2,page_0016,4,17,城,0.931
CacThanhTruyen2,page_0016,4,18,以,0.893
CacThanhTruyen2,page_0016,4,19,乙,0.963
CacThanhTruyen2,page_0016,4,20,十,0.713
CacThanhTruyen2,page_0016,4,21,川,0.900
CacThanhTruyen2,page_0016,5,0,城,0.821
CacThanhTruyen2,page_0016,5,1,如,0.250
CacThanhTruyen2,page_0016,5,2,也,0.905
CacThanhTruyen2,page_0016,5,3,紀,0.577
CacThanhTruyen2,page_0016,5,4,城,0.500
CacThanhTruyen2,page_0016,5,5,州,0.377
CacThanhTruyen2,page_0016,5,6,純,0.669
CacThanhTruyen2,page_0016,5,7,地,0.828
CacThanhTruyen2,page_0016,5,8,拌,0.477
CacThanhTruyen2,page_0016,5,9,奴,0.834
CacThanhTruyen2,page_0016,5,10,紀,0.906
CacThanhTruyen2,page_0016,5,11,十,0.900
CacThanhTruyen2,page_0016,5,12,紀,0.567
CacThanhTruyen2,page_0016,5,13,紀,0.753
CacThanhTruyen2,page_0016,5,14,同,0.948
CacThanhTruyen2,page_0016,5,15,代,0.885
CacThanhTruyen2,page_0016,5,16,附,0.431
CacThanhTruyen2,page_0016,5,17,州,0.331
CacThanhTruyen2,page_0016,5,18,同,0.500
CacThanhTruyen2,page_0016,5,19,沛,0.400
CacThanhTruyen2,page_0016,5,20,龍,0.250
CacThanhTruyen2,page_0016,6,0,如,0.386
CacThanhTruyen2,page_0016,6,1,同,0.799
CacThanhTruyen2,page_0016,6,2,一,0.718
CacThanhTruyen2,page_0016,6,3,也,0.810
CacThanhTruyen2,page_0016,6,4,胡,0.863
CacThanhTruyen2,page_0016,6,5,也,0.900
CacThanhTruyen2,page_0016,6,6,也,0.500
CacThanhTruyen2,page_0016,6,7,娘,0.588
CacThanhTruyen2,page_0016,6,8,宗,0.250
CacThanhTruyen2,page_0016,6,9,聀,0.947
CacThanhTruyen2,page_0016,6,10,懸,0.682
CacThanhTruyen2,page_0016,6,11,舶,0.755
CacThanhTruyen2,page_0016,6,12,如,0.498
CacThanhTruyen2,page_0016,6,13,如,0.500
CacThanhTruyen2,page_0016,6,14,曰,0.772
CacThanhTruyen2,page_0016,6,15,一,0.930
CacThanhTruyen2,page_0016,6,16,同,0.837
CacThanhTruyen2,page_0016,6,17,十,0.712
CacThanhTruyen2,page_0016,6,18,八,0.803
CacThanhTruyen2,page_0016,6,19,下,0.599
CacThanhTruyen2,page_0016,6,20,年,0.583
CacThanhTruyen2,page_0016,6,21,沙,0.773
CacThanhTruyen2,page_0016,7,0,聀,0.918
CacThanhTruyen2,page_0016,7,1,乙,0.250
CacThanhTruyen2,page_0016,7,2,下,0.876
CacThanhTruyen2,page_0016,7,3,下,0.517
CacThanhTruyen2,page_0016,7,4,尔,0.799
CacThanhTruyen2,page_0016,7,5,聀,0.417
CacThanhTruyen2,page_0016,7,6,同,0.997
CacThanhTruyen2,page_0016,7,7,碑,0.953
CacThanhTruyen2,page_0016,7,8,純,0.895
CacThanhTruyen2,page_0016,7,9,州,0.886
CacThanhTruyen2,page_0016,7,10,奴,0.500
CacThanhTruyen2,page_0016,7,11,如,0.500
CacThanhTruyen2,page_0016,7,12,奴,0.943
CacThanhTruyen2,page_0016,7,13,以,0.740
CacThanhTruyen2,page_0016,7,14,即,0.494
CacThanhTruyen2,page_0016,7,15,隋,0.409
CacThanhTruyen2,page_0016,7,16,川,0.200
CacThanhTruyen2,page_0016,7,17,奴,0.500
CacThanhTruyen2,page_0016,7,18,附,0.175
CacThanhTruyen2,page_0016,7,19,節,0.900
CacThanhTruyen2,page_0016,7,20,,0.000
CacThanhTruyen2,page_0016,7,21,地,0.400
CacThanhTruyen2,page_0016,8,0,奴,0.900
CacThanhTruyen2,page_0016,8,1,如,0.474
CacThanhTruyen2,page_0016,8,2,懺,0.250
CacThanhTruyen2,page_0016,8,3,城,0.749
CacThanhTruyen2,page_0016,8,4,户,0.563
CacThanhTruyen2,page_0016,8,5,同,0.250
CacThanhTruyen2,page_0016,8,6,計,0.758
CacThanhTruyen2,page_0016,8,7,下,0.400
CacThanhTruyen2,page_0016,8,8,州,0.777
CacThanhTruyen2,page_0016,8,9,八,0.250
CacThanhTruyen2,page_0016,8,10,聀,0.500
CacThanhTruyen2,page_0016,8,11,沙,0.491
CacThanhTruyen2,page_0016,8,12,饑,0.526
CacThanhTruyen2,page_0016,8,13,制,0.500
CacThanhTruyen2,page_0016,8,14,如,0.483
CacThanhTruyen2,page_0016,8,15,中,0.723
CacThanhTruyen2,page_0016,8,16,乙,0.836
CacThanhTruyen2,page_0016,8,17,無,0.500
CacThanhTruyen2,page_0016,8,18,庫,0.802
CacThanhTruyen2,page_0016,8,19,同,0.715
CacThanhTruyen2,page_0016,8,20,氏,0.250
CacThanhTruyen2,page_0016,8,21,𨺻,0.421
CacThanhTruyen2,page_0016,8,22,亡,0.529
CacThanhTruyen2,page_0016,9,0,山,0.250
CacThanhTruyen2,page_0016,9,1,作,0.500
CacThanhTruyen2,page_0016,9,2,以,0.400
CacThanhTruyen2,page_0016,9,3,城,0.793
CacThanhTruyen2,page_0016,9,4,氏,0.743
