image,label,tier,head_cos,head_prob,head_margin,head_isarg,bank_cos,mls
gold/stt2_page_0012_c03_032.png,支,GOLD,0.6392565369606018,0.0011752904392778873,0.3733638525009155,1.0,0.7843374609947205,0.6392565369606018
gold/stt2_page_0012_c03_033.png,秋,GOLD,0.7218694686889648,0.0012771354522556067,0.4583967924118042,1.0,0.8230070471763611,0.7218694686889648
silver/stt2_page_0012_c03_034.png,共,SILVER,0.6751062870025635,0.0012184067163616419,0.3874610960483551,1.0,0.7568163275718689,0.6751062870025635
gold/stt2_page_0012_c03_035.png,体,GOLD,0.7651318311691284,0.0013259882107377052,0.5239224284887314,1.0,0.8926158547401428,0.7651318311691284
silver/stt2_page_0012_c03_036.png,慄,SILVER,0.48707884550094604,0.0010063913650810719,0.13419091701507568,1.0,0.582977294921875,0.48707884550094604
gold/stt2_page_0012_c04_038.png,徳,GOLD,0.706468939781189,0.0012509414227679372,0.42238616943359375,1.0,0.9761340618133545,0.706468939781189
gold/stt2_page_0012_c04_039.png,婆,GOLD,0.617702841758728,0.0011481521651148796,0.34477531909942627,1.0,0.8482381701469421,0.617702841758728
gold/stt2_page_0012_c04_042.png,亜,GOLD,0.5997817516326904,0.0011375293834134936,0.25762027502059937,1.0,0.8630335330963135,0.5997817516326904
gold/stt2_page_0012_c04_043.png,羣,GOLD,0.5422328114509583,0.0010733657982200384,0.1770736277103424,1.0,0.9758332371711731,0.5422328114509583
gold/stt2_page_0012_c04_044.png,於,GOLD,0.7001553773880005,0.0012456829426810145,0.46770183742046356,1.0,0.9686113595962524,0.7001553773880005
gold/stt2_page_0012_c04_045.png,世,GOLD,0.7378926873207092,0.0012933050747960806,0.4596090614795685,1.0,0.9806831479072571,0.7378926873207092
gold/stt2_page_0012_c04_046.png,間,GOLD,0.6983996629714966,0.001251106965355575,0.44358381628990173,1.0,0.8407084941864014,0.6983996629714966
gold/stt2_page_0012_c04_047.png,朱,GOLD,0.5537731647491455,0.0010943905217573047,0.2582688331604004,1.0,0.7922512888908386,0.5537731647491455
gold/stt2_page_0012_c04_048.png,年,GOLD,0.2105083167552948,0.0007615512004122138,-0.3983502686023712,0.0,0.7372502684593201,0.608858585357666
gold/stt2_page_0012_c04_049.png,㝵,GOLD,0.5953783392906189,0.0011249888921156526,0.24744892120361328,1.0,0.8764804601669312,0.5953783392906189
gold/stt2_page_0012_c04_051.png,垩,GOLD,0.603751540184021,0.001117933657951653,0.31459957361221313,1.0,0.8821128010749817,0.603751540184021
gold/stt2_page_0012_c04_052.png,奇,GOLD,0.6866000890731812,0.0012384606525301933,0.3555436134338379,1.0,0.7782987356185913,0.6866000890731812
gold/stt2_page_0012_c04_053.png,喡,REVIEW,0.679379940032959,0.0012295321794226766,0.35884368419647217,1.0,0.6886836886405945,0.679379940032959
gold/stt2_page_0012_c04_054.png,曰,GOLD,0.634074330329895,0.0011703973868861794,0.35108739137649536,1.0,0.5270312428474426,0.634074330329895
gold/stt2_page_0012_c04_055.png,無,GOLD,0.5733972787857056,0.0011031775502488017,0.2671996057033539,1.0,0.52783203125,0.5733972787857056
gold/stt2_page_0012_c04_056.png,城,GOLD,0.7257333993911743,0.0012961217435076833,0.41830021142959595,1.0,0.9372243881225586,0.7257333993911743
silver/stt2_page_0012_c04_057.png,安,SILVER,0.3398306965827942,0.000886004650965333,-0.07796269655227661,0.0,0.35952988266944885,0.4177933931350708
gold/stt2_page_0012_c04_058.png,卑,GOLD,0.6530882120132446,0.0011981901479884982,0.36650723218917847,1.0,0.9302792549133301,0.6530882120132446
gold/stt2_page_0012_c05_059.png,塢,GOLD,0.6309954524040222,0.0011630525114014745,0.3511444330215454,1.0,0.9141518473625183,0.6309954524040222
silver/stt2_page_0012_c05_060.png,箕,SILVER,0.3249814808368683,0.0008688311791047454,0.09203650057315826,1.0,0.38085266947746277,0.3249814808368683
silver/stt2_page_0012_c05_061.png,欺,SILVER,0.4353061616420746,0.000979563221335411,0.13925576210021973,1.0,0.4633806049823761,0.4353061616420746
gold/stt2_page_0012_c05_062.png,意,GOLD,0.7290323972702026,0.0012908149510622025,0.45374780893325806,1.0,0.9582284092903137,0.7290323972702026
gold/stt2_page_0012_c05_063.png,君,GOLD,0.5824583172798157,0.0011459199013188481,0.3305583596229553,1.0,0.7761088609695435,0.5824583172798157
gold/stt2_page_0012_c05_064.png,箸,REVIEW,0.6026998162269592,0.0011546496534720063,0.23695844411849976,1.0,0.799429714679718,0.6026998162269592
gold/stt2_page_0012_c05_066.png,先,GOLD,0.77154141664505,0.0013573174364864826,0.5145571827888489,1.0,0.9507772326469421,0.77154141664505
gold/stt2_page_0012_c05_068.png,查,GOLD,0.47821253538131714,0.0010143074905499816,0.20983052253723145,1.0,0.7184961438179016,0.47821253538131714
gold/stt2_page_0012_c05_069.png,加,GOLD,0.6178989410400391,0.0011609048815444112,0.35093313455581665,1.0,0.8520248532295227,0.6178989410400391
gold/stt2_page_0012_c05_070.png,奴,GOLD,0.6887387037277222,0.0012372895143926144,0.427939236164093,1.0,0.9239630103111267,0.6887387037277222
gold/stt2_page_0012_c05_072.png,打,GOLD,0.7171016335487366,0.0012813995126634836,0.4570775032043457,1.0,0.9471178650856018,0.7171016335487366
gold/stt2_page_0012_c05_073.png,特,GOLD,0.7130895256996155,0.0012638764455914497,0.47732752561569214,1.0,0.9443899393081665,0.7130895256996155
gold/stt2_page_0012_c05_074.png,賊,GOLD,0.7536080479621887,0.0013187950244173408,0.42405253648757935,1.0,0.9888798594474792,0.7536080479621887
gold/stt2_page_0012_c05_075.png,渃,GOLD,0.735924243927002,0.0013146625133231282,0.41387519240379333,1.0,0.873497724533081,0.735924243927002
gold/stt2_page_0012_c05_076.png,批,GOLD,0.7750716805458069,0.0013637881493195891,0.4980824291706085,1.0,0.9552447199821472,0.7750716805458069
gold/stt2_page_0012_c05_077.png,吹,GOLD,0.5748884677886963,0.0011058349628001451,0.19310367107391357,1.0,0.7817990183830261,0.5748884677886963
gold/stt2_page_0012_c06_079.png,麻,GOLD,0.6933993101119995,0.0012392413336783648,0.4878436028957367,1.0,0.9456470608711243,0.6933993101119995
gold/stt2_page_0012_c06_080.png,𧗱,GOLD,0.718808650970459,0.0012886470649391413,0.42632660269737244,1.0,0.9250921010971069,0.718808650970459
gold/stt2_page_0012_c06_081.png,寺,GOLD,0.7362830638885498,0.001319881877861917,0.49719521403312683,1.0,0.9799931645393372,0.7362830638885498
gold/stt2_page_0012_c06_083.png,戈,GOLD,0.6292991638183594,0.0011721025221049786,0.34566420316696167,1.0,0.86350417137146,0.6292991638183594
gold/stt2_page_0012_c06_084.png,成,GOLD,0.5695196390151978,0.0010937417391687632,0.28074899315834045,1.0,0.9060224294662476,0.5695196390151978
silver/stt2_page_0012_c06_085.png,安,SILVER,0.7194826602935791,0.0012823637807741761,0.4666467010974884,1.0,0.7324829697608948,0.7194826602935791
gold/stt2_page_0012_c06_086.png,𤰞,GOLD,0.6700170040130615,0.0012211976572871208,0.3451608717441559,1.0,0.8632274866104126,0.6700170040130615
gold/stt2_page_0012_c06_087.png,烏,GOLD,0.7925434112548828,0.001376421540044248,0.49826911091804504,1.0,0.9423913359642029,0.7925434112548828
silver/stt2_page_0012_c06_088.png,其,SILVER,0.5705575346946716,0.0011104915756732225,0.24218839406967163,1.0,0.6908536553382874,0.5705575346946716
gold/stt2_page_0012_c06_089.png,連,GOLD,0.7550060749053955,0.0013268489856272936,0.5337105989456177,1.0,0.9347726106643677,0.7550060749053955
gold/stt2_page_0012_c06_091.png,㝵,GOLD,0.6597083806991577,0.0011923902202397585,0.3453662395477295,1.0,0.9386911392211914,0.6597083806991577
gold/stt2_page_0012_c06_092.png,麻,GOLD,0.7033596038818359,0.0012434482341632247,0.5005690157413483,1.0,0.9541444778442383,0.7033596038818359
gold/stt2_page_0012_c06_094.png,浪,GOLD,0.7412866353988647,0.0013163551921024919,0.4894752502441406,1.0,0.9172856211662292,0.7412866353988647
gold/stt2_page_0012_c06_095.png,眉,GOLD,0.6799657344818115,0.0012317706132307649,0.4384135603904724,1.0,0.9397410154342651,0.6799657344818115
gold/stt2_page_0012_c06_096.png,伂,GOLD,0.6345032453536987,0.0011783267837017775,0.13428139686584473,1.0,0.8548745512962341,0.6345032453536987
gold/stt2_page_0012_c06_098.png,那,GOLD,0.7216845750808716,0.0012867138721048832,0.4715062379837036,1.0,0.9813448786735535,0.7216845750808716
gold/stt2_page_0012_c07_099.png,樞,GOLD,0.7535896301269531,0.0013149146689102054,0.4576650857925415,1.0,0.9259918928146362,0.7535896301269531
gold/stt2_page_0012_c07_100.png,㝵,GOLD,0.6424463391304016,0.001188285881653428,0.39200395345687866,1.0,0.9281551241874695,0.6424463391304016
gold/stt2_page_0012_c07_101.png,些,GOLD,0.701492190361023,0.001254071481525898,0.45939798653125763,1.0,0.9695487022399902,0.701492190361023
silver/stt2_page_0012_c07_102.png,噲,SILVER,0.41669195890426636,0.0009562867926433682,-0.0129108726978302,0.0,0.5810805559158325,0.42960283160209656
gold/stt2_page_0012_c07_103.png,浪,GOLD,0.7329412698745728,0.0012883500894531608,0.4127965569496155,1.0,0.9249609708786011,0.7329412698745728
gold/stt2_page_0012_c07_105.png,批,GOLD,0.6808094382286072,0.0012277361238375306,0.3182494044303894,1.0,0.8513111472129822,0.6808094382286072
silver/stt2_page_0012_c07_106.png,嚕,SILVER,0.23508739471435547,0.000800181005615741,-0.1330515742301941,0.0,0.29091063141822815,0.36813896894454956
silver/stt2_page_0012_c07_107.png,易,SILVER,0.5804797410964966,0.0011086117010563612,0.16470056772232056,1.0,0.7007918357849121,0.5804797410964966
silver/stt2_page_0012_c07_108.png,君,SILVER,0.49754342436790466,0.001042956835590303,0.16187050938606262,1.0,0.571986734867096,0.49754342436790466
gold/stt2_page_0012_c07_109.png,庒,GOLD,0.4759100675582886,0.000994956586509943,-0.04283285140991211,0.0,0.8199176788330078,0.5187429189682007
silver/stt2_page_0012_c07_110.png,蜍,SILVER,0.5873042941093445,0.0011500349501147866,0.3172012269496918,1.0,0.6225055456161499,0.5873042941093445
silver/stt2_page_0012_c07_111.png,孛,SILVER,0.6305628418922424,0.0011880956590175629,0.36038416624069214,1.0,0.7224127650260925,0.6305628418922424
gold/stt2_page_0012_c07_112.png,庄,GOLD,0.6947274208068848,0.0012457708362489939,0.4417969286441803,1.0,0.9931522607803345,0.6947274208068848
gold/stt2_page_0012_c07_113.png,㝵,GOLD,0.6472128629684448,0.0011749234981834888,0.4483436942100525,1.0,0.9877068996429443,0.6472128629684448
silver/stt2_page_0012_c07_114.png,踈,SILVER,0.6931339502334595,0.0012386313173919916,0.19708698987960815,1.0,0.7181844115257263,0.6931339502334595
gold/stt2_page_0012_c07_115.png,浪,GOLD,0.8034693002700806,0.001399256638251245,0.5599069446325302,1.0,0.8979030251502991,0.8034693002700806
gold/stt2_page_0012_c07_116.png,奏,GOLD,0.7533611059188843,0.0013374947011470795,0.5013920068740845,1.0,0.8990599513053894,0.7533611059188843
silver/stt2_page_0012_c07_117.png,君,SILVER,0.4813910722732544,0.0010242528514936566,0.21191376447677612,1.0,0.5102388858795166,0.4813910722732544
gold/stt2_page_0012_c08_119.png,碎,GOLD,0.5918328762054443,0.0011194997932761908,0.30385851860046387,1.0,0.9490364193916321,0.5918328762054443
gold/stt2_page_0012_c08_120.png,㝵,GOLD,0.7338546514511108,0.0012930930824950337,0.4745379090309143,1.0,0.9501226544380188,0.7338546514511108
gold/stt2_page_0012_c08_121.png,些,GOLD,0.7413284778594971,0.001307779224589467,0.48720481991767883,1.0,0.9726225137710571,0.7413284778594971
gold/stt2_page_0012_c08_122.png,噲,GOLD,0.5427110195159912,0.001076220883987844,0.2201898694038391,1.0,0.9626221060752869,0.5427110195159912
gold/stt2_page_0012_c08_123.png,浪,GOLD,0.726249098777771,0.0012895945692434907,0.49421975016593933,1.0,0.9276920557022095,0.726249098777771
gold/stt2_page_0012_c08_125.png,批,GOLD,0.6504555344581604,0.0012038055574521422,0.38378262519836426,1.0,0.9342846870422363,0.6504555344581604
silver/stt2_page_0012_c08_126.png,嚕,SILVER,0.08718535304069519,0.000687186315190047,-0.5107168853282928,0.0,0.09997733682394028,0.597902238368988
gold/stt2_page_0012_c08_127.png,爲,GOLD,0.6773693561553955,0.0012461168225854635,0.40640178322792053,1.0,0.7195915579795837,0.6773693561553955
gold/stt2_page_0012_c08_128.png,中,GOLD,0.4511452317237854,0.000988741870969534,0.05196899175643921,1.0,0.9631955027580261,0.4511452317237854
gold/stt2_page_0012_c08_129.png,弄,GOLD,0.22661423683166504,0.0007792618125677109,-0.45434409379959106,0.0,0.9493311643600464,0.6809583306312561
silver/stt2_page_0012_c08_130.png,行,SILVER,0.11922086030244827,0.0006994280265644193,-0.5210146233439445,0.0,0.21978771686553955,0.6402354836463928
gold/stt2_page_0012_c08_131.png,想,GOLD,0.28502511978149414,0.0008278590976260602,-0.11129641532897949,0.0,0.896094560623169,0.39632153511047363
gold/stt2_page_0012_c08_132.png,徳,GOLD,0.2680472731590271,0.0008097738609649241,-0.28787076473236084,0.0,0.9460895657539368,0.5559180378913879
gold/stt2_page_0012_c08_133.png,主,GOLD,0.2297690212726593,0.000781268288847059,-0.4062664210796356,0.0,0.9484180808067322,0.6360354423522949
gold/stt2_page_0012_c08_135.png,秋,GOLD,0.4571398198604584,0.0009789224714040756,0.15963977575302124,1.0,0.8760164976119995,0.4571398198604584
gold/stt2_page_0012_c08_137.png,主,GOLD,0.5349924564361572,0.0010756765259429812,0.2638501524925232,1.0,0.8270400762557983,0.5349924564361572
gold/stt2_page_0012_c08_138.png,衆,GOLD,0.6857972145080566,0.0012440932914614677,0.41135329008102417,1.0,0.9320324659347534,0.6857972145080566
silver/stt2_page_0012_c08_139.png,碎,SILVER,0.5907922387123108,0.0011273031122982502,0.35362252593040466,1.0,0.7452574372291565,0.5907922387123108
gold/stt2_page_0012_c09_142.png,浪,GOLD,0.6992734670639038,0.0012587066739797592,0.43557125329971313,1.0,0.7618494033813477,0.6992734670639038
gold/stt2_page_0012_c09_145.png,固,GOLD,0.7421097755432129,0.0013007513480260968,0.531920850276947,1.0,0.8401134610176086,0.7421097755432129
gold/stt2_page_0012_c09_146.png,想,GOLD,0.6413012742996216,0.0011750581907108426,0.35631299018859863,1.0,0.76493239402771,0.6413012742996216
silver/stt2_page_0012_c09_147.png,丕,SILVER,0.6323506832122803,0.0011776455212384462,0.30928224325180054,1.0,0.7515565156936646,0.6323506832122803
silver/stt2_page_0012_c09_149.png,蚤,SILVER,0.6735988259315491,0.0012258796487003565,0.370509535074234,1.0,0.7123328447341919,0.6735988259315491
gold/stt2_page_0012_c09_150.png,庄,GOLD,0.575188934803009,0.0011097012320533395,0.20191800594329834,1.0,0.9454071521759033,0.575188934803009
gold/stt2_page_0012_c09_151.png,想,GOLD,0.7408447265625,0.00130776921287179,0.4773274064064026,1.0,0.998847484588623,0.7408447265625
gold/stt2_page_0012_c09_153.png,𦔳,GOLD,0.7300138473510742,0.0012909220531582832,0.36873576045036316,1.0,0.9633270502090454,0.7300138473510742
silver/stt2_page_0012_c09_154.png,渃,SILVER,0.6803715229034424,0.0012416559038683772,0.4064178764820099,1.0,0.8025789856910706,0.6803715229034424
gold/stt2_page_0012_c09_157.png,㝵,GOLD,0.6681078672409058,0.0012094170087948442,0.4125639498233795,1.0,0.8210830092430115,0.6681078672409058
gold/stt2_page_0012_c09_158.png,把,GOLD,0.7577731013298035,0.0013383484911173582,0.4663096070289612,1.0,0.8969953060150146,0.7577731013298035
gold/stt2_page_0012_c09_160.png,浪,GOLD,0.6491589546203613,0.001210121321491897,0.3941034972667694,1.0,0.8334620594978333,0.6491589546203613
silver/stt2_page_0012_c09_161.png,君,SILVER,0.5328627824783325,0.0010788607178255916,0.18860173225402832,1.0,0.5975931882858276,0.5328627824783325
gold/stt2_page_0014_c01_000.png,忌,GOLD,0.7053807973861694,0.0012670569121837616,0.39705926179885864,1.0,0.9813511967658997,0.7053807973861694
gold/stt2_page_0014_c01_001.png,法,GOLD,0.7398314476013184,0.0013069947017356753,0.44408199191093445,1.0,0.9336243271827698,0.7398314476013184
gold/stt2_page_0014_c01_003.png,之,GOLD,0.6063247323036194,0.0011551885399967432,0.3235433101654053,1.0,0.8969511985778809,0.6063247323036194
gold/stt2_page_0014_c01_004.png,固,GOLD,0.4725375771522522,0.0010081585496664047,0.06710308790206909,1.0,0.9313056468963623,0.4725375771522522
gold/stt2_page_0014_c01_006.png,法,GOLD,0.17506714165210724,0.0007670613122172654,-0.12285135686397552,0.0,0.6321458220481873,0.29791849851608276
gold/stt2_page_0014_c01_007.png,徳,GOLD,0.24248644709587097,0.0007908574771136045,-0.4456012547016144,0.0,0.9375501275062561,0.6880877017974854
gold/stt2_page_0014_c01_008.png,主,GOLD,0.725519061088562,0.0012846202589571476,0.47036492824554443,1.0,0.7805677056312561,0.725519061088562
silver/stt2_page_0014_c01_010.png,鄧,SILVER,0.48055797815322876,0.001016966882161796,0.18327897787094116,1.0,0.48750442266464233,0.48055797815322876
gold/stt2_page_0014_c01_011.png,年,GOLD,0.761521577835083,0.0013338531134650111,0.5142783522605896,1.0,0.829572856426239,0.761521577835083
gold/stt2_page_0014_c01_013.png,坦,GOLD,0.7145987749099731,0.0012885171454399824,0.39162108302116394,1.0,0.9299288988113403,0.7145987749099731
gold/stt2_page_0014_c01_014.png,其,GOLD,0.4214703440666199,0.0009526368230581284,-0.1334441900253296,0.0,0.8004671335220337,0.5549145340919495
gold/stt2_page_0014_c01_015.png,門,GOLD,0.6519420146942139,0.0012014243984594941,0.3059360384941101,1.0,0.9802172780036926,0.6519420146942139
silver/stt2_page_0014_c01_016.png,物,SILVER,0.572147011756897,0.0011142570292577147,0.2452525794506073,1.0,0.659223198890686,0.572147011756897
gold/stt2_page_0014_c01_017.png,固,GOLD,0.70054030418396,0.0012372800847515464,0.45976831018924713,1.0,0.9475886821746826,0.70054030418396
gold/stt2_page_0014_c01_018.png,法,GOLD,0.8006972670555115,0.0013877552701160312,0.5654413998126984,1.0,0.9832032918930054,0.8006972670555115
gold/stt2_page_0014_c01_019.png,破,GOLD,0.7157114148139954,0.001280696946196258,0.4076424837112427,1.0,0.9127570390701294,0.7157114148139954
silver/stt2_page_0014_c01_020.png,孛,SILVER,0.5086312294006348,0.0010454460280016065,0.11856287717819214,1.0,0.5575758814811707,0.5086312294006348
gold/stt2_page_0014_c01_021.png,共,GOLD,0.6951895952224731,0.0012319533852860332,0.47054028511047363,1.0,0.94012451171875,0.6951895952224731
silver/stt2_page_0014_c02_023.png,渃,SILVER,0.6641068458557129,0.0012346934527158737,0.32736995816230774,1.0,0.6979997754096985,0.6641068458557129
gold/stt2_page_0014_c02_024.png,麻,GOLD,0.7001520991325378,0.0012442540610209107,0.4829481542110443,1.0,0.9795441031455994,0.7001520991325378
gold/stt2_page_0014_c02_027.png,之,GOLD,0.7905187010765076,0.0013771896483376622,0.5533201098442078,1.0,0.8721755743026733,0.7905187010765076
silver/stt2_page_0014_c02_028.png,君,SILVER,0.16993337869644165,0.0007551443413831294,-0.13514232635498047,0.0,0.3203418552875519,0.3050757050514221
gold/stt2_page_0014_c02_029.png,别,GOLD,0.6571316719055176,0.0012102947803214192,0.39081454277038574,1.0,0.7907084822654724,0.6571316719055176
gold/stt2_page_0014_c02_030.png,事,GOLD,0.7535045742988586,0.0013175844214856625,0.5093734711408615,1.0,0.9417226314544678,0.7535045742988586
silver/stt2_page_0014_c02_031.png,尼,SILVER,0.5240801572799683,0.0010529200080782175,0.20942068099975586,1.0,0.61549311876297,0.5240801572799683
gold/stt2_page_0014_c02_032.png,訴,GOLD,0.7027826309204102,0.0012581542832776904,0.3778625428676605,1.0,0.9006152749061584,0.7027826309204102
gold/stt2_page_0014_c02_033.png,詳,GOLD,0.7369478344917297,0.0012856038520112634,0.44500672817230225,1.0,0.9519173502922058,0.7369478344917297
gold/stt2_page_0014_c02_034.png,寺,GOLD,0.808707594871521,0.0013962098164483905,0.5515556931495667,1.0,0.9264083504676819,0.808707594871521
silver/stt2_page_0014_c02_035.png,庄,SILVER,0.667279064655304,0.0012129200622439384,0.38727033138275146,1.0,0.6620268225669861,0.667279064655304
gold/stt2_page_0014_c02_036.png,卢,GOLD,0.7639389634132385,0.0013462209608405828,0.49284008145332336,1.0,0.9347369074821472,0.7639389634132385
gold/stt2_page_0014_c02_037.png,賊,GOLD,0.7635037302970886,0.0013348100474104285,0.39001941680908203,1.0,0.9627118706703186,0.7635037302970886
gold/stt2_page_0014_c02_038.png,其,GOLD,0.6366298794746399,0.0011854420881718397,0.35185176134109497,1.0,0.8702898025512695,0.6366298794746399
gold/stt2_page_0014_c02_039.png,每,GOLD,0.6745802760124207,0.0012218739138916135,0.4175858497619629,1.0,0.9123809933662415,0.6745802760124207
gold/stt2_page_0014_c02_040.png,事,GOLD,0.7341634035110474,0.0012882448500022292,0.463884174823761,1.0,0.9998388886451721,0.7341634035110474
gold/stt2_page_0014_c02_041.png,庫,GOLD,0.6954349279403687,0.0012612821301445365,0.44054967164993286,1.0,0.935133695602417,0.6954349279403687
gold/stt2_page_0014_c02_042.png,女,GOLD,0.581754207611084,0.0011138332774862647,0.2008945345878601,1.0,0.8380300998687744,0.581754207611084
silver/stt2_page_0014_c02_043.png,君,SILVER,0.31738775968551636,0.0008690060349181294,0.052617669105529785,1.0,0.5200598835945129,0.31738775968551636
gold/stt2_page_0014_c03_044.png,宜,GOLD,0.7255028486251831,0.0012743016704916954,0.41314461827278137,1.0,0.9530525803565979,0.7255028486251831
gold/stt2_page_0014_c03_046.png,意,GOLD,0.7467492818832397,0.0013200356625020504,0.5468757450580597,1.0,0.9491633176803589,0.7467492818832397
gold/stt2_page_0014_c03_047.png,連,GOLD,0.630382776260376,0.0011695348657667637,0.35595276951789856,1.0,0.8221129179000854,0.630382776260376
silver/stt2_page_0014_c03_048.png,浪,SILVER,0.5700939297676086,0.0011012936010956764,0.3046300411224365,1.0,0.6762420535087585,0.5700939297676086
gold/stt2_page_0014_c03_049.png,内,GOLD,0.714103102684021,0.0012978088343515992,0.41658011078834534,1.0,0.892185628414154,0.714103102684021
gold/stt2_page_0014_c03_050.png,旦,GOLD,0.748138964176178,0.0013190830359235406,0.4545416235923767,1.0,0.964920699596405,0.748138964176178
gold/stt2_page_0014_c03_051.png,事,GOLD,0.6775047183036804,0.0012228622799739242,0.461941733956337,1.0,0.9446760416030884,0.6775047183036804
gold/stt2_page_0014_c03_052.png,意,GOLD,0.6794323921203613,0.001227381988428533,0.44146260619163513,1.0,0.9044129848480225,0.6794323921203613
gold/stt2_page_0014_c03_054.png,之,GOLD,0.7457547187805176,0.0013050715206190944,0.48473989963531494,1.0,0.9386021494865417,0.7457547187805176
gold/stt2_page_0014_c03_055.png,眉,GOLD,0.7402507662773132,0.001300255535170436,0.47337469458580017,1.0,0.98904949426651,0.7402507662773132
silver/stt2_page_0014_c03_056.png,悶,SILVER,0.6454654335975647,0.0011918277014046907,0.3111949563026428,1.0,0.8019267916679382,0.6454654335975647
gold/stt2_page_0014_c03_057.png,葉,GOLD,0.7209197282791138,0.001294951536692679,0.4470979571342468,1.0,0.8193812370300293,0.7209197282791138
gold/stt2_page_0014_c03_058.png,弄,GOLD,0.6797960996627808,0.001239701989106834,0.3206782042980194,1.0,0.7813955545425415,0.6797960996627808
gold/stt2_page_0014_c03_059.png,蚤,REVIEW,0.5176411867141724,0.0010530553990975022,0.2227190136909485,1.0,0.9196200966835022,0.5176411867141724
gold/stt2_page_0014_c03_060.png,寺,GOLD,0.4730478525161743,0.0010010102996602654,0.01569288969039917,1.0,0.8769957423210144,0.4730478525161743
gold/stt2_page_0014_c03_061.png,𥙷,GOLD,0.47621050477027893,0.00101609923876822,0.06392291188240051,1.0,0.8789352774620056,0.47621050477027893
gold/stt2_page_0014_c03_062.png,意,GOLD,0.6566238403320312,0.0012051906669512391,0.34833550453186035,1.0,0.910270631313324,0.6566238403320312
gold/stt2_page_0014_c03_063.png,眉,GOLD,0.7615667581558228,0.0013333556707948446,0.49367719888687134,1.0,0.9729962348937988,0.7615667581558228
gold/stt2_page_0014_c03_064.png,麻,GOLD,0.7161465287208557,0.0012668587733060122,0.5152685195207596,1.0,0.9978890419006348,0.7161465287208557
gold/stt2_page_0014_c04_065.png,蚤,GOLD,0.6757380962371826,0.0012236405164003372,0.2708626687526703,1.0,0.916503369808197,0.6757380962371826
