page,column,syllable,nom_char,unicode,matched,tier,ocr_char,bbox,crop_file
page_0012,3,đầy,𠫅,U+20AC5,True,3,貫,"[1119, 557, 1263, 672]",crops/page_0012/col03_char004.png
page_0012,3,tớ,四,U+56DB,True,1,四,"[1119, 672, 1263, 786]",crops/page_0012/col03_char005.png
page_0012,3,ông,翁,U+7FC1,True,1,翁,"[1119, 786, 1263, 900]",crops/page_0012/col03_char006.png
page_0012,3,Thánh,垩,U+57A9,True,1,垩,"[1119, 900, 1263, 1014]",crops/page_0012/col03_char007.png
page_0012,3,Giu,稿,U+7A3F,True,2,樞,"[1119, 1014, 1263, 1129]",crops/page_0012/col03_char008.png
page_0012,3,ong,𥗍,U+255CD,True,3,蠎,"[1119, 1129, 1263, 1243]",crops/page_0012/col03_char009.png
page_0012,3,là,𬗢,U+2C5E2,True,3,罘,"[1119, 1243, 1263, 1357]",crops/page_0012/col03_char010.png
page_0012,3,đầy,苔,U+82D4,True,1,苔,"[1119, 1357, 1263, 1471]",crops/page_0012/col03_char011.png
page_0012,3,tớ,四,U+56DB,True,1,四,"[1119, 1471, 1263, 1585]",crops/page_0012/col03_char012.png
page_0012,3,cả,奇,U+5947,True,1,奇,"[1119, 1585, 1263, 1700]",crops/page_0012/col03_char013.png
page_0012,3,Đức,徳,U+5FB3,True,1,徳,"[1119, 1700, 1263, 1814]",crops/page_0012/col03_char014.png
page_0012,3,Chúa,主,U+4E3B,True,1,主,"[1119, 1814, 1263, 1928]",crops/page_0012/col03_char015.png
page_0012,3,Giê,支,U+652F,True,1,支,"[1119, 1928, 1263, 2042]",crops/page_0012/col03_char016.png
page_0012,3,su,秋,U+79CB,True,1,秋,"[1119, 2042, 1263, 2157]",crops/page_0012/col03_char017.png
page_0012,3,cùng,弯,U+5F2F,True,3,去,"[1119, 2157, 1263, 2271]",crops/page_0012/col03_char018.png
page_0012,3,thấy,体,U+4F53,True,1,体,"[1119, 2271, 1263, 2385]",crops/page_0012/col03_char019.png
page_0012,3,Rất,鰐,U+9C10,True,3,慓,"[1119, 2385, 1263, 2499]",crops/page_0012/col03_char020.png
page_0012,3,Thánh,喒,U+5592,True,3,主,"[1119, 2499, 1263, 2614]",crops/page_0012/col03_char021.png
page_0012,4,Đức,徳,U+5FB3,True,1,徳,"[940, 97, 1078, 211]",crops/page_0012/col04_char000.png
page_0012,4,Bà,婆,U+5A46,True,1,婆,"[940, 211, 1078, 326]",crops/page_0012/col04_char001.png
page_0012,4,Ma,𥡗,U+25857,True,3,瑪,"[940, 326, 1078, 441]",crops/page_0012/col04_char002.png
page_0012,4,ri,拡,U+62E1,True,3,預,"[940, 441, 1078, 556]",crops/page_0012/col04_char003.png
page_0012,4,a,亞,U+4E9E,True,1,亞,"[940, 556, 1078, 671]",crops/page_0012/col04_char004.png
page_0012,4,còn,羣,U+7FA3,True,1,羣,"[940, 671, 1078, 785]",crops/page_0012/col04_char005.png
page_0012,4,ở,於,U+65BC,True,1,於,"[940, 785, 1078, 900]",crops/page_0012/col04_char006.png
page_0012,4,thế,世,U+4E16,True,1,世,"[940, 900, 1078, 1015]",crops/page_0012/col04_char007.png
page_0012,4,gian,間,U+9593,True,1,間,"[940, 1015, 1078, 1130]",crops/page_0012/col04_char008.png
page_0012,4,cho,朱,U+6731,True,1,朱,"[940, 1130, 1078, 1245]",crops/page_0012/col04_char009.png
page_0012,4,nên,年,U+5E74,True,1,年,"[940, 1245, 1078, 1360]",crops/page_0012/col04_char010.png
page_0012,4,người,㝵,U+3775,True,1,㝵,"[940, 1360, 1078, 1474]",crops/page_0012/col04_char011.png
page_0012,4,làm,啢,U+5562,True,3,而,"[940, 1474, 1078, 1589]",crops/page_0012/col04_char012.png
page_0012,4,Thánh,垩,U+57A9,True,1,垩,"[940, 1589, 1078, 1704]",crops/page_0012/col04_char013.png
page_0012,4,cả,奇,U+5947,True,1,奇,"[940, 1704, 1078, 1819]",crops/page_0012/col04_char014.png
page_0012,4,và,喡,U+55A1,True,2,韋,"[940, 1819, 1078, 1934]",crops/page_0012/col04_char015.png
page_0012,4,làm,𣩂,U+23A42,True,3,而,"[940, 1934, 1078, 2048]",crops/page_0012/col04_char016.png
page_0012,4,viết,曰,U+66F0,True,1,曰,"[940, 2048, 1078, 2163]",crops/page_0012/col04_char017.png
page_0012,4,vồ,釪,U+91EA,True,3,無,"[940, 2163, 1078, 2278]",crops/page_0012/col04_char018.png
page_0012,4,thành,城,U+57CE,True,1,城,"[940, 2278, 1078, 2393]",crops/page_0012/col04_char019.png
page_0012,4,An,安,U+5B89,True,1,安,"[940, 2393, 1078, 2508]",crops/page_0012/col04_char020.png
page_0012,4,ti,𤰞,U+24C1E,True,1,𤰞,"[940, 2508, 1078, 2623]",crops/page_0012/col04_char021.png
page_0012,5,ô,𦶀,U+26D80,True,3,怎,"[757, 99, 880, 218]",crops/page_0012/col05_char000.png
page_0012,5,ki,箕,U+7B95,True,1,箕,"[757, 218, 880, 337]",crops/page_0012/col05_char001.png
page_0012,5,Khi,𡾵,U+21FB5,True,3,歙,"[757, 337, 880, 457]",crops/page_0012/col05_char002.png
page_0012,5,ấy,意,U+610F,True,1,意,"[757, 457, 880, 576]",crops/page_0012/col05_char003.png
page_0012,5,vua,𪻟,U+2AEDF,True,3,对,"[757, 576, 880, 696]",crops/page_0012/col05_char004.png
page_0012,5,nước,於,U+65BC,True,3,𡱆,"[757, 696, 880, 815]",crops/page_0012/col05_char005.png
page_0012,5,Rô,粵,U+7CB5,True,3,署,"[757, 815, 880, 935]",crops/page_0012/col05_char006.png
page_0012,5,ma,𥡗,U+25857,True,3,瑪,"[757, 935, 880, 1054]",crops/page_0012/col05_char007.png
page_0012,5,tên,先,U+5148,True,1,先,"[757, 1054, 880, 1174]",crops/page_0012/col05_char008.png
page_0012,5,là,容,U+5BB9,True,3,䍐,"[757, 1174, 880, 1293]",crops/page_0012/col05_char009.png
page_0012,5,Tra,查,U+67E5,True,1,查,"[757, 1293, 880, 1413]",crops/page_0012/col05_char010.png
page_0012,5,gia,加,U+52A0,True,1,加,"[757, 1413, 880, 1532]",crops/page_0012/col05_char011.png
page_0012,5,nô,奴,U+5974,True,1,奴,"[757, 1532, 880, 1652]",crops/page_0012/col05_char012.png
page_0012,5,đi,𪠞,U+2A81E,True,3,然,"[757, 1652, 880, 1771]",crops/page_0012/col05_char013.png
page_0012,5,đánh,打,U+6253,True,1,打,"[757, 1771, 880, 1891]",crops/page_0012/col05_char014.png
page_0012,5,được,特,U+7279,True,1,特,"[757, 1891, 880, 2010]",crops/page_0012/col05_char015.png
page_0012,5,giặc,勢,U+52E2,True,3,賦,"[757, 2010, 880, 2130]",crops/page_0012/col05_char016.png
page_0012,5,nước,渃,U+6E03,True,1,渃,"[757, 2130, 880, 2249]",crops/page_0012/col05_char017.png
page_0012,5,Phê,批,U+6279,True,1,批,"[757, 2249, 880, 2369]",crops/page_0012/col05_char018.png
page_0012,5,xi,吹,U+5439,True,1,吹,"[757, 2369, 880, 2488]",crops/page_0012/col05_char019.png
page_0012,5,a,妸,U+59B8,True,2,何,"[757, 2488, 880, 2608]",crops/page_0012/col05_char020.png
page_0012,6,mà,麻,U+9EBB,True,1,麻,"[580, 99, 694, 224]",crops/page_0012/col06_char000.png
page_0012,6,về,𧗱,U+275F1,True,2,術,"[580, 224, 694, 350]",crops/page_0012/col06_char001.png
page_0012,6,thì,寺,U+5BFA,True,1,寺,"[580, 350, 694, 475]",crops/page_0012/col06_char002.png
page_0012,6,vua,𪻟,U+2AEDF,True,3,用,"[580, 475, 694, 601]",crops/page_0012/col06_char003.png
page_0012,6,qua,戈,U+6208,True,1,戈,"[580, 601, 694, 727]",crops/page_0012/col06_char004.png
page_0012,6,thành,城,U+57CE,True,2,威,"[580, 727, 694, 852]",crops/page_0012/col06_char005.png
page_0012,6,An,安,U+5B89,True,1,安,"[580, 852, 694, 978]",crops/page_0012/col06_char006.png
page_0012,6,ti,𤰞,U+24C1E,True,1,𤰞,"[580, 978, 694, 1104]",crops/page_0012/col06_char007.png
page_0012,6,ô,烏,U+70CF,True,1,烏,"[580, 1104, 694, 1229]",crops/page_0012/col06_char008.png
page_0012,6,ki,害,U+5BB3,True,3,冥,"[580, 1229, 694, 1355]",crops/page_0012/col06_char009.png
page_0012,6,liền,連,U+9023,True,1,連,"[580, 1355, 694, 1481]",crops/page_0012/col06_char010.png
page_0012,6,đòi,𠸌,U+20E0C,True,3,陑,"[580, 1481, 694, 1606]",crops/page_0012/col06_char011.png
page_0012,6,người,㝵,U+3775,True,1,㝵,"[580, 1606, 694, 1732]",crops/page_0012/col06_char012.png
page_0012,6,mà,麻,U+9EBB,True,1,麻,"[580, 1732, 694, 1858]",crops/page_0012/col06_char013.png
page_0012,6,quở,喉,U+5589,True,3,喋,"[580, 1858, 694, 1983]",crops/page_0012/col06_char014.png
page_0012,6,rằng,浪,U+6D6A,True,1,浪,"[580, 1983, 694, 2109]",crops/page_0012/col06_char015.png
page_0012,6,Mày,眉,U+7709,True,1,眉,"[580, 2109, 694, 2235]",crops/page_0012/col06_char016.png
page_0012,6,phải,穉,U+7A49,True,3,乕,"[580, 2235, 694, 2360]",crops/page_0012/col06_char017.png
page_0012,6,I,,,False,0,依,"[580, 2360, 694, 2486]",crops/page_0012/col06_char018.png
page_0012,6,na,那,U+90A3,True,1,那,"[580, 2486, 694, 2612]",crops/page_0012/col06_char019.png
page_0012,7,xu,禟,U+799F,True,3,福,"[395, 95, 524, 227]",crops/page_0012/col07_char000.png
page_0012,7,người,㝵,U+3775,True,1,㝵,"[395, 227, 524, 360]",crops/page_0012/col07_char001.png
page_0012,7,ta,挲,U+6332,True,3,陛,"[395, 360, 524, 493]",crops/page_0012/col07_char002.png
page_0012,7,gọi,噲,U+5672,True,2,會,"[395, 493, 524, 625]",crops/page_0012/col07_char003.png
page_0012,7,rằng,浪,U+6D6A,True,1,浪,"[395, 625, 524, 758]",crops/page_0012/col07_char004.png
page_0012,7,Dêu,繘,U+7E58,True,3,纊,"[395, 758, 524, 891]",crops/page_0012/col07_char005.png
page_0012,7,phê,批,U+6279,True,1,批,"[395, 891, 524, 1023]",crops/page_0012/col07_char006.png
page_0012,7,rô,󱅫,U+F116B,True,3,𣈆,"[395, 1023, 524, 1156]",crops/page_0012/col07_char007.png
page_0012,7,dể,易,U+6613,True,2,昜,"[395, 1156, 524, 1289]",crops/page_0012/col07_char008.png
page_0012,7,vua,𠜬,U+2072C,True,3,局,"[395, 1289, 524, 1421]",crops/page_0012/col07_char009.png
page_0012,7,chẳng,庒,U+5E92,True,1,庒,"[395, 1421, 524, 1554]",crops/page_0012/col07_char010.png
page_0012,7,thờ,除,U+9664,True,1,除,"[395, 1554, 524, 1687]",crops/page_0012/col07_char011.png
page_0012,7,bụt,孛,U+5B5B,True,1,孛,"[395, 1687, 524, 1819]",crops/page_0012/col07_char012.png
page_0012,7,chăng,庄,U+5E84,True,1,庄,"[395, 1819, 524, 1952]",crops/page_0012/col07_char013.png
page_0012,7,Người,㝵,U+3775,True,1,㝵,"[395, 1952, 524, 2085]",crops/page_0012/col07_char014.png
page_0012,7,thưa,踈,U+8E08,True,1,踈,"[395, 2085, 524, 2217]",crops/page_0012/col07_char015.png
page_0012,7,rằng,浪,U+6D6A,True,1,浪,"[395, 2217, 524, 2350]",crops/page_0012/col07_char016.png
page_0012,7,Tâu,奏,U+594F,True,1,奏,"[395, 2350, 524, 2483]",crops/page_0012/col07_char017.png
page_0012,7,vua,环,U+73AF,True,3,不,"[395, 2483, 524, 2616]",crops/page_0012/col07_char018.png
page_0012,8,phải,庶,U+5EB6,True,3,乕,"[203, 99, 326, 213]",crops/page_0012/col08_char000.png
page_0012,8,Tôi,碎,U+788E,True,1,碎,"[203, 213, 326, 328]",crops/page_0012/col08_char001.png
page_0012,8,người,㝵,U+3775,True,1,㝵,"[203, 328, 326, 442]",crops/page_0012/col08_char002.png
page_0012,8,ta,些,U+4E9B,True,1,些,"[203, 442, 326, 557]",crops/page_0012/col08_char003.png
page_0012,8,gọi,噲,U+5672,True,1,噲,"[203, 557, 326, 671]",crops/page_0012/col08_char004.png
page_0012,8,rằng,浪,U+6D6A,True,1,浪,"[203, 671, 326, 786]",crops/page_0012/col08_char005.png
page_0012,8,Dêu,𦀾,U+2603E,True,3,纊,"[203, 786, 326, 901]",crops/page_0012/col08_char006.png
page_0012,8,phê,批,U+6279,True,1,批,"[203, 901, 326, 1015]",crops/page_0012/col08_char007.png
page_0012,8,rô,󱅫,U+F116B,True,3,𣈆,"[203, 1015, 326, 1130]",crops/page_0012/col08_char008.png
page_0012,8,vì,揭,U+63ED,True,3,馬,"[203, 1130, 326, 1244]",crops/page_0012/col08_char009.png
page_0012,8,trong,中,U+4E2D,True,1,中,"[203, 1244, 326, 1359]",crops/page_0012/col08_char010.png
page_0012,8,lòng,弄,U+5F04,True,1,弄,"[203, 1359, 326, 1474]",crops/page_0012/col08_char011.png
page_0012,8,hằng,恒,U+6052,True,1,恒,"[203, 1474, 326, 1588]",crops/page_0012/col08_char012.png
page_0012,8,tưởng,想,U+60F3,True,1,想,"[203, 1588, 326, 1703]",crops/page_0012/col08_char013.png
page_0012,8,Đức,徳,U+5FB3,True,1,徳,"[203, 1703, 326, 1817]",crops/page_0012/col08_char014.png
page_0012,8,Chúa,主,U+4E3B,True,1,主,"[203, 1817, 326, 1932]",crops/page_0012/col08_char015.png
page_0012,8,Giê,支,U+652F,True,1,支,"[203, 1932, 326, 2047]",crops/page_0012/col08_char016.png
page_0012,8,su,秋,U+79CB,True,2,状,"[203, 2047, 326, 2161]",crops/page_0012/col08_char017.png
page_0012,8,là,𬗢,U+2C5E2,True,3,罡,"[203, 2161, 326, 2276]",crops/page_0012/col08_char018.png
page_0012,8,Chúa,主,U+4E3B,True,1,主,"[203, 2276, 326, 2390]",crops/page_0012/col08_char019.png
page_0012,8,chúng,衆,U+8846,True,1,衆,"[203, 2390, 326, 2505]",crops/page_0012/col08_char020.png
page_0012,8,tôi,𢲼,U+22CBC,True,3,辟,"[203, 2505, 326, 2620]",crops/page_0012/col08_char021.png
page_0012,9,Vua,,,False,0,,,
page_0012,9,hỏi,𠳨,U+20CE8,True,3,相,"[32, 99, 138, 212]",crops/page_0012/col09_char000.png
page_0012,9,rằng,侮,U+4FAE,True,3,海,"[32, 212, 138, 326]",crops/page_0012/col09_char001.png
page_0012,9,Ví,𥯍,U+25BCD,True,3,浪,"[32, 326, 138, 439]",crops/page_0012/col09_char002.png
page_0012,9,bằng,頽,U+983D,True,3,庶,"[32, 439, 138, 553]",crops/page_0012/col09_char003.png
page_0012,9,có,窖,U+7A96,True,3,平,"[32, 553, 138, 666]",crops/page_0012/col09_char004.png
page_0012,9,tưởng,园,U+56ED,True,3,固,"[32, 666, 138, 780]",crops/page_0012/col09_char005.png
page_0012,9,làm,𨗮,U+285EE,True,3,題,"[32, 780, 138, 893]",crops/page_0012/col09_char006.png
page_0012,9,vậy,丕,U+4E15,True,2,不,"[32, 893, 138, 1007]",crops/page_0012/col09_char007.png
page_0012,9,vì,揭,U+63ED,True,3,馬,"[32, 1007, 138, 1120]",crops/page_0012/col09_char008.png
page_0012,9,tao,骚,U+9A9A,True,3,圣,"[32, 1120, 138, 1234]",crops/page_0012/col09_char009.png
page_0012,9,chăng,生,U+751F,True,1,生,"[32, 1234, 138, 1348]",crops/page_0012/col09_char010.png
page_0012,9,Tưởng,想,U+60F3,True,1,想,"[32, 1348, 138, 1461]",crops/page_0012/col09_char011.png
page_0012,9,bụt,𪣽,U+2A8FD,True,3,寺,"[32, 1461, 138, 1575]",crops/page_0012/col09_char012.png
page_0012,9,chữa,𦔳,U+26533,True,1,𦔳,"[32, 1575, 138, 1688]",crops/page_0012/col09_char013.png
page_0012,9,nước,渃,U+6E03,True,1,渃,"[32, 1688, 138, 1802]",crops/page_0012/col09_char014.png
page_0012,9,nữa,女,U+5973,True,1,女,"[32, 1802, 138, 1915]",crops/page_0012/col09_char015.png
page_0012,9,ru,遊,U+904A,True,3,冲,"[32, 1915, 138, 2029]",crops/page_0012/col09_char016.png
page_0012,9,Người,㝵,U+3775,True,1,㝵,"[32, 2029, 138, 2142]",crops/page_0012/col09_char017.png
page_0012,9,trả,把,U+628A,True,1,把,"[32, 2142, 138, 2256]",crops/page_0012/col09_char018.png
page_0012,9,lời,痢,U+75E2,True,3,囪,"[32, 2256, 138, 2369]",crops/page_0012/col09_char019.png
page_0012,9,rằng,浪,U+6D6A,True,1,浪,"[32, 2369, 138, 2483]",crops/page_0012/col09_char020.png
page_0012,9,Vua,𢁨,U+22068,True,3,用,"[32, 2483, 138, 2597]",crops/page_0012/col09_char021.png
page_0014,1,cậy,忌,U+5FCC,True,1,忌,"[1617, 111, 1732, 220]",crops/page_0014/col01_char000.png
page_0014,1,phép,法,U+6CD5,True,1,法,"[1617, 220, 1732, 329]",crops/page_0014/col01_char001.png
page_0014,1,bụt,孛,U+5B5B,True,2,学,"[1617, 329, 1732, 438]",crops/page_0014/col01_char002.png
page_0014,1,làm,𫜵,U+2B735,True,3,而,"[1617, 438, 1732, 547]",crops/page_0014/col01_char003.png
page_0014,1,gì,之,U+4E4B,True,1,之,"[1617, 547, 1732, 656]",crops/page_0014/col01_char004.png
page_0014,1,có,固,U+56FA,True,1,固,"[1617, 656, 1732, 765]",crops/page_0014/col01_char005.png
page_0014,1,một,竻,U+7AFB,True,3,爲,"[1617, 765, 1732, 874]",crops/page_0014/col01_char006.png
page_0014,1,phép,法,U+6CD5,True,1,法,"[1617, 874, 1732, 983]",crops/page_0014/col01_char007.png
page_0014,1,Đức,徳,U+5FB3,True,1,徳,"[1617, 983, 1732, 1092]",crops/page_0014/col01_char008.png
page_0014,1,Chúa,主,U+4E3B,True,1,主,"[1617, 1092, 1732, 1201]",crops/page_0014/col01_char009.png
page_0014,1,Trời,泰,U+6CF0,True,3,奉,"[1617, 1201, 1732, 1310]",crops/page_0014/col01_char010.png
page_0014,1,dựng,洘,U+6D18,True,3,却,"[1617, 1310, 1732, 1419]",crops/page_0014/col01_char011.png
page_0014,1,nên,年,U+5E74,True,1,年,"[1617, 1419, 1732, 1528]",crops/page_0014/col01_char012.png
page_0014,1,trời,𢚸,U+226B8,True,3,華,"[1617, 1528, 1732, 1637]",crops/page_0014/col01_char013.png
page_0014,1,đất,坦,U+5766,True,1,坦,"[1617, 1637, 1732, 1746]",crops/page_0014/col01_char014.png
page_0014,1,cùng,其,U+5176,True,2,兵,"[1617, 1746, 1732, 1855]",crops/page_0014/col01_char015.png
page_0014,1,muôn,門,U+9580,True,1,門,"[1617, 1855, 1732, 1964]",crops/page_0014/col01_char016.png
page_0014,1,vật,物,U+7269,True,1,物,"[1617, 1964, 1732, 2073]",crops/page_0014/col01_char017.png
page_0014,1,có,固,U+56FA,True,1,固,"[1617, 2073, 1732, 2182]",crops/page_0014/col01_char018.png
page_0014,1,phép,法,U+6CD5,True,1,法,"[1617, 2182, 1732, 2291]",crops/page_0014/col01_char019.png
page_0014,1,phá,破,U+7834,True,1,破,"[1617, 2291, 1732, 2400]",crops/page_0014/col01_char020.png
page_0014,1,bụt,孛,U+5B5B,True,2,斈,"[1617, 2400, 1732, 2509]",crops/page_0014/col01_char021.png
page_0014,1,cùng,共,U+5171,True,1,共,"[1617, 2509, 1732, 2618]",crops/page_0014/col01_char022.png
page_0014,2,diệt,,,False,0,,,
page_0014,2,nước,,,False,0,,,
page_0014,2,mà,,,False,0,,,
page_0014,2,chớ,,,False,0,,,
page_0014,2,Chớ,,,False,0,,,
page_0014,2,gì,,,False,0,,,
page_0014,2,vua,,,False,0,,,
page_0014,2,biết,,,False,0,,,
page_0014,2,sự,,,False,0,,,
page_0014,2,này,,,False,0,,,
page_0014,2,tỏ,,,False,0,,,
page_0014,2,tường,,,False,0,,,
page_0014,2,thì,,,False,0,,,
page_0014,2,chẳng,,,False,0,,,
page_0014,2,lo,,,False,0,,,
page_0014,2,giặc,,,False,0,,,
page_0014,2,cùng,,,False,0,,,
page_0014,2,mọi,,,False,0,,,
page_0014,2,sự,叓,U+53D3,True,3,臺,"[1532, 32, 1715, 41]",crops/page_0014/col02_char000.png
page_0014,2,khó,瘔,U+7614,True,3,号,"[1532, 41, 1715, 51]",crops/page_0014/col02_char001.png
page_0014,2,nữa,匞,U+531E,True,3,巳,"[1532, 51, 1715, 60]",crops/page_0014/col02_char002.png
page_0014,2,Vua,𠀹,U+20039,True,3,号,"[1532, 60, 1715, 70]",crops/page_0014/col02_char003.png
page_0014,3,,,,False,0,,,
page_0014,3,nghe,层,U+5C42,True,3,居,"[1397, 224, 1525, 338]",crops/page_0014/col03_char000.png
page_0014,3,lời,分,U+5206,True,3,麻,"[1397, 338, 1525, 452]",crops/page_0014/col03_char001.png
page_0014,3,ấy,㵧,U+3D67,True,3,渴,"[1397, 452, 1525, 566]",crops/page_0014/col03_char002.png
page_0014,3,liền,丂,U+4E02,True,3,乙,"[1397, 566, 1525, 680]",crops/page_0014/col03_char003.png
page_0014,3,rằng,㖫,U+35AB,True,3,之,"[1397, 680, 1525, 794]",crops/page_0014/col03_char004.png
page_0014,3,Nói,𠺶,U+20EB6,True,3,用,"[1397, 794, 1525, 908]",crops/page_0014/col03_char005.png
page_0014,3,đến,房,U+623F,True,3,别,"[1397, 908, 1525, 1022]",crops/page_0014/col03_char006.png
page_0014,3,sự,事,U+4E8B,True,1,事,"[1397, 1022, 1525, 1136]",crops/page_0014/col03_char007.png
page_0014,3,ấy,意,U+610F,True,3,尼,"[1397, 1136, 1525, 1250]",crops/page_0014/col03_char008.png
page_0014,3,làm,祗,U+7957,True,3,新,"[1397, 1250, 1525, 1364]",crops/page_0014/col03_char009.png
page_0014,3,gì,𦎡,U+263A1,True,3,詳,"[1397, 1364, 1525, 1477]",crops/page_0014/col03_char010.png
page_0014,3,Mày,󰟎,U+F07CE,True,3,寺,"[1397, 1477, 1525, 1591]",crops/page_0014/col03_char011.png
page_0014,3,muốn,󱼖,U+F1F16,True,3,主,"[1397, 1591, 1525, 1705]",crops/page_0014/col03_char012.png
page_0014,3,đẹp,𬙾,U+2C67E,True,3,户,"[1397, 1705, 1525, 1819]",crops/page_0014/col03_char013.png
page_0014,3,lòng,𩖫,U+295AB,True,3,賊,"[1397, 1819, 1525, 1933]",crops/page_0014/col03_char014.png
page_0014,3,tao,宾,U+5BBE,True,3,兵,"[1397, 1933, 1525, 2047]",crops/page_0014/col03_char015.png
page_0014,3,thì,𬀦,U+2C026,True,3,每,"[1397, 2047, 1525, 2161]",crops/page_0014/col03_char016.png
page_0014,3,bỏ,捧,U+6367,True,3,事,"[1397, 2161, 1525, 2275]",crops/page_0014/col03_char017.png
page_0014,3,ý,庭,U+5EAD,True,3,庫,"[1397, 2275, 1525, 2389]",crops/page_0014/col03_char018.png
page_0014,3,mày,󰟎,U+F07CE,True,3,女,"[1397, 2389, 1525, 2503]",crops/page_0014/col03_char019.png
page_0014,3,mà,傌,U+508C,True,3,用,"[1397, 2503, 1525, 2617]",crops/page_0014/col03_char020.png
page_0014,4,tao,,,False,0,,,
page_0014,4,cho,,,False,0,,,
page_0014,4,chức,禎,U+798E,True,3,宜,"[1197, 105, 1325, 225]",crops/page_0014/col04_char000.png
page_0014,4,làm,佼,U+4F7C,True,3,夜,"[1197, 225, 1325, 346]",crops/page_0014/col04_char001.png
page_0014,4,sãi,癔,U+7654,True,3,意,"[1197, 346, 1325, 467]",crops/page_0014/col04_char002.png
page_0014,4,cả,韪,U+97EA,True,3,建,"[1197, 467, 1325, 587]",crops/page_0014/col04_char003.png
page_0014,4,Ông,瀠,U+7020,True,3,滚,"[1197, 587, 1325, 708]",crops/page_0014/col04_char004.png
page_0014,4,Thánh,秕,U+79D5,True,3,呐,"[1197, 708, 1325, 829]",crops/page_0014/col04_char005.png
page_0014,4,ấy,噫,U+566B,True,3,旦,"[1197, 829, 1325, 950]",crops/page_0014/col04_char006.png
page_0014,4,lại,捧,U+6367,True,3,事,"[1197, 950, 1325, 1070]",crops/page_0014/col04_char007.png
page_0014,4,rằng,窒,U+7A92,True,3,意,"[1197, 1070, 1325, 1191]",crops/page_0014/col04_char008.png
page_0014,4,Chức,𡠄,U+21804,True,3,如,"[1197, 1191, 1325, 1312]",crops/page_0014/col04_char009.png
page_0014,4,ấy,匀,U+5300,True,3,之,"[1197, 1312, 1325, 1432]",crops/page_0014/col04_char010.png
page_0014,4,là,容,U+5BB9,True,3,眉,"[1197, 1432, 1325, 1553]",crops/page_0014/col04_char011.png
page_0014,4,sự,蘭,U+862D,True,3,閣,"[1197, 1553, 1325, 1674]",crops/page_0014/col04_char012.png
page_0014,4,trọng,裝,U+88DD,True,3,葉,"[1197, 1674, 1325, 1795]",crops/page_0014/col04_char013.png
page_0014,4,song,窗,U+7A97,True,3,弄,"[1197, 1795, 1325, 1915]",crops/page_0014/col04_char014.png
